科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"291,540,683.00","646,278,482.41","1,015,031,202.18","1,680,432,826.08","315,117,003.47","629,823,157.43","959,706,384.31","1,260,366,007.06","232,922,134.90","456,613,216.80","880,353,888.06","1,813,440,930.88","575,259,335.29","1,223,389,936.98","2,250,190,562.84","3,447,682,655.09","283,174,172.14","696,014,697.69","1,117,132,915.44","1,474,226,012.66","361,078,799.91","1,012,396,598.17","1,943,113,004.68","2,502,641,601.11","429,528,277.70","855,279,183.65","1,059,979,786.51","2,542,474,592.94","810,324,211.55","1,179,838,923.93","1,488,456,221.13","1,819,465,107.41","240,575,548.59","438,021,207.80","960,290,941.77","740,471,240.20","149,896,083.78","408,980,054.63","662,958,103.80","893,302,306.32","34,457,660.61","67,277,883.98","918,918,088.48","976,160,122.82","36,663,099.81"
二、营业利润,"19,265,064.04","71,673,456.59","106,545,905.24","169,475,658.49","8,670,104.02","46,972,200.30","72,362,129.46","80,129,529.20","9,775,162.05","17,532,675.64","35,412,709.08","74,126,595.74","14,038,073.32","60,174,322.79","113,094,467.06","167,655,960.56","-16,376,341.84","-63,284,593.50","-107,157,075.89","-349,636,673.29","-91,494,992.68","-57,442,357.23","-65,100,760.42","45,600,435.71","-70,121,811.48","-139,087,325.98","-212,946,124.98","-292,163,791.85","86,460,326.66","71,554,651.77","110,801,259.56","271,313,391.12","-36,050,332.47","-57,117,392.07","-15,332,520.50","-89,043,681.40","1,669,149.51","42,310,065.82","82,712,635.53","57,028,369.39","-2,415,922.71","-35,151,074.57","-35,653,556.59","-139,614,493.51","-9,806,225.75"
减:营业成本,"229,923,202.81","485,536,872.36","764,989,990.80","1,247,523,177.93","205,965,866.33","427,720,008.74","680,615,865.95","907,678,068.05","199,968,284.26","388,793,097.50","707,170,301.54","1,468,448,682.59","470,014,792.36","977,315,967.70","1,871,705,145.53","2,719,701,435.56","241,436,229.54","592,831,446.35","946,128,598.57","1,252,577,311.09","338,303,656.10","828,145,899.70","1,630,768,624.62","2,088,511,293.79","375,694,613.41","754,103,333.88","937,983,066.27","2,158,797,420.64","567,572,015.34","855,290,128.15","1,109,337,438.86","1,341,808,201.38","214,260,780.75","390,111,731.83","764,040,094.47","476,128,048.41","94,691,232.99","251,016,215.10","409,199,088.41","556,242,928.84","25,672,057.83","46,734,368.08","820,506,768.77","866,690,876.34","24,980,754.47"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"6,933,362.88","21,902,141.31","33,457,442.19","106,227,190.69","22,459,829.17","40,697,159.45","52,628,723.29","71,917,489.27","7,145,433.34","14,802,713.36","50,293,425.78","56,343,380.07","27,528,575.71","62,867,111.12","72,509,950.89","182,407,236.17","8,668,806.24","20,920,475.20","33,263,462.88","44,784,608.35","8,543,745.53","50,987,318.05","93,640,105.13","112,394,545.50","13,808,106.88","29,128,170.94","35,116,187.19","160,458,680.22","79,230,241.05","104,619,009.04","119,206,511.09","179,591,794.11","8,734,467.10","-4,532,604.97","51,907,645.23","80,155,844.60","17,867,644.29","52,347,117.05","75,321,855.24","107,682,834.62","1,403,017.52","11,297,112.09","65,456,183.59","71,414,116.88","488,414.01"
营业外收入,"41,208.07","958,134.12","977,599.37","1,052,467.71","33,380,899.59","35,754,761.25","35,965,228.38","36,156,856.59","88,166.12","348,038.72","825,883.10","1,018,272.15","185,251.77","271,648.37","746,340.19","1,014,098.65","124,998.71","433,479.63","922,465.38","971,206.60","66,099.99","280,368.32","20,113,908.77","53,535,457.49","232,379.58","2,642,096.81","37,748,698.94","38,888,100.50","150,964.61","814,583.54","4,902,575.84","6,903,991.80","70,704.57","178,611.43","297,617.92","1,432,716.18","1,737,721.99","5,069,991.26","5,274,436.92","5,539,674.15","232,639.59","378,543.33","396,694.27","357,039.37","5,000.00"
销售费用,"1,286,333.22","3,797,809.06","5,472,282.27","18,504,644.83","2,559,587.86","5,589,206.02","9,214,178.82","20,666,721.24","2,159,331.67","4,002,363.82","8,256,554.15","36,501,773.91","6,156,126.99","6,914,560.23","15,616,541.73","37,752,077.43","5,748,852.14","14,510,740.92","22,076,960.66","53,448,526.24","8,117,213.08","13,533,787.49","18,893,992.25","33,774,877.55","6,344,875.66","6,570,624.68","10,614,977.52","50,550,391.21","21,682,510.09","28,790,712.50","36,267,979.22","49,538,702.13","8,011,903.58","14,848,617.25","34,218,570.46","79,859,719.28","13,515,953.54","22,350,423.02","34,521,513.41","46,845,857.76","8,281,758.40","19,749,553.64","25,190,175.67","39,536,419.82","8,077,178.91"
减:营业外支出,"305,719.35","737,522.38","867,164.59","758,073.26","130,037.48","982,403.16","1,282,603.50","1,262,105.10",,"16,016.42","5,580,870.23","7,204,778.30","8,740.00","2,399,033.36","2,572,134.54","6,191,640.57","17,164.54","67,164.54","200,308.31","1,204,980.30","84,837.39","456,007.32","466,055.93","3,171,199.49","476,897.33","1,280,563.84","1,293,560.24","143,813,429.35","220,000.00","449,524.53","450,717.90","4,212,625.59","15,337.70","15,483.83","196,815.12","62,492,311.90","5,570,204.77","5,633,574.73","5,640,954.99","10,132,084.19",,"920,309.05","924,155.18","564,646.53",0.75
管理费用,"14,336,331.79","20,591,845.85","34,998,615.17","76,491,305.16","25,247,390.10","38,288,245.39","55,589,160.74","81,446,762.80","13,332,339.86","25,800,242.58","41,416,571.30","82,201,093.73","14,257,075.59","26,583,290.68","42,029,228.01","93,586,280.04","17,525,126.15","40,092,613.73","62,604,356.28","90,261,394.34","22,360,079.66","44,349,014.55","72,178,936.26","127,208,867.14","24,764,225.34","38,227,543.61","58,093,423.91","82,168,866.84","15,539,992.19","36,291,621.20","55,188,162.39","83,731,609.92","13,603,260.22","24,606,886.15","41,670,602.33","81,545,495.79","11,868,948.32","25,868,143.77","35,972,028.18","55,232,151.98","15,051,737.34","27,691,382.05","38,103,312.97","60,306,545.68","9,397,253.70"
其中:非流动资产处置净损失,,"197,466.07","218,402.84","25,490.47","3,195.82","47,070.40","47,070.40","51,067.00",,"15,215.42","5,070,861.00","6,843,017.06",,,"30,485.97","12,463.82",,,,"284,056.45",,"176,713.33",,"14,781.03","7,226.10","88,143.40","106,380.73","123,694.19",,"10,319.53",,"10,319.53",,,,"18,650.63",,"63,369.96","70,750.22","220,746.87",,"2,000.00","2,000.00",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"19,796,388.26","45,007,419.57","77,753,909.60","107,494,740.25","50,899,225.99","94,521,590.63","143,479,634.28","157,008,860.78","30,541,583.72","65,732,755.09","97,876,879.08","134,182,514.38","43,564,691.32","88,764,456.57","135,086,220.93","182,580,706.99","43,533,782.25","108,012,841.77","177,285,439.72","248,134,374.52","75,262,034.30","159,743,181.88","219,653,367.51","310,594,727.84","79,038,267.89","157,292,614.60","222,524,034.68","301,254,792.97","40,175,865.02","81,005,898.45","121,615,471.74","185,037,803.58","32,835,182.14","63,281,297.49","81,824,305.86","93,726,108.11","10,594,462.69","18,445,269.99","29,946,878.05","47,585,325.10","7,749,452.07","25,640,933.52","34,171,958.60","48,626,562.93","3,506,972.90"
三、利润总额,"19,000,552.76","71,894,068.33","106,656,340.02","169,770,052.94","41,920,966.13","81,744,558.39","107,044,754.34","115,024,280.69","9,863,328.17","17,864,697.94","30,657,721.95","67,940,089.59","14,214,585.09","58,046,937.80","111,268,672.71","162,478,418.64","-16,268,507.67","-62,918,278.41","-106,434,918.82","-349,870,446.99","-91,513,730.08","-57,617,996.23","-45,452,907.58","95,964,693.71","-70,366,329.23","-137,725,793.01","-176,490,986.28","-397,089,120.70","86,391,291.27","71,919,710.78","115,253,117.50","274,004,757.33","-35,994,965.60","-56,954,264.47","-15,231,717.70","-150,103,277.12","-2,163,333.27","41,746,482.35","82,346,117.46","52,435,959.35","-2,183,283.12","-35,692,840.29","-36,181,017.50","-139,822,100.67","-9,801,226.50"
资产减值损失,,"-70,960.05","22,515.91","31,150,272.24","-85,000.00","-3,360,315.19","-3,578,370.32","203,890.29",,"-50,631.19","-72,552.87","25,115,753.81",,"1,370,227.89","749,008.69","65,034,029.34",,"593,455.56","593,455.56","124,405,011.25","-12,936.08","-26,470,246.27","-26,471,260.67","-9,997,746.42",,"9,044,221.92","9,044,221.92","81,858,232.91","-336,738.80","2,286,902.82","2,286,902.82","-41,169,792.69","-775,441.92","7,928,846.63","5,420,842.63","27,685,387.27","-269,880.74","-5,399,558.50","-6,381,145.62","28,035,162.15","-9,609,536.48","-8,910,097.32","-8,913,321.72","51,644,976.84","-11,332.08"
减:所得税,"6,397,103.40","32,002,145.65","44,654,328.70","81,124,506.22","15,139,093.59","30,096,299.70","40,437,931.60","44,951,814.84","3,940,748.16","12,124,635.18","18,927,568.90","49,974,688.40","6,498,170.16","21,475,407.38","53,418,836.63","66,282,762.75","1,056,230.60","10,105,539.65","13,635,222.05","-48,761,705.20","-18,623,680.17","-6,226,075.10","-3,409,706.82","34,022,949.14","-14,912,952.25","-23,474,564.26","-26,322,399.48","114,503,242.89","34,756,496.84","46,447,548.04","61,725,153.66","77,149,261.20","1,093,597.52","13,752,510.91","32,767,863.18","36,525,005.39","5,672,332.58","21,190,005.31","37,151,149.49","44,052,027.51","2,525,624.73","1,171,175.93","-1,649,788.19","-7,385,265.84","-578,530.80"
加:公允价值变动净收益,,"2,160,102.28","9,038,716.28","17,390,720.50",,"20,168,352.00","20,168,352.00","-1,344,280.00",,,,"3,584,957.55",,,,,,,,"-27,913,742.50",,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,"-829,257.28","59,043,443.01","600,000.00","436,585.91","30,436,585.91","60,029,594.57","30,000,000.00","60,000,000.00","60,000,000.00","59,893,905.80","300,000.00","600,000.00","600,000.00","1,035,071.00","17,362,282.34","17,662,282.34","17,662,282.34","17,662,282.34",,"450,000.00","450,000.00","205,445,400.00",,,"450,000.00","450,000.00",,,"66,247,504.55","250,386,602.14","44,270.81","1,106,174.51","3,458,598.71","9,585,681.86","41,426.82","-2,042,378.38","-1,665,250.60","5,350,323.52","11,674,903.36","19,774,293.51","19,943,432.81","22,299,622.44","-30,083.65"
四、净利润,"12,603,449.36","39,891,922.68","62,002,011.32","88,645,546.72","26,781,872.54","51,648,258.69","66,606,822.74","70,072,465.85","5,922,580.01","5,740,062.76","11,730,153.05","17,965,401.19","7,716,414.93","36,571,530.42","57,849,836.08","96,195,655.89","-17,324,738.27","-73,023,818.06","-120,070,140.87","-301,108,741.79","-72,890,049.91","-51,391,921.13","-42,043,200.76","61,941,744.57","-55,453,376.98","-114,251,228.75","-150,168,586.80","-511,592,363.59","51,634,794.43","25,472,162.74","53,527,963.84","196,855,496.13","-37,088,563.12","-70,706,775.38","-47,999,580.88","-186,628,282.51","-7,835,665.85","20,556,477.04","45,194,967.97","8,383,931.84","-4,708,907.85","-36,864,016.22","-34,531,229.31","-132,436,834.83","-9,222,695.70"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,427,680.61",,,,"-11,545,059.39",,"-2,838,836.55",,"3,407,794.98",,"8,837,512.90","8,837,512.90","6,590,026.22","-188,419.13"
归属于母公司所有者的净利润,"10,612,760.68","35,100,392.32","52,720,369.96","74,313,484.32","20,781,222.96","41,985,604.40","55,257,019.02","60,358,968.71","5,837,625.52","8,659,838.94","11,432,567.45","16,537,859.77","6,648,990.97","35,187,569.18","56,580,370.66","95,784,614.69","-17,324,523.30","-72,864,611.91","-119,472,962.15","-297,997,573.96","-70,898,213.62","-47,436,639.40","-36,118,032.85","69,073,140.94","-53,063,763.20","-120,474,036.56","-163,528,527.74","-537,904,406.04","50,512,893.63","16,975,672.41","22,703,407.94","10,185,359.50","-36,666,375.83","-74,762,389.80","-58,741,484.72","-187,078,904.95","-4,899,385.59","24,588,417.36","52,166,977.53","47,056,244.67","-9,379,348.35","-38,532,887.96","-48,419,887.63","-119,359,144.44","-10,348,850.95"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"1,990,688.68","4,791,530.36","9,281,641.36","14,332,062.40","6,000,649.58","962,654.29","11,349,803.72","9,713,497.14","84,954.49","-2,919,776.18","297,585.60","1,427,541.42","1,067,423.96","1,383,961.24","1,269,465.42","411,041.20",-214.97,"-159,206.15","-597,178.72","-3,111,167.83","-1,991,836.29","-3,955,281.73","-5,925,167.91","-7,131,396.37","-2,389,613.78","6,222,807.81","13,359,940.94","26,312,042.45","1,121,900.80","8,496,490.33","30,824,555.90","186,670,136.63","-422,187.29","4,055,614.42","10,741,903.84","450,622.44","-2,936,280.26","-4,031,940.32","-6,972,009.56","-38,672,312.83","4,670,440.50","1,668,871.74","13,888,658.32","-13,077,690.39","1,126,155.25"
