科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"828,594,174.24","796,549,634.90","857,159,183.59","995,368,046.23","737,270,985.21","903,275,573.41","854,145,144.28","943,310,132.73","789,728,128.45","741,146,973.36","835,151,333.43","593,921,546.29","608,407,332.15","712,607,401.74","709,387,004.42","1,002,238,833.20","650,543,906.25","474,147,015.69","481,130,429.74","1,171,352,408.53","880,247,154.49","592,443,401.71","155,780,237.94","539,352,001.27","543,025,643.59","688,506,430.05","424,654,080.29","1,171,526,317.63","806,423,835.26","904,108,639.19","720,992,009.35","827,200,084.82","624,155,703.51","656,977,287.67","735,621,113.69","923,680,647.61","663,165,181.55","648,654,292.74","711,582,018.82","1,803,771,249.75","1,074,281,755.69","973,665,749.50","831,351,761.21","1,341,701,668.73","959,886,890.80","752,653,570.24"
短期借款,"867,400,000.00","1,154,950,000.00","1,387,950,000.00","1,287,250,000.00","1,275,250,000.00","835,250,000.00","873,250,000.00","923,250,000.00","1,057,250,000.00","1,288,250,000.00","1,464,250,000.00","894,250,000.00","1,174,250,000.00","429,241,477.60","579,241,477.60","449,241,477.60","467,915,002.60","952,915,002.60","976,923,525.00","262,923,525.00","170,250,000.00","77,000,000.00","209,937,352.32","207,000,000.00","207,000,000.00","104,000,000.00",,"400,000,000.00",,,,,,,,,,,"30,560,000.00","120,000,000.00","89,440,000.00","40,000,000.00","25,000,000.00",,,
交易性金融资产,"1,881,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"91,398,605.00","110,686,560.71","17,427,310.70","39,316,530.30","22,040,699.24","15,181,025.99","22,439,302.99","19,489,469.02","29,380,358.27","41,173,307.45","25,599,216.64","28,234,633.40","31,870,210.79","33,784,849.93","29,665,760.20","67,002,240.97","84,656,553.54","71,145,280.46","72,552,396.39","121,174,141.69","96,798,477.03","87,811,438.86","91,162,157.51","97,384,920.06","66,129,222.75","80,182,725.37","66,261,247.00","69,245,277.78","51,493,200.53","47,217,113.60","84,730,829.50","106,984,010.79","105,093,699.04","125,885,629.21","149,549,968.17","145,990,054.24","103,332,752.89","87,176,019.39","128,092,550.70","266,404,573.91","160,207,894.06","159,199,544.02","190,999,577.99","325,701,559.23","839,038,512.41","605,836,131.61"
应付票据,"312,890,000.00","159,180,000.00","53,180,000.00","196,180,000.00","268,780,000.00","220,180,000.00","200,800,000.00","258,262,000.00","170,900,000.00","107,560,000.00",,,,,,,,"100,000,000.00","100,000,000.00",,,,,,,,,"7,983,181.86","4,394,649.94",,,"47,343,397.49","11,868,884.34","40,000,000.00","84,000,000.00","44,000,000.00","40,000,000.00","162,858,502.00","227,758,502.00","181,060,000.00","122,420,000.00","56,682,000.00","157,395,092.50","68,700,000.00","54,000,000.00","49,000,000.00"
应收账款,"1,180,179,892.96","1,249,283,245.60","1,244,493,622.80","1,276,293,631.41","1,333,701,143.55","1,452,065,505.72","1,561,984,133.32","1,431,113,057.38","1,439,281,035.34","1,505,093,015.28","1,565,432,334.08","1,741,538,529.33","1,615,328,780.53","1,868,870,172.26","1,951,798,149.64","2,191,758,963.94","2,298,439,718.60","2,327,577,695.63","2,407,024,745.49","2,663,046,766.78","2,718,470,734.53","3,018,120,280.91","3,292,961,074.65","3,363,015,296.47","3,353,077,761.13","3,234,710,212.36","3,209,887,913.55","3,687,191,344.23","5,051,325,259.07","4,937,686,541.19","4,905,425,951.01","6,261,604,734.26","5,903,965,496.40","5,893,024,297.35","5,585,694,997.17","7,542,359,657.62","7,329,831,064.88","7,507,426,785.78","7,313,217,238.40","7,797,013,527.09","7,564,213,684.10","7,990,537,176.48","7,637,291,349.45","9,123,515,849.38","7,726,839,753.40","8,334,452,018.14"
应付账款,"238,829,763.43","383,298,949.89","251,953,030.83","441,190,805.05","369,916,345.96","421,661,769.32","437,526,061.78","554,175,579.05","505,001,329.62","579,435,064.55","640,941,177.99","695,999,086.43","692,986,964.20","698,371,098.34","701,892,174.94","1,026,955,039.27","1,172,898,858.67","1,311,152,208.14","1,460,523,658.41","1,490,008,565.60","1,706,256,873.55","1,849,320,423.16","2,098,112,510.85","1,985,786,940.91","2,238,135,898.75","2,447,631,654.40","2,488,263,050.88","2,729,120,681.55","3,371,240,535.54","3,269,015,218.45","3,147,116,787.21","3,199,508,579.40","3,026,372,046.55","3,100,292,749.17","3,121,311,508.30","4,200,999,674.82","4,366,223,098.25","4,761,264,067.87","4,758,769,785.48","5,074,977,803.17","4,946,064,163.72","5,708,889,141.81","5,296,160,572.88","5,722,793,063.87","5,219,052,714.19","5,445,595,084.45"
预付款项,"514,809,840.51","536,311,783.17","434,889,200.41","318,661,054.70","320,051,727.09","311,649,797.93","232,512,297.22","141,142,599.70","148,877,329.06","138,704,117.70","143,942,343.62","134,070,305.79","183,801,538.37","197,954,971.36","220,322,474.59","155,625,110.61","249,665,521.52","263,208,911.48","242,192,705.37","294,210,603.77","283,708,124.58","286,267,329.47","270,764,541.36","150,858,979.21","182,314,377.82","272,290,644.85","314,852,503.02","259,413,259.72","472,971,473.15","419,268,962.30","418,983,608.86","268,519,633.75","329,845,012.84","319,518,838.66","327,296,864.88","332,288,506.79","452,944,120.40","534,192,668.19","607,425,583.63","392,381,533.27","501,090,031.85","625,465,798.71","710,110,942.99","466,237,930.51","550,120,451.84","415,076,078.26"
预收款项,"266,553,525.88","204,199,882.09","94,034,803.80","51,870,874.89","31,138,953.07","144,243,559.02","150,210,468.40","139,939,509.59","115,179,038.85","111,130,062.54","155,512,301.44","225,476,755.00","180,931,296.31","186,633,953.49","149,381,609.58","183,496,055.38","168,303,283.91","179,880,498.98","180,057,008.43","689,379,664.13","424,508,506.63","362,128,689.58","409,986,348.75","486,136,448.81","436,957,730.85","612,308,380.04","552,495,248.03","528,841,472.66","749,756,885.64","421,255,001.83","410,646,053.57","389,562,657.21","394,535,460.66","346,911,154.53","362,448,834.19","304,270,283.13","299,525,829.42","402,525,643.01","401,795,566.43","362,731,779.28","370,385,766.55","387,677,565.80","381,554,814.54","341,205,586.65","319,268,934.64","356,433,772.62"
