科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"3,067,407.69","3,993,887.65","12,900,882.04","17,238,016.97","24,844,719.88","35,216,223.30","8,368,242.04","18,006,029.24","29,953,894.34","42,675,486.65","13,560,642.99","24,833,172.80","38,400,301.01","47,067,345.20","11,761,280.17","25,619,459.99","36,793,715.46","74,239,768.12","30,833,984.13","132,855,613.78","156,426,072.09","185,768,274.41","87,187,146.21","198,436,390.38","270,715,441.96","337,929,349.56","140,007,633.36","256,424,429.85","352,739,881.74","457,320,921.09","113,530,745.66","231,708,941.62"
取得借款收到的现金,"7,300,000.00","58,300,000.00","63,399,999.90","45,000,000.00","96,000,000.00","175,000,000.00",,"20,000,000.00","35,000,000.00","51,000,000.00","18,000,000.00","57,000,000.00","82,000,000.00","119,600,000.00","18,000,000.00","52,800,000.00","110,800,000.00","181,400,000.00","525,971,344.68","802,842,345.19","832,842,345.19","652,866,677.00","341,592,490.49","809,215,605.21","1,296,226,813.67","2,033,661,024.60","405,835,884.42","620,269,856.51","963,484,199.14","1,660,375,894.96","149,286,475.70","422,700,000.00"
支付的各项税费,"1,034,004.88","4,873,503.08","16,498,623.16","4,066,301.31","12,260,012.41","22,236,491.60","8,506,180.75","11,152,862.76","21,088,112.15","26,475,809.99","4,403,352.86","10,633,380.49","12,729,575.02","21,474,121.80","3,817,908.27","11,750,060.58","13,437,127.63","42,014,436.98","12,128,136.53","34,090,656.13","41,827,128.64","72,436,695.05","33,134,662.19","50,232,387.81","98,001,070.14","132,440,270.41","23,966,045.94","93,286,005.12","163,200,040.83","143,099,546.34","12,782,458.66","33,750,230.57"
收到其他与筹资活动有关的现金,"7,630,000.00",,"6,831,682.76",,,,,,,,,,"34,000,000.00","34,000,000.00",,,,"5,000,000.00",,,,"372,048,219.58",,"60,000,000.00","140,000,000.00","284,428,666.41",,"85,290,000.00","107,590,000.00","265,073,600.00","20,549,811.67","81,249,247.44"
支付其他与经营活动有关的现金,"15,085,072.78","20,764,139.11","35,306,266.93","22,826,626.43","25,124,857.85","69,222,737.97","21,404,346.09","40,828,488.12","35,748,917.60","73,488,840.38","29,329,100.74","21,144,961.98","31,927,828.71","50,905,902.04","36,393,013.88","32,680,558.35","38,865,160.23","32,602,393.50","26,720,001.10","51,759,796.73","136,091,173.84","112,658,896.97","40,614,594.13","43,363,186.68","135,948,510.39","134,793,580.86","92,373,591.93","127,459,347.71","420,276,734.82","172,170,914.67","21,528,868.42","133,375,711.22"
筹资活动现金流入小计,"15,330,000.00","68,230,000.00","184,621,682.66","45,000,000.00","96,000,000.00","498,353,840.00",,"20,000,000.00","35,000,000.00","51,000,000.00","18,000,000.00","57,000,000.00","116,000,000.00","153,600,000.00","18,000,000.00","52,800,000.00","314,854,999.76","395,206,079.74","525,971,344.68","802,842,345.19","832,842,345.19","1,024,914,896.58","344,592,490.49","874,860,044.82","1,450,295,453.28","2,332,158,330.62","902,655,884.42","1,202,379,856.51","1,577,894,199.14","1,925,449,494.96","169,836,287.37","744,339,247.44"
经营活动现金流出小计,"69,583,683.44","97,254,867.04","196,658,826.54","117,926,874.75","227,524,001.19","278,724,087.01","104,492,426.06","176,946,769.54","228,189,344.84","333,058,754.78","67,962,674.12","113,065,832.22","169,524,383.13","247,344,363.66","84,578,567.83","164,501,172.53","216,347,777.92","402,538,128.70","267,824,591.76","670,505,118.68","901,929,705.62","1,502,887,678.44","583,116,866.54","1,162,929,306.78","1,849,948,988.39","1,890,735,786.18","851,384,981.95","1,616,427,913.00","2,588,430,711.82","2,970,150,725.63","535,948,611.84","1,235,024,361.70"
偿还债务支付的现金,"4,000,000.00","30,100,000.00","47,099,999.90","16,800,000.00","51,800,000.00","115,800,000.00","65,000,000.00","65,000,000.00","111,000,000.00","127,000,000.00",,"20,000,000.00","35,000,000.00","35,000,000.00","33,000,000.00","79,600,000.00","104,600,000.00","218,400,000.00","111,000,000.00","316,299,095.50","341,842,095.50","341,143,000.00","139,326,287.48","557,031,226.68","807,511,958.51","1,513,038,839.53","473,401,120.51","630,105,337.92","1,288,996,749.23","1,360,309,845.00","254,616,362.81","667,168,390.46"
经营活动产生的现金流量净额,"-580,339.27","672,518.19","15,789,912.19","-5,168,353.92","-9,418,139.26","-34,967,349.32","-50,466,074.35","-96,454,649.49","-114,788,216.10","-111,550,143.27","-29,009,042.51","-45,829,835.76","-45,979,916.23","-20,698,443.35","-27,923,868.61","-54,142,447.03","-2,633,255.86","-21,618,430.98","-41,501,851.17","-91,786,597.42","-57,333,442.01","-29,973,373.37","-61,170,529.29","-27,154,446.12","-224,820,167.33","-85,951,606.39","-158,593,356.57","69,758,567.50","-38,290,257.52","32,383,230.39","105,244,406.94","136,467,309.15"
分配股利、利润或偿还利息支付的现金,"427,817.17","1,459,400.79","3,466,224.34","2,389,873.17","7,704,610.95","6,119,291.87","1,909,740.42","3,305,964.25","21,003,181.06","23,336,416.20","905,890.40","5,559,800.63","7,883,971.98","8,971,608.45","1,612,841.54","5,131,579.22","9,162,255.25","15,488,288.16","3,428,826.27","8,130,451.16","13,794,122.05","22,301,457.47","9,200,540.11","19,258,357.51","26,454,144.09","45,991,496.93","14,769,252.07","42,160,768.03","52,521,048.87","83,638,724.97","36,923,961.02","47,170,872.77"
收回投资收到的现金,,,"2,300,000.00",,,,,,,,,,,,,,,,,,,,,,,"1,005,000.00",,,,,,
支付其他与筹资活动有关的现金,"2,122,135.00","11,170,833.95","4,243,315.00","2,138,883.33","3,475,356.24","8,085,948.89","3,400,256.51","225,515.75","225,515.75","2,895,000.00","79,669.21","79,669.21","34,079,669.21","34,749,669.21",,,,"81,375,967.12",,,,"38,625,298.83","108,625.00","126,418,578.56","180,843,870.56","263,918,868.29","203,049.00","452,260,343.87","129,131,048.17","542,443,432.02","29,000,010.00","98,048,185.29"
取得投资收益收到的现金,,,"178,000.00","141,000.00","141,000.00","141,000.00",,,,,,,,,,,,,,,,,,,,"1,648.83",,,,,,
筹资活动现金流出小计,"6,549,952.17","42,730,234.74","54,809,539.24","21,328,756.50","62,979,967.19","130,005,240.76","70,309,996.93","68,531,480.00","132,228,696.81","153,231,416.20","985,559.61","25,639,469.84","76,963,641.19","78,721,277.66","34,612,841.54","84,731,579.22","113,762,255.25","315,264,255.28","114,428,826.27","324,429,546.66","355,636,217.55","402,069,756.30","148,635,452.59","702,708,162.75","1,014,809,973.16","1,822,949,204.75","488,373,421.58","1,124,526,449.82","1,470,648,846.27","1,986,392,001.99","320,540,333.83","812,387,448.52"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"60,000.00",,,,,,,"7,000.00",,,,"5,000.00",,,,,,"775,826.17","852,258.97","616,563.75","225,450.00","279,450.00","401,044.00","77,930.00","315,314.00","616,004.00","671,349.44","259,182.54",,
筹资活动产生的现金流量净额,"8,780,047.83","25,499,765.26","129,812,143.42","23,671,243.50","33,020,032.81","368,348,599.24","-70,309,996.93","-48,531,480.00","-97,228,696.81","-102,231,416.20","17,014,440.39","31,360,530.16","39,036,358.81","74,878,722.34","-16,612,841.54","-31,931,579.22","201,092,744.51","79,941,824.46","411,542,518.41","478,412,798.53","477,206,127.64","622,845,140.28","195,957,037.90","172,151,882.07","435,485,480.12","509,209,125.87","414,282,462.84","77,853,406.69","107,245,352.87","-60,942,507.03","-150,704,046.46","-68,048,201.08"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,"-3,464.87","-7,523.07","-15,047.04",-860.78,-860.78,-860.78,"223,501.44","-2,848.57","-18,328.26","-18,328.26","-114,475.13","-16,581.92","33,717.34","33,717.34","47,043.33","-14,210.98","-14,670.03","-1,911,160.13","-1,780,796.66","-82,776.20","89,507.98","1,666,287.53","29,531,635.86","-264,320.47","-1,636,405.96","-1,136,684.31","-15,959,997.98","-4,432,302.87","580,559.59"
收到其他与投资活动有关的现金,,,"3,500,000.00",,,,,,,,,,,,,"1,000,000.00","11,047,098.99",,"8,318,979.21","8,273,104.73","8,273,104.73","16,623,414.57",,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"6,038,000.00","141,000.00","141,000.00","141,000.00",,,,"7,000.00",,,,"5,000.00",,"1,000,000.00","11,047,098.99",,"8,318,979.21","9,048,930.90","9,125,363.70","17,239,978.32","225,450.00","279,450.00","401,044.00","1,084,578.83","315,314.00","616,004.00","671,349.44","259,182.54",,
五、现金及现金等价物净增加额,"4,600,729.89","5,991,920.30","115,190,175.72","-2,626,728.63","-27,923,309.96","281,579,846.08","-144,421,748.52","-184,024,109.41","-277,446,616.73","-285,255,510.27","-16,804,909.31","-20,905,454.64","-13,674,110.99","7,806,705.77","-46,850,086.41","-89,524,452.84","204,355,263.43","-18,837,833.28","24,423,168.90","54,728,076.76","78,475,519.21","150,122,900.83","57,826,539.90","17,434,973.40","68,943,430.71","181,848,352.99","196,170,824.52","24,466,179.01","-88,519,063.03","-140,911,594.15","-70,567,078.12","19,236,540.90"
购建固定资产、无形资产和其他长期资产支付的现金,"2,898,978.67","18,580,363.15","20,573,346.04","21,267,153.34","47,658,680.44","51,927,356.80","23,644,816.46","39,037,119.14","51,425,175.31","60,704,452.24","4,797,238.10","6,417,820.78","6,712,090.31","41,416,258.09","2,296,794.34","4,484,143.93","5,185,041.55","12,052,954.51","3,531,343.38","9,751,456.79","17,430,441.56","126,644,859.08","31,478,965.11","83,600,078.58","90,306,041.55","100,037,396.74","59,561,742.30","120,006,893.22","144,878,921.86","96,645,502.07","5,675,135.73","17,769,649.66"
期初现金及现金等价物余额,"2,240,861.88","6,841,591.77","12,833,512.07","128,023,687.79","128,023,687.79","128,023,687.79","409,603,533.87","409,603,533.87","409,603,533.87","409,603,533.87","124,348,023.60","124,348,023.60","124,348,023.60","124,348,023.60","132,154,729.37","132,154,729.37","132,154,729.37","132,154,729.37","113,316,896.09","113,316,896.09","113,316,896.09","113,316,896.09","263,439,796.92","263,439,796.92","263,439,796.92","263,439,796.92","445,288,149.91","445,288,149.91","445,288,149.91","445,288,149.91","304,376,555.76","304,376,555.76"
投资支付的现金,"700,000.00","1,600,000.00",,,,,,,"14,000,000.00","10,000,000.00",,,,"4,847,840.00",,,,"6,119,000.00","331,179,964.25",964.18,964.18,"331,563,188.66","45,500,000.00",,"4,300,000.00","121,005,000.00",,"6,000.00","12,118,500.00",,,
期末现金及现金等价物余额,"6,841,591.77","12,833,512.07","128,023,687.79","125,396,959.16","100,100,377.83","409,603,533.87","265,181,785.35","225,579,424.46","132,156,917.14","124,348,023.60","107,543,114.29","103,442,568.96","110,673,912.61","132,154,729.37","85,304,642.96","42,630,276.53","336,509,992.80","113,316,896.09","137,740,064.99","168,044,972.85","191,792,415.30","263,439,796.92","321,266,336.82","280,874,770.32","332,383,227.63","445,288,149.91","641,458,974.43","469,754,328.92","356,769,086.88","304,376,555.76","233,809,477.64","323,613,096.66"
