科目,2012-12-31,2013-12-31,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"19,492,280.14","61,072,274.69","67,047,459.04","910,968,217.18","366,231,645.51","68,521,760.98","89,830,024.03","110,990,543.04","125,385,065.78","147,561,322.13","262,717,592.55","408,633,895.46","563,850,745.27","576,969,407.97","1,154,129,918.98"
短期借款,"199,524,984.80","135,072,802.06","138,095,301.00",,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"4,368,271.55","5,114,841.49","14,995,321.89","10,233,365.90","19,207,183.15","37,547,865.01","45,989,457.70","20,417,780.29","36,560,880.91","27,281,667.62","25,610,025.12","8,769,311.21","12,667,182.61","8,013,306.91","25,946,170.51"
应付票据,"24,100,000.00","47,100,000.00","5,000,000.00","15,000,000.00","17,000,000.00","47,890,000.00","64,940,000.00","45,130,000.00","105,883,000.00","124,953,000.00","100,590,000.00","70,440,000.00","20,000,000.00","77,000,000.00","151,780,000.00"
应收账款,"252,182,889.86","327,483,839.24","298,231,308.20","315,728,718.31","339,439,271.60","350,565,032.21","340,174,701.20","390,584,342.47","446,040,955.93","496,392,724.96","453,944,534.50","449,912,821.20","459,509,870.76","534,119,423.43","520,810,156.87"
应付账款,"144,215,922.88","197,886,589.43","176,101,412.80","177,930,390.17","208,230,183.70","173,016,457.09","179,130,318.52","202,779,296.29","244,777,737.48","281,719,236.67","256,556,007.94","288,132,576.43","265,655,649.88","316,721,674.89","341,813,675.19"
预付款项,"21,271,266.67","10,064,010.51","9,278,895.04","17,092,601.82","24,688,045.05","38,107,786.61","46,723,170.88","34,718,665.10","44,369,417.98","11,245,087.39","19,802,386.30","28,678,564.39","29,218,443.49","22,216,827.02","38,583,369.08"
预收款项,"4,618,737.17","6,518,624.10","7,892,705.28","7,273,255.97","6,223,574.86","4,852,492.54","4,163,956.74","6,154,510.45","9,476,657.41","8,119,048.32","9,320,134.17","7,649,800.49","9,600,200.13","7,683,789.42","9,866,181.81"
其他应收款,"11,691,056.39","9,751,103.55","7,917,942.77","7,361,513.56","14,017,887.13","3,641,177.54","4,071,373.59","3,338,203.48","5,062,015.01","5,110,046.35","5,652,655.01","5,011,494.80","6,817,238.25","5,684,730.95","8,884,445.30"
应付职工薪酬,"8,114,315.72","8,342,930.17","8,058,065.81","9,670,391.25","15,030,148.46","23,182,022.78","15,250,891.11","14,222,468.70","17,211,341.16","20,877,418.95","14,640,579.48","15,865,144.17","20,925,452.20","23,135,924.52","14,350,357.38"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"2,985,496.18","6,210,039.11","15,282,004.17","6,505,387.61","24,581,117.81","10,308,640.20","6,544,913.56","14,699,718.66","11,577,532.51","12,008,569.96","15,033,709.30","12,293,270.81","17,700,628.50","13,115,233.51","8,385,136.99"
应收利息,,,,,,,,,,,,,,,
