科目,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付保单红利的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筹资活动产生的现金流量净额,"-126,000,000.00","35,274,000,000.00","3,140,000,000.00","2,056,000,000.00","-181,000,000.00","1,449,000,000.00","-40,113,000,000.00","39,931,000,000.00","39,186,000,000.00","15,733,000,000.00","18,332,000,000.00","-1,512,000,000.00","-1,320,000,000.00","-52,157,000,000.00","8,199,000,000.00","-1,450,000,000.00","-3,152,000,000.00","-54,684,000,000.00","-15,634,000,000.00","-1,424,000,000.00","-367,000,000.00","-57,098,000,000.00","-20,787,000,000.00","-1,523,000,000.00","-1,505,000,000.00","-69,267,000,000.00","-72,541,000,000.00","-13,396,000,000.00","47,000,000.00","-71,238,000,000.00","-62,850,000,000.00","-2,813,000,000.00","14,853,000,000.00","-60,228,000,000.00","-13,823,000,000.00","-7,066,000,000.00","-5,677,000,000.00","-70,918,000,000.00","-75,368,000,000.00","-1,632,000,000.00","11,880,000,000.00","-58,671,000,000.00","8,792,000,000.00","-1,419,000,000.00","12,510,000,000.00"
支付给职工以及为职工支付的现金,"18,101,000,000.00","27,955,000,000.00","43,608,000,000.00","10,400,000,000.00","20,213,000,000.00","29,510,000,000.00","44,895,000,000.00","10,853,000,000.00","22,259,000,000.00","33,423,000,000.00","49,212,000,000.00","12,482,000,000.00","25,056,000,000.00","38,125,000,000.00","57,840,000,000.00","14,518,000,000.00","29,769,000,000.00","45,881,000,000.00","67,276,000,000.00","17,212,000,000.00","33,108,000,000.00","52,580,000,000.00","76,932,000,000.00","19,079,000,000.00","37,838,000,000.00","58,337,000,000.00","85,653,000,000.00","21,266,000,000.00","41,413,000,000.00","63,283,000,000.00","91,537,000,000.00","22,129,000,000.00","43,288,000,000.00","61,497,000,000.00","92,932,000,000.00",,"44,157,000,000.00","67,302,000,000.00","93,055,000,000.00","25,251,000,000.00","47,242,000,000.00","70,214,000,000.00","97,576,000,000.00","26,892,000,000.00","48,220,000,000.00"
四、汇率变动对现金的影响,"-531,000,000.00","-564,000,000.00","-1,728,000,000.00","-1,113,000,000.00","-1,095,000,000.00","-2,672,000,000.00","-3,989,000,000.00","50,000,000.00","37,000,000.00","19,000,000.00","18,000,000.00","-7,000,000.00","-207,000,000.00","-891,000,000.00","-1,374,000,000.00","-232,000,000.00","-797,000,000.00","-1,591,000,000.00","-4,800,000,000.00","11,000,000.00","1,814,000,000.00","-289,000,000.00","-1,714,000,000.00","-326,000,000.00","-1,773,000,000.00","-2,079,000,000.00","-3,353,000,000.00","3,062,000,000.00","2,989,000,000.00","2,304,000,000.00","2,731,000,000.00","-161,000,000.00","-89,000,000.00","2,674,000,000.00","8,161,000,000.00","-981,000,000.00","4,141,000,000.00","6,026,000,000.00","14,520,000,000.00","-3,027,000,000.00","-4,843,000,000.00","-14,762,000,000.00","-18,211,000,000.00","-11,467,000,000.00","4,801,000,000.00"
支付的各项税费,"25,817,000,000.00","30,475,000,000.00","35,853,000,000.00","4,861,000,000.00","36,711,000,000.00","43,253,000,000.00","48,477,000,000.00","8,127,000,000.00","43,964,000,000.00","59,048,000,000.00","61,897,000,000.00","8,474,000,000.00","39,183,000,000.00","47,593,000,000.00","55,847,000,000.00","10,515,000,000.00","50,179,000,000.00","59,902,000,000.00","65,303,000,000.00","12,370,000,000.00","68,593,000,000.00","80,589,000,000.00","87,696,000,000.00","14,109,000,000.00","70,705,000,000.00","83,812,000,000.00","94,714,000,000.00","14,560,000,000.00","77,454,000,000.00","91,176,000,000.00","112,422,000,000.00","20,028,000,000.00","78,887,000,000.00","93,548,000,000.00","112,987,000,000.00",,"75,874,000,000.00","91,558,000,000.00","102,743,000,000.00","18,600,000,000.00","64,449,000,000.00","81,081,000,000.00","91,429,000,000.00","14,273,000,000.00","67,441,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"25,227,000,000.00","79,442,000,000.00","156,079,000,000.00","107,456,000,000.00","126,907,000,000.00","253,482,000,000.00","233,100,000,000.00","646,433,000,000.00","674,239,000,000.00","587,073,000,000.00","419,579,000,000.00","15,591,000,000.00","46,605,000,000.00","46,596,000,000.00","38,025,000,000.00","325,095,000,000.00","273,862,000,000.00","202,339,000,000.00","57,365,000,000.00","262,456,000,000.00","146,019,000,000.00","63,157,000,000.00","188,254,000,000.00","194,782,000,000.00","50,071,000,000.00","181,076,000,000.00","366,447,000,000.00","305,212,000,000.00","187,993,000,000.00","206,344,000,000.00","142,612,000,000.00","331,027,000,000.00","596,915,000,000.00","337,218,000,000.00","203,918,000,000.00","443,358,000,000.00","397,539,000,000.00","449,392,000,000.00","487,327,000,000.00","170,037,000,000.00","436,574,000,000.00","390,522,000,000.00","275,560,000,000.00","336,653,000,000.00","369,811,000,000.00"
五、现金及现金等价物净增加额,"-9,321,000,000.00","22,967,000,000.00","13,019,000,000.00","-52,234,000,000.00","-37,234,000,000.00","69,347,000,000.00","175,303,000,000.00","-27,839,000,000.00","-134,259,000,000.00","-128,610,000,000.00","24,438,000,000.00","-92,582,000,000.00","-81,527,000,000.00","-55,285,000,000.00","-78,950,000,000.00","15,859,000,000.00","101,048,000,000.00","-42,383,000,000.00","257,164,000,000.00","196,243,000,000.00","254,552,000,000.00","60,018,000,000.00","190,457,000,000.00","-161,555,000,000.00","32,622,000,000.00","-222,508,000,000.00","-308,147,000,000.00","220,448,000,000.00","-31,536,000,000.00","178,090,000,000.00","-87,055,000,000.00","182,594,000,000.00","116,649,000,000.00","125,471,000,000.00","34,203,000,000.00","342,663,000,000.00","143,774,000,000.00","216,881,000,000.00","211,203,000,000.00","251,456,000,000.00","-9,449,000,000.00","34,114,000,000.00","-27,785,000,000.00","327,783,000,000.00","281,655,000,000.00"
经营活动现金流出小计,"550,711,000,000.00","807,128,000,000.00","1,072,306,000,000.00","424,629,000,000.00","768,169,000,000.00","1,032,230,000,000.00","1,187,211,000,000.00","1,342,400,000,000.00","1,742,259,000,000.00","1,880,662,000,000.00","1,947,388,000,000.00","465,353,000,000.00","892,200,000,000.00","1,195,915,000,000.00","1,626,225,000,000.00","754,994,000,000.00","1,187,866,000,000.00","1,462,955,000,000.00","1,720,114,000,000.00","843,781,000,000.00","1,086,020,000,000.00","1,315,995,000,000.00","1,804,260,000,000.00","940,826,000,000.00","1,059,136,000,000.00","1,570,613,000,000.00","1,970,058,000,000.00","801,467,000,000.00","1,336,626,000,000.00","1,499,496,000,000.00","1,755,013,000,000.00","878,910,000,000.00","1,935,325,000,000.00","1,938,706,000,000.00","1,837,000,000,000.00","118,804,000,000.00","1,587,973,000,000.00","2,011,114,000,000.00","2,546,515,000,000.00","955,269,000,000.00","1,523,985,000,000.00","1,892,478,000,000.00","2,184,195,000,000.00","780,591,000,000.00","1,316,002,000,000.00"
期初现金及现金等价物余额,"167,489,000,000.00","167,489,000,000.00","167,489,000,000.00","180,508,000,000.00","180,508,000,000.00","180,508,000,000.00","180,508,000,000.00","355,811,000,000.00","355,811,000,000.00","355,811,000,000.00","355,811,000,000.00","380,249,000,000.00","380,249,000,000.00","380,249,000,000.00","380,249,000,000.00","301,299,000,000.00","301,299,000,000.00","301,299,000,000.00","301,299,000,000.00","558,463,000,000.00","558,463,000,000.00","558,463,000,000.00","558,463,000,000.00","748,920,000,000.00","748,920,000,000.00","748,920,000,000.00","748,920,000,000.00","440,773,000,000.00","440,773,000,000.00","440,773,000,000.00","440,773,000,000.00","353,718,000,000.00","353,718,000,000.00","353,718,000,000.00","353,718,000,000.00",,"387,921,000,000.00","387,921,000,000.00","387,921,000,000.00","599,124,000,000.00","599,124,000,000.00","599,124,000,000.00","599,124,000,000.00","571,339,000,000.00","571,339,000,000.00"
经营活动产生的现金流量净额,"229,222,000,000.00","290,704,000,000.00","294,314,000,000.00","-13,204,000,000.00","-25,117,000,000.00","16,054,000,000.00","180,646,000,000.00","-182,929,000,000.00","-48,105,000,000.00","154,938,000,000.00","423,579,000,000.00","150,326,000,000.00","198,947,000,000.00","245,733,000,000.00","259,361,000,000.00","-185,601,000,000.00","-67,512,000,000.00","-71,763,000,000.00","125,014,000,000.00","246,722,000,000.00","340,942,000,000.00","224,686,000,000.00","368,813,000,000.00","-135,857,000,000.00","76,731,000,000.00","17,920,000,000.00","45,929,000,000.00","256,705,000,000.00","89,520,000,000.00","463,927,000,000.00","316,951,000,000.00","270,093,000,000.00","319,627,000,000.00","562,397,000,000.00","633,494,000,000.00","360,031,000,000.00","471,732,000,000.00","1,019,291,000,000.00","882,532,000,000.00","263,313,000,000.00","-121,046,000,000.00","135,424,000,000.00","79,090,000,000.00","348,373,000,000.00","274,080,000,000.00"
期末现金及现金等价物余额,"158,168,000,000.00","190,456,000,000.00","180,508,000,000.00","128,274,000,000.00","143,274,000,000.00","249,855,000,000.00","355,811,000,000.00","327,972,000,000.00","221,552,000,000.00","227,201,000,000.00","380,249,000,000.00","287,667,000,000.00","298,722,000,000.00","324,964,000,000.00","301,299,000,000.00","317,158,000,000.00","402,347,000,000.00","258,916,000,000.00","558,463,000,000.00","754,706,000,000.00","813,015,000,000.00","618,481,000,000.00","748,920,000,000.00","587,365,000,000.00","781,542,000,000.00","526,412,000,000.00","440,773,000,000.00","661,221,000,000.00","409,237,000,000.00","618,863,000,000.00","353,718,000,000.00","536,312,000,000.00","470,367,000,000.00","479,189,000,000.00","387,921,000,000.00",,"531,695,000,000.00","604,802,000,000.00","599,124,000,000.00","850,580,000,000.00","589,675,000,000.00","633,238,000,000.00","571,339,000,000.00","899,122,000,000.00","852,994,000,000.00"
二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
