科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"506,473,841.47","683,492,634.23","1,012,167,909.91","602,420,852.60","910,914,340.42","1,313,712,001.04","271,828,399.14","726,872,620.45","1,050,670,791.60","1,342,648,794.44","302,756,506.32","919,141,598.54","1,280,408,420.50","1,508,195,814.06","362,363,642.22","727,018,974.45","1,071,221,887.32","1,521,862,046.46","406,590,284.86","817,214,677.61","1,236,986,958.22","1,819,866,472.14","517,795,193.48","1,025,203,166.15","1,584,365,686.83","2,436,680,172.89","561,182,513.13","1,293,547,437.22","2,094,736,513.89","3,006,438,721.24","797,487,999.86","1,722,023,720.93"
二、营业利润,"37,025,316.68","20,872,368.84","77,851,389.27","38,697,580.35","60,637,485.26","86,092,617.75","17,165,347.46","50,414,845.17","72,368,666.72","85,125,745.97","20,825,522.83","66,845,225.95","90,441,686.45","106,109,625.21","22,953,558.35","43,161,436.31","59,986,647.80","72,818,711.53","21,632,531.97","44,756,676.02","62,694,992.62","75,389,821.95","27,964,972.39","60,621,784.74","84,056,080.45","105,794,441.27","42,476,497.41","87,185,586.41","124,514,879.14","169,579,102.12","55,010,811.15","116,468,931.04"
减:营业成本,"436,120,501.41","597,335,369.88","879,669,129.24","523,298,131.30","790,581,032.11","1,131,045,024.10","234,067,750.67","625,828,504.02","904,630,137.58","1,150,000,389.60","258,614,097.60","786,826,109.67","1,096,443,684.60","1,289,515,708.37","310,386,919.42","623,470,120.59","918,017,147.45","1,306,232,807.63","348,316,311.69","700,479,439.52","1,060,234,336.00","1,559,705,517.05","443,789,313.25","878,996,929.43","1,367,443,927.45","2,139,176,370.92","480,879,295.33","1,113,243,875.51","1,807,460,685.02","2,617,848,080.95","696,393,267.74","1,503,292,690.59"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"17,475,839.14","22,886,061.62","33,607,295.29","20,345,138.72","31,192,446.88","45,048,436.47","8,903,043.06","24,163,989.02","34,385,250.14","42,930,825.25","9,645,585.35","29,608,656.85","41,034,562.82","46,595,738.36","11,549,188.23","21,517,422.89","34,986,227.60","45,399,856.46","13,002,496.12","26,117,189.20","39,917,145.41","56,363,470.99","17,012,024.86","18,092,677.94","19,746,185.31","28,473,411.24","1,380,930.36","2,743,460.16","5,128,470.65","9,260,821.92","2,192,687.72","4,682,416.38"
营业外收入,"5,753.86","883,553.71","306,096.37","4,567,879.43","4,467,359.47","4,967,459.47",,"9,960,415.74","11,414,815.74","12,294,825.74","30,833.61","30,833.61","2,034,833.61","2,004,000.00",,"59,428.31","59,428.31","2,815,659.00",,"25,416.45","227,416.45","2,853,176.83","100,000.00","100,000.00","419,539.39","252,000.00","116,771.48","2,399,171.48","2,470,171.48","173,526.00","14,000.00","2,451,000.00"
销售费用,"355,171.60","380,179.90","1,286,788.45","1,203,725.28","2,330,991.14","3,887,800.92","1,505,494.48","2,749,395.06","8,565,252.23","9,366,935.34","2,861,742.82","7,595,361.28","12,833,687.33","15,161,650.55","4,272,864.95","7,922,257.41","13,514,691.52","21,631,473.24","5,023,112.75","9,808,113.72","15,491,079.82","22,129,421.32","4,695,466.46","10,416,258.11","16,330,183.81","22,829,365.38","7,074,336.43","13,348,591.30","20,936,759.77","29,048,855.29","6,270,726.20","12,323,663.25"
减:营业外支出,"10,192,145.92","113,576.96","76,191.49","191,410.03","191,410.03","324,016.03","8,557.21","8,557.21","8,557.21","767,087.69",,"55,406.71","55,406.71","71,598.81",,,"8,750.35","42,143.84",,"37,596.79","383,139.10","210,475.83",,56.62,811.30,"171,079.52",,"23,295.10","23,812.28","452,477.44","1,733,144.97","1,746,505.50"
管理费用,"13,409,432.68","31,290,825.46","19,842,953.00","10,061,428.85","16,358,223.71","27,580,423.79","8,133,633.35","15,169,508.44","23,053,517.76","32,730,222.37","9,194,399.07","19,493,873.69","29,044,191.43","43,857,204.48","12,311,687.78","25,332,014.46","36,424,959.15","42,644,195.86","14,239,191.11","26,141,759.63","41,207,587.63","54,774,552.06","15,529,869.74","26,978,922.17","42,301,746.90","60,578,439.01","19,354,300.09","44,212,891.13","64,789,616.51","84,078,602.09","21,555,123.84","40,703,951.54"
其中:非流动资产处置净损失,,,,,,,,,,"15,740.69",,,,"41,598.81",,,,"42,142.05",,"37,596.79","51,781.10","108,736.73",,,,751.64,,,,,,
