科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"25,911,087.87","44,638,015.97","28,851,974.47","43,716,736.47","61,501,382.08","29,427,739.18","47,450,504.62","67,436,314.77","93,729,501.56","44,373,833.52","75,826,439.48","106,584,696.47","141,658,072.36","57,531,452.45","93,303,153.39","130,251,406.59","157,408,391.13","75,330,806.34","117,737,946.63","164,853,067.84","215,568,448.87","91,079,936.11","139,612,492.19","190,602,637.06","245,222,540.41","106,281,975.90","166,579,735.35","229,833,605.00","298,296,256.97","136,138,803.53","212,352,218.37","298,316,054.61","398,160,803.93","164,744,649.94","268,098,178.48","383,598,067.03"
取得借款收到的现金,"36,000,000.00","42,000,000.00","95,000,000.00","95,000,000.00","95,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"34,127,670.28","50,632,018.02","35,175,380.32","61,545,631.66","101,022,704.13","25,386,950.54","76,936,694.78","122,962,018.96","176,295,558.55","40,654,336.95","93,253,926.99","158,058,340.34","220,163,956.14","65,088,736.15","154,688,652.48","229,435,957.62","327,313,625.68","115,566,967.91","247,032,807.80","350,182,479.94","472,491,114.18","139,272,605.86","308,008,869.99","428,949,603.31","582,316,024.08","192,599,133.12","390,801,234.31","553,079,699.30","715,195,282.98","170,668,644.33","400,699,374.70","576,232,314.44","765,101,408.85","228,622,908.58","472,457,882.18","668,919,408.62"
收到其他与筹资活动有关的现金,,"8,100,000.00","4,800,000.00","4,800,000.00","4,800,000.00",,"1,934,322.54","4,814,222.39",,"1,862,130.39","3,418,857.01","5,577,355.82","6,441,734.82",,,,,,,,,,,,,,"35,000.00","35,000.00","335,000.00",,"6,350,000.00","6,350,000.00","6,350,000.00",,"11,150,000.00","11,150,000.00"
支付其他与经营活动有关的现金,"69,424,219.43","88,632,160.60","64,753,520.91","97,763,798.74","166,390,798.66","39,601,820.36","109,714,602.81","178,984,263.00","244,627,508.59","60,543,264.90","136,946,282.21","216,694,069.23","314,642,843.50","67,714,564.47","161,638,365.88","295,411,406.59","440,140,960.39","92,693,385.62","240,398,092.03","344,339,046.14","508,359,630.19","135,315,245.76","300,097,405.29","504,637,984.29","644,321,805.34","122,888,481.64","307,605,383.09","492,117,170.51","724,297,492.61","206,866,419.03","391,588,519.87","615,980,115.53","914,773,310.88","213,991,812.99","513,180,380.04","830,014,500.74"
筹资活动现金流入小计,"36,000,000.00","50,100,000.00","100,800,000.00","1,253,337,100.00","1,255,453,100.00",,"1,934,322.54","4,814,222.39",,"1,862,130.39","3,418,857.01","5,577,355.82","6,441,734.82",,,,,,,,,,,,,,"35,000.00","35,000.00","335,000.00",,"6,350,000.00","6,350,000.00","6,350,000.00",,"11,150,000.00","11,150,000.00"
经营活动现金流出小计,"327,004,118.13","310,080,383.09","194,640,602.38","309,054,110.13","457,027,362.78","158,203,741.33","348,593,753.18","525,293,384.21","759,774,466.56","275,709,665.50","557,386,657.52","832,357,584.22","1,133,554,153.76","282,073,130.35","614,373,904.92","925,278,290.09","1,331,249,528.16","381,712,771.48","753,802,321.99","1,054,115,965.00","1,458,427,679.52","431,741,375.38","903,937,365.74","1,369,127,106.33","1,800,660,552.13","497,978,956.46","1,126,491,473.78","1,641,602,229.52","2,251,362,949.63","583,380,804.01","1,159,639,679.61","1,682,893,806.95","2,314,346,220.49","663,416,252.09","1,388,616,474.77","2,102,907,391.19"
偿还债务支付的现金,"16,130,000.00","31,750,000.00","64,600,000.00","139,200,000.00","139,200,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000.00","5,000,000.00"
经营活动产生的现金流量净额,"52,753,543.98","77,893,191.38","68,318,975.02","91,866,791.83","134,282,021.41","2,731,823.62","38,566,426.89","96,386,925.75","186,649,350.07","15,647,006.47","97,028,315.33","172,924,297.95","272,318,579.53","114,733,288.40","235,218,793.98","372,277,408.41","521,213,683.56","104,642,080.08","212,719,519.32","470,353,707.02","668,521,964.86","197,570,853.09","452,810,938.19","678,387,934.43","982,249,146.60","193,298,139.54","391,281,000.00","668,621,124.34","1,056,028,826.67","307,016,921.66","675,169,046.74","1,115,823,546.84","1,434,812,003.02","429,537,449.04","747,064,304.20","1,086,816,082.44"
分配股利、利润或偿还利息支付的现金,"30,718,294.73","2,328,209.87","1,681,452.49","2,619,852.49","2,774,481.99",,"32,282,500.00","48,500,000.00","113,500,000.00",,"76,200,000.00","76,200,000.00","136,200,000.00",,"163,440,000.00","163,440,000.00","163,440,000.00",,"305,088,000.00","305,088,000.00","305,088,000.00",,"125,602,704.00","392,256,000.00","392,256,000.00",,"457,632,000.00","457,632,000.00","458,844,574.94","966,116.65","204,452,161.97","205,428,895.29","206,395,011.97",,"1,159,241,951.88","1,160,137,290.76"
收回投资收到的现金,"1,900,000.00","35,000,000.00",,,,,,,"50,000,000.00","50,000,000.00","120,000,000.00","170,000,000.00","170,000,000.00",,,,,,,,,,"100,000,000.00","300,000,000.00","700,000,000.00","213,500,000.00","603,500,000.00","603,500,000.00","943,500,001.00","20,000,000.00","27,000,000.00","27,000,000.00","27,000,000.00","405,000,000.00","1,240,000,000.00","1,690,000,000.00"
支付其他与筹资活动有关的现金,"10,922,000.00","6,056,000.00","250,000.00","5,566,455.00","12,379,530.01","379,100.00",,,"3,597,493.82",,"1,950,001.00","1,950,001.00","1,950,001.00",,,,,,,,,,,,"35,000.00",,,,,,,,,,,
取得投资收益收到的现金,,"65,539.15",,,,,,,"373,972.60","172,602.74","640,547.95","1,007,328.77","1,007,328.77",,,,,,,,,,"2,608,228.49","9,538,365.48","16,531,242.19","4,353,719.98","9,672,898.69","9,729,446.64","12,921,117.87","108,739.73","138,139.73","138,139.73","138,139.73","1,666,013.70","6,293,008.56","10,246,064.11"
筹资活动现金流出小计,"57,770,294.73","40,134,209.87","66,531,452.49","147,386,307.49","154,354,012.00","379,100.00","32,282,500.00","48,500,000.00","117,097,493.82",,"78,150,001.00","78,150,001.00","138,150,001.00",,"163,440,000.00","163,440,000.00","163,440,000.00",,"305,088,000.00","305,088,000.00","305,088,000.00",,"125,602,704.00","392,256,000.00","392,291,000.00",,"457,632,000.00","457,632,000.00","458,844,574.94","966,116.65","204,452,161.97","205,428,895.29","206,395,011.97",,"1,164,241,951.88","1,165,137,290.76"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,"46,000.00","46,000.00","46,000.00","46,000.00",,"15,000.00","15,000.00","16,550.00",,"9,000.00","9,000.00","10,890.00","5,086.00","7,466.00","23,109.00","23,509.00","2,542.20","2,542.20","3,042.20","8,288.20","1,700.00","190,513.10","350,088.10","756,061.10",,"85,700.00","107,700.00"
筹资活动产生的现金流量净额,"-21,770,294.73","9,965,790.13","34,268,547.51","1,105,950,792.51","1,101,099,088.00","-379,100.00","-30,348,177.46","-43,685,777.61","-117,097,493.82","1,862,130.39","-74,731,143.99","-72,572,645.18","-131,708,266.18",,"-163,440,000.00","-163,440,000.00","-163,440,000.00",,"-305,088,000.00","-305,088,000.00","-305,088,000.00",,"-125,602,704.00","-392,256,000.00","-392,291,000.00",,"-457,597,000.00","-457,597,000.00","-458,509,574.94","-966,116.65","-198,102,161.97","-199,078,895.29","-200,045,011.97",,"-1,153,091,951.88","-1,153,987,290.76"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,"-33,702.91","-353,622.22","-576,551.19","-28,994.24","-166,258.46","-489,627.56","-737,465.68","-14,534.57","-95,072.38","14,814.58","-247,923.18","-103,980.55","-453,460.02","-605,089.14","-775,264.64","259,935.51","246,756.01","159,411.57","10,776.52","59,782.96","-162,803.28","2,075,076.64","2,701,526.42","-243,958.66","1,071,726.77","1,515,689.65","3,580,273.82","-1,410,788.89","-4,321,196.42","-12,664,805.55"
收到其他与投资活动有关的现金,,,,,"3,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,900,000.00","35,065,539.15",,,"3,000,000.00",,,,"50,373,972.60","50,218,602.74","120,686,547.95","171,053,328.77","171,053,328.77",,"15,000.00","15,000.00","16,550.00",,"9,000.00","9,000.00","10,890.00","5,086.00","102,615,694.49","309,561,474.48","716,554,751.19","217,856,262.18","613,175,440.89","613,232,488.84","956,429,407.07","20,110,439.73","27,328,652.83","27,488,227.83","27,894,200.83","406,666,013.70","1,246,378,708.56","1,700,353,764.11"
五、现金及现金等价物净增加额,"19,178,043.67","26,445,169.05","70,937,798.47","1,143,786,276.62","1,102,704,295.43","-13,109,490.65","-63,765,630.20","-136,072,430.99","-154,128,753.56","-119,191,935.48","-140,655,662.62","-56,732,148.43","-111,673,348.42","80,871,160.04","6,911,734.48","87,391,793.36","69,293,596.62","-118,845,010.24","-378,947,129.13","-318,981,955.82","-264,533,139.57","93,141,497.87","96,069,871.11","-171,583,349.54","157,149,901.54","-243,221,987.50","-321,789,036.87","-409,285,996.73","154,343,156.22","275,066,290.49","369,622,751.74","749,535,046.52","708,343,895.92","-447,615,411.64","-798,449,495.28","-1,104,605,121.85"
购建固定资产、无形资产和其他长期资产支付的现金,"13,705,205.58","61,479,351.61","31,649,724.06","52,869,857.85","135,676,813.98","15,462,214.27","71,950,176.72","188,419,956.91","223,478,031.22","66,890,680.84","113,473,123.45","157,647,502.41","252,599,524.86","33,847,593.79","64,786,987.12","121,475,429.63","286,748,713.76","223,383,109.77","286,134,188.43","383,651,573.70","427,202,729.79","103,694,376.73","132,000,813.58","165,436,170.02","200,654,293.92","30,561,172.18","94,610,674.48","158,634,617.15","235,569,432.18","43,850,995.59","104,544,512.63","164,913,522.51","245,056,977.78","48,865,925.49","160,937,199.74","245,580,712.09"
期初现金及现金等价物余额,"6,651,037.43","25,829,081.10","52,274,250.15","52,274,250.15","52,274,250.15","1,154,978,545.58","1,154,978,545.58","1,154,978,545.58","1,154,978,545.58","1,000,849,792.02","1,000,849,792.02","1,000,849,792.02","1,000,849,792.02","889,176,443.60","889,176,443.60","889,176,443.60","889,176,443.60","958,470,040.22","958,470,040.22","958,470,040.22","958,470,040.22","693,936,900.65","693,936,900.65","693,936,900.65","693,936,900.65","851,086,802.19","851,086,802.19","851,086,802.19","851,086,802.19","1,004,692,298.73","1,005,429,958.41","1,005,429,958.41","1,005,429,958.41","1,713,773,854.33","1,713,773,854.33","1,713,773,854.33"
投资支付的现金,,"35,000,000.00",,,,,,,"50,000,000.00","120,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00",,,,"1,500,000.00",,,"100,000,000.00","200,000,000.00","1,000,000.00","202,000,000.00","602,000,000.00","746,000,000.00","623,875,000.00","773,875,000.00","1,076,983,069.40","752,500,000.00","7,000,000.00","31,300,000.00","31,300,000.00","312,840,592.00","1,233,542,160.00","1,473,542,160.00","2,479,542,160.00"
期末现金及现金等价物余额,"25,829,081.10","52,274,250.15","123,212,048.62","1,196,060,526.77","1,154,978,545.58","1,141,869,054.93","1,091,212,915.38","1,018,906,114.59","1,000,849,792.02","881,657,856.54","860,194,129.40","944,117,643.59","889,176,443.60","970,047,603.64","896,088,178.08","976,568,236.96","958,470,040.22","839,625,029.98","579,522,911.09","639,488,084.40","693,936,900.65","787,078,398.52","790,006,771.76","522,353,551.11","851,086,802.19","607,864,814.69","529,297,765.32","441,800,805.46","1,005,429,958.41","1,279,758,589.22","1,375,052,710.15","1,754,965,004.93","1,713,773,854.33","1,266,158,442.69","915,324,359.05","609,168,732.48"
