科目,2007-12-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"165,754,125.80","42,397,512.08","90,064,174.62","137,485,156.94","169,933,024.19","89,934,696.47","40,867,500.93","101,352,038.87","109,694,572.50","575,239,658.60","476,911,296.50","494,479,944.65","202,869,140.29","251,330,603.32","1,332,717,860.53","981,047,439.88","851,674,253.92","556,459,977.44","469,009,898.15","666,807,148.34","535,751,393.59","902,825,045.37","340,452,664.37","343,093,758.00","224,220,406.56","397,064,295.49","117,203,867.50","171,909,313.75","261,615,455.95","516,261,025.09","625,886,549.45","495,193,214.28","447,355,943.69","503,511,178.27","437,600,199.20","416,004,285.30","453,486,435.92","529,386,099.94","562,326,791.87"
短期借款,"571,148,088.43","612,168,195.59","369,014,029.99","421,934,833.43","596,349,162.49","681,772,849.81","705,724,974.33","806,319,471.15","866,660,287.80","701,964,440.57","644,362,916.13","665,591,045.39","608,411,209.99","671,641,276.11","521,644,899.20","246,762,903.93","278,254,646.49","119,371,766.68","168,639,029.55","408,465,902.24","430,612,864.31","892,341,340.25","602,602,273.95","580,803,374.59","660,143,010.65","821,405,814.41","578,977,700.06","655,046,279.78","709,216,679.03","790,116,420.64","827,420,951.67","833,054,601.39","817,822,743.29","865,937,302.00","864,720,001.01","841,969,412.64","877,995,780.00","849,334,182.88","845,023,902.90"
交易性金融资产,,,,,,,,,,,,"2,377,067.17","2,377,067.17","3,967,473.16","4,765,532.19",,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,"268,801.27","268,801.27",,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,972,448.08","2,955,730.00","4,656,820.00","15,808,338.16","16,803,928.89","12,352,280.15","7,634,635.22","9,493,847.35","18,139,330.10","21,376,430.81","9,898,505.20","40,912,043.74","13,169,962.48","5,280,264.01","13,806,831.45","137,795,269.05","23,017,458.09","31,999,948.78","26,911,056.03","76,303,207.91","12,689,774.10","27,731,635.59","25,536,086.07","177,898,250.00","47,388,444.95","15,860,078.73","8,965,257.70","111,191,558.24","9,436,345.06","9,831,963.61","10,106,100.12","27,764,385.69","9,318,605.14","22,868,315.52","6,900,412.05","34,937,056.60","37,433,658.95","31,469,716.60","19,152,255.62"
应付票据,"177,591,785.00","81,064,560.00","47,811,000.00","30,980,790.00","118,058,351.25","25,384,840.00","17,440,200.00","35,044,194.14","30,769,194.14",,,,,,,,,,,,,"20,280,000.00","3,000,000.00",,,,,,"5,000,000.00","4,190,000.00","4,190,000.00",,,,,,,,
应收账款,"51,216,852.50","26,019,082.05","57,314,417.08","70,205,741.07","62,624,571.26","91,108,119.07","128,601,782.30","131,269,701.22","117,142,112.68","155,464,863.35","198,955,525.55","108,181,329.45","121,037,058.02","124,066,896.14","133,684,669.23","73,017,173.03","191,941,641.20","185,678,411.98","220,995,820.95","58,625,507.93","89,416,657.20","105,721,901.66","147,455,972.20","66,086,343.45","116,961,463.20","131,318,075.86","155,587,559.14","77,963,283.56","102,540,406.35","181,889,950.58","192,687,147.19","131,464,289.29","156,809,124.44","176,467,559.23","221,404,447.86","150,612,708.27","176,772,315.69","218,256,366.46","235,346,138.71"
应付账款,"35,231,073.01","59,018,853.90","47,783,251.59","24,189,809.00","32,036,305.46","75,684,108.40","53,343,023.99","67,118,414.51","67,930,594.84","61,943,951.88","60,731,774.93","72,166,088.11","103,253,832.51","61,198,105.77","79,988,980.00","43,585,128.55","72,203,719.50","100,547,278.82","124,304,208.81","95,449,252.40","77,028,893.93","47,504,665.69","82,701,797.98","136,057,798.93","115,463,107.50","99,667,193.09","107,517,078.29","98,154,349.65","117,100,335.77","128,681,995.92","74,337,317.41","129,439,017.10","117,533,855.17","94,605,404.99","89,602,827.27","122,231,522.92","143,484,822.49","118,960,659.29","93,690,907.87"
预付款项,"70,979,593.73","68,341,619.55","59,378,884.49","36,306,389.09","6,033,464.90","15,628,938.06","14,583,512.04","38,451,785.90","39,707,990.02","33,767,738.84","78,878,654.80","107,460,165.49","101,151,777.84","111,828,811.45","126,328,928.47","110,646,210.43","227,411,484.56","276,380,464.77","347,785,531.57","78,023,615.64","216,014,910.11","259,412,853.79","88,614,967.40","65,916,279.79","131,085,495.52","182,728,782.85","161,335,087.28","97,952,995.15","161,005,261.46","39,176,741.02","26,007,003.68","9,256,593.72","40,341,814.14","25,825,756.01","34,794,745.65","13,280,302.04","20,989,644.10","19,196,955.01","48,060,945.53"
预收款项,"23,015,380.14","30,486,543.30","37,479,783.10","30,857,970.87","158,468.68","32,004,601.21","52,238,627.97","35,901,740.97","11,047,388.40","24,607,185.69","42,668,273.65","36,859,259.01","32,150,907.61","42,558,447.27","30,478,455.89","21,197,362.06","26,602,204.13","26,883,119.01","37,380,408.88","20,066,803.31","25,005,519.83","31,593,514.03","31,279,026.61","12,054,472.34","23,792,274.25","48,841,942.35","57,911,361.52","28,027,474.28","31,305,004.27","64,421,912.18","69,196,391.84","48,168,125.91","60,885,987.57","66,561,337.37","74,426,413.52","53,783,975.49","64,488,957.12","62,578,177.58","68,273,592.20"
其他应收款,"11,186,634.46","49,345,236.21","13,510,688.47","9,116,779.22","2,446,663.68","55,932,178.87","12,165,661.45","20,988,100.47","11,439,640.68","10,016,179.92","15,830,989.36","3,402,496.29","48,636,614.65","3,867,079.37","3,557,371.35","30,628,251.34","10,736,404.08","15,756,496.13","66,921,674.87","7,211,632.11","7,922,982.44","7,470,890.14","8,891,025.81","30,101,710.41","29,428,036.34","26,546,703.16","56,361,713.33","47,121,334.15","51,239,425.95","37,958,942.61","37,089,071.07","42,333,642.53","54,734,536.98","12,425,323.58","15,627,793.14","2,048,684.82","3,578,203.00","103,637,610.22","29,094,444.37"
应付职工薪酬,"111,403.48","279,367.75","396,273.54","384,002.86","485,061.43","555,938.29","492,975.13","130,856.48","95,373.38","74,926.97","169,696.97","2,122,087.97","372,451.73","1,096,881.93","255,070.36","159,625.55","32,001.36","34,166.36","8,580.36","125,276.36","621,326.36","482,029.36","523,930.10","795,342.10","2,119,003.30","2,161,615.80","196,715.90","2,387.00","1,059,135.20","2,327,575.88","2,612,122.79","3,861,822.64","2,449,556.13","2,741,692.70","2,167,580.29","5,555,258.78","869,886.86","2,136,242.27","2,427,948.55"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"26,453,669.50","8,040,237.12","15,056,631.53","13,822,768.95","12,931,941.76","5,518,206.48","10,392,131.98","5,269,094.60","-15,253,184.63","-6,520,709.38","-2,858,541.58","-3,173,168.86","-19,197,647.53","-75,331,588.06","-83,477,126.57","-56,371,473.84","-77,179,988.46","-92,358,001.84","-111,400,670.50","17,753,871.14","-132,122,495.49","-127,777,774.34","-148,905,886.56","9,696,854.73","10,736,881.47","9,662,978.39","-6,957,994.10","25,685,851.61","21,316,802.36","18,738,364.26","11,483,009.73","22,171,224.38","20,825,832.77","15,758,810.30","23,186,711.29","27,316,401.91","20,979,917.23","21,574,074.79","20,183,888.65"
应收利息,,,,,,,,,,,,,,,,"2,195,024.70","2,195,024.70","1,113,358.03","985,478.55","5,032,607.16","5,032,607.16","1,010,713.19","985,478.55","1,279,446.50","941,923.00","1,723,395.22","1,723,395.22","645,395.22","645,395.22","645,395.22","645,395.22",,,,,,,,
应付利息,"703,534.44",,"200,000.00","488,743.98",,"1,671,081.35",,"1,439,487.01",,,,"1,350,864.60","1,374,636.66","1,584,991.86","1,180,167.86","240,086.89",,,,"796,302.42",,,,"940,960.74","255,000.00",,"300,000.00","1,043,738.51",,,,"1,233,270.12","192,453.36","192,453.36","192,453.36","1,763,167.09","811,655.92","126,003.22","126,003.22"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"200,000.00","200,000.00",,"200,000.00","2,331,450.24","200,000.00","-330,224.04","100,000.00","100,000.00","100,000.00","100,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"148,838,966.73","198,242,207.49","219,020,933.04","142,303,302.45","209,715,410.91","243,917,090.03","260,715,451.68","280,507,824.75","308,070,482.91","322,104,675.82","305,971,875.51","329,813,477.16","467,415,110.87","449,318,560.96","416,512,506.83","382,641,047.32","399,577,503.21","429,119,677.58","357,089,871.85","334,149,576.19","402,068,274.98","357,769,041.43","423,565,541.74","264,413,102.23","302,870,432.09","273,078,360.54","277,163,084.03","223,767,905.36","243,568,643.91","280,997,863.17","292,297,777.85","195,975,696.74","193,396,166.36","212,041,401.05","195,366,624.89","170,909,580.22","212,457,527.09","201,820,911.43","192,711,778.06"
其他应付款,"24,725,179.48","2,556,125.13","1,351,206.99","21,026,201.46","61,585,350.68","2,480,886.97","14,619,556.82","4,097,426.41","7,597,106.58","3,494,540.16","3,563,566.03","4,516,658.72","7,678,593.76","10,036,504.41","5,547,881.94","5,344,037.26","6,733,267.29","6,670,846.95","18,085,163.35","5,004,993.78","5,379,062.05","6,459,653.17","6,541,524.09","3,647,409.03","3,658,160.35","3,799,977.20","5,929,383.98","3,851,860.69","30,187,406.90","127,895,170.23","82,954,360.32","81,884,605.87","84,175,800.87","35,472,940.93","38,851,502.45","37,247,504.83","50,386,789.21","50,910,240.69","29,225,329.87"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"60,000,000.00","30,000,000.00",,"40,000,000.00","40,000,000.00","80,000,000.00","40,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,,,,,,,,,,,,
其他流动资产,,"5,515,954.70","1,742,729.56",,"768,156.96",,"1,468,186.81",,,,,,,,,,,,,"126,279,508.75",,,,"155,819,438.69","168,255,492.86","180,291,171.76","178,060,667.06","189,847,781.41","187,516,811.86","191,427,309.20","195,316,268.02","195,059,903.17","183,227,538.70","185,018,072.12","182,042,744.08","244,934,191.38","185,722,359.45","177,009,064.16","167,604,697.04"
其他流动负债,,,,,"486,202.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"452,948,621.30","392,817,342.08","445,688,647.26","411,225,706.93","468,325,220.79","508,873,302.65","466,036,730.43","582,063,298.56","604,194,128.89","1,117,969,547.34","1,086,446,846.92","1,086,626,523.95","956,656,731.32","949,659,688.41","2,031,373,700.05","1,717,970,415.75","1,706,553,769.76","1,496,508,334.71","1,489,699,331.97","1,352,432,804.03","1,268,896,599.58","1,661,942,081.17","1,035,501,736.14","1,104,608,329.07","1,021,151,694.52","1,208,610,863.61","956,400,631.26","920,399,566.84","1,017,567,745.76","1,258,189,190.50","1,380,035,312.60","1,097,047,725.42","1,085,183,729.45","1,138,157,605.78","1,093,736,966.87","1,032,726,808.63","1,090,440,144.20","1,280,776,723.82","1,254,297,051.20"
流动负债合计,"919,180,113.48","823,813,882.79","519,092,176.74","583,885,120.55","864,422,294.66","905,272,512.51","893,921,266.18","1,005,420,685.27","1,018,946,760.51","835,664,335.89","748,737,686.13","829,432,834.94","784,043,984.73","762,784,619.29","605,618,328.68","311,186,471.67","356,914,651.58","211,149,175.98","287,016,720.45","597,662,401.65","456,525,170.99","920,883,428.16","577,742,666.17","743,996,212.46","816,167,437.52","985,539,521.24","743,874,245.65","811,811,941.52","915,185,363.53","1,136,371,439.11","1,072,194,153.76","1,119,812,667.41","1,103,886,229.16","1,081,269,941.65","1,093,147,489.19","1,089,867,243.66","1,159,017,808.83","1,105,619,580.72","1,058,951,573.26"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"250,000,000.00","240,000,000.00","270,000,000.00","200,000,000.00","270,000,000.00","200,000,000.00","200,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,,,,,,,,,,"9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","58,000,000.00","58,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"3,150,000.00","150,000.00","150,000.00","150,000.00","150,000.00","150,000.00","150,000.00",,,,,,,,,,,,,"111,715,385.18","114,936,879.56","108,749,225.94","154,807,450.20","157,196,468.83","158,644,987.30","158,644,987.30","158,644,987.30","253,148,230.37","253,148,230.37","253,153,171.89","86,352,000.00","246,169,316.54","246,169,316.54","160,567,000.00","160,567,000.00","158,117,651.01","158,117,651.01",,
专项应付款,"23,748,000.00","23,748,000.00","23,748,000.00","4,100,000.00","800,000.00","800,000.00",,,,,,,,"60,000,000.00","145,193,321.70",,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"1,008,168,166.36","979,603,277.46","964,665,487.25","964,331,882.36","1,263,994,161.74","1,239,661,516.62","1,218,025,869.86","1,347,305,152.90","1,320,004,853.91","1,292,846,128.96","1,266,525,794.99","1,263,875,490.27","1,237,531,205.08","1,209,147,039.23","1,181,163,222.11","1,027,997,197.47","1,036,579,456.52","1,309,183,568.38","1,293,131,144.19","1,075,519,225.94","1,055,021,335.34","942,455,899.13","784,091,187.44","1,074,079,946.11","1,053,058,575.05","1,390,476,873.59","1,363,437,886.11","1,470,722,870.74","1,443,795,464.21","1,416,736,070.08","1,405,281,780.99","1,585,433,823.17","1,355,195,723.18","1,328,908,494.74","1,302,075,325.19","1,627,647,691.56","1,593,539,551.43","1,735,421,695.85","1,699,925,418.86"
递延所得税负债,,,,,,,,,,,,"297,133.40","297,133.40","495,934.15","595,691.53",,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"63,684,781.91","67,488,870.70","185,813,450.44","165,582,808.64","170,147,730.50","171,119,134.35","173,027,674.78","21,277,114.11","26,716,546.75","28,029,223.43","32,589,389.97","96,773,444.24","220,525,226.15","274,554,486.64","434,794,848.97","437,346,268.13","502,168,155.89","257,380,649.44","310,577,203.28","734,228,433.52","658,508,152.32","811,370,222.57","1,213,775,695.49","1,050,119,477.47","1,104,909,956.27","746,848,723.14","774,782,056.32","700,248,284.84","724,845,207.70","743,032,273.47","737,958,755.05","675,730,579.70","892,383,789.47","898,896,409.31","968,656,787.06","542,632,422.12","583,862,768.18","403,341,569.73","404,764,873.47"
