科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"278,296,898.19","891,587,867.64","841,759,476.08","986,691,964.53","1,652,278,330.23","2,374,857,182.06","598,594,723.08","1,202,081,938.74","1,749,987,391.29","2,106,210,712.69","324,389,994.68","751,807,632.75","710,278,446.61","1,015,902,911.20","296,739,799.94","891,199,607.06","1,270,952,408.44","2,163,717,174.62","494,840,410.29","874,474,870.55","1,554,636,349.49","2,952,192,280.07","742,643,012.15","1,615,674,483.84","2,927,418,764.15","5,259,441,985.88","1,852,564,676.10","3,194,490,238.59","4,175,997,277.03","7,016,754,698.38","1,653,321,358.22","5,778,135,600.65","7,476,121,867.65","11,451,758,845.75","2,081,008,419.02","4,746,516,460.58"
二、营业利润,"19,854,289.45","78,903,113.38","127,293,696.15","91,153,899.46","187,436,377.39","311,795,265.80","50,022,435.57","102,366,752.48","141,117,260.73","55,449,305.32","-6,679,284.02","-2,875,706.88","-93,971,017.94","-566,743,087.60","8,609,333.60","39,366,657.27","55,819,479.49","81,476,477.57","-36,621,215.43","-19,174,496.75","-2,552,329.30","128,020,328.73","-14,978,102.22","138,452,559.82","255,798,661.98","430,639,070.06","211,153,147.55","357,979,910.11","416,110,437.31","703,355,706.73","117,087,099.21","368,766,453.94","539,651,177.54","787,505,022.13","94,266,889.94","131,829,059.47"
减:营业成本,"245,310,639.40","774,624,336.46","624,174,015.62","768,511,727.12","1,285,700,956.13","1,849,283,554.02","508,345,710.11","1,018,279,085.44","1,435,554,063.11","1,747,162,677.91","296,990,869.68","620,099,492.26","613,979,427.37","936,404,717.54","212,324,746.38","697,153,722.44","1,001,412,226.95","1,702,667,661.66","409,511,061.53","700,246,559.85","1,220,554,301.54","2,346,012,872.66","594,239,700.81","1,244,479,057.32","2,246,215,682.69","4,110,819,662.50","1,477,485,948.90","2,529,265,261.64","3,243,626,454.79","5,573,953,528.66","1,340,384,406.23","4,779,462,818.82","6,106,771,345.51","9,513,635,633.15","1,777,979,461.20","4,068,746,524.13"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,048,224.49","3,491,462.31","2,831,955.43","1,848,382.42","2,828,380.38","4,598,061.04","2,221,612.10","4,902,854.04","6,593,953.25","7,440,700.17","651,868.83","3,425,582.82","5,432,630.90","6,012,782.97","754,851.87","1,812,054.77","2,509,142.02","5,901,989.27","895,000.87","1,582,881.96","2,652,372.44","5,969,618.09","4,909,340.56","9,335,639.60","12,583,533.31","24,601,162.22","17,923,623.51","22,763,243.64","24,896,253.07","32,108,097.72","7,684,911.31","23,050,077.13","30,563,975.99","42,929,737.22","8,839,353.76","20,708,485.94"
营业外收入,"510,310.00","1,221,025.73","9,003,966.44","1,830,960.00","4,749,078.00","10,870,738.00","30,000.00","5,450,900.00","7,855,560.00","8,981,785.06","628,032.95","4,197,380.50","7,848,380.50","11,839,380.50","1,066,125.00","1,900,452.06","4,275,303.86","12,254,188.31","1,942,725.01","4,243,242.32","6,656,764.49","14,319,482.78","2,152,125.01","7,620,703.43","16,549,522.18","26,507,975.72","186,761,817.90","197,752,155.28","207,394,689.10","220,584,609.42","783,034.62","1,364,774.08","10,114,599.97","38,243,094.21","2,432,326.46","2,014,180.38"
销售费用,"3,480,854.19","3,910,396.57","25,768,411.84","34,141,072.80","54,243,091.88","82,345,576.20","14,064,123.07","30,261,643.80","56,149,743.49","75,128,928.60","15,186,852.65","37,799,643.33","70,327,233.55","106,070,936.19","13,352,573.88","31,751,219.86","53,574,813.12","89,247,261.50","21,022,995.58","37,743,122.96","70,102,490.10","97,836,429.04","26,193,670.36","51,467,159.07","102,184,693.82","170,621,089.13","57,148,379.45","99,021,375.44","140,518,433.60","209,206,509.55","65,290,150.64","287,407,589.15","322,077,567.55","454,703,852.48","64,298,901.50","197,937,583.05"
减:营业外支出,"185,828.09","385,062.85","397,654.65","209,753.85","232,703.85","1,260,822.01",,"1,836,943.26","2,360,119.56","2,373,136.35",,"501,940.00","502,740.00","17,212,572.77","100,550.00","152,400.00","193,092.27","548,092.27","7,000.00","20,100.00","133,606.14","45,143,369.26","1,000,400.05","1,000,400.05","1,046,940.19","9,136,313.93","85,758.77","936,736.55","10,832,121.14","68,201,934.50","94,953.99","1,915,060.93","10,679,921.61","53,707,002.12","803,840.90","630,929.04"
管理费用,"6,086,646.19","21,410,728.55","46,164,003.24","16,470,132.04","36,417,354.41","65,460,866.05","15,784,639.59","30,224,001.87","71,424,483.89","129,151,786.85","29,271,733.60","65,283,975.32","104,973,033.59","151,201,681.05","24,290,653.19","55,312,449.98","91,856,144.00","128,868,468.52","33,344,280.14","67,158,742.43","109,808,582.14","155,402,900.61","41,396,267.50","89,069,770.33","153,671,853.66","276,492,336.45","70,097,561.65","151,599,789.26","229,340,299.95","377,873,929.63","81,227,300.49","196,865,458.84","314,781,402.53","455,477,444.01","98,501,561.95","221,463,747.50"
其中:非流动资产处置净损失,,,,,"4,903.85","729,322.01",,"6,376.21",,,,,,"16,642,432.77",,,,,,"12,400.00",,"12,400.00",,,,"4,626,771.69",,"208,377.64","9,403,226.15","21,908,544.55",,"14,112.58","8,100,781.64",,,
