科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"79,304,000.97","98,953,986.22","137,861,876.37","54,595,478.12","79,268,155.97","148,694,667.07","17,250,402.00","27,756,919.32","54,819,861.13","94,679,269.91","14,023,518.99","59,380,338.02","118,367,375.73","239,509,499.67","23,129,739.36","69,597,950.50","135,884,064.20","396,677,816.90","47,242,470.08","108,137,420.58","180,045,447.98","442,838,929.96","71,544,549.74","226,543,975.66","271,735,086.71","714,448,726.18","62,495,949.56","234,343,204.94","392,265,323.77","969,770,822.98","76,110,171.62","261,771,139.75","481,788,699.70","1,215,815,564.94","130,104,326.67","298,784,870.04"
取得子公司及其他营业单位支付的现金净额,"6,000,000.00",,,,,,,,,,,,,,,,,,,,,"25,794,226.40",,"79,200,000.00",,"32,890,577.64","9,200,000.00","48,590,811.27","48,590,811.27","61,430,839.65","623,685.00",,,"4,856,743.75",,
收到的税费返还,"5,212,284.89","4,251,690.07","6,729,802.30","1,692,905.61","3,936,068.70","6,634,063.66","2,359,811.46","2,359,811.46","2,359,811.46","7,008,218.49",,,"2,472,204.85","4,932,284.20",,,"2,824,057.60","6,524,357.26",,,"3,608,451.95","7,834,707.44",,,"70,221.42","5,115,382.83","1,535,079.74","1,664,968.62","2,736,045.75","7,698,489.19","87,470.08","186,128.20","10,074,165.03","18,736,865.91","179,008.54","276,483.65"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"602,222.30","9,400,000.00","79,200,000.00",,,,,,,"95,000,000.00","623,685.00",,,"10,000,000.00"
收到其他与经营活动有关的现金,"8,178,276.20","1,684,136.36","2,180,488.50","5,443,783.00","5,298,775.01","12,817,923.97","1,120,488.46","3,271,966.88","5,192,456.19","19,006,821.96","1,413,972.65","13,770,519.98","22,915,112.22","32,528,552.93","9,354,169.58","19,209,790.72","38,469,539.02","43,711,229.54","2,288,155.24","21,385,778.75","24,345,636.99","34,973,077.41","32,364,985.75","87,295,556.65","111,977,255.72","17,963,369.09","35,997,688.59","46,493,317.54","68,949,777.13","34,215,627.62","13,953,998.71","52,428,048.45","66,823,969.91","39,941,074.73","26,395,877.58","73,264,673.83"
投资活动现金流出小计,"15,280,440.21","12,512,179.01","8,454,816.54","12,429,086.75","12,429,086.75","14,927,552.48","2,112,304.64","29,693,680.20","53,010,807.68","65,034,531.92","10,495,500.00","40,462,764.25","60,271,154.47","68,137,604.69","4,320,804.33","33,310,464.33","36,228,108.10","46,662,030.98","41,023,936.90","55,657,242.37","61,390,368.96","66,597,607.16","97,063,490.68","106,879,173.86","130,103,055.07","79,511,639.42","12,844,125.75","54,037,511.37","58,019,238.89","110,888,450.28","1,445,247.90","99,369,554.19","4,497,611.19","36,927,361.10","676,363.49","14,823,644.15"
经营活动现金流入小计,"92,694,562.06","104,889,812.65","146,772,167.17","61,732,166.73","88,502,999.68","168,146,654.70","20,730,701.92","33,388,697.66","62,372,128.78","120,694,310.36","15,437,491.64","73,150,858.00","143,754,692.80","276,970,336.80","32,483,908.94","88,807,741.22","177,177,660.82","446,913,403.70","49,530,625.32","129,523,199.33","207,999,536.92","485,646,714.81","103,909,535.49","313,839,532.31","383,782,563.85","737,527,478.10","100,028,717.89","282,501,491.10","463,951,146.65","1,011,684,939.79","90,151,640.41","314,385,316.40","558,686,834.64","1,274,493,505.58","156,679,212.79","372,326,027.52"
投资活动产生的现金流量净额,"-15,280,440.21","-12,512,179.01","-8,454,816.54","-12,429,086.75","-12,429,086.75","-14,927,552.48","-2,112,304.64","-29,693,680.20","-53,010,807.68","-65,034,531.92","-10,495,500.00","-40,462,764.25","-60,271,154.47","-68,137,604.69","-4,320,804.33","-33,310,464.33","-36,228,108.10","-46,662,030.98","-41,023,936.90","-55,657,242.37","-61,390,368.96","-65,986,715.16","-96,463,490.68","-106,521,873.86","-124,734,631.78","-76,652,425.10","-12,844,125.75","-54,037,311.37","-58,019,038.89","-110,719,085.64","-1,445,247.90","-99,369,554.19","-3,990,218.03","-36,419,967.94","-676,363.49","-14,823,644.15"
购买商品、接受劳务支付的现金,"54,145,511.72","55,655,415.17","84,297,379.56","43,314,698.27","61,410,328.70","83,958,162.33","21,875,354.70","46,561,209.60","62,555,226.57","80,161,902.96","20,500,643.61","58,225,822.32","113,199,347.65","191,190,161.70","36,579,115.31","80,255,514.41","150,096,318.96","239,995,625.35","75,296,007.36","172,300,469.96","245,925,342.77","320,601,409.76","93,663,857.95","199,447,902.31","242,208,258.73","422,380,909.69","103,197,877.95","200,852,840.28","337,891,875.30","546,368,390.12","148,799,918.04","254,404,925.95","448,113,086.23","675,102,974.90","170,187,792.77","371,339,907.01"
吸收投资收到的现金,"30,000,000.00",,"45,750,000.00",,,"632,781,700.00",,,,,,,,,,,,,,,,"4,000,000.00","80,859,996.95","80,859,996.95","80,859,996.95","80,859,996.95",,,,,,,,,,
