科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"285,795,704.03","277,370,720.59","304,164,137.09","172,957,366.18","258,782,779.12","418,181,452.84","106,761,006.62","236,044,677.61","315,754,963.13","470,936,699.56","123,011,070.98","222,769,683.50","301,887,176.65","458,207,482.48","149,284,609.64","314,148,326.54","434,003,112.46","602,064,003.04","119,728,384.58","421,989,450.70","641,605,578.55","809,161,691.77","169,342,097.81","339,177,953.14","563,026,984.75","846,528,937.29","165,163,786.30","299,793,724.31","456,164,525.95","589,371,947.66","69,588,750.29","155,518,361.98","297,918,776.47","379,864,991.06","62,771,847.70"
二、营业利润,"21,856,056.97","23,380,471.12","34,975,181.11","22,093,193.00","26,285,574.94","49,390,107.81","5,876,232.88","27,202,461.21","31,429,543.69","59,099,267.85","8,818,646.61","27,934,886.82","21,596,013.63","22,039,018.88","11,230,260.45","18,848,371.49","12,320,281.32","18,863,390.67","7,478,351.83","54,645,029.14","92,826,680.18","77,166,965.06","10,006,277.09","18,359,381.26","16,816,549.88","38,465,073.29","7,752,765.41","22,327,832.03","27,774,436.82","21,876,005.40","61,615,927.82","50,652,362.93","56,038,153.57","59,490,770.52","-4,320,549.81"
减:营业成本,"237,134,910.69","228,349,881.24","241,016,120.26","134,992,127.02","204,505,937.70","329,015,182.94","90,090,030.06","188,714,020.15","254,308,625.22","373,122,876.93","101,386,489.61","170,863,059.21","246,331,110.52","380,626,446.14","123,716,484.34","264,264,168.28","374,094,442.52","511,040,113.34","100,675,992.52","339,009,247.42","508,125,463.45","669,307,140.96","147,550,194.53","287,904,928.15","491,953,079.40","724,569,345.33","137,386,730.43","253,868,160.00","390,244,249.03","517,993,052.16","64,651,879.00","141,704,139.51","267,671,493.66","342,603,592.15","58,465,268.92"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,,"8,147.65","23,882.34","4,806.16","6,793.53","8,151.82","301,321.80","741,918.45","999,257.97","1,449,116.06","292,105.87","430,446.75","438,390.83","499,644.68","8,332.84","9,510.60","120,913.95","390,856.66","12,156.07","12,156.07","263,394.06","66,249.51","9,870.62","28,483.98","57,827.45","382,053.94","248,523.19","315,978.67","653,617.24","3,955,707.49","904,851.49","2,932,939.94","3,378,005.81","3,983,935.91","427,420.81"
营业外收入,"871,451.74","170,120.68","1,806,438.06","6,217.32","52,714.92","53,154.92","2,194.65","6,870.65","12,980.65","28,085.98",104.79,"1,975.97","536,461.31","963,787.71","23,027.73","238,295.13","2,431,988.87","2,743,043.82","122,950.00","5,124,440.07","11,145,755.87","12,592,992.49","10,662.41","9,412,822.63","9,439,937.63","565,578.11","353,267.54","1,001,306.33","21,175,732.28","22,692,962.15","16,584,123.40","16,214,722.52","16,219,657.22","4,153,728.78","28,428.00"
销售费用,"9,790,057.81","8,276,770.86","9,866,810.95","5,331,172.14","11,543,036.88","17,432,310.68","4,709,268.82","9,848,111.55","15,002,668.78","19,400,603.80","7,281,780.14","15,180,049.11","22,479,091.20","31,642,283.72","6,501,871.58","16,029,297.80","25,378,957.69","42,846,504.00","4,943,748.56","9,711,592.70","15,492,807.27","20,185,609.67","5,309,161.35","11,063,122.38","16,873,150.84","21,547,915.04","8,225,476.22","11,083,871.45","16,106,860.52","18,341,292.30","2,865,579.77","9,014,212.30","12,708,448.34","20,411,984.91","2,561,461.54"
减:营业外支出,"5,000.00","226,857.90","5,263.95","20,000.00","30,008.56","30,008.56",76.86,"6,076.86","6,076.86","6,076.86","1,016.19","9,717.38","177,387.12","300,179.57","240,158.33","239,744.28","385,662.36","2,866,116.46","44,154.69","44,158.41","80,860.74","632,310.62","5,089.77","5,091.60","259,043.89","259,457.78","50,091.44","246,861.37","361,431.36","480,707.15","22,000.00","39,620.04","389,820.63","3,640,570.44","275,800.00"
管理费用,"5,250,810.31","6,668,183.66","8,839,679.05","4,317,736.62","7,089,707.52","10,246,213.70","2,873,332.24","5,352,282.71","9,196,029.83","14,078,279.18","4,985,550.40","8,978,600.64","12,986,180.77","21,496,705.38","7,045,070.28","13,092,994.89","18,441,219.88","21,505,501.27","4,313,745.73","9,382,846.10","14,374,310.88","21,063,662.49","3,431,001.35","8,864,495.43","15,384,188.60","22,924,367.35","5,149,377.04","8,929,372.29","13,363,515.33","14,922,876.53","3,259,881.88","7,398,068.75","11,886,333.23","14,594,749.71","3,874,661.98"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,"236,798.23","236,344.38","236,344.38",,,,,,,,,"90,281.45","47,470.99","226,530.92",,"327,872.23",,"6,574.49","140,106.25",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"11,434,064.03","11,707,038.92","7,797,865.54","5,029,017.58","8,162,414.89","11,904,499.40","2,910,820.82","2,406,780.39","3,046,663.17","3,447,349.84","246,498.35","-490,118.76","-1,739,394.98","603,449.01","782,590.15","2,064,286.05","3,807,599.67","7,082,705.02","2,304,389.87","5,153,124.57","8,962,861.38","18,825,219.05","3,039,762.25","11,039,172.21","21,135,533.24","34,445,509.42","6,366,904.25","6,604,501.33","11,571,075.65","15,264,042.24","1,905,259.21","3,204,389.77","5,642,009.66","5,982,035.18","1,709,278.35"
三、利润总额,"22,722,508.71","23,323,733.90","36,776,355.22","22,079,410.32","26,308,281.30","49,413,254.17","5,878,350.67","27,203,255.00","31,436,447.48","59,121,276.97","8,817,735.21","27,927,145.41","21,955,087.82","22,702,627.02","11,013,129.85","18,846,922.34","14,366,607.83","18,740,318.03","7,557,147.14","59,725,310.80","103,891,575.31","89,127,646.93","10,011,849.73","27,767,112.29","25,997,443.62","38,771,193.62","8,055,941.51","23,082,276.99","48,588,737.74","44,088,260.40","78,178,051.22","66,827,465.41","71,867,990.16","60,003,928.86","-4,567,921.81"
资产减值损失,"892,106.60","-1,540,568.97","1,713,726.93","1,189,313.66","1,189,313.66","184,986.49",,"1,779,103.15","1,772,174.47","339,205.90",,"-127,240.27","-204,215.32","1,299,934.67",,"-160,302.57","-160,302.57","334,932.08",,"6,102,457.30","3,587,063.93","4,573,847.63","-4,169.38","1,918,369.73","3,239,775.35","6,627,792.93",,"-464,526.32","-759,864.38","-2,867,821.63",,"6,626,964.01","5,764,642.69","10,508,009.04",
减:所得税,,"3,138.84","10,685.55","136,971.70","136,971.70","293,527.14",,"501,662.28","503,944.48","740,701.81",,"-117,328.41","16,326.31","-344,072.15",,"344,625.66","698,819.93","1,269,581.69",,"37,277.46","166,238.57","688,535.22","44,216.07","-102,803.55","142,033.85","1,180,914.24",,"12,157.50","5,122,617.23","5,381,107.63","20,893,549.98","20,430,463.45","20,544,964.41","20,403,025.91",
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,410.00"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"562,302.38","-520,796.11","69,129.09",,,,,,,,,,,,,,,,,"2,027,002.60","2,027,002.60","2,027,002.60",,,"2,433,120.01","2,433,120.01","-34,009.76","2,871,465.14","2,789,364.26","113,206.83","65,614,628.88","65,964,715.23","65,120,310.49","62,537,863.65","-422,615.91"
