科目,2007-12-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"88,245,962.71","72,454,169.23","242,873,568.30","149,686,830.96","176,410,090.74","130,521,421.43","112,042,121.60","85,104,349.59","214,811,887.51","127,013,316.77","112,954,813.57","132,980,294.39","120,869,706.97","129,536,166.99","76,709,246.36","73,076,836.34","555,880,451.58","473,746,146.67","425,495,671.07","394,742,584.07","402,060,596.22","320,375,684.73","325,578,947.93","441,639,661.71","438,273,554.11","382,663,007.22","329,140,154.27","306,270,234.84","379,243,193.02","202,239,168.42","219,860,964.48","204,274,217.27","203,285,360.28","190,484,682.52","157,180,946.01","231,430,462.80","219,728,495.77","201,610,357.39","177,517,242.09","202,638,391.72","189,136,373.40"
短期借款,"108,500,000.00","130,500,000.00","126,500,000.00","57,000,000.00","76,500,000.00","81,500,000.00","81,500,000.00","81,500,000.00","78,100,000.00","58,200,000.00","58,200,000.00","58,200,000.00","58,200,000.00","87,700,000.00","81,400,000.00","86,000,000.00","151,000,000.00","111,000,000.00","130,008,000.00","60,008,000.00","75,008,000.00","45,000,000.00","145,000,000.00","215,000,000.00","228,000,000.00","218,000,000.00","183,000,000.00","137,500,000.00","253,690,613.59","65,000,000.00","65,000,000.00","59,000,000.00","60,000,000.00","80,000,000.00","78,000,000.00","78,000,000.00","78,000,000.00","78,000,000.00","60,000,000.00","89,400,000.00","100,000,000.00"
交易性金融资产,,,,,,,,,,,,,"2,000,000.00","1,926,333.84",,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"11,051,991.42","13,972,980.00","12,755,480.00","15,953,315.74","14,280,976.50","31,435,481.00","44,107,325.00","60,537,429.32","48,591,124.60","60,807,016.60","57,741,715.00","66,383,095.25","67,642,489.95","41,693,090.34","72,406,841.80","81,036,085.62","65,448,691.75","54,063,694.22","38,101,711.82","49,935,977.12","43,105,471.60","44,432,282.79","80,889,979.63","111,547,472.86","86,960,585.76","118,848,852.20","112,692,116.93","123,607,780.37","124,007,572.39","118,814,610.00","150,115,383.17","193,806,307.42","147,733,616.09","170,625,993.18","190,914,506.57","169,532,543.49","144,794,678.85","137,037,851.02","135,780,413.49","185,925,799.42","154,746,986.62"
应付票据,"3,883,711.80",,,,,,"17,500,000.00","15,000,000.00","19,687,000.00","32,725,400.00","31,472,289.25","31,202,043.09","31,531,334.50","44,338,834.50","92,633,500.00","63,270,400.00","45,200,241.71","51,069,974.15","39,227,211.82","63,487,389.60","94,313,350.00","59,805,000.00","94,429,642.00","141,827,242.00","116,794,894.11","139,233,689.09","129,230,177.28","86,387,783.14","101,512,574.46","123,931,003.00","135,908,696.00","138,815,197.00","129,453,624.00","97,688,905.20","95,036,198.95","115,004,619.68","103,933,007.69","71,425,126.01","85,859,587.86","63,882,552.57","54,361,294.53"
应收账款,"49,948,371.58","50,425,338.16","55,600,357.93","72,004,475.30","86,179,847.75","88,594,047.02","89,055,134.45","85,152,332.55","97,156,266.95","124,945,765.72","147,722,403.98","162,613,807.60","167,952,108.75","195,224,989.11","235,801,368.54","244,109,282.70","306,271,148.99","271,759,851.63","319,024,343.20","300,637,906.23","305,601,532.30","328,893,788.36","394,908,849.46","339,118,748.82","380,488,870.82","404,870,925.30","419,025,216.14","442,074,467.45","458,097,825.03","482,927,156.76","482,029,417.00","496,684,331.82","502,140,248.77","451,914,798.78","433,440,599.93","455,786,702.12","476,533,035.39","463,297,953.11","451,510,394.66","419,617,840.30","436,614,751.89"
应付账款,"35,172,184.07","51,428,803.33","59,860,657.77","67,603,789.06","75,938,203.13","92,716,680.81","86,980,481.18","98,584,679.18","90,366,051.85","120,017,184.65","135,366,984.25","115,394,159.99","132,177,514.04","145,344,443.28","175,168,807.72","131,438,867.57","138,007,992.10","146,253,098.57","151,560,834.61","170,552,141.93","175,030,575.91","183,257,380.25","244,054,195.05","247,782,631.83","288,525,200.60","275,805,122.98","296,039,246.34","276,223,077.93","260,799,485.03","297,108,107.21","289,290,396.54","261,868,800.02","219,184,053.85","196,778,868.86","183,784,624.64","173,249,939.30","178,549,664.72","181,846,878.93","169,896,049.15","152,546,345.63","151,794,016.33"
预付款项,"42,256,085.93","67,021,522.01","72,521,564.89","56,769,997.12","72,276,196.15","69,448,744.59","70,783,975.56","70,993,359.84","49,467,046.28","55,153,333.19","43,643,115.33","39,705,602.56","48,304,018.26","79,705,539.40","105,684,846.40","75,335,195.24","76,922,003.03","134,326,660.07","157,355,112.18","140,280,378.32","175,897,085.27","191,148,902.98","240,440,584.39","151,732,557.14","157,039,037.14","123,140,553.60","107,610,382.65","60,478,142.51","56,171,378.69","56,732,202.64","35,177,401.46","16,155,732.37","23,002,887.33","32,375,090.98","38,746,681.29","30,052,587.14","47,329,911.27","42,476,000.15","54,940,221.02","44,326,112.66","52,239,926.78"
预收款项,"24,596,109.47","50,098,359.77","53,587,454.07","37,004,239.15","47,488,593.04","51,001,418.19","55,721,050.78","76,153,553.22","121,678,073.04","129,877,593.81","126,663,431.44","130,742,795.62","114,864,745.76","122,415,419.63","126,601,776.18","151,387,639.64","118,781,299.58","99,451,355.40","98,800,601.64","103,373,671.62","122,216,957.28","131,451,218.13","88,184,131.84","78,012,235.18","92,552,588.38","83,741,346.73","99,680,517.06","73,879,856.04","46,497,956.26","44,932,775.07","45,263,913.67","40,576,050.07","33,506,442.28","36,624,741.94","33,529,684.40","27,180,768.64","28,766,329.73","27,747,418.18","25,001,191.50","25,268,259.96","29,322,208.04"
其他应收款,"23,796,329.04","6,859,891.61","9,784,399.91","9,681,520.34","11,138,661.41","10,082,550.40","7,324,439.14","9,506,320.81","8,772,357.67","11,911,673.85","15,485,615.88","5,122,166.51","8,687,674.93","11,566,694.95","13,843,712.98","9,795,947.12","16,106,906.91","14,605,872.05","15,418,381.72","11,382,512.61","22,703,794.55","18,252,120.65","28,961,837.42","9,753,328.37","14,810,836.40","14,156,919.34","12,768,138.81","6,910,023.51","16,083,153.37","15,666,215.29","9,846,485.53","6,282,322.27","12,243,175.10","11,352,668.66","11,062,262.28","5,078,740.49","10,046,299.83","9,853,211.80","9,526,468.20","5,684,375.80","13,423,419.63"
应付职工薪酬,"7,684,965.56","975,068.77","312,806.29","654,265.89","736,513.74","677,461.15","626,086.59","15,384.61","119,428.26","237,025.71","354,224.01","1,481,899.00","135,662.43","275,708.17","450,873.16",,"169,445.05",,"122,119.16",,"151,982.95",,"165,960.10",,"895,453.69","2,820,668.00","3,565,335.15","7,586,190.40","1,033,889.81","1,825,750.00","2,928,239.77","4,152,940.16","612,738.02","1,710,379.47","1,541,547.02","3,172,736.67","395,742.71","979,430.00","1,572,406.93","2,548,778.36","748,666.25"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"11,574,402.87","2,413,436.33","1,193,226.15","20,709.29","-7,032,938.42","-3,370,627.84","-2,815,288.38","-816,947.30","-3,701,008.30","-3,211,527.94","3,384,422.29","11,942,811.85","9,256,797.16","8,232,206.70","13,573,524.43","18,975,445.96","14,730,390.06","1,925,237.94","6,720,371.91","2,152,509.10","-2,924,486.29","-3,775,332.42","7,827,268.33","4,340,557.71","251,097.44","809,757.36","4,430,407.77","7,198,221.06","6,429,243.45","2,632,318.95","9,382,271.13","12,410,152.51","12,037,677.19","6,433,087.53","4,517,610.00","8,946,797.69","6,677,964.03","4,892,915.52","7,646,117.11","7,934,713.71","3,526,055.73"
应收利息,,,,,,,,,,,,,,,,,,"1,834,166.68","3,939,583.36","4,900,000.00","6,737,500.00","838,375.00","1,953,379.18","1,798,803.86","2,100,046.93","464,035.49","749,524.01","697,024.02","791,285.69",,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,"283,111.11",,"1,748,444.44","830,222.22","1,525,166.66","1,853,068.47","2,940,922.95","682,034.11","972,034.12",,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"51,999,687.50","89,386,637.22","114,316,684.98","130,250,108.89","148,234,870.42","168,869,872.88","177,462,573.03","191,733,562.19","220,331,488.94","250,678,516.58","261,038,183.07","233,230,632.73","226,125,955.66","249,147,101.11","298,669,491.60","278,192,120.98","246,565,146.60","248,184,887.62","253,675,671.50","283,997,145.85","301,736,691.85","288,915,463.91","268,896,560.65","253,601,327.76","249,672,327.22","277,844,594.32","338,224,564.43","262,548,222.26","256,434,991.37","288,952,104.56","268,599,952.38","180,040,433.38","155,901,706.38","161,160,947.20","180,229,124.27","158,892,107.35","155,925,220.15","171,409,577.26","186,339,139.43","169,362,971.14","169,628,202.37"
其他应付款,"10,199,763.24","24,774,267.15","29,437,067.33","23,781,533.00","20,630,648.70","21,253,138.25","17,322,440.34","20,168,671.81","22,983,210.35","20,439,234.48","22,056,849.68","21,489,296.60","22,863,946.52","28,469,908.25","21,047,633.92","10,591,185.54","7,160,037.11","8,628,952.57","11,224,572.07","6,757,771.58","5,481,551.63","8,125,696.21","7,390,288.87","9,079,382.27","9,117,735.55","8,078,902.00","8,190,795.52","8,177,960.37","7,858,506.90","7,876,285.68","7,060,754.64","5,918,110.26","3,908,520.80","5,123,696.41","5,681,075.34","4,742,079.05","4,777,969.53","5,129,783.61","5,263,182.22","4,489,046.49","5,364,217.74"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,047.88","327,766.30","727,850.44","453,813.15","732,023.47","142,851.94"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
