科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"38,426,148.03","29,999,297.71","77,278,303.84","830,745,079.01","816,460,515.89","809,790,986.72","771,487,493.16","769,518,148.26","715,240,569.65","719,151,846.81","715,157,804.79","693,044,425.49","686,069,406.80","726,343,809.76","740,358,072.52","752,370,655.68","743,001,911.50","740,763,846.48","852,372,795.39","848,943,927.13","842,063,570.79","800,284,423.56","895,601,056.78","828,395,138.39","810,218,127.14","764,422,199.86","742,713,278.60","734,467,324.63","615,656,441.66","480,900,335.25","454,301,733.72","385,562,570.99"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,"6,179,033.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,"7,000,000.00","7,000,000.00",,,,,"1,000,000.00",,"4,745,000.00",,,,"8,182,930.00",,,,"7,900,000.00","15,500,000.00","6,732,500.00","7,232,500.00","4,000,000.00","14,000,000.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"61,349,987.47","96,680,264.91","96,098,520.28","118,777,198.48","132,735,228.15","151,303,424.41","134,399,047.28","156,787,702.21","170,648,296.52","182,439,934.68","178,911,105.70","202,112,687.39","216,736,642.53","194,204,869.60","237,266,733.39","226,476,599.43","219,633,397.19","234,097,577.13","121,857,275.94","121,712,893.02","136,280,860.36","129,869,449.04","44,784,053.25","68,225,607.62","78,682,248.97","97,352,831.10","98,898,676.62","69,282,308.61","70,244,190.71","79,593,919.91","48,828,676.77","45,475,983.87"
应付账款,"32,850.00",,"691,234.85","599,000.11","100,000.11","168,800.11","192,183.75","189,789.26","104,443.50","59,321.49","8,711,717.05","8,064,607.50","7,652,350.00","7,666,850.00","19,699,210.38","9,898,869.07","7,803,087.84","27,632,240.07","9,146,461.14","8,011,312.84","7,736,867.25","42,406,414.38","73,270,659.30","44,211,448.11","41,357,351.91","51,323,671.72","92,642,585.07","74,569,034.47","79,406,944.24","72,859,270.20","57,556,331.63","35,810,926.54"
预付款项,"506,965.70","511,800.00","500,000.00","1,100,000.00","13,672,517.30","13,658,517.30","54,185,817.30","54,185,817.30","53,673,394.75","41,809,871.50","3,701,869.54","21,963,884.38","7,688,606.00","8,326,452.54","102,852.26","1,841,275.47","2,000,087.24","2,112,659.12","136,374.73","90,111.68","27,636.65","52,003.46","130,000.00","160,000.00","231,200.00","195,000.00","32,500.00","44,500.00","156,393.65","906,473.53","921,653.22","1,464,149.67"
预收款项,,,,,"1,890,000.00","200,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"360,000.00","580,680.95"
其他应收款,"5,200,678.72","94,147.19","100,916.48","547,907.92","135,148.65","139,727.11","231,574.97",,"209,941.61","131,701.77","183,634.40","300,929.64","317,089.97","1,143,002.57","515,325.63","405,357.13","395,351.90","1,615,392.48","1,357,354.51","1,229,181.75","993,530.79","715,994.39","443,519.53","820,764.14","365,090.54","851,765.31","187,150.73","723,248.47","349,195.91","448,229.75","3,918,423.35","3,932,459.59"
应付职工薪酬,"313,543.63","260,249.45","203,946.15","735,514.14","665,393.48","954,071.20","1,198,780.55","1,388,118.22","1,624,890.49","1,492,482.64","577,477.64","1,631,909.40","1,353,787.25","1,339,212.52","483,477.80","1,434,374.00","1,377,517.49","1,386,545.20","672,078.32","1,523,736.72","1,455,678.83","1,239,437.27","979,701.60","910,195.18","854,902.06","891,241.13","3,117,543.96","786,667.74","739,608.99","705,346.68","3,115,299.48","648,893.70"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,398,910.33","6,560,013.91","7,767,277.30","8,418,395.38","5,006,556.36","5,875,195.22","6,756,416.78","3,582,814.17","3,222,502.86","-1,519,205.60","9,154,811.64","8,847,022.99","4,162,379.80","2,531,525.00","12,052,021.92","9,359,142.54","3,182,726.64","3,958,980.58","2,324,009.43","1,218,411.48","1,125,460.29","1,319,493.70","4,362,648.41","3,565,240.76","3,341,872.57","2,527,632.54","1,992,546.78","1,086,007.92","616,991.11","1,302,668.19","837,531.77","1,641,292.90"
应收利息,,,,,,,"9,041,186.78","5,051,327.31","8,842,099.58","5,951,364.72","8,579,188.89","11,171,372.91","11,843,786.39","5,746,416.39","7,170,344.43","8,905,190.70","8,796,979.58","12,013,266.75","4,029,292.17","10,446,456.94","8,136,324.99","9,611,802.00","3,970,501.93","3,343,674.27","2,940,929.01","2,652,333.41","1,969,839.27","3,176,692.45","1,342,686.24","3,547,635.43","690,337.50","588,109.12"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,"1,221,852.65",,,,,,,,,,,,,,,,,,,"196,330.21","196,330.21",,,,
应付股利,"32,797,522.70",,,,,,,,,,,,"7,085,340.00",,,,,,,,"1,826,400.00",,,"3,200,000.00",,,,,,,"757,967.20","480,084.86"
存货,"1,031,422.08","299,142.00","400,694.00","411,974.00","863,574.00","1,014,226.10","251,624.70","645,493.00","1,514,721.50","1,556,675.50","34,488.00","34,488.00","39,848.00","49,528.00",,,,,,"52,623.94","57,948.73","66,418.81",,,,,,,,,,
其他应付款,,"11,059,620.49","3,733.68","2,539,809.72","450,798.49","250,702.19","182,192.35","153,548.65","172,038.09","275,849.74","113,543.69","311,913.99","572,941.52","225,523.31","54,817.86","57,345.74","12,800.64","34,781.73","464,790.20","415,929.53","65,835.01","64,878.63","170,591.54","165,449.68","181,776.27","211,569.90","231,685.57","229,364.78","286,488.78","246,965.65","3,243,607.62","4,319,431.57"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"137,093.20","131,929.81"
其他流动资产,,,,,,,,,,,"3,914,605.94","3,896,492.72","4,086,970.47","5,414,940.95","5,862,051.05","4,450,467.28","227,653.60","227,579.60","4,045,512.81","3,850,873.55","3,294,158.98","3,233,680.76","1,758,355.27","1,758,352.63","2,360,622.10","2,448,385.05","3,151,483.39","3,419,968.38","143,296,241.96","256,927,869.15","305,144,706.82","354,858,813.53"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
