科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"1,334,745,879.43","1,724,424,438.47","2,521,370,827.08","1,187,686,031.75","1,674,567,614.91","3,489,386,327.75","890,126,500.29","1,860,859,101.11","2,906,089,176.73","4,210,220,280.78","967,658,025.06","1,869,295,627.21","3,146,188,001.46","4,538,081,395.52","1,140,790,317.21","2,406,445,431.81","3,591,253,572.43","5,069,033,987.55","977,456,015.91","2,162,877,692.15","3,739,735,775.32","5,373,056,551.04","1,243,016,925.03","2,292,280,016.02","4,020,464,162.12","5,744,016,028.02","1,328,530,065.74","2,625,344,516.69","4,321,067,715.53","6,159,998,940.13","1,490,128,138.25","3,580,309,161.47"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"4,410,000.00",,,,,,,"166,406,370.57","156,406,370.57",,,,"100,974,776.30",,,,"158,667,560.00",,,,,,
收到的税费返还,"3,945,241.80","9,474,706.69","9,149,859.61","1,824,464.00","4,418,964.00","8,603,638.16","814,300.00","2,460,323.06","4,580,838.84","5,635,096.91","1,619,469.64","3,153,630.08","4,488,731.81","7,157,040.76","1,787,902.19","3,914,131.87","5,909,726.37","11,646,448.42","1,878,335.48","4,278,729.90","6,355,389.07","8,910,372.39","445,993.40","2,589,978.86","2,862,047.78","11,193,204.04","2,662,880.00","10,560,376.83","14,377,953.78","36,871,875.68","9,445,881.83","31,316,070.48"
支付其他与投资活动有关的现金,,,,"3,182,416.08","3,182,416.08",,,,,,"2,120.00",,,"10,000,000.00",,,,,,10.28,219.00,,,,,,,,,,"364,640.00","6,185,071.27"
收到其他与经营活动有关的现金,"75,700,087.74","117,720,993.30","113,175,582.15","34,223,947.36","42,280,486.55","39,909,359.05","19,719,073.06","54,470,465.06","217,971,172.51","85,870,615.89","20,469,660.58","74,634,224.08","99,644,059.54","76,095,796.09","25,894,165.48","38,301,134.88","61,673,638.70","63,963,596.05","18,923,978.56","56,711,788.85","85,218,963.83","77,290,997.44","57,360,980.14","81,367,428.92","130,258,097.89","82,937,843.98","48,020,541.80","125,489,851.43","236,128,706.21","132,479,114.19","55,105,264.44","186,069,184.60"
投资活动现金流出小计,"109,486,770.47","165,299,551.74","318,159,878.02","179,410,939.28","229,397,541.49","373,417,877.37","129,253,592.36","199,985,253.50","434,561,953.98","509,263,871.75","115,946,680.26","536,437,509.75","511,536,805.07","1,029,428,675.60","406,263,027.14","896,578,271.33","1,789,817,310.22","1,082,352,645.12","366,593,520.47","770,959,629.10","1,119,296,264.82","823,337,552.99","682,381,278.64","1,345,896,405.54","1,969,821,393.21","518,597,952.65","644,545,504.62","1,432,516,463.04","2,218,933,838.22","1,577,745,073.56","746,504,915.76","1,475,851,335.22"
经营活动现金流入小计,"1,414,391,208.97","1,851,620,138.46","2,643,696,268.84","1,223,734,443.11","1,721,267,065.46","3,537,899,324.96","910,659,873.35","1,917,789,889.23","3,128,641,188.08","4,301,725,993.58","989,747,155.28","1,947,083,481.37","3,250,320,792.81","4,621,334,232.37","1,168,472,384.88","2,448,660,698.56","3,658,836,937.50","5,144,644,032.02","998,258,329.95","2,223,868,210.90","3,831,310,128.22","5,459,257,920.87","1,300,823,898.57","2,376,237,423.80","4,153,584,307.79","5,838,147,076.04","1,379,213,487.54","2,761,394,744.95","4,571,574,375.52","6,329,349,930.00","1,554,679,284.52","3,797,694,416.55"
投资活动产生的现金流量净额,"-104,699,064.52","-157,468,902.74","-316,451,279.88","-179,018,310.35","-229,004,912.56","-344,718,654.46","-129,253,592.36","-199,978,733.60","-404,368,719.24","-349,641,871.27","-115,946,680.26","-423,096,806.48","-511,536,805.07","-987,437,508.82","-103,630,743.56","-434,771,442.11","-285,768,688.00","-534,393,081.23","291,040,849.28","-113,169,881.80","-417,724,385.21","-550,190,211.53","8,244,497.22","-105,420,170.11","-144,674,797.78","318,352,158.65","-191,981,731.32","-399,289,966.36","-563,045,221.67","-1,276,170,497.47","-288,744,921.79","-302,441,140.14"
购买商品、接受劳务支付的现金,"1,010,270,877.71","1,547,510,307.66","2,259,811,232.35","1,296,449,024.59","1,786,188,729.93","3,299,599,526.96","729,618,784.70","1,445,286,041.88","2,338,772,002.95","3,347,831,661.86","810,248,260.00","1,479,264,503.89","2,381,834,866.47","3,221,660,554.33","987,107,811.97","1,843,730,785.32","2,959,176,400.39","3,787,532,290.77","690,477,794.94","1,600,780,727.97","2,572,682,365.49","3,563,785,624.13","1,017,874,284.15","1,772,292,364.40","3,053,749,564.24","4,520,341,583.44","1,328,396,328.09","2,241,811,520.73","3,855,065,227.33","4,828,810,113.11","1,141,154,966.41","2,693,890,560.45"
吸收投资收到的现金,"59,480,000.00","214,890,270.12","1,500,000.00","1,486,423,200.00","1,486,913,200.00","1,482,542,112.22",,,"48,000,000.00","95,251,200.00",,,,,"12,000,000.00","12,000,000.00","12,000,000.00","15,600,000.00",,"60,000,000.00","60,000,000.00","60,000,000.00",,,,"5,140,547.06",,"13,243,440.20","15,938,058.96","158,135,503.68",,"121,795,500.00"
支付给职工以及为职工支付的现金,"49,082,822.37","79,142,367.84","128,654,367.63","79,924,407.76","119,769,149.35","174,583,850.51","47,471,273.36","98,637,286.51","151,730,394.32","213,032,043.67","53,748,420.22","106,293,935.32","163,876,751.01","254,350,362.85","63,849,878.48","126,171,009.37","196,086,704.75","297,288,234.25","71,696,956.20","149,732,711.80","227,909,769.13","355,597,926.14","89,873,667.33","171,807,085.19","256,513,838.04","367,151,174.20","97,275,969.94","184,378,791.14","292,782,674.10","472,383,698.32","120,507,755.18","229,138,029.32"
