科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"691,790,182.41","662,411,645.81","514,337,508.60","298,674,849.19","421,083,553.59","632,365,680.91","167,594,191.38","392,563,554.45","520,142,099.90","996,925,837.43","193,175,451.33","451,313,017.78","568,457,238.38","978,395,878.59","190,631,028.93","388,368,203.05","561,521,532.58","769,964,413.02","197,796,008.47","317,530,737.47","444,751,897.99","632,231,012.21","130,083,916.60","288,645,382.59","415,873,946.22","496,282,600.90","136,320,841.36","271,341,432.68","473,255,746.93","565,119,825.69","160,540,518.43","333,478,383.81"
取得子公司及其他营业单位支付的现金净额,"22,501,984.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"425,523.83",,,,"1,343,407.19","37,940.58","37,940.58","451,801.63","451,801.63",,"51,603.47","51,603.47","3,185,613.42",,"9,084,137.37","9,364,173.41","9,958,573.41","2,262,022.16","3,384,662.35","3,384,662.35","3,384,662.35",,"1,599,544.20","1,599,544.20","1,599,544.20",,,"25,486.18","884,179.58",,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"32,884,699.90","69,867,991.66","45,662,320.42","22,461,344.99","30,794,088.57","28,165,837.00","49,110,739.01","27,955,044.50","48,071,116.90","27,158,776.39","33,526,555.62","39,549,782.03","49,047,699.76","49,439,495.61","9,745,651.99","31,895,098.27","58,702,726.57","99,844,996.07","20,506,960.22","23,942,530.24","38,685,726.57","39,054,464.34","14,250,858.39","16,574,221.73","60,326,664.44","107,165,657.03","5,306,839.91","32,802,912.38","44,062,649.66","108,917,491.40","4,750,915.47","53,029,620.41"
投资活动现金流出小计,"115,189,740.13","196,082,650.22","142,760,403.73","55,884,834.73","98,934,422.84","141,206,321.41","68,166,041.27","81,922,389.74","183,646,156.51","293,845,885.19","68,142,406.82","98,403,471.60","131,104,866.83","196,036,189.67","24,348,791.56","30,417,266.73","66,155,275.58","108,297,945.38","22,585,390.07","59,599,269.20","67,636,245.01","69,861,896.30","25,480,165.66","40,146,426.16","51,023,393.21","315,920,397.84","40,844,695.40","45,701,170.75","55,105,257.38","63,647,961.38","5,626,635.90","7,637,432.20"
经营活动现金流入小计,"724,674,882.31","732,705,161.30","559,999,829.02","321,136,194.18","451,877,642.16","661,874,925.10","216,742,870.97","420,556,539.53","568,665,018.43","1,024,536,415.45","226,702,006.95","490,914,403.28","617,556,541.61","1,031,020,987.62","200,376,680.92","429,347,438.69","629,588,432.56","879,767,982.50","220,564,990.85","344,857,930.06","486,822,286.91","674,670,138.90","144,334,774.99","306,819,148.52","477,800,154.86","605,047,802.13","141,627,681.27","304,144,345.06","517,343,882.77","674,921,496.67","165,291,433.90","386,508,004.22"
投资活动产生的现金流量净额,"-115,189,740.13","-187,942,650.22","-103,534,387.73","-55,735,910.33","-98,785,498.44","-141,076,385.01","-68,126,041.27","-81,882,389.74","-183,591,156.51","-236,330,885.19","-68,142,406.82","-98,403,471.60","-131,104,866.83","-196,016,189.67","-24,348,791.56","-30,417,266.73","-66,155,275.58","-108,297,945.38","-22,585,390.07","-59,599,269.20","-67,636,245.01","-43,839,896.30","-25,480,165.66","-35,546,426.16","-43,188,835.39","-290,661,266.51","-40,844,695.40","-45,701,170.75","-55,105,257.38","-62,277,961.38","-5,626,635.90","-7,587,432.20"
购买商品、接受劳务支付的现金,"543,024,299.83","451,582,792.04","359,654,252.92","210,906,224.99","332,656,444.10","443,739,010.04","155,597,538.16","302,673,364.98","400,160,649.80","699,544,925.33","100,788,385.51","294,164,750.65","441,566,848.81","667,610,626.29","146,333,188.21","275,251,876.52","395,207,470.69","458,455,067.51","113,008,669.86","211,043,844.37","275,203,569.11","385,965,220.28","79,711,423.39","203,531,113.30","265,668,923.49","178,614,936.68","94,764,158.66","225,213,273.98","385,533,923.26","299,980,006.17","119,897,052.48","297,142,271.38"
吸收投资收到的现金,"35,763,926.62","100,000,000.00",,"835,560,000.00","835,560,000.00","835,560,000.00",,,,,,,,,"185,511,127.93","185,511,127.93","185,511,127.93","185,511,127.93",,,,"4,000,000.00",,,"4,000,000.00","4,000,000.00",,,,"4,000,000.00",,
支付给职工以及为职工支付的现金,"54,638,680.15","54,656,485.11","61,603,044.21","35,002,364.94","53,164,655.89","92,812,035.94","36,061,911.29","59,421,954.86","86,045,281.47","134,615,067.31","35,200,290.83","69,947,501.16","91,047,551.56","130,703,286.60","44,716,019.61","87,367,103.61","118,228,224.48","158,552,649.95","45,396,528.71","76,834,552.04","118,275,311.25","151,086,286.29","41,719,208.15","77,749,304.44","112,859,275.77","147,516,275.07","43,113,006.54","80,189,008.86","116,382,254.66","152,641,657.33","46,544,846.86","79,848,673.92"
取得借款收到的现金,"95,000,000.00","338,000,000.00","329,999,211.33","160,000,000.00","183,000,000.00","220,000,000.00","40,000,000.00","235,000,000.00","245,000,000.00","440,000,000.00","55,000,000.00","215,000,000.00","235,000,000.00","460,000,000.00","105,000,000.00","105,000,000.00","105,000,000.00","205,000,000.00","120,000,000.00","170,000,000.00","170,000,000.00","360,000,000.00","210,000,000.00","250,000,000.00","250,000,000.00","630,000,000.00","190,000,000.00","355,000,000.00","475,000,000.00","810,000,000.00",,"50,000,000.00"
支付的各项税费,"50,036,929.70","75,944,786.44","72,545,628.08","39,665,548.27","70,368,238.51","84,257,721.44","19,614,542.33","29,485,503.16","44,408,790.39","83,166,669.29","9,059,887.45","19,786,048.53","38,960,286.89","61,433,927.45","9,056,729.40","26,933,280.66","43,861,600.72","54,189,967.16","9,236,065.81","19,393,633.99","30,253,344.54","35,537,639.77","22,884,826.31","38,976,649.54","46,874,069.49","60,212,626.38","17,257,527.04","22,293,810.87","24,347,194.94","34,353,290.56","14,557,254.28","22,275,604.71"
收到其他与筹资活动有关的现金,"74,043,800.00",,,"86,609.34","87,247.50",,,,"679,683.43",,,,,,,,"2,567,300.22","2,000,000.00","11,871.34","19,721.19","2,652,958.05","2,687,911.17","14,891.67","27,400.25","2,104,935.91","2,110,923.52","50,666.04",,"57,082.08",,,
支付其他与经营活动有关的现金,"86,996,106.86","113,941,191.20","61,511,604.77","63,884,839.98","94,036,371.48","158,040,010.14","62,168,189.59","55,463,018.76","102,248,616.36","95,512,414.25","40,694,093.32","56,853,131.98","97,994,270.33","121,522,567.92","26,390,640.56","58,153,543.53","85,403,642.95","135,052,863.26","33,959,594.30","42,019,772.35","82,969,803.40","72,331,140.25","39,510,788.24","53,546,255.05","70,809,621.86","91,802,054.83","23,937,098.76","46,275,601.69","89,011,793.06","157,345,201.49","26,670,826.02","70,229,503.33"
筹资活动现金流入小计,"204,807,726.62","438,000,000.00","329,999,211.33","995,646,609.34","1,018,647,247.50","1,055,560,000.00","40,000,000.00","235,000,000.00","245,679,683.43","440,000,000.00","55,000,000.00","215,000,000.00","235,000,000.00","460,000,000.00","290,511,127.93","290,511,127.93","293,078,428.15","392,511,127.93","120,011,871.34","170,019,721.19","172,652,958.05","366,687,911.17","210,014,891.67","250,027,400.25","256,104,935.91","636,110,923.52","190,050,666.04","355,000,000.00","475,057,082.08","814,000,000.00",,"50,000,000.00"
经营活动现金流出小计,"734,696,016.54","696,125,254.79","555,314,529.98","349,458,978.18","550,225,709.98","778,848,777.56","273,442,181.37","447,043,841.76","632,863,338.02","1,012,839,076.18","185,742,657.11","440,751,432.32","669,568,957.59","981,270,408.26","226,496,577.78","447,705,804.32","642,700,938.84","806,250,547.88","201,600,858.68","349,291,802.75","506,702,028.30","644,920,286.59","183,826,246.09","373,803,322.33","496,211,890.61","478,145,892.96","179,071,791.00","373,971,695.40","615,275,165.92","644,320,155.55","207,669,979.64","469,496,053.34"
偿还债务支付的现金,"30,000,000.00","170,000,000.00","157,999,211.33","100,000,000.00","200,000,000.00","245,000,000.00",,"95,000,000.00","124,000,000.00","285,000,000.00","54,980,000.00","180,000,000.00","205,000,000.00","450,000,000.00","220,000,000.00","235,000,000.00","240,000,000.00","375,000,000.00","150,000,000.00","200,000,000.00","200,000,000.00","430,000,000.00","200,000,000.00","200,000,000.00","220,000,000.00","360,000,000.00","130,000,000.00","280,000,000.00","370,000,000.00","700,000,000.00","70,000,000.00","180,000,000.00"
经营活动产生的现金流量净额,"-10,021,134.23","36,579,906.51","4,685,299.04","-28,322,784.00","-98,348,067.82","-116,973,852.46","-56,699,310.40","-26,487,302.23","-64,198,319.59","11,697,339.27","40,959,349.84","50,162,970.96","-52,012,415.98","49,750,579.36","-26,119,896.86","-18,358,365.63","-13,112,506.28","73,517,434.62","18,964,132.17","-4,433,872.69","-19,879,741.39","29,749,852.31","-39,491,471.10","-66,984,173.81","-18,411,735.75","126,901,909.17","-37,444,109.73","-69,827,350.34","-97,931,283.15","30,601,341.12","-42,378,545.74","-82,988,049.12"
