科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"21,679,625.04","21,980,129.77","25,201,765.31","5,985,855.05","14,780,451.68","23,008,159.62","31,642,063.27","8,582,660.42","19,053,341.46","29,989,510.38","41,663,278.82","10,332,380.06","22,394,154.33","34,151,853.00","48,160,663.19","13,330,739.54","29,266,297.31","44,899,158.37","60,974,971.81","16,102,984.53","31,373,023.98","47,236,358.01","63,470,067.40","15,586,013.14","33,254,640.41","52,806,065.06","72,420,959.39","18,452,251.49","47,340,430.26","80,544,308.94","128,626,463.64","33,613,140.46","65,279,925.21"
取得借款收到的现金,"2,100,000.00","15,000,000.00","34,601,664.00","23,000,000.00","35,300,000.00","42,400,000.00","42,400,000.00","12,500,000.00","19,100,000.00","38,600,000.00","53,100,000.00","11,600,000.00","26,500,000.00","70,400,000.00","82,400,000.00","36,070,253.69","51,478,527.61","83,294,117.65","94,707,000.00","26,000,000.00","68,500,000.00","114,500,000.00","143,400,000.00","16,300,000.00","78,300,000.00","122,100,000.00","166,100,000.00","34,000,000.00","79,500,000.00","145,060,000.00","218,000,000.00","65,000,000.00","65,000,000.00"
支付的各项税费,"11,973,479.49","10,637,815.13","12,616,291.25","4,635,835.35","9,963,883.36","14,040,350.00","17,514,165.11","5,802,320.24","10,934,600.38","17,722,787.39","19,755,241.05","7,157,204.77","13,205,770.51","21,175,536.22","24,814,823.66","5,291,587.69","11,243,598.00","19,106,976.68","29,262,342.90","7,916,161.92","15,609,879.96","21,731,805.28","41,652,243.31","5,042,676.00","13,819,010.60","22,325,291.88","34,704,940.64","10,632,137.51","25,958,271.86","41,399,595.87","61,824,751.61","20,569,533.07","38,908,493.52"
收到其他与筹资活动有关的现金,"1,000,000.00",,,,"700,000.00","700,000.00",,,"200,000.00","12,606,702.45",,,"3,993,366.04","10,256,153.71","5,653,529.61",,"4,600,000.00","6,680,513.19","24,200,000.00","24,000,000.00","34,000,000.00","38,000,000.00","57,000,000.00","20,000,000.00","25,900,000.00","25,900,000.00","112,160,000.00",,,"20,600,000.00","139,272,688.76","5,000,000.00","35,059,980.00"
支付其他与经营活动有关的现金,"10,213,124.60","11,097,889.67","14,060,910.63","5,249,687.65","11,064,430.61","17,870,925.10","18,867,032.31","8,007,532.57","16,184,513.95","27,533,688.16","32,810,062.77","10,079,798.04","20,729,349.99","35,373,603.92","34,172,079.86","13,755,694.89","27,194,086.83","45,194,109.67","43,609,940.18","16,486,427.04","32,421,251.99","47,477,050.21","47,399,672.24","12,831,423.75","23,187,855.09","57,605,043.65","46,155,374.42","25,789,271.41","30,965,341.88","83,822,399.34","71,022,213.57","33,603,456.11","52,865,784.65"
筹资活动现金流入小计,"16,322,383.56","15,000,000.00","34,601,664.00","23,000,000.00","238,470,400.00","245,570,400.00","244,870,400.00","14,073,500.00","20,873,500.00","52,780,202.45","54,673,500.00","11,600,000.00","30,493,366.04","80,906,153.71","97,421,329.61","36,070,253.69","91,354,727.61","125,250,830.84","154,183,200.00","50,000,000.00","113,400,750.00","163,400,750.00","213,200,750.00","36,300,000.00","104,200,000.00","148,000,000.00","278,260,000.00","34,000,000.00","203,894,995.56","290,754,995.56","483,097,684.32","70,150,000.00","100,209,980.00"
经营活动现金流出小计,"69,469,405.29","75,281,747.95","98,387,078.18","25,821,021.26","56,438,652.33","89,558,308.81","114,070,456.48","34,638,141.79","66,515,053.68","105,289,074.53","141,889,085.91","42,222,556.91","82,702,427.29","129,242,986.47","155,958,498.65","45,681,367.99","95,431,635.81","154,413,480.24","214,416,416.22","57,872,395.82","112,555,693.86","165,116,484.59","227,046,878.57","47,084,932.55","109,734,561.68","197,348,670.67","245,852,086.79","81,833,903.91","170,740,580.78","330,645,909.43","451,568,744.97","147,911,193.74","272,948,366.48"
偿还债务支付的现金,"9,273,939.91","2,100,000.00","15,470,627.96","20,418,639.79","24,207,404.73","52,705,792.93","62,164,195.56","5,000,000.00","10,100,000.00","22,600,000.00","31,183,129.91",,"19,000,000.00","25,500,000.00","41,567,969.50","32,024,933.33","57,980,000.00","78,480,000.00","92,400,000.00","39,000,000.00","81,000,000.00","89,006,022.67","103,900,000.00","37,000,000.00","47,000,000.00","78,500,000.00","132,000,000.00","15,800,000.00","70,350,000.00","115,900,000.00","177,050,000.00","58,950,000.00","64,450,000.00"
经营活动产生的现金流量净额,"17,242,330.71","15,360,157.61","24,192,661.27","1,871,312.34","5,012,118.53","8,746,924.18","27,492,726.43","2,876,359.08","14,604,233.94","21,977,013.33","28,889,358.39","9,387,870.57","17,250,534.21","22,421,592.07","30,827,140.94","13,663,204.93","23,639,754.67","29,497,070.44","55,593,640.41","19,101,918.94","38,592,787.92","50,538,221.11","53,894,333.25","15,269,245.44","6,220,625.24","7,441,201.45","24,379,424.10","23,826,560.80","31,833,091.01","18,679,406.09","51,467,515.33","64,160,375.70","81,360,161.30"
分配股利、利润或偿还利息支付的现金,"7,227,697.45","900,313.25","1,893,293.32","782,574.93","1,481,706.51","2,146,444.98","3,021,836.32","124,816.84","644,631.85","2,833,361.96","7,161,952.04","290,968.87","3,191,439.81","7,291,730.44","8,944,003.75","2,112,090.38","7,243,945.39","8,027,843.42","12,848,358.35","1,195,984.03","5,128,382.42","6,656,915.67","8,259,956.06","1,589,517.76","4,584,179.83","6,453,490.04","8,528,583.28","1,578,052.80","4,879,037.89","6,953,284.64","10,394,846.83","2,470,704.81","14,578,639.90"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,"1,000,000.00",,"75,000.00","508,799.26","6,347,673.00","6,549,383.60","263,831.84",,"10,831,567.20","10,540,923.08",,"656,083.00","27,504,213.68","22,241,291.61","1,304,582.16",,"8,435,757.55","15,944,672.68","1,839,754.39","28,449,960.14","42,236,965.25","75,150,958.63","641,811.01","26,839,412.82","29,156,140.04","104,424,427.88","23,800,000.00","24,154,615.55","56,473,575.55","167,428,960.00","5,000,000.00","5,000,000.00"
取得投资收益收到的现金,,,,,,,,,,"22,500.00",,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"16,501,637.36","4,000,313.25","17,363,921.28","21,276,214.72","26,197,910.50","61,199,910.91","71,735,415.48","5,388,648.68","10,744,631.85","36,264,929.16","48,886,005.03","290,968.87","22,847,522.81","60,295,944.12","72,753,264.86","35,441,605.87","65,223,945.39","94,943,600.97","121,193,031.03","42,035,738.42","114,578,342.56","137,899,903.59","187,310,914.69","39,231,328.77","78,423,592.65","114,109,630.08","244,953,011.16","41,178,052.80","99,383,653.44","179,326,860.19","354,873,806.83","66,420,704.81","84,028,639.90"
处置固定资产、无形资产和其他长期资产收回的现金净额,"42,700.00","196,000.00","2,060.00","55,000.00","212,000.00","212,000.00","268,458.39","50,000.00","70,000.00","264,730.00","90,529.75","179,200.00","135,500.00","165,000.00","185,223.00","80,000.00","140,066.00","186,066.00","235,836.00",300.00,"36,970.00","79,670.00","96,025.00",,"80,259.00","93,759.00","232,647.09","-8,972.15","89,610.00","215,210.00","412,466.06","17,800.00","66,130.00"
筹资活动产生的现金流量净额,"-179,253.80","10,999,686.75","17,237,742.72","1,723,785.28","212,272,489.50","184,370,489.09","173,134,984.52","8,684,851.32","10,128,868.15","16,515,273.29","5,787,494.97","11,309,031.13","7,645,843.23","20,610,209.59","24,668,064.75","628,647.82","26,130,782.22","30,307,229.87","32,990,168.97","7,964,261.58","-1,177,592.56","25,500,846.41","25,889,835.31","-2,931,328.77","25,776,407.35","33,890,369.92","33,306,988.84","-7,178,052.80","104,511,342.12","111,428,135.37","128,223,877.49","3,729,295.19","16,181,340.10"
处置子公司及其他营业单位收到的现金净额,"861,092.88",,,,,,,,,,,,,,,,,,,,"10,800,000.00","36,000,000.00","35,361,692.91",,,,,,,,,,
四、汇率变动对现金的影响,"624,741.22","-155,817.02","432,633.24",,,,"-10,990.62",161.42,,,"-24,858.00",,"22,645.30",,"97,659.21",,"-1,233.50","-1,233.50","37,044.27",,,,"-2,413.92",,,,"35,514.10",,"-8,951.60","-8,951.60","-153,393.43","-127,468.80","16,749.34"
收到其他与投资活动有关的现金,,,,,,,,"596,648.52","596,809.94","596,809.36",,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"903,792.88","196,000.00","2,060.00","55,000.00","212,000.00","212,000.00","268,458.39","646,648.52","666,809.94","884,039.36","90,529.75","179,200.00","135,500.00","165,000.00","185,223.00","80,000.00","140,066.00","186,066.00","235,836.00",300.00,"10,836,970.00","36,079,670.00","35,457,717.91",,"80,259.00","93,759.00","232,647.09","-8,972.15","89,610.00","215,210.00","412,466.06","17,800.00","66,130.00"
五、现金及现金等价物净增加额,"-12,248,235.32","745,655.04","7,326,418.00","-5,415,792.91","195,639,494.61","153,276,193.87","147,091,989.56","-13,248,612.90","-23,846,523.19","-49,507,523.75","-49,918,269.30","-2,262,223.33","-33,086,628.83","-24,419,020.40","-35,962,049.64","-11,725,325.25","-659,610.13","-27,479,922.36","-37,105,226.39","-2,479,009.22","-2,768,191.89","43,484,166.32","-5,951,114.95","5,712,770.50","-906,458.92","-3,393,077.08","1,804,231.50","10,380,016.06","32,751,040.20","6,442,478.85","34,385,852.14","44,454,085.99","47,603,062.67"
购建固定资产、无形资产和其他长期资产支付的现金,"19,252,134.52","25,654,372.30","34,538,679.23","9,065,890.53","21,857,113.42","40,053,219.40","53,793,189.16","17,100,075.27","39,338,106.01","62,896,261.76","59,270,015.80","22,387,506.79","57,390,333.33","66,865,003.82","90,989,319.30","26,097,178.00","50,568,979.52","87,469,055.17","117,141,916.04","29,545,489.74","51,020,357.25","63,854,758.70","86,610,775.00","6,625,146.17","27,983,750.51","39,818,407.45","49,150,342.63","6,259,519.79","14,695,051.33","31,892,321.01","67,651,088.07","22,625,916.10","45,321,318.07"
期初现金及现金等价物余额,"18,011,348.50","5,763,113.18","6,508,768.22","13,835,186.22","13,835,186.22","13,835,186.22","13,835,186.22","160,927,175.78","160,927,175.78","160,927,175.78","160,927,175.78","111,008,906.48","111,008,906.48","111,008,906.48","111,008,906.48","75,046,856.84","75,046,856.84","75,046,856.84","75,046,856.84","37,941,630.45","37,941,630.45","37,941,630.45","37,941,630.45","31,990,515.50","31,990,515.50","31,990,515.50","31,990,515.50","33,794,747.00","48,852,112.88","48,852,112.88","33,794,747.00","68,180,599.14","68,180,599.14"
投资支付的现金,,,,,,,,"8,356,557.97","9,908,329.21",,"15,000,000.00",,,,,,,,"8,820,000.00",,,,"34,579,812.50",,"5,000,000.00","5,000,000.00","7,000,000.00",,,"3,000,000.00","4,200,000.00","700,000.00","4,700,000.00"
期末现金及现金等价物余额,"5,763,113.18","6,508,768.22","13,835,186.22","8,419,393.31","209,474,680.83","167,111,380.09","160,927,175.78","147,678,562.88","137,080,652.59","111,419,652.03","111,008,906.48","108,746,683.15","77,922,277.65","86,589,886.08","75,046,856.84","63,321,531.59","74,387,246.71","47,566,934.48","37,941,630.45","35,462,621.23","35,173,438.56","81,425,796.77","31,990,515.50","37,703,286.00","31,084,056.58","28,597,438.42","33,794,747.00","44,174,763.06","81,603,153.08","55,294,591.73","68,180,599.14","112,634,685.13","115,783,661.81"
