科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"119,820,983.17","121,514,069.09","814,092,489.88","666,998,677.20","668,786,228.04","776,615,663.64","817,232,815.90","848,570,362.28","793,548,547.24","672,615,288.82","514,329,770.84","522,649,571.69","453,812,732.53","554,634,718.02","669,772,320.94","1,481,776,897.77","1,305,676,270.75","1,179,846,458.78","1,237,679,658.76","1,240,976,243.34","1,173,930,868.48","1,141,789,307.23","1,365,858,049.23","1,317,108,767.12","1,711,589,586.99","1,202,105,072.96","1,296,425,193.80","1,384,558,249.77","778,028,095.74","810,035,072.78","815,928,582.47","802,500,724.10","1,407,068,956.50","1,780,942,959.98","1,821,385,419.07","1,589,037,722.75","1,494,245,766.56","1,663,635,631.80","1,716,161,253.74","1,933,125,520.65","1,927,123,193.62","1,960,934,217.93","1,322,426,575.28","1,541,470,627.42","1,498,541,064.55","1,481,764,128.08"
短期借款,"51,800,000.00","71,800,000.00",,,,,"10,000,000.00","10,000,000.00",,,,,,"187,130,688.00","109,142,688.00","16,309,000.00","20,750,000.00","14,750,000.00","49,750,000.00","45,750,000.00","45,750,000.00","45,750,000.00","47,000,000.00","49,000,000.00","407,814,000.00","888,068,800.00","955,510,000.00","711,567,900.00","295,760,000.00","429,374,660.00","613,437,166.62","889,492,056.96","1,063,190,405.47","688,977,310.53","1,004,282,573.80","1,307,795,634.92","1,081,926,531.60","1,181,070,047.72","1,587,779,226.38","1,542,853,762.27","1,307,375,472.69","1,092,892,813.36","889,071,502.60","529,006,207.49","501,416,375.33","396,581,353.52"
交易性金融资产,"7,130,863.00","273,300.00","296,097.00","377,089.00","109,800.00","153,300.00","206,760.00","190,700.00","214,800.00","191,060.00","155,690.00","152,820.00","3,077,151.00","1,267,546.00","7,775,740.00","12,520,744.60","8,459,121.30","3,912,664.00","124,142.00","2,023,638.00","5,576,637.00","932,452.00","11,419,779.00","23,925,423.23","34,887,729.04","5,901,152.91","1,567,856.14","1,913,618.51","186,440.00","176,547.00","233,432.00","177,084.00","3,879,368.99","963,900.99","1,518,623.99","799,703.99","3,278,854.00","271,903.00","12,258,622.11","15,620,242.47","13,858,815.50","13,955,462.50","155,062.00","155,912.00","154,567.00","168,432.00"
交易性金融负债,,,,,"392,340.00",,,,,,,,,,,"27,329,125.00","13,953,475.00","574,675.00","2,261,900.00",,,,"16,266,075.00",,,"5,808,600.00",,,"2,001,147.98","7,996,196.00","490,874.08","4,070,315.01","3,493,725.00",,,,,,,,,,"24,400,599.42","23,798,516.33","2,935,722.99","447,050.00"
应收票据,"18,764,000.00","49,609,301.23","49,786,893.39","133,131,807.16","76,352,907.02","40,846,367.43","32,679,377.48","37,846,241.21","141,411,361.18","135,449,231.24","176,372,625.26","114,856,143.62","94,437,405.36","244,760,497.81","342,127,264.55","201,304,163.93","186,336,585.96","192,738,928.19","316,641,133.81","323,654,627.78","229,451,348.60","294,361,402.10","360,061,079.27","363,075,510.20","229,785,077.60","499,112,406.03","591,765,844.56","560,562,992.89","492,018,573.78","501,877,235.50","756,840,423.78","824,148,597.03","731,929,612.31","784,459,278.07","949,421,405.12","972,280,991.31","1,123,077,039.37","1,017,890,334.92","1,348,643,831.98","1,499,328,816.68","1,793,003,887.64","1,638,838,878.77","1,379,394,680.74","1,427,502,232.20","1,204,596,831.78","809,769,713.66"
应付票据,"241,063,543.16","281,796,363.59","219,998,846.04","121,690,117.46","45,142,723.69","33,452,549.59","52,059,688.85","73,724,284.55","131,167,092.16","137,227,690.40","60,402,401.15",,"717,339.42","363,990,815.55","565,767,407.78","377,804,623.93","243,799,564.43","229,482,385.51","428,917,097.58","392,014,840.84","239,784,159.82","383,826,071.95","527,072,540.71","597,440,066.75","464,492,929.88","621,594,187.95","689,636,422.83","685,576,703.26","706,584,630.00","722,409,868.86","687,661,421.37","652,162,518.72","619,388,540.99","837,859,703.16","910,160,906.54","925,285,655.57","1,115,795,379.19","1,406,279,734.70","1,513,126,265.37","1,541,510,728.82","1,590,078,846.57","1,677,871,022.51","1,633,146,751.66",,"1,629,810,271.81",
应收账款,"189,533,795.35","248,435,347.58","280,998,280.49","165,586,796.79","130,370,721.93","216,337,267.34","195,018,885.08","171,766,149.81","195,259,282.51","293,975,897.58","287,059,342.76","255,426,676.85","378,510,254.46","381,901,835.36","354,450,523.87","311,536,077.25","393,485,446.43","459,604,254.12","521,019,464.02","420,439,001.17","480,387,578.97","571,217,893.95","593,473,289.10","486,102,180.61","482,786,401.47","906,693,178.08","876,326,587.62","810,113,543.65","806,645,174.30","939,590,943.59","930,087,780.86","836,439,716.72","1,025,547,568.48","1,349,759,891.36","1,572,556,074.40","1,678,396,878.13","1,828,566,695.62","2,026,692,076.99","2,134,912,497.85","1,971,155,353.04","2,339,723,829.00","2,434,604,987.22","2,566,901,685.65","2,607,049,087.81","2,707,717,762.58","3,229,824,670.06"
应付账款,"263,092,131.02","325,660,141.87","276,417,510.37","189,497,196.65","182,905,546.02","260,316,295.88","229,643,574.18","212,614,946.72","289,751,594.90","352,364,212.45","420,319,353.58","372,500,974.88","439,113,275.74","413,805,563.38","401,936,964.13","373,835,531.62","392,588,411.63","444,725,203.01","529,271,986.08","478,932,466.46","517,162,706.02","590,914,864.38","760,790,379.94","510,491,786.39","633,319,528.43","814,992,344.77","801,690,934.34","865,388,165.19","1,015,672,044.09","934,735,049.60","1,160,879,202.08","1,075,855,629.01","1,385,821,035.73","1,622,951,014.12","1,684,754,347.88","1,711,122,772.01","2,070,192,310.75","2,077,556,682.38","2,015,059,252.85","2,021,656,197.77","2,286,529,318.77","2,132,714,535.11","2,183,661,616.13",,"2,416,835,159.97",
预付款项,"14,679,187.87","15,523,673.98","17,252,028.73","16,806,791.05","27,832,493.57","38,232,414.12","31,535,018.38","36,530,986.05","49,428,781.83","65,841,184.69","100,864,720.08","106,427,011.42","103,140,677.12","140,993,846.13","133,667,253.85","159,422,661.79","184,989,841.82","233,617,216.99","204,406,607.76","213,826,081.63","187,261,038.00","217,619,407.47","211,190,451.28","259,393,880.22","234,242,951.48","247,735,376.61","167,505,687.74","225,884,829.35","176,056,292.75","178,791,608.31","180,312,100.89","198,756,368.05","121,926,410.04","296,815,211.46","163,005,216.43","190,934,136.72","413,411,507.08","315,009,187.79","281,119,747.50","404,139,390.02","418,017,465.25","492,464,272.03","282,406,636.70","340,222,049.42","299,339,846.93","450,448,155.24"
预收款项,"1,197,344.99","3,132,796.49","2,133,997.76","1,639,006.16","959,284.90","2,086,532.10","2,700,995.56","1,575,089.10","4,117,843.45","6,673,979.26","2,510,605.91","2,155,512.13","3,140,744.76","4,170,785.27","4,531,698.26","4,484,617.61","9,777,832.74","15,647,595.62","7,594,098.50","7,466,642.68","8,889,488.35","6,242,294.09","7,299,707.34","8,851,156.66","8,539,170.49","10,398,304.49","11,185,584.15","13,130,411.16","10,745,012.73","6,978,578.37","6,273,460.27","6,066,139.99","8,142,685.16","55,681,242.37","59,707,380.99","71,883,271.92","26,032,596.52","20,752,762.37","18,996,260.61","23,158,304.48","39,040,894.50","31,268,127.87","60,619,793.29","48,535,876.56","45,968,992.61","87,119,477.54"
