科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"148,251,130.82","191,449,769.15","260,329,915.98","261,489,111.61","217,295,310.72","218,238,563.60","349,416,320.70","372,560,320.60","625,843,150.04","1,323,081,031.85","1,332,593,493.66","760,137,618.96","1,101,976,580.87","1,191,518,208.59","842,552,315.99","575,225,581.85","559,307,508.29","600,674,157.48","564,723,887.17","921,378,435.41","914,301,607.59","678,888,717.06","470,294,419.64","811,087,893.82","624,024,878.75","798,178,629.85","701,495,268.21","466,897,241.95","631,493,081.94","667,141,829.52","497,114,327.00","424,878,070.05","337,025,523.61","389,480,626.51","458,551,283.00","604,038,373.88","555,200,831.11","489,730,660.38","1,275,173,553.45","622,330,348.58","696,799,015.84","455,787,331.05","582,451,510.73","792,522,989.88","544,328,084.32"
短期借款,"768,300,000.00","802,800,000.00","852,000,000.00","1,016,901,000.00","1,144,901,000.00","1,079,500,000.00","1,260,500,000.00","1,287,000,000.00","1,137,000,000.00","1,017,000,000.00","695,000,000.00","370,000,000.00","560,000,000.00","480,000,000.00","400,000,000.00","400,000,000.00","450,000,000.00","640,000,000.00","1,060,000,000.00","1,261,243,000.00","1,691,243,000.00","1,891,243,000.00","1,931,243,000.00","1,940,000,000.00","2,040,000,000.00","2,073,596,000.00","2,208,596,000.00","2,078,596,000.00","2,276,596,000.00","2,080,500,000.00","1,409,500,000.00","1,504,500,000.00","1,576,500,000.00","1,801,500,000.00","1,510,000,000.00","1,660,000,000.00","1,610,000,000.00","1,265,000,000.00","1,435,000,000.00","1,415,000,000.00","1,185,000,000.00","755,000,000.00","655,000,000.00","1,125,000,000.00","875,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,150,000.00","5,105,000.00","4,338,518.16","18,869,254.45","6,121,663.05","4,720,489.16","6,220,000.00","5,700,000.00","5,700,567.00","17,209,079.70","12,931,002.00","11,963,024.60","13,100,000.00","18,450,000.00","12,500,000.00","38,970,882.80","43,400,000.00","107,651,511.00","199,895,784.11","155,117,823.10","134,728,986.52","119,567,662.32","251,354,340.96","250,579,750.95","123,422,801.52","119,552,243.00","423,685,473.40","337,414,325.32","263,106,879.35","380,143,514.53","505,812,140.30","250,138,203.23","272,734,665.85","441,316,875.16","386,571,951.51","145,025,836.75","227,349,720.47","430,173,099.07","536,897,429.17","438,931,682.34","510,675,672.53","555,040,422.78","523,922,143.71","231,182,995.92","232,914,478.76"
应付票据,"64,150,000.00","35,762,110.00","78,897,184.30","77,543,074.30","43,035,000.00","24,850,000.00","18,850,000.00",,,,,,,,,,,"24,900,000.00","67,000,000.00","97,600,000.00","84,600,000.00","44,200,000.00",,"30,000,000.00","132,100,000.00","266,381,368.00","162,450,000.00","56,900,000.00","116,950,000.00","177,350,000.00","96,450,000.00","126,650,000.00","90,250,000.00","87,500,000.00","89,900,000.00","72,466,696.00","203,314,331.40","320,227,531.40","361,706,052.85","629,152,825.06","662,221,483.16","425,032,064.52","298,477,261.02","296,576,336.13","373,655,818.13"
应收账款,"264,037,423.26","287,103,567.60","314,563,199.05","206,696,354.06","271,478,170.74","252,555,841.20","239,973,642.96","112,069,465.92","207,999,230.20","185,125,992.27","173,279,959.99","117,150,789.99","194,876,194.41","169,833,606.59","252,769,372.27","180,334,134.40","305,451,138.17","472,588,656.06","689,202,257.84","569,219,655.65","572,813,197.56","694,416,457.73","786,201,444.30","478,457,065.86","544,795,019.31","683,980,089.34","753,432,829.82","466,379,497.88","446,829,171.19","507,804,907.31","572,748,296.52","492,624,912.37","421,843,411.59","485,201,160.90","672,661,756.61","597,743,705.22","536,795,190.53","625,019,278.10","687,150,787.94","505,428,954.01","459,518,843.76","551,585,160.38","610,210,907.20","470,597,703.10","439,866,038.12"
应付账款,"154,003,375.92","155,647,451.36","162,442,784.27","156,858,233.28","190,559,851.11","194,014,020.66","237,018,319.21","182,367,884.41","251,064,677.18","268,521,706.86","269,195,508.71","330,802,025.15","396,229,250.82","328,310,740.79","320,505,512.21","408,887,169.72","437,563,573.88","699,396,712.96","697,080,219.37","676,233,699.49","728,655,036.73","880,399,198.66","799,090,994.88","899,278,773.06","762,856,651.36","858,099,795.89","930,162,685.17","875,121,087.35","927,438,924.84","954,987,558.05","940,840,240.22","752,232,040.00","815,690,782.97","839,844,082.40","853,319,121.36","725,032,726.74","742,239,465.35","866,366,678.55","830,221,182.31","684,151,803.25","666,646,400.94","789,875,652.83","813,077,146.96","812,158,691.29","797,357,239.37"
预付款项,"127,378,234.97","147,425,545.23","161,946,116.36","91,305,391.54","168,829,303.69","213,899,914.08","270,167,732.64","291,903,578.38","381,969,069.58","569,518,407.63","433,979,077.99","417,979,085.90","365,794,319.93","428,743,135.10","504,772,938.00","454,493,700.91","505,128,405.17","308,445,387.70","290,462,457.04","338,313,999.16","392,899,840.00","346,228,396.97","258,530,055.63","175,723,647.70","257,203,744.15","330,533,983.91","398,446,912.11","388,439,576.81","452,276,599.38","288,145,456.66","279,166,233.40","268,416,755.99","315,838,989.93","346,341,310.95","330,448,070.24","299,290,720.22","354,333,605.37","303,773,090.13","309,961,614.27","258,533,000.65","350,219,872.10","310,156,825.88","235,944,859.21","249,371,846.07","256,040,593.28"
预收款项,"51,062,143.99","83,999,989.58","94,931,180.99","87,083,996.39","95,948,024.39","119,937,748.15","96,906,720.84","120,004,240.32","152,906,579.46","140,316,697.50","125,859,104.60","149,624,609.86","198,923,344.24","173,357,584.43","143,847,760.87","66,433,190.15","178,059,307.51","153,256,381.80","131,675,111.77","68,877,338.93","394,588,445.30","203,685,621.83","185,504,404.84","161,036,047.08","274,004,189.22","231,102,030.28","320,769,701.09","264,104,998.36","353,777,527.15","278,939,730.94","295,861,646.69","119,537,111.47","359,791,541.06","239,573,855.98","237,112,778.40","119,538,809.63","251,131,508.66","281,848,177.72","342,483,487.05","164,323,264.39","336,654,774.45","313,374,116.94","397,783,888.04","141,573,887.23","272,363,141.74"
