科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"3,656,500.81","38,409,750.06","91,958,171.88","1,420,693,953.12","1,313,831,551.19","1,269,227,277.39","1,278,759,457.00","1,277,090,668.57","1,236,314,233.95","1,225,994,790.41","1,207,173,623.10","1,159,273,982.48","1,135,966,175.11","1,158,836,554.40","1,237,436,586.06","1,189,676,702.66","1,186,412,351.53","1,103,385,274.35","1,155,838,059.75","1,078,585,927.57","1,042,469,294.91","911,458,405.33","950,235,069.91","857,840,455.68","799,719,679.44","1,258,743,590.42","1,314,998,139.32","773,370,263.69","2,001,880,977.96","1,720,847,039.42","1,267,319,395.86","1,330,675,665.81","1,211,229,424.73","767,087,480.88"
短期借款,,,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,303,727.80","192,303,727.80","248,530,000.00","248,530,000.00","198,530,000.00","235,530,000.00","245,000,000.00","299,700,000.00","330,000,000.00","309,800,000.00","295,800,000.00","250,787,395.98","243,887,395.98","305,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"300,000.00","12,196,810.00","3,057,550.00","3,270,410.00","8,409,670.00","39,861,555.00","23,399,200.00","15,400,000.00","10,300,000.00","9,250,000.00","21,328,333.90","4,000,000.00","9,980,180.00","37,500,000.00","22,140,000.00","32,221,230.69","17,756,348.69","37,850,000.00","21,592,725.70","20,938,200.00","29,474,050.00","48,356,295.00","21,167,458.00","50,852,934.16","77,074,082.77","78,149,876.92","59,252,373.92","73,715,431.00","68,137,692.00","76,368,536.75","39,087,501.54","36,409,133.35","62,953,872.85"
应付票据,,,,,,,,,"16,377,145.11","39,672,283.25","46,504,815.74","23,209,677.60","4,309,504.00","18,491,504.00","24,263,337.24","21,113,900.24","38,753,009.55","30,870,530.06","51,907,776.31","81,800,782.56","81,886,774.37","64,548,402.72","109,819,150.11","104,715,823.05","91,437,551.05","245,005,137.57","221,475,528.43","85,025,409.49","75,202,627.91","46,391,262.46","37,230,132.79","66,521,802.60","74,571,058.59","126,235,389.04"
应收账款,"5,479,164.35","30,122,386.52","147,800,649.97","110,492,031.75","112,786,150.89","129,378,732.88","157,285,452.04","143,633,499.48","213,433,853.62","173,358,586.75","212,596,153.11","185,765,077.66","191,132,415.31","185,170,129.13","251,524,478.20","227,304,854.25","276,486,126.04","223,423,233.50","328,275,240.57","307,690,716.13","368,564,549.11","635,469,376.35","627,544,891.20","726,394,293.21","959,955,051.51","944,460,900.00","768,647,363.70","798,088,444.82","1,003,208,157.90","1,120,959,895.91","1,019,294,886.38","1,106,601,109.00","1,360,447,407.44","1,542,111,546.05"
应付账款,"4,609,595.32","55,521,839.38","207,409,363.31","184,840,365.48","182,102,307.91","202,041,476.90","175,854,106.08","138,770,483.86","186,758,542.01","160,596,693.01","257,916,027.96","215,707,528.70","207,619,445.35","202,354,506.75","217,187,453.12","244,826,919.28","243,401,515.98","269,463,023.64","322,321,968.84","280,585,829.75","342,849,310.88","491,094,622.54","434,181,292.77","376,215,550.73","493,149,072.85","436,551,755.27","590,836,352.51","524,501,675.10","515,775,848.67","575,306,296.15","533,179,387.88","552,653,292.91","738,871,929.95","712,782,649.68"
预付款项,"1,987,420.74","41,772,729.79","13,450,756.55","49,784,873.81","62,375,152.62","77,894,675.09","2,719,182.99","12,152,299.25","15,424,709.02","33,508,797.15","40,130,127.60","65,835,900.83","55,381,344.84","71,171,139.09","32,166,908.27","76,075,634.70","28,210,145.16","45,719,927.05","56,202,186.70","54,766,318.82","37,575,964.39","40,469,831.39","30,532,982.85","39,528,400.43","61,431,721.62","137,581,784.28","52,184,268.26","142,378,966.58","96,285,252.60","104,588,753.35","124,385,352.47","114,059,729.58","65,780,527.07","85,019,067.79"
预收款项,"9,075,000.00",,,,"718,966.66","895,333.66","13,553,367.00","34,877,000.00","20,610,105.50","31,905,125.81","18,612,405.50","26,059,068.35","20,545,370.00","45,609,546.52","20,513,208.70","26,763,610.38","26,205,326.38","22,280,664.74","19,550,290.90","21,538,690.07","19,024,853.31","77,056,633.93","37,888,746.97","47,343,449.21","116,801,523.62","74,426,217.02","38,774,632.93","40,008,637.97","13,255,957.73","42,491,075.16","120,536,722.50","53,782,161.27","24,274,513.54","32,041,557.18"
