科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"18,576,619.72","23,186,585.80","21,591,363.48","5,403,546.41","13,571,621.63","20,397,648.69","27,182,285.21","8,461,559.83","24,650,624.50","35,981,924.65","47,044,035.79","11,392,147.12","28,823,123.26","42,966,550.40","58,628,145.24","24,758,363.45","47,208,150.14","70,500,801.14","93,489,608.77","32,627,285.74","64,731,200.67","99,345,294.78","136,047,446.42","48,706,605.05","88,431,310.85","132,824,003.74","186,625,914.25","62,837,724.74","134,750,963.38","196,705,387.77","252,171,963.65","78,871,966.77","154,819,242.57","225,827,980.52","285,584,411.00","78,507,882.87","159,065,182.40","223,874,138.33","295,699,382.80","77,308,042.41"
取得借款收到的现金,"75,000,000.00","60,000,000.00","92,800,000.00",,,,"70,000,000.00",,,,,,,,,,,,"50,000,000.00","45,000,000.00","97,000,000.00","97,000,000.00","97,000,000.00",,"55,315,495.92","164,625,600.97","274,625,600.97","93,529,222.51","146,379,222.51","321,749,222.51","361,104,169.17","20,252,053.63","290,499,940.48","595,499,940.48","723,499,940.48","592,855,625.00","965,460,000.00","1,291,200,059.52","1,479,450,059.52","175,000,000.00"
支付的各项税费,"13,236,084.79","17,377,132.62","20,080,010.10","4,789,727.89","6,585,966.41","12,664,842.04","21,412,661.51","6,317,049.83","12,843,781.25","16,845,001.09","27,068,840.00","6,751,556.55","15,567,923.39","25,372,647.67","43,009,119.04","14,924,258.90","31,436,093.10","46,723,648.94","62,157,304.44","11,864,906.27","31,200,150.34","50,018,990.30","66,406,618.16","24,200,921.68","38,189,389.04","52,725,103.03","75,852,582.83","26,411,474.49","53,701,701.31","73,793,646.33","105,426,592.62","34,200,138.91","65,747,698.63","92,041,045.96","118,797,113.69","40,749,404.25","76,590,419.40","96,717,169.60","128,845,681.28","22,109,729.32"
收到其他与筹资活动有关的现金,"1,068,389.15",,,,,,,,,,,,,,,,,,,,,"150,000,000.00","150,000,000.00",,,,,,"105,595,411.00","163,384,727.44","162,891,583.00","4,934,345.37","4,934,345.37","4,934,345.37","5,028,059.53",,,,"6,000,000.00",
支付其他与经营活动有关的现金,"34,369,606.10","11,551,679.33","16,883,793.52","7,907,372.57","13,067,438.83","21,589,243.57","36,004,065.71","9,708,886.80","19,200,254.04","34,838,095.00","35,727,719.11","11,860,594.36","19,482,951.49","57,962,907.03","71,207,764.24","17,397,951.71","26,689,705.14","52,548,782.94","65,787,879.09","29,887,511.41","54,884,824.15","70,806,995.01","82,222,455.51","27,371,469.12","44,597,401.46","60,531,136.68","72,351,974.01","91,349,114.44","106,954,341.27","170,361,453.28","197,777,467.80","56,867,938.68","97,600,180.97","130,900,176.23","147,036,676.46","47,752,082.81","133,298,306.69","202,945,893.97","206,563,464.84","30,728,418.15"
筹资活动现金流入小计,"76,068,389.15","60,000,000.00","92,800,000.00",,"393,700,000.00","393,700,000.00","463,700,000.00",,,,,,"25,530,000.00","25,530,000.00","25,530,000.00",,,,"57,637,998.68","45,000,000.00","102,013,064.34","1,008,945,311.13","1,017,454,813.76","116,222,973.04","171,538,468.96","280,848,574.01","624,542,247.53","101,615,862.51","260,061,273.51","493,220,589.95","541,082,392.17","25,366,399.00","295,614,285.85","600,434,285.85","728,528,000.01","592,855,625.00","980,460,000.00","1,321,200,059.52","1,525,950,059.52","185,000,000.00"
经营活动现金流出小计,"229,025,710.17","244,212,005.43","297,029,437.81","77,547,628.54","128,279,765.63","236,191,623.19","337,133,263.06","109,465,538.88","218,709,026.52","365,498,299.31","493,948,617.00","128,486,709.84","241,243,943.14","406,565,950.73","574,730,788.96","195,932,478.10","376,418,550.01","672,154,126.21","927,201,866.53","292,070,782.55","509,693,871.57","775,052,574.88","1,050,977,179.10","337,717,104.86","584,853,874.19","952,220,116.62","1,298,002,865.37","561,382,361.07","1,003,617,912.77","1,568,746,667.16","2,064,460,329.61","592,736,273.57","1,076,350,981.95","1,674,887,923.76","2,209,849,316.81","693,516,877.62","1,220,590,613.04","1,755,918,945.21","2,334,700,622.05","547,657,529.49"
偿还债务支付的现金,"54,325,200.00","69,874,800.00","69,600,000.00","200,000.00","30,600,000.00","50,600,000.00","70,800,000.00","104,777,340.44","113,535,446.43","133,535,446.43","133,535,446.43",,,,,,,,,,"10,000,000.00","15,000,000.00","120,000,000.00","27,000,000.00","27,000,000.00","42,315,495.92","58,315,495.92","30,689,842.34","139,153,317.73","277,637,699.52","328,767,324.74","132,718,655.67","136,577,109.15","485,562,117.39","532,435,216.67","106,381,408.36","166,898,405.90","235,594,609.75","313,416,687.61","200,352,882.34"
经营活动产生的现金流量净额,"14,326,610.62","25,468,313.05","31,598,255.84","-16,238,907.14","-27,427,663.08","-52,974,959.61","31,832,869.65","-34,446,604.37","-6,075,240.95","-26,253,038.90","7,924,913.83","-22,204,549.13","-24,806,937.34","962,837.42","104,309,932.62","-5,933,961.23","23,378,690.29","10,146,967.41","4,520,823.16","-54,181,922.47","-45,186,708.61","-4,280,985.39","114,107,771.58","-102,010,579.49","-79,911,300.81","-77,350,331.72","137,004,657.66","-176,911,026.26","-220,911,122.35","-165,072,074.79","-14,817,709.65","-61,032,863.66","-114,878,359.75","-91,996,813.12","210,127,345.54","-257,203,015.84","-413,832,051.41","-356,014,912.49","-190,975,018.52","-70,949,209.75"
分配股利、利润或偿还利息支付的现金,"1,989,453.08","3,096,810.09","8,876,217.44","738,750.00","1,173,164.50","1,283,992.50","1,612,020.72","966,913.12","1,542,863.33","1,643,849.99","1,643,849.99",,"20,280,000.00","20,280,000.00","30,323,135.70",,"11,885,327.66","22,125,827.66","22,330,294.34","872,250.00","23,091,550.00","43,628,477.73","45,491,777.79","445,500.00","31,891,373.89","55,351,016.50","58,221,757.86","4,734,783.19","41,664,958.73","45,917,098.88","39,737,709.99","2,863,287.71","63,234,239.33","80,843,001.37","84,346,538.26","13,975,195.95","74,489,402.79","86,971,464.16","97,924,324.82","13,503,540.17"
收回投资收到的现金,,,,,,,,,,,,,,"10,500,000.00","17,500,000.00",,,,,,,,"150,000,000.00",,"372,338.54","20,447,683.55","34,982,124.27","86,019,479.28","195,830,926.83","261,396,569.56","289,325,046.97","139,202,844.40","206,536,117.30","422,356,630.39","504,216,783.33","77,868,421.84","146,835,700.54","249,834,357.44","195,207,382.84","2,765,866.05"
支付其他与筹资活动有关的现金,"1,036,000.00","3,737,250.00",,,"4,765,220.11","8,030,220.11","3,921,000.00",,"29,400.00","40,200.00","40,200.00",,"1,099,596.35","1,178,763.35","1,178,763.35",,,"80,000.00","80,000.00",,"520,000.00","1,167,000.00","52,070,082.17","48,252.83","188,252.83","188,252.83","113,304,531.76","53,596,918.00","59,535,422.00","59,535,422.00","65,845,492.90","2,496,709.50","7,700,873.58","10,197,583.08","10,197,583.08","12,146,386.39","105,136,974.35","105,980,241.87","116,166,974.35",
取得投资收益收到的现金,"215,069.59",,,,,,,,,,,,,"47,013.65","80,465.71",,"340,082.27","358,282.27","400,882.27","18,400.00","36,400.00","69,304.74","615,524.54","3,591,267.12","9,551,619.12","12,049,145.90","12,392,781.07",,"1,329,644.37","2,071,405.92","3,864,409.74","1,017,540.84","2,109,075.04","2,737,195.56","36,732.87","546,982.21","1,346,137.31","1,817,939.11","2,240,636.15","561,331.49"
筹资活动现金流出小计,"57,350,653.08","76,708,860.09","78,476,217.44","938,750.00","36,538,384.61","59,914,212.61","76,333,020.72","105,744,253.56","115,107,709.76","135,219,496.42","135,219,496.42",,"21,379,596.35","21,458,763.35","31,501,899.05",,"11,885,327.66","22,205,827.66","22,410,294.34","872,250.00","33,611,550.00","59,795,477.73","217,561,859.96","27,493,752.83","59,079,626.72","97,854,765.25","229,841,785.54","89,021,543.53","240,353,698.46","383,090,220.40","434,350,527.63","138,078,652.88","207,512,222.06","576,602,701.84","626,979,338.01","132,502,990.70","346,524,783.04","428,546,315.78","527,507,986.78","213,856,422.51"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,750.00","2,800.00","2,750.00",,,,,,"3,645.00","3,645.00","5,495.00",,,"333,650.00","984,040.26","1,400.00","24,400.00","25,000.00","25,500.00",,,35.00,235.00,,"13,400.00","40,400.00","381,304.00","44,588,900.00","44,759,038.00","44,759,738.00","40,795,425.48",,"1,000.00","1,450.00","1,450.00","1,000.00","444,430.00","452,030.00","452,030.00","11,148.00"
筹资活动产生的现金流量净额,"18,717,736.07","-16,708,860.09","14,323,782.56","-938,750.00","357,161,615.39","333,785,787.39","387,366,979.28","-105,744,253.56","-115,107,709.76","-135,219,496.42","-135,219,496.42",,"4,150,403.65","4,071,236.65","-5,971,899.05",,"-11,885,327.66","-22,205,827.66","35,227,704.34","44,127,750.00","68,401,514.34","949,149,833.40","799,892,953.80","88,729,220.21","112,458,842.24","182,993,808.76","394,700,461.99","12,594,318.98","19,707,575.05","110,130,369.55","106,731,864.54","-112,712,253.88","88,102,063.79","23,831,584.01","101,548,662.00","460,352,634.30","633,935,216.96","892,653,743.74","998,442,072.74","-28,856,422.51"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,954.26",,,,"-283,503.29",,,,"202,528.14",
收到其他与投资活动有关的现金,"10,766,146.11","1,132,661.60",,,,,,"8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00",,,,,,,,,,,,,"400,000,000.00","800,000,000.00","1,150,500,000.00","1,453,200,116.45","178,904.08","262,400,000.00","386,000,000.00","668,912,500.00","40,000,000.00","130,000,000.00","170,000,000.00","320,054,925.38","4,712,441.47","91,005,893.14","89,455,833.14","709,012,495.32","175,027,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,983,965.70","1,135,461.60","2,750.00",,,,,"8,000,000.00","8,003,645.00","8,003,645.00","8,005,495.00",,,"10,880,663.65","18,564,505.97","1,400.00","364,482.27","383,282.27","426,382.27","18,400.00","36,400.00","69,339.74","150,615,759.54","403,591,267.12","809,937,357.66","1,183,037,229.45","1,500,956,325.79","130,787,283.36","504,319,609.20","694,227,713.48","1,002,897,382.19","180,220,385.24","338,646,192.34","595,095,275.95","824,309,891.58","83,128,845.52","239,632,160.99","341,560,159.69","906,912,544.31","178,365,345.54"
五、现金及现金等价物净增加额,"43,921,221.83","-3,337,456.30","36,100,311.26","-18,832,337.41","323,790,015.43","271,504,264.75","337,452,019.69","-138,022,707.02","-123,101,416.32","-173,293,057.86","-141,620,120.77","-24,336,018.18","-38,984,940.13","-168,181,027.95","-77,099,880.73","-10,651,121.00","-13,299,080.53","-44,973,585.99","-2,850,355.66","-30,052,818.73","-38,556,466.14","684,684,737.00","243,701,180.45","-143,668,014.61","118,780,512.79","-850,812.43","492,195,289.13","-324,846,180.10","-492,789,569.54","-591,689,855.87","-447,077,263.16","-195,047,521.04","-20,110,046.42","-92,719,825.15","154,905,420.23","-105,146,530.33","-52,321,326.17","-21,253,375.01","157,507,159.55","-228,876,550.80"
购建固定资产、无形资产和其他长期资产支付的现金,"107,090.56","13,232,370.86","9,824,477.14","1,654,680.27","5,943,936.88","9,306,563.03","13,237,829.24","5,831,849.09","9,862,110.61","19,764,167.54","22,251,033.18","2,081,469.05","6,908,406.44","15,171,483.67","25,078,138.27","4,618,559.77","9,906,996.43","18,048,079.01","27,775,336.43","2,917,046.26","9,216,951.14","163,049,757.35","169,930,698.33","61,845,787.21","89,736,565.06","104,209,547.35","135,921,195.16","19,094,384.77","47,499,054.49","56,987,747.87","102,728,235.73","26,720,023.91","57,073,286.54","101,473,813.02","203,500,099.31","175,325,661.48","231,154,852.71","357,056,285.57","463,221,849.92","102,236,264.08"
期初现金及现金等价物余额,"11,889,730.26","55,810,952.09","52,473,495.79","88,573,807.05","88,573,807.05","88,573,807.05","88,573,807.05","426,412,794.85","426,412,794.85","426,412,794.85","426,025,826.74","284,405,705.97","284,405,705.97","299,357,447.52","298,781,247.03","221,681,366.28","221,681,366.30","221,681,366.28","221,681,366.30","218,831,010.64","218,831,010.64","218,831,010.64","218,831,010.64","462,532,191.09","462,532,191.09","462,532,191.09","462,532,191.09","954,727,480.22","954,727,480.22","954,727,480.22","954,727,480.22","507,650,217.06","507,650,217.06","507,650,217.06","507,650,217.06","662,997,637.29","662,555,637.29","662,555,637.29","662,555,637.29","820,062,796.84"
投资支付的现金,,,,,,,"68,150,000.00",,,,,,"11,340,000.00","168,544,282.00","168,544,282.00",,"15,149,929.00","15,149,929.00","15,149,929.00","17,100,000.00","42,196,610.00","86,809,582.67","140,843,238.67","172,132,135.24","225,967,821.24","385,357,820.63","417,778,652.35","271,939,352.54","436,123,558.08","562,705,097.37","650,756,499.90","80,536,954.91","184,780,846.34","428,050,249.05","561,671,066.37","126,099,332.83","190,901,800.00","442,531,422.60","335,438,797.24","5,200,000.00"
期末现金及现金等价物余额,"55,810,952.09","52,473,495.79","88,573,807.05","69,741,469.64","412,363,822.48","360,078,071.80","426,025,826.74","288,390,087.83","303,311,378.53","253,119,736.99","284,405,705.97","260,069,687.79","245,420,765.84","131,176,419.57","221,681,366.30","211,030,245.28","208,382,285.77","176,707,780.29","218,831,010.64","188,778,191.91","180,274,544.50","903,515,747.64","462,532,191.09","318,864,176.48","581,312,703.88","461,681,378.66","954,727,480.22","629,881,300.12","461,937,910.68","363,037,624.35","507,650,217.06","312,602,696.02","487,540,170.64","414,930,391.91","662,555,637.29","557,851,106.96","610,234,311.12","641,302,262.28","820,062,796.84","591,186,246.04"
