科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"241,000,104.28","251,704,531.99","323,676,311.72","60,152,255.50","98,341,495.09","179,562,015.37","363,097,472.08","73,570,411.77","208,449,776.05","325,088,432.48","480,749,269.45","101,308,768.08","205,619,100.08","393,996,116.52","649,906,472.32","182,206,500.32","387,491,703.76","664,589,908.16","908,480,326.18","233,301,992.77","453,190,600.84","754,575,530.23","1,142,161,598.34","231,479,861.99","489,777,037.34","849,154,190.49","1,386,868,687.22","348,508,297.24","757,203,838.53","1,369,805,431.27","1,992,632,048.35","503,944,791.97","922,989,410.89","1,540,385,403.02","2,362,625,064.46","417,470,016.17","763,866,115.77","1,304,406,607.27","2,079,476,370.28","468,480,125.07"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,"10,141,367.47","10,141,367.47","10,141,367.47",,,,"30,868,515.83",,,,,,,,,,,,"2,506,662.18",
收到的税费返还,"523,646.14","315,769.21",,,,,"49,450.00",,"43,000.00","43,000.00","44,223.58",,,,"2,469,746.41","4,270,245.29","1,482,232.03","5,691,149.41","1,966,611.37","1,101,127.30","2,269,708.08","2,810,854.37","3,898,403.95","1,144,478.42","1,572,392.34","2,160,529.66","3,390,095.20","2,299,465.99","2,580,490.55","3,509,569.47","11,039,076.03","879,241.48","1,740,638.55","5,474,527.08","8,420,908.93","2,271,177.63","5,485,976.66","8,733,439.24","14,068,289.74","2,939,399.00"
支付其他与投资活动有关的现金,,,,,,,"360,000.00",,"60,000.00","60,000.00","80,000.00","50,000.00","80,000.00","380,000.00","380,000.00","100,000.00","100,000.00","100,000.00","100,000.00",,"252,743.26","252,743.26","500,000,000.00","300,000,000.00","408,000,000.00","799,964,150.94","955,897,792.97","283,018.87","312,283,018.87","611,283,018.87","788,483,018.87","94,265,809.92","90,125,809.92","90,125,809.92","215,625,809.92","90,000,000.00","90,000,000.00","99,864,657.78","755,907,657.78","200,000,000.00"
收到其他与经营活动有关的现金,"1,828,570.37","17,660,017.28","4,951,381.93","1,156,465.90","2,510,607.46","3,654,648.21","5,819,210.63","1,448,522.74","4,141,009.52","14,113,827.93","21,080,037.80","4,973,392.63","10,817,905.72","13,532,671.63","26,664,502.85","3,521,771.26","10,823,304.51","12,020,036.05","21,275,752.14","3,485,740.01","9,046,854.04","13,385,204.89","19,024,948.39","3,082,184.96","13,593,143.70","23,555,064.75","44,748,740.61","33,663,571.58","22,922,461.34","30,359,591.63","45,971,495.58","26,879,376.46","36,742,572.76","37,031,180.54","48,930,688.96","16,572,667.98","37,406,469.20","86,763,986.21","50,180,943.51","5,288,795.67"
投资活动现金流出小计,"107,090.56","13,232,370.86","9,824,477.14","1,654,680.27","5,943,936.88","9,306,563.03","81,747,829.24","5,831,849.09","9,922,110.61","19,824,167.54","22,331,033.18","2,131,469.05","18,328,406.44","184,095,765.67","194,002,420.27","4,718,559.77","25,156,925.43","33,298,008.01","43,025,265.43","20,017,046.26","61,807,671.87","260,253,450.75","820,915,304.47","533,977,922.45","723,704,386.30","1,289,531,518.92","1,540,466,156.31","291,316,756.18","795,905,631.44","1,230,975,864.11","1,541,967,754.50","201,522,788.74","331,979,942.80","619,649,871.99","980,796,975.60","391,424,994.31","512,056,652.71","899,452,365.95","1,557,074,967.12","307,436,264.08"
经营活动现金流入小计,"243,352,320.79","269,680,318.48","328,627,693.65","61,308,721.40","100,852,102.55","183,216,663.58","368,966,132.71","75,018,934.51","212,633,785.57","339,245,260.41","501,873,530.83","106,282,160.71","216,437,005.80","407,528,788.15","679,040,721.58","189,998,516.87","399,797,240.30","682,301,093.62","931,722,689.69","237,888,860.08","464,507,162.96","770,771,589.49","1,165,084,950.68","235,706,525.37","504,942,573.38","874,869,784.90","1,435,007,523.03","384,471,334.81","782,706,790.42","1,403,674,592.37","2,049,642,619.96","531,703,409.91","961,472,622.20","1,582,891,110.64","2,419,976,662.35","436,313,861.78","806,758,561.63","1,399,904,032.72","2,143,725,603.53","476,708,319.74"
投资活动产生的现金流量净额,"10,876,875.14","-12,096,909.26","-9,821,727.14","-1,654,680.27","-5,943,936.88","-9,306,563.03","-81,747,829.24","2,168,150.91","-1,918,465.61","-11,820,522.54","-14,325,538.18","-2,131,469.05","-18,328,406.44","-173,215,102.02","-175,437,914.30","-4,717,159.77","-24,792,443.16","-32,914,725.74","-42,598,883.16","-19,998,646.26","-61,771,271.87","-260,184,111.01","-670,299,544.93","-130,386,655.33","86,232,971.36","-106,494,289.47","-39,509,830.52","-160,529,472.82","-291,586,022.24","-536,748,150.63","-539,070,372.31","-21,302,403.50","6,666,249.54","-24,554,596.04","-156,487,084.02","-308,296,148.79","-272,424,491.72","-557,892,206.26","-650,162,422.81","-129,070,918.54"
购买商品、接受劳务支付的现金,"162,843,399.56","192,096,607.68","238,474,270.71","59,446,981.67","95,054,738.76","181,539,888.89","252,534,250.63","84,978,042.42","162,014,366.73","277,833,278.57","384,108,022.10","98,482,411.81","177,369,945.00","280,263,845.63","401,885,760.44","138,851,904.04","271,084,601.63","502,380,893.19","705,767,074.23","217,691,079.13","358,877,696.41","554,881,294.79","766,300,659.01","237,438,109.01","413,635,772.84","706,139,873.17","963,172,394.28","380,784,047.40","708,210,906.81","1,127,886,179.78","1,509,084,305.54","422,796,229.21","758,183,859.78","1,226,118,721.05","1,658,431,115.66","526,507,507.69","851,636,704.55","1,232,381,743.31","1,703,592,093.13","417,511,339.61"
吸收投资收到的现金,,,,,"393,700,000.00","393,700,000.00","393,700,000.00",,,,,,"25,530,000.00","25,530,000.00","25,530,000.00",,,,"7,637,998.68",,"5,013,064.34","761,945,311.13","770,454,813.76","116,222,973.04","116,222,973.04","116,222,973.04","349,916,646.56","8,086,640.00","8,086,640.00","8,086,640.00","17,086,640.00","180,000.00","180,000.00",,,,"15,000,000.00","30,000,000.00","40,500,000.00","10,000,000.00"
