科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付其他与经营活动有关的现金,"13,612,828.35","17,661,892.01","19,852,531.01","7,051,005.00","11,916,369.51","27,316,661.16","23,611,011.20","9,061,468.12","16,451,424.45","22,285,732.39","18,203,414.46","14,928,685.52","21,701,377.67","28,726,121.92","41,933,081.57","18,082,311.55","28,596,662.57","55,210,414.01","47,502,741.49","15,760,333.10","40,219,249.14","68,090,694.53","49,479,260.14","9,667,330.44","30,775,953.62","47,885,274.76","63,174,480.42","29,706,861.08","60,583,171.22","80,984,696.19","180,463,376.84","30,024,746.77","77,040,730.86","56,010,652.57","139,497,509.86","40,158,698.07","42,296,326.82","40,371,525.44","108,026,010.20","57,054,415.63"
筹资活动现金流入小计,"13,000,000.00","19,000,000.00","55,800,000.00","433,108,800.00","434,333,800.00","434,333,800.00","434,333,800.00","59,000,000.00","54,950,000.00","59,000,000.00","59,000,000.00","9,800,000.00","9,800,000.00","9,800,000.00","14,849,300.00","14,800,000.00","19,606,032.00","22,467,854.38","24,440,901.00","6,197,000.00","6,136,500.00","16,136,500.00","41,144,800.00",,"20,000,000.00","30,000,000.00","64,000,000.00",,"20,000,000.00","56,427,546.58","56,772,597.82","20,000,000.00","666,000,000.00","810,449,000.00","813,441,000.00","86,871,500.00","75,982,666.67","75,982,666.67","240,902,666.73","40,000,000.00"
经营活动现金流出小计,"70,660,929.19","113,150,119.40","119,974,841.56","33,605,307.50","91,155,491.52","141,565,932.22","204,052,840.25","71,835,265.43","183,533,339.25","338,201,882.63","371,797,170.61","148,653,536.52","195,972,148.08","177,494,775.87","312,354,269.19","136,012,318.34","250,331,155.34","359,042,693.24","399,067,865.81","157,662,754.93","262,532,345.02","364,702,192.77","434,005,014.61","85,054,010.78","157,516,590.92","229,343,505.16","290,676,416.27","208,371,880.96","335,645,888.53","560,479,226.51","684,101,582.41","231,324,631.51","366,341,222.03","526,669,037.54","749,045,327.41","202,200,992.73","298,379,416.44","428,481,568.38","736,200,871.22","225,181,077.75"
偿还债务支付的现金,"3,000,000.00","10,000,000.00","25,000,000.00",,"10,000,000.00","10,000,000.00","10,000,000.00",,,"2,000,000.00","5,000,000.00",,,,,,,,"5,000,000.00","5,000,000.00","17,810,886.12","17,820,483.46","27,576,538.40",,"25,000,000.00","25,000,000.00","25,000,000.00","20,000,000.00","40,000,000.00","40,000,000.00","46,634,958.33",,"20,372,752.50","20,379,305.00","20,191,915.00","49,381,347.14","49,932,391.92","50,821,564.97","41,063,075.33","32,811,450.00"
经营活动产生的现金流量净额,"13,020,597.95","22,637,602.06","31,155,638.25","-8,880,611.05","-18,236,305.90","-28,529,159.82","-9,861,001.55","-55,169,554.23","-95,071,640.81","-174,841,218.51","-146,745,068.98","-83,436,109.17","-35,930,395.14","27,786,180.68","891,374.37","-85,931,115.55","-105,172,459.20","-139,276,572.12","-14,653,942.96","-65,808,175.43","-70,695,745.18","-111,421,952.93","-11,563,885.41","-43,329,238.14","-23,343,841.03","-28,935,100.41","55,685,247.97","-38,185,419.92","-50,475,961.83","-44,992,497.40","157,085,288.17","-25,167,092.58","-31,991,037.88","1,075,348.61","138,164,742.69","16,696,963.61","56,445,112.71","68,845,629.70","107,807,898.71","19,838,063.33"
分配股利、利润或偿还利息支付的现金,"169,443.75","573,715.00","394,425.00",,"210,925.00","210,925.00","247,651.89",,"15,294,139.51","16,369,176.39","16,743,928.87",,"4,118,406.49","4,118,406.49","4,469,744.04","178,375.00","354,708.34","531,041.68","696,833.34","148,458.33","5,567,741.16","8,283,741.16","9,017,634.24","432,000.00","5,428,036.68","7,356,874.59","8,222,930.83","488,894.13","51,113,339.83","51,709,171.51","68,406,419.98","8,863,439.39","20,012,087.70","24,961,587.23","29,123,291.52","1,017,457.98","12,991,499.30","25,421,695.63","28,748,678.95","1,287,417.29"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,150,000.00",,"64,100,163.04","154,000,000.00","746,700,000.00","381,831,326.85","1,420,700,000.00","2,446,559,125.00","1,276,070,000.00","13,500,000.00","236,910,000.00","288,015,283.80","263,607,023.61","21,360,000.00"
支付其他与筹资活动有关的现金,,"6,998,222.00","914,875.00","774,742.95","6,490,661.24","8,046,606.44","9,543,680.73",,,,,,,,"9,800,000.00",,,,,,,,,,"59,785.96",,"20,088,321.97","3,200,000.00","20,400,000.00","20,400,563.15","17,200,568.48",,,"473,656,400.00","647,479,483.07","11,655,832.71","71,990,167.15","82,383,322.48","351,515,002.00",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163,784.66","1,384,195.75","2,538,025.75","1,873,301.32","3,506,961.20","8,171,093.68","11,709,518.41","44,947.88","739,972.62","825,184.95","292,416.56",
筹资活动现金流出小计,"3,169,443.75","17,571,937.00","26,309,300.00","774,742.95","16,701,586.24","18,257,531.44","19,791,332.62",,"15,294,139.51","18,369,176.39","21,743,928.87",,"4,118,406.49","4,118,406.49","14,269,744.04","178,375.00","354,708.34","531,041.68","5,696,833.34","5,148,458.33","23,378,627.28","26,104,224.62","36,594,172.64","432,000.00","30,487,822.64","32,356,874.59","53,311,252.80","23,688,894.13","111,513,339.83","112,109,734.66","132,241,946.79","8,863,439.39","40,384,840.20","518,997,292.23","696,794,689.59","62,054,637.83","134,914,058.37","158,626,583.08","421,326,756.28","34,098,867.29"
处置固定资产、无形资产和其他长期资产收回的现金净额,,750.00,,,,,"495,233.67",,,,"15,191.07","87,700.00","149,700.00","230,600.00","236,577.88",,"40,000.00","56,793.11","2,846,607.45","1,595,500.00","2,294,500.00","2,294,500.00","2,607,755.00",,"1,000.00","351,000.00","2,657,703.37","187,000.00","198,000.00","198,000.00","207,917.24",,,,,,"463,100.00","463,100.00","429,788.71",
筹资活动产生的现金流量净额,"9,830,556.25","1,428,063.00","29,490,700.00","432,334,057.05","417,632,213.76","416,076,268.56","414,542,467.38","59,000,000.00","39,655,860.49","40,630,823.61","37,256,071.13","9,800,000.00","5,681,593.51","5,681,593.51","579,555.96","14,621,625.00","19,251,323.66","21,936,812.70","18,744,067.66","1,048,541.67","-17,242,127.28","-9,967,724.62","4,550,627.36","-432,000.00","-10,487,822.64","-2,356,874.59","10,688,747.20","-23,688,894.13","-91,513,339.83","-55,682,188.08","-75,469,348.97","11,136,560.61","625,615,159.80","291,451,707.77","116,646,310.41","24,816,862.17","-58,931,391.70","-82,643,916.41","-180,424,089.55","5,901,132.71"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"6,160,000.00","4,364,626.82","4,450,126.82","4,364,626.82",,"2,800,000.00","2,800,000.00",,,,,,"6,600,000.00","6,600,000.00","6,600,000.00","-1,536.93",
四、汇率变动对现金的影响,"-656,061.30","-1,012,778.92","-66,518.45","-32,066.63","-83,517.57","-75,804.52","-134,465.80","-4,641.12","-66,092.54","-65,337.82","-228,733.94","-38,390.62","29,545.63","198,234.54","-92,227.12","548,941.09","-158,292.22","-163,817.92","-110,642.46","84,095.45","83,932.81","70,866.94","-1,033,734.84","29,540.06","175,344.06","558,356.95","439,493.99","-45,279.30","197,650.50","518,520.93","2,826,738.41","171,613.93","702,991.94","2,459,632.60","-2,462,387.92","-3,316,091.07","1,888,740.62","4,194,514.89","973,781.71","604,136.27"
收到其他与投资活动有关的现金,"974,905.69",,,,,"636,407.72","711,515.72",,,"1,334,472.99",,,,,,,,,,,,,,,,,"270,100,784.10",,,,"29,000,000.00",,,,"245,000,000.00",,,,"886,666.67",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"974,905.69",750.00,,,,"636,407.72","1,206,749.39",,,"1,334,472.99","15,191.07","87,700.00","149,700.00","230,600.00","236,577.88",,"40,000.00","56,793.11","2,846,607.45","1,595,500.00","2,294,500.00","2,294,500.00","2,607,755.00","6,160,000.00","4,365,626.82","4,801,126.82","295,273,114.29","187,000.00","67,261,947.70","158,382,195.75","778,445,942.99","383,704,628.17","1,424,206,961.20","2,454,730,218.68","1,532,779,518.41","20,144,947.88","244,713,072.62","295,903,568.75","265,214,358.62","21,360,000.00"
五、现金及现金等价物净增加额,"22,658,777.50","14,530,781.83","39,715,627.94","423,014,657.32","381,381,210.44","362,150,341.47","371,366,668.98","-17,283,679.74","-82,426,948.29","-183,021,023.19","-165,089,576.76","-80,557,049.22","-37,331,234.97","13,781,486.17","-18,103,247.93","-75,538,811.15","-104,997,671.39","-144,279,542.15","-32,506,696.59","-72,770,580.94","-101,679,625.07","-137,795,731.67","-86,268,955.60","-46,888,857.90","-47,573,224.22","-74,269,699.26","270,500,791.64","-80,961,362.39","-280,341,999.88","-171,629,852.04","-154,984,513.50","81,732,752.39","272,315,419.28","199,573,006.26","377,770,518.23","24,251,026.32","-1,915,817.71","-82,391,481.27","-323,139,305.63","19,331,701.57"
购建固定资产、无形资产和其他长期资产支付的现金,"511,221.09","2,535,188.69","20,374,191.86","406,722.05","17,931,179.85","25,877,370.47","34,387,080.44","17,059,484.39","26,945,075.43","36,029,763.46","42,585,288.63","3,720,249.43","6,561,678.97","19,415,122.56","19,018,529.02","1,289,141.53","15,469,123.47","23,343,637.76","35,843,666.12","9,690,542.63","16,120,185.42","18,771,421.06","43,229,717.71","7,717,159.82","9,393,387.88","26,977,564.48","56,915,811.81","2,028,769.04","9,212,296.42","255,883.24","26,988,237.88","7,181,630.89","10,568,655.78","16,293,900.40","23,857,665.36","27,907,083.66","39,151,228.53","49,839,095.80","78,601,255.12","28,070,032.79"
期初现金及现金等价物余额,"7,506,621.34","30,165,398.84","44,696,180.67","84,411,808.61","84,411,808.61","84,411,808.61","84,411,808.61","457,366,855.01","455,778,477.59","455,778,477.59","455,778,477.59","292,489,763.20","290,688,900.83","290,688,900.83","290,688,900.83","273,392,198.38","272,585,652.90","272,585,652.90","272,585,652.90","240,078,956.31","240,078,956.31","240,078,956.31","240,078,956.31","152,204,921.46","153,810,000.71","153,805,990.87","153,810,000.71","424,310,792.35","424,310,792.35","424,310,792.35","424,310,792.35","269,326,278.85","269,326,278.85","278,397,578.99","269,326,278.85","641,345,817.00","647,096,797.08","649,810,916.01","647,096,797.08","634,620,533.37"
投资支付的现金,,"5,808,036.87","490,000.00",,,,,"4,050,000.00",,"14,050,000.00","4,050,000.00","3,200,000.00","700,000.00","700,000.00","700,000.00","3,489,120.16","3,489,120.16","3,489,120.16","3,489,120.16",,,,"30,000,000.00",,"7,000,000.00","19,000,000.00","34,670,000.00","17,200,000.00","196,600,000.00","229,600,000.00","962,780,000.00","280,931,326.85","1,735,650,000.00","2,533,850,001.00","1,128,750,000.00","5,216,503.39","197,130,123.43","258,602,182.40","328,360,000.00",
期末现金及现金等价物余额,"30,165,398.84","44,696,180.67","84,411,808.61","507,426,465.93","465,793,019.05","446,562,150.08","455,778,477.59","440,083,175.27","373,351,529.30","272,757,454.40","290,688,900.83","211,932,713.98","253,357,665.86","304,470,387.00","272,585,652.90","197,853,387.23","167,587,981.51","128,306,110.75","240,078,956.31","167,308,375.37","138,399,331.24","102,283,224.64","153,810,000.71","105,316,063.56","106,236,776.49","79,536,291.61","424,310,792.35","343,349,429.96","143,968,792.47","252,680,940.31","269,326,278.85","351,059,031.24","541,641,698.13","477,970,585.25","647,096,797.08","665,596,843.32","645,180,979.37","567,419,434.74","323,957,491.45","653,952,234.94"
