科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"252,777,321.86","236,705,195.44","215,070,428.44","221,516,671.54","239,784,163.67","607,164,597.67","558,429,550.11","613,487,859.02","740,053,840.37","1,218,019,988.58","783,014,335.63","534,674,339.03","858,286,267.04","783,988,149.94","360,134,701.24","366,290,763.78","654,304,223.38","1,326,536,009.58","797,621,490.18","714,761,851.51","992,351,853.97","762,636,520.10","560,827,782.45","535,260,356.67","730,694,222.79","861,082,780.74","537,926,830.95","537,973,780.69","485,085,831.62","782,670,325.64","933,301,223.13","872,933,365.53","768,868,910.87","1,156,407,876.32","1,243,418,442.91","1,328,537,403.05","1,135,424,165.15","927,567,779.41","1,205,363,171.86","817,556,804.34","642,293,413.97","612,573,593.19","819,228,189.28","780,554,671.97","772,640,299.64","609,081,519.25","488,071,006.62","864,145,186.28","646,177,039.52"
短期借款,"547,873,600.00","1,016,462,000.00","1,066,763,200.00","1,014,558,651.57","1,369,823,704.65","1,736,064,511.56","1,859,979,600.00","1,635,587,600.00","1,658,759,500.00","1,284,899,000.00","1,114,870,000.00","963,557,521.64","1,446,106,000.00","1,285,398,000.00","1,102,302,000.00","1,129,134,000.00","1,286,256,000.00","1,729,538,680.00","1,580,196,000.00","1,583,616,850.67","1,385,772,000.00","1,183,509,000.00","696,508,000.00","544,267,500.00","642,856,500.00","872,213,926.00","970,417,040.00","1,065,174,500.00","1,145,970,500.00","984,516,000.00","792,200,000.00","689,520,000.00","491,376,000.00","489,088,000.00","445,291,000.00","389,616,000.00","323,060,000.00","198,936,000.00","333,556,000.00","494,370,000.00","643,993,000.00","1,375,160,492.36","1,251,794,663.46","1,021,780,000.00","1,131,780,000.00","915,000,000.00","735,000,000.00","925,000,000.00","895,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"21,731,738.22","69,016,241.81","146,448,776.76","142,738,149.04","159,479,036.51","120,545,405.04","133,569,959.80","61,292,969.15","107,804,921.88","132,184,434.64","136,246,202.69","413,282,995.68","501,582,261.49","670,872,580.17","747,111,037.88","1,050,977,919.80","685,652,832.50","965,612,731.04","769,854,081.02","800,542,255.85","376,916,415.89","718,231,634.36","649,405,081.82","645,150,838.54","320,309,625.84","374,887,568.81","535,360,075.51","748,267,471.93","459,436,521.10","216,768,722.18","74,618,619.85","275,635,392.73","177,614,190.37","264,656,508.33","253,750,952.01","337,703,615.55","222,574,340.60","141,091,323.06","137,161,859.08","351,772,190.69","177,260,705.42","424,402,275.60","326,088,974.32","597,292,697.07","310,039,371.64","426,559,027.71","524,746,674.05","423,646,050.12","181,431,190.11"
应付票据,"165,807,000.00","113,419,303.50","83,379,303.50","110,550,000.00","213,524,150.00","193,687,150.00","272,553,000.00","174,140,000.00","226,221,253.31","309,636,882.05","198,504,066.64","137,182,305.15","228,551,925.70","462,852,380.71","444,739,340.74","453,676,821.01","468,292,571.26","603,939,504.90","507,953,248.53","269,242,287.97","277,064,575.00","371,976,000.00","404,675,900.00","328,495,002.00","196,929,371.98","310,290,699.78","486,384,916.04","450,183,475.97","362,404,083.38","267,058,417.42","392,014,009.94","396,091,435.70","239,625,494.81","398,074,037.34","503,163,105.26","396,696,187.15","372,416,289.62","448,406,662.00","423,008,209.10","311,254,153.70","430,391,777.96","533,807,640.36","472,406,226.19","411,079,051.33","308,139,064.14","281,173,453.00",,"432,953,908.92",
应收账款,"772,188,774.89","665,722,181.93","600,474,078.68","444,489,408.46","568,876,683.59","507,063,148.71","727,575,043.44","430,458,212.58","660,354,155.51","645,434,525.76","730,440,277.68","390,854,210.13","891,931,039.44","906,967,040.70","899,432,038.88","357,783,945.69","1,135,154,416.73","848,603,549.88","1,289,844,936.19","454,864,409.29","1,419,249,514.91","1,354,812,587.97","1,338,652,165.25","817,295,517.02","1,628,535,550.28","1,536,222,985.38","1,827,021,882.24","839,169,683.52","1,598,142,333.80","1,539,809,763.54","1,489,356,382.99","916,295,832.75","1,363,891,296.31","1,127,043,253.32","1,306,972,050.97","714,415,010.33","1,023,800,074.38","1,084,797,053.61","1,060,477,116.42","792,805,747.66","1,478,325,301.69","1,194,834,038.28","1,446,195,662.48","787,039,144.42","1,329,101,629.37","1,334,733,570.08","1,151,160,072.59","856,782,646.39","1,221,974,254.93"
应付账款,"823,512,307.67","518,408,749.58","515,888,615.06","462,602,773.65","694,414,516.01","949,564,748.70","1,295,956,272.83","743,379,670.32","717,400,015.72","496,191,734.87","568,830,578.04","715,429,045.85","1,016,621,842.55","1,146,394,737.97","963,370,855.12","1,105,548,424.90","1,771,030,167.65","1,513,647,038.28","1,712,370,859.34","994,447,854.90","1,724,060,035.55","1,526,080,696.29","1,606,734,974.06","1,163,624,342.30","2,037,983,548.56","1,661,916,409.75","1,528,836,315.87","1,042,129,807.55","1,677,492,604.47","1,560,693,838.91","1,546,389,484.46","951,478,793.97","1,434,384,946.51","1,451,102,750.69","1,559,844,552.92","1,218,739,553.98","1,234,780,251.35","1,195,568,814.42","1,256,624,503.69","1,887,196,652.69","2,010,163,245.38","2,068,001,608.66","1,941,403,659.40","1,591,610,758.83","1,792,793,899.74","2,110,977,685.96",,"1,406,907,532.09",
预付款项,"93,307,654.60","117,471,929.78","86,723,275.99","66,518,524.36","174,689,256.74","168,735,340.68","242,826,222.61","241,697,392.97","153,452,732.16","157,257,668.66","72,852,279.55","119,264,617.40","123,757,812.25","82,858,850.76","121,623,173.88","273,040,982.03","274,719,233.67","354,886,185.68","427,565,627.40","410,438,322.25","548,348,062.51","270,287,663.31","367,582,634.16","248,250,144.95","528,573,960.95","248,254,606.12","341,073,013.98","197,598,453.08","363,009,596.13","298,125,297.46","430,948,027.22","161,235,025.89","148,901,718.63","129,897,669.87","160,251,673.91","47,215,914.14","53,175,198.04","50,110,921.24","52,289,864.69","144,039,233.25","197,920,585.58","119,947,391.08","165,832,108.68","120,321,811.05","164,472,168.31","243,679,584.57","310,816,356.18","49,655,713.27","88,157,538.99"
预收款项,"68,187,891.83","51,750,907.32","66,073,065.71","74,140,957.24","61,849,891.72","66,023,967.93","58,256,574.60","30,655,658.10","40,392,653.17","43,239,034.13","79,604,545.48","95,775,355.96","158,295,363.54","109,041,770.40","159,026,828.48","224,413,984.36","171,504,801.78","174,962,040.31","173,230,509.88","91,488,490.45","211,682,229.34","200,891,689.43","349,764,441.43","132,731,397.46","152,598,588.74","58,397,869.37","42,312,315.24","217,345,642.78","107,886,724.48","268,942,367.69","212,145,506.21","88,947,958.41","72,686,252.34","73,366,201.88","66,532,788.27","99,538,760.91","48,680,455.24","77,092,155.10","76,868,677.58","212,736,094.29","244,936,002.53","132,135,567.28","119,968,571.19","112,524,592.51","87,108,776.37","138,745,515.39","146,275,521.95","108,662,247.23","72,960,694.71"
