科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"267,807,887.61","260,028,234.78","257,744,485.69","101,485,682.02","166,659,738.34","202,993,847.96","46,925,397.55","136,315,557.48","227,872,992.84","345,067,901.60","72,276,837.14","144,745,688.10","229,892,254.51","370,343,441.03","30,711,034.47","101,750,172.54","209,749,194.08","209,898,351.20","33,740,484.44","490,527,272.37","709,419,129.24","1,130,415,464.11","408,136,477.91","725,885,034.77","1,103,034,642.32","1,623,438,992.27","646,557,160.40","1,585,242,935.67","2,390,965,480.47","3,342,613,117.40","1,148,805,847.33","2,359,966,397.14","4,124,510,005.75","5,531,977,216.85","1,618,898,568.58","3,404,776,104.37","5,232,480,222.60","6,845,600,035.10","1,152,670,861.42"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"355,440,293.64","355,440,293.64","354,966,167.75",,,,,,,,,,,,,
收到的税费返还,"171,816.90","50,179.50",,,"200,000.00",,,,"34,123.72",,,"762,152.28","762,152.28",,,,"785,277.72",,,"21,348,668.28","30,334,720.58","39,734,876.49","9,646,345.81","19,086,632.51","30,316,695.30","39,747,350.54","8,329,906.89","20,297,838.80","26,070,798.85","42,735,843.40","15,780,034.16","15,700,665.91","66,975,810.06","180,137,642.68","124,029,147.56","216,526,802.84","315,698,768.58","414,466,649.02","114,785,756.66"
支付其他与投资活动有关的现金,,,,"56,600.00","123,239.70",,"10,000.00","10,000.00","10,000.00",,,,"10,000.00","1,623,075.06","2,399,254.08","3,686,642.44","3,686,642.44","4,143,796.42",,"302,970,211.43","169,853,169.11","166,737,274.86",,"13,909,735.29","14,495,566.12","22,465,090.44","969,469.95","2,798,275.85","22,449,809.12","37,626,539.52","116,643,434.34","155,885,104.80","158,635,581.76","201,918,442.67","6,847,088.95","23,053,838.30","38,770,684.40","104,908,466.72","24,016,840.69"
收到其他与经营活动有关的现金,"68,038,921.63","21,944,458.74","4,661,444.54","4,151,812.14","151,452,653.00","7,110,475.13","12,883,679.95","15,123,414.87","17,115,660.56","15,740,967.74","2,806,690.26","5,861,299.90","35,443,599.13","11,598,855.64","3,480,699.28","6,603,375.90","13,053,898.92","12,861,690.97","932,692.33","24,337,227.86","51,958,578.33","31,282,075.44","68,062,232.97","13,031,815.26","25,955,264.62","21,552,446.04","11,028,904.78","13,746,331.52","30,709,269.77","31,930,700.64","19,617,543.56","37,423,781.39","59,971,268.45","73,136,971.90","36,456,577.64","88,541,877.73","147,379,446.22","154,110,811.57","67,211,539.33"
投资活动现金流出小计,"50,280,879.97","61,423,234.12","37,620,945.00","17,224,830.08","23,621,527.52","70,902,143.13","12,176,863.37","99,350,186.31","112,833,422.88","167,679,978.46","57,020,722.94","133,282,222.33","194,903,319.86","266,200,695.76","368,188,619.47","389,238,948.27","397,508,054.39","394,159,936.98","2,737,424,219.06","3,406,937,764.18","3,747,835,029.49","3,965,895,586.33","918,661,597.81","1,623,540,173.35","2,071,142,235.14","2,658,767,788.33","436,739,802.83","886,063,317.08","1,556,231,561.20","4,966,840,575.23","1,332,723,166.66","2,166,251,290.53","2,938,997,718.07","4,464,086,237.51","2,199,792,529.09","6,458,511,840.08","8,941,670,261.03","36,174,193,808.05","1,832,212,623.16"
经营活动现金流入小计,"336,018,626.14","282,022,873.02","262,405,930.23","105,637,494.16","318,312,391.34","210,104,323.09","59,809,077.50","151,438,972.35","245,022,777.12","360,808,869.34","75,083,527.40","151,369,140.28","266,098,005.92","381,942,296.67","34,191,733.75","108,353,548.44","223,588,370.72","222,760,042.17","34,673,176.77","536,213,168.51","791,712,428.15","1,201,432,416.04","485,845,056.69","758,003,482.54","1,159,306,602.24","1,684,738,788.85","665,915,972.07","1,619,287,105.99","2,447,745,549.09","3,417,279,661.44","1,184,203,425.05","2,413,090,844.44","4,251,457,084.26","5,785,251,831.43","1,779,384,293.78","3,709,844,784.94","5,695,558,437.40","7,414,177,495.69","1,334,668,157.41"
投资活动产生的现金流量净额,"-46,288,232.64","-48,173,459.21","-30,789,410.63","-17,204,275.28","-23,451,352.72","-65,901,968.33","-12,176,863.37","-99,328,986.31","-112,601,906.63","-164,408,773.64","-57,020,322.94","-133,119,737.33","-194,740,834.86","-260,697,701.75","-367,697,911.01","-389,041,432.95","-393,955,673.54","-389,757,065.10","-2,737,424,219.06","-2,866,029,187.66","-3,086,590,547.93","-3,117,789,994.46","32,229,728.26","-411,748,772.18","-542,367,004.72","-570,770,967.06","-70,413,311.80","-133,586,184.89","-389,909,790.03","-2,054,409,298.30","-230,401,038.98","-256,191,889.35","-876,422,722.34","-1,468,807,955.01","-1,592,612,510.33","-4,247,768,164.35","-5,781,048,406.82","-31,161,716,371.60","-1,381,925,234.75"
购买商品、接受劳务支付的现金,"138,046,935.24","188,223,956.79","147,298,586.25","90,503,327.09","145,350,639.61","187,281,527.38","48,492,714.42","127,625,578.49","203,212,311.47","275,101,877.59","68,653,571.16","82,536,703.76","168,893,789.33","344,787,647.94","36,878,795.72","136,840,174.30","225,806,166.25","286,729,387.94","14,110,499.38","256,726,858.00","411,532,024.13","603,864,773.51","241,784,782.09","286,996,204.42","446,933,246.12","687,800,421.88","130,741,510.37","309,298,301.34","590,173,977.03","765,158,605.27","237,625,437.29","517,968,643.31","902,333,500.16","1,130,615,820.10","306,672,627.40","689,264,370.54","1,188,699,647.85","1,748,011,800.25","442,119,359.33"
吸收投资收到的现金,"1,000,000.00","23,225,000.00",,,"683,550,000.00","677,566,747.20",,,,,,,,,,,,,"3,036,960,084.58","3,036,742,720.00","3,036,742,720.00","3,036,742,720.00",,,"84,195,720.00","84,197,586.00",,,"18,326,160.00","18,326,160.00",,,,"1,604,468,927.16",,,,,
