科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"49,392,600.77","77,421,874.64","124,721,893.86","164,840,008.09","2,057,644,667.47","2,083,218,663.09","2,033,970,270.18","1,871,102,765.16","1,751,686,570.94","1,838,386,348.97","1,837,456,355.20","1,815,364,460.27","1,870,937,391.47","2,002,348,765.80","2,076,440,677.82","2,008,385,902.53","2,034,430,093.87","2,100,266,895.78","2,038,933,310.40","1,707,566,624.01","1,587,201,223.46","1,835,604,799.22","1,690,143,089.28","1,577,358,928.56","1,349,688,649.51","1,407,503,717.91","1,431,383,790.53","1,227,878,027.65","1,200,194,701.49","1,707,827,196.17","1,517,602,872.41","1,381,439,517.78","1,358,433,600.45","2,411,437,341.82","1,962,277,506.50","968,356,282.35","491,985,219.49","515,755,220.51","696,254,274.82"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000.00","18,000,000.00","23,432,929.76","115,132,619.26","99,050,000.00","671,705,603.89","510,551,322.88","208,032,183.85","132,581,014.37","309,732,657.38","495,101,614.87","574,608,122.54","699,028,550.63"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"258,020,653.21","493,449,876.24","458,241,511.38","2,164,666,448.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"10,727,289.70","11,470,740.30","21,712,633.08","31,714,709.97","25,527,729.13","90,121,170.30","83,938,828.98","129,378,184.60","112,617,547.41","147,784,811.28","177,735,721.74","193,491,167.87","191,972,730.21","280,479,879.43","145,788,320.61","229,260,151.92","232,574,953.09","415,883,461.36","291,980,236.48","423,928,365.07","626,911,303.84","694,791,428.65","491,258,246.46","486,745,598.40","512,189,233.75","566,665,759.75","490,767,736.77","602,316,508.90","695,829,170.46","966,810,655.61","1,110,502,266.25","984,632,772.81","1,013,768,379.71","1,484,655,233.37","1,576,756,179.89","1,660,989,652.16","1,391,536,694.38","1,445,205,809.61","1,367,725,193.45"
应付票据,"2,003,261.57",,,,,,,,,,,,,,,,,,,"64,942,057.65","247,360,282.58","363,455,967.53","327,078,492.26","295,449,752.23","355,812,101.26","428,716,200.83","400,073,147.71","388,939,238.09","351,228,276.82","474,250,137.24","499,843,081.14","570,681,868.20","687,833,808.90","793,181,210.58","907,042,796.30","1,028,097,217.76",,"1,027,375,682.40",
应收账款,"13,833,662.34","21,240,906.64","45,268,811.83","67,657,394.31","84,796,493.70","66,540,975.82","115,647,625.93","135,388,410.94","178,209,999.61","130,595,801.52","179,107,710.29","218,897,481.35","256,341,803.35","195,351,285.86","257,182,111.52","270,849,488.48","317,591,628.03","354,934,968.68","427,782,057.97","480,681,042.76","536,623,766.35","489,441,235.22","519,826,388.25","591,985,292.69","734,983,175.33","781,530,444.51","726,148,676.22","887,240,206.76","956,149,879.74","1,130,722,741.98","862,689,849.59","1,112,033,079.37","1,310,794,275.96","1,419,109,900.95","1,324,526,059.23","1,559,349,736.24","1,566,221,111.96","1,969,242,531.08","1,671,511,334.06"
应付账款,"14,904,243.77","20,634,428.74","47,867,664.07","76,931,492.58","68,124,879.53","100,058,939.35","100,233,032.43","173,048,865.43","176,356,835.39","93,826,355.07","104,165,475.66","167,998,990.99","147,950,918.21","130,418,152.76","119,186,820.92","266,211,349.98","209,861,401.11","308,683,098.11","302,166,173.78","315,677,544.02","345,697,496.48","347,090,591.33","343,012,565.06","423,270,886.16","455,943,292.53","532,580,784.37","521,929,776.27","510,138,654.08","622,513,257.32","683,830,969.78","580,407,724.56","692,100,171.87","768,216,673.30","804,350,596.22","755,993,795.93","958,283,433.34",,"821,012,250.34",
预付款项,"91,627.07","9,404,686.53","3,880,981.26","1,819,766.99","1,651,499.95","8,905,191.59","25,703,079.77","37,010,664.01","83,280,526.61","15,332,870.28","19,846,075.01","20,145,613.40","14,310,142.48","6,102,386.92","42,593,624.75","34,467,422.73","21,423,670.01","24,320,811.78","37,641,098.45","59,499,250.13","45,655,446.24","15,744,457.83","37,273,097.51","29,369,153.77","28,362,510.86","17,560,016.61","31,407,217.08","29,564,443.57","31,521,741.19","27,914,249.52","24,338,833.27","36,980,769.02","43,403,294.49","55,171,495.50","79,879,358.44","64,901,509.32","52,018,273.02","46,497,326.73","104,365,245.54"
预收款项,"14,705,840.57","5,106,139.24","8,522,812.89","11,746,246.10","14,945,175.11","17,198,546.03","14,522,782.76","13,510,656.62","13,342,392.68","10,603,185.32","11,511,286.70","12,827,164.55","22,040,438.28","21,641,537.22","15,048,438.35","30,944,540.59","35,915,382.19","48,280,661.71","21,679,491.01","43,818,793.89","75,860,872.25","66,641,795.88","71,346,022.96","75,685,672.27","179,543,493.19","182,046,305.95","170,719,447.13","183,341,509.20","149,583,746.29","168,991,446.18","157,974,226.36","271,943,958.43","298,380,992.39","296,046,036.36","285,731,467.56","295,385,959.87","253,631,515.04","236,853,070.02","216,448,498.59"
