科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"82,279,815.04","68,736,656.64","111,750,092.31","195,263,884.56","181,537,304.07","136,878,042.72","131,678,754.74","229,356,249.79","137,905,661.35","85,398,885.72","98,740,001.13","155,617,718.44","85,210,625.09","205,655,857.55","100,693,860.38","170,518,098.56","157,703,393.05","180,092,622.91","344,498,095.92","461,788,653.97","300,530,584.54","213,260,921.49","215,095,179.60","342,410,728.98","915,910,898.40","611,712,933.41","358,020,216.83","470,446,577.26","271,714,896.80","286,300,079.65","146,762,865.24","451,143,375.40","248,750,541.44","171,411,520.83","373,240,808.24","344,698,598.95","151,950,303.67","300,105,488.72","219,783,106.76","274,421,694.46","287,019,568.43","408,846,293.51","596,823,481.15"
短期借款,"170,330,000.00","218,830,000.00","202,663,641.03","232,812,968.85","340,312,968.85","390,312,968.85","274,740,533.54","205,146,484.91","116,146,484.91","181,146,484.91","139,057,069.78","73,720,138.24","219,720,138.24","299,720,138.24","304,552,498.10","335,206,653.93","464,206,653.93","564,206,653.93","580,989,628.29","670,868,422.29","615,868,422.29","703,308,422.29","697,782,576.14","763,146,256.41","823,793,230.77","525,561,210.77","428,390,158.77","369,707,420.00","403,100,460.00","503,933,010.00","619,505,599.32","644,015,200.00","694,015,200.00","825,802,700.00","965,802,700.00","933,500,000.00","823,377,200.00","697,362,800.00","732,630,000.00","885,597,000.00","1,494,314,900.00","1,766,314,900.00","1,583,871,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,"2,050,881.35","1,016,790.10","1,846,101.20","32,567.87","1,698,438.85","2,226,199.12","5,493,977.61","4,216,341.11","6,235,346.86","730,142.89","102,060.00","893,052.88",,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,"1,580,561.90","1,613,025.73","2,515,796.66","6,391,615.77",,,"1,085,127.00","661,587.21","269,201.68",,,,"5,454,794.80","6,767,980.00",,,"51,879,219.32","62,299,899.32","52,304,063.35","49,221,563.35","49,420,470.00","49,420,470.00","81,251,855.00","63,789,655.00","72,946,000.00","67,300,000.00","55,001,660.00","55,376,910.00"
应收票据,"14,592,940.99","54,103,610.30","57,868,253.40","49,547,873.10","70,474,204.20","69,105,467.21","97,972,568.98","72,317,021.29","59,430,106.09","61,452,318.56","81,548,602.51","102,134,190.76","38,756,734.23","91,916,591.59","134,865,561.36","81,583,595.99","71,504,675.68","112,580,939.97","172,862,677.09","325,730,786.37","239,520,052.25","197,427,363.44","181,750,586.74","213,218,078.51","175,218,705.93","228,520,778.78","329,348,402.76","294,699,040.94","272,377,138.76","327,148,296.22","408,346,313.38","487,273,194.00","348,515,394.67","261,412,472.87","363,000,817.81","484,331,453.13","318,722,802.93","269,522,724.27","199,836,896.35","335,248,749.87","464,071,613.92","604,080,720.14","466,341,242.74"
应付票据,"7,056,168.74","7,146,654.90","4,198,408.26","2,548,700.46","1,340,000.00","1,695,616.16","1,917,679.47","4,355,921.25","5,196,237.95","7,423,031.94","7,388,343.64","8,375,982.39","7,051,282.94","18,820,036.98","9,425,206.24","18,012,347.21","24,720,656.40","49,492,217.10","9,671,704.37","7,360,251.77",,,,,"9,060,000.33","3,522,467.57","2,699,715.11","93,190.50","93,190.50",,,,,"2,357,325.31",,,"591,500.00","3,191,863.55","1,910,163.55","930,000.00","34,347,900.63","1,221,974.66",
应收账款,"144,037,756.94","137,710,117.20","120,928,741.82","87,967,300.20","126,781,221.29","153,121,933.74","151,668,380.89","87,455,400.99","81,949,631.33","97,446,859.21","142,915,594.09","79,854,736.59","218,337,451.12","222,072,520.72","233,542,426.69","132,752,183.75","322,753,915.78","330,995,323.17","321,956,096.74","130,500,834.72","366,402,192.27","371,047,721.46","369,162,879.89","155,587,852.72","360,670,919.07","352,020,285.46","411,551,965.18","168,303,519.75","467,999,938.95","461,213,761.55","504,530,216.51","196,487,342.96","486,039,464.50","478,642,725.68","553,085,817.80","468,947,918.72","823,621,734.43","509,565,656.42","581,227,755.09","427,405,982.17","588,383,219.89","654,080,682.04","704,148,934.02"
应付账款,"29,445,156.96","23,957,457.46","35,406,967.67","38,234,233.81","41,592,377.13","40,529,708.99","37,182,361.50","35,126,470.12","39,183,320.96","45,300,494.32","40,683,375.71","17,074,221.26","34,736,254.89","35,112,941.01","15,267,578.75","33,584,344.54","43,928,036.56","18,093,567.34","43,825,708.84","16,748,552.22","40,689,841.51","26,880,243.56","103,763,835.72","25,774,300.31","21,119,835.67","67,444,090.18","62,649,436.29","82,803,402.70","117,312,831.20","81,206,461.86","90,034,109.65","68,225,578.57","77,994,070.68","91,791,304.70","99,532,299.08","46,244,330.62","106,936,490.17","116,197,382.18","157,605,521.02","83,497,531.38","121,021,798.69","124,300,289.37","113,581,739.26"
预付款项,"28,026,716.94","25,300,035.18","18,372,208.13","14,948,558.27","28,277,464.67","11,713,489.29","9,600,234.11","6,023,996.45","7,631,011.52","105,673,744.37","11,024,028.53","36,705,950.97","101,187,278.23","58,533,537.56","99,511,369.32","58,067,608.29","135,251,881.18","179,033,575.42","197,662,551.90","69,194,056.01","134,239,626.58","250,598,229.18","169,809,739.44","112,818,365.06","270,111,037.26","323,305,664.75","311,806,963.68","162,326,294.83","453,034,054.05","383,671,964.01","492,065,046.50","58,176,821.57","330,750,496.34","383,539,288.14","202,960,685.29","87,527,501.13","427,833,803.59","241,572,655.46","264,652,319.36","108,789,565.67","494,217,126.67","491,055,596.12","425,099,071.75"
预收款项,"9,794,950.24","10,534,103.48","18,139,644.76","15,256,995.49","35,375,953.96","39,408,927.95","20,149,230.27","21,111,011.28","13,844,585.21","29,022,279.66","19,024,489.95","45,027,769.41","29,998,613.43","45,892,323.79","48,096,335.53","57,630,947.70","53,705,205.06","110,448,155.41","79,473,564.20","97,766,956.99","83,571,650.14","132,108,038.44","151,056,855.13","86,983,952.48","124,735,894.64","113,764,345.69","87,389,371.50","85,623,985.86","225,259,226.82","83,211,057.09","169,057,450.70","67,899,409.80","111,144,790.66","147,765,088.56","64,229,692.66","77,050,481.61","344,199,415.63","225,118,700.37","207,142,085.81","66,157,279.13","249,930,243.63","322,636,437.89","268,707,077.93"
其他应收款,"26,866,147.07","28,140,380.54","29,643,703.32","5,418,847.94","8,389,656.57","9,352,429.67","8,508,876.87","9,393,873.32","4,461,417.15","4,688,158.00","3,501,869.72","45,793,936.12","1,927,460.06","2,594,753.55","3,275,928.59","18,652,481.17","16,923,663.62","19,112,268.97","23,567,143.19","19,957,418.35","22,744,880.85","24,057,015.56","25,902,386.18","33,142,145.22","18,661,865.58","30,507,380.08","42,726,979.09","34,512,480.94","39,863,660.84","48,440,287.47","32,433,424.01","13,351,564.41","35,155,662.08","31,998,112.24","42,703,195.90","9,705,527.70","8,311,726.29","14,785,838.84","16,700,429.93","11,789,718.52","30,580,698.17","54,899,534.65","74,049,774.29"
应付职工薪酬,"5,293,592.88","5,462,200.44","4,100,537.09","20,106,284.74","15,697,402.77","18,650,715.83","21,306,666.68","28,374,667.74","15,589,186.83","21,164,276.52","26,225,673.41","32,345,116.19","16,644,025.93","20,806,528.97","22,746,415.60","27,820,748.92","15,093,784.69","19,133,817.59","20,857,354.67","23,626,979.94","9,660,885.53","9,749,340.23","17,042,197.38","26,650,731.80","14,132,849.22","18,845,715.64","25,132,210.40","29,861,866.40","14,303,448.08","15,101,252.29","24,153,813.88","32,803,652.32","13,086,311.71","13,721,756.86","10,405,932.12","23,172,401.56","12,506,982.04","15,763,983.75","18,867,084.31","37,919,049.06","20,005,718.22","34,892,218.26","30,981,459.14"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"10,792,683.67","13,591,852.84","24,072,821.25","23,760,184.11","24,964,929.82","5,140,954.69","10,184,811.91","6,844,358.75","2,596,335.92","2,207,850.46","9,151,697.00","-1,010,779.81","-2,107,828.97","6,099,914.58","8,763,868.17","-20,924,315.11","-4,669,486.17","-900,199.12","1,728,285.89","-15,966,603.99","4,525,986.31","-244,627.61","11,827,956.85","-36,134,100.60","-5,552,867.17","-2,917,912.69","-10,241,145.53","-60,447,064.48","-21,017,627.66","-5,902,206.12","-8,535,996.12","10,152,730.28","8,320,085.53","12,596,200.10","8,291,161.98","9,263,452.61","12,242,065.24","5,743,500.01","12,342,609.77","12,603,080.42","10,297,798.31","8,786,714.19","11,869,860.77"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,"373,216.44","126,575.35",,,,,,,,,,,,,,
应付利息,"1,631,429.56","3,253,901.67","5,236,067.57","922,444.24","3,313,407.88","3,228,610.54","1,547,279.74","2,046,225.39","2,225,426.65","5,754,628.52","2,119,280.16","574,089.35","876,543.89","1,172,977.60","695,216.65","974,223.57","1,292,642.51","1,668,365.08","1,752,059.06","1,631,306.34","1,259,549.98","1,355,717.47","2,000,667.79","1,444,637.76","2,311,145.42","1,242,221.11","891,222.70","1,065,483.20","1,186,495.59","892,375.36","1,286,414.86","1,322,925.17","1,875,805.08","1,058,748.49","2,449,059.01","3,913,255.96","3,079,682.48","516,850.63","976,689.97","2,206,822.44","4,545,398.37","6,742,549.07","4,923,194.02"
