科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"163,045,877,000.00","205,354,082,000.00","116,705,046,000.00","183,707,436,000.00","260,208,892,000.00","74,300,739,000.00","142,144,040,000.00","222,226,003,000.00","357,999,370,000.00","89,039,561,000.00","194,073,367,000.00","313,738,716,000.00","455,140,351,000.00","102,501,460,000.00","280,222,376,000.00","388,574,251,000.00","568,805,007,000.00","124,918,516,000.00","309,280,049,000.00","464,518,965,000.00","712,252,521,000.00","179,938,138,000.00","426,197,595,000.00","532,709,605,000.00","766,191,304,000.00","210,030,570,000.00","369,600,210,000.00","562,656,575,000.00","796,860,313,000.00","224,417,272,000.00","410,190,181,000.00","657,209,069,000.00","926,182,282,000.00","255,888,313,000.00","462,975,061,000.00","745,502,890,000.00","1,056,797,089,000.00","291,752,300,000.00","561,932,367,000.00"
取得子公司及其他营业单位支付的现金净额,"324,028,000.00","471,840,000.00",,"696,267,000.00","682,317,000.00","808,801,000.00","1,547,861,000.00","2,664,482,000.00","2,919,448,000.00","2,047,490,000.00","1,644,782,000.00",,"8,348,000.00","421,921,000.00","1,571,014,000.00","437,567,000.00","2,256,460,000.00","345,449,000.00","432,637,000.00",,"509,601,000.00",,"146,456,000.00","228,188,000.00","749,844,000.00",,"159,853,000.00","159,962,000.00","725,127,000.00",,"381,609,000.00","381,609,000.00",,,"2,447,625,000.00","2,447,625,000.00","1,941,253,000.00",,"42,859,000.00"
收到的税费返还,,,,"34,950,000.00",,"11,456,000.00",,,,,,,,,"1,154,000.00","1,154,000.00","58,251,000.00",,"6,823,000.00","161,158,000.00","55,400,000.00",,"50,173,000.00","132,077,000.00","105,221,000.00",,"22,313,000.00","127,345,000.00","35,824,000.00","33,704,000.00","42,178,000.00","226,467,000.00","36,032,000.00","152,258,000.00","28,260,000.00","340,824,000.00","21,856,000.00","83,891,000.00","24,415,000.00"
支付其他与投资活动有关的现金,"2,776,156,000.00","4,462,950,000.00","411,754,000.00","323,117,000.00","3,662,291,000.00","110,868,000.00","6,186,685,000.00","5,086,797,000.00","7,229,681,000.00","3,599,835,000.00","2,117,409,000.00","3,768,028,000.00","6,868,863,000.00","891,928,000.00","6,214,073,000.00","7,970,517,000.00","8,954,501,000.00","342,606,000.00","3,416,922,000.00","4,018,747,000.00","5,601,172,000.00","388,969,000.00","2,128,263,000.00","2,585,756,000.00","3,669,922,000.00","712,264,000.00","2,655,057,000.00","3,412,654,000.00","4,732,254,000.00",,"7,028,241,000.00","7,028,241,000.00","10,848,984,000.00","7,977,133,000.00","9,540,312,000.00","14,471,358,000.00","24,091,493,000.00","1,498,947,000.00","11,399,299,000.00"
收到其他与经营活动有关的现金,"907,814,000.00","1,169,316,000.00","923,472,000.00","1,170,052,000.00","1,891,432,000.00","364,111,000.00","1,284,729,000.00","1,704,357,000.00","3,615,459,000.00","1,350,698,000.00","3,819,114,000.00","4,569,022,000.00","5,232,262,000.00","2,129,140,000.00","2,083,326,000.00","3,606,727,000.00","8,179,800,000.00","7,614,922,000.00","6,381,844,000.00","7,872,303,000.00","11,652,775,000.00","6,643,523,000.00","6,583,906,000.00","16,711,685,000.00","9,616,490,000.00","9,362,706,000.00","8,108,170,000.00","10,264,841,000.00","10,054,388,000.00","5,878,992,000.00","7,286,823,000.00","16,842,358,000.00","14,605,117,000.00","4,755,521,000.00","11,689,038,000.00","17,480,775,000.00","16,883,753,000.00","6,242,533,000.00","22,455,339,000.00"
投资活动现金流出小计,"6,935,078,000.00","10,398,843,000.00","2,620,325,000.00","4,146,686,000.00","11,749,900,000.00","5,308,136,000.00","14,550,716,000.00","19,579,036,000.00","35,937,781,000.00","9,953,762,000.00","13,092,958,000.00","20,464,068,000.00","28,347,755,000.00","5,837,087,000.00","15,770,690,000.00","20,015,231,000.00","24,667,136,000.00","3,648,000,000.00","15,840,310,000.00","28,210,684,000.00","37,278,085,000.00","8,386,554,000.00","19,013,706,000.00","27,053,598,000.00","37,143,263,000.00","7,608,526,000.00","15,772,412,000.00","20,512,799,000.00","34,048,173,000.00","3,795,114,000.00","23,398,154,000.00","26,798,280,000.00","45,990,770,000.00","14,275,107,000.00","36,982,257,000.00","49,870,016,000.00","78,657,884,000.00","11,345,769,000.00","28,104,059,000.00"
经营活动现金流入小计,"163,953,691,000.00","206,523,398,000.00","117,628,518,000.00","184,912,438,000.00","262,100,324,000.00","74,676,306,000.00","143,428,769,000.00","223,930,360,000.00","361,614,829,000.00","90,390,259,000.00","197,892,481,000.00","318,307,738,000.00","460,372,613,000.00","104,630,600,000.00","282,306,856,000.00","392,182,132,000.00","577,043,058,000.00","132,533,438,000.00","315,668,716,000.00","472,552,426,000.00","723,960,696,000.00","186,581,661,000.00","432,831,674,000.00","549,553,367,000.00","775,913,015,000.00","219,393,276,000.00","377,730,693,000.00","573,048,761,000.00","806,950,525,000.00","230,329,968,000.00","417,519,182,000.00","674,277,894,000.00","940,823,431,000.00","260,796,092,000.00","474,692,359,000.00","763,324,489,000.00","1,073,702,698,000.00","298,078,724,000.00","584,412,121,000.00"
投资活动产生的现金流量净额,"-4,282,059,000.00","-8,087,248,000.00","-1,354,669,000.00","-2,376,644,000.00","-9,297,942,000.00","-4,721,054,000.00","-11,857,648,000.00","-15,925,915,000.00","-27,626,358,000.00","-9,199,571,000.00","-10,463,378,000.00","-16,707,711,000.00","-23,419,965,000.00","-4,297,106,000.00","-9,416,693,000.00","-13,434,245,000.00","-13,229,633,000.00","-1,786,633,000.00","-1,787,956,000.00","-5,994,434,000.00","-8,370,085,000.00","-5,740,492,000.00","-10,309,282,000.00","-10,638,750,000.00","-15,466,747,000.00","-5,332,519,000.00","-9,265,030,000.00","-10,765,284,000.00","-17,993,823,000.00","-2,930,019,000.00","-11,625,046,000.00","-3,706,388,000.00","-4,732,114,000.00","-12,737,200,000.00","-17,056,216,000.00","-27,788,994,000.00","-45,680,334,000.00","-8,001,037,000.00","-9,352,528,000.00"
购买商品、接受劳务支付的现金,"148,045,678,000.00","182,096,969,000.00","97,491,863,000.00","156,369,537,000.00","222,459,199,000.00","98,816,696,000.00","155,653,062,000.00","225,688,260,000.00","328,959,927,000.00","91,507,179,000.00","189,884,379,000.00","309,454,448,000.00","416,046,268,000.00","107,095,498,000.00","266,321,047,000.00","363,556,910,000.00","511,621,128,000.00","128,293,134,000.00","292,406,219,000.00","444,821,347,000.00","644,182,511,000.00","190,711,468,000.00","419,439,735,000.00","508,687,512,000.00","664,574,144,000.00","236,491,133,000.00","358,583,168,000.00","512,885,676,000.00","655,417,782,000.00","234,357,839,000.00","348,891,562,000.00","559,401,551,000.00","723,430,890,000.00","286,430,041,000.00","434,365,556,000.00","722,840,596,000.00","992,488,711,000.00","346,293,955,000.00","573,156,750,000.00"
吸收投资收到的现金,"7,953,683,000.00","6,663,040,000.00","1,044,755,000.00","50,957,444,000.00","51,005,245,000.00","20,832,000.00","212,975,000.00","967,219,000.00","309,952,000.00","409,257,000.00","1,196,364,000.00","2,177,140,000.00","1,442,960,000.00",,"415,306,000.00","1,850,972,000.00","2,955,087,000.00",,,,"225,056,000.00",,"1,789,711,000.00","3,786,711,000.00","4,681,546,000.00","14,980,500,000.00","14,992,535,000.00","14,992,535,000.00","15,355,966,000.00",,"206,267,000.00","206,267,000.00","812,871,000.00",,"1,910,203,000.00","1,959,203,000.00","19,425,197,000.00","10,978,944,000.00","21,736,969,000.00"
支付给职工以及为职工支付的现金,"7,584,518,000.00","9,099,857,000.00","4,715,106,000.00","7,380,966,000.00","10,728,121,000.00","2,942,072,000.00","6,616,854,000.00","8,703,346,000.00","14,181,328,000.00","4,285,925,000.00","9,010,236,000.00","10,865,637,000.00","19,375,577,000.00","4,231,839,000.00","11,316,972,000.00","16,644,960,000.00","23,418,470,000.00","6,451,147,000.00","14,520,514,000.00","21,364,264,000.00","31,324,875,000.00","7,378,236,000.00","16,288,016,000.00","24,615,611,000.00","34,237,711,000.00","10,010,009,000.00","18,683,642,000.00","26,105,038,000.00","39,031,581,000.00","11,751,149,000.00","22,374,044,000.00","31,394,972,000.00","46,649,809,000.00","11,903,758,000.00","26,791,899,000.00","35,679,379,000.00","53,257,382,000.00","14,746,342,000.00","31,033,073,000.00"
取得借款收到的现金,"24,628,248,000.00","29,339,505,000.00","12,838,776,000.00","14,092,568,000.00","26,226,510,000.00","24,505,166,000.00","33,145,010,000.00","39,738,472,000.00","53,695,411,000.00","15,952,755,000.00","27,969,213,000.00","40,690,061,000.00","59,946,568,000.00","23,168,348,000.00","50,055,707,000.00","56,891,498,000.00","78,509,340,000.00","19,060,393,000.00","47,478,540,000.00","63,998,621,000.00","62,053,338,000.00","26,426,019,000.00","48,778,720,000.00","79,811,420,000.00","74,026,833,000.00","33,103,050,000.00","79,372,338,000.00","100,667,120,000.00","111,123,055,000.00","22,555,533,000.00","39,044,644,000.00","74,438,682,000.00","115,242,249,000.00","32,469,763,000.00","54,886,326,000.00","92,551,901,000.00","139,975,113,000.00","63,173,820,000.00","105,085,805,000.00"
支付的各项税费,"6,965,827,000.00","10,008,840,000.00","5,652,086,000.00","6,801,649,000.00","11,564,979,000.00","2,572,401,000.00","8,028,410,000.00","11,944,193,000.00","15,455,552,000.00","5,134,284,000.00","12,922,805,000.00","15,094,009,000.00","23,176,475,000.00","3,838,469,000.00","14,009,105,000.00","18,597,618,000.00","27,983,146,000.00","7,786,699,000.00","19,283,383,000.00","25,791,034,000.00","35,928,772,000.00","8,472,221,000.00","21,879,168,000.00","26,298,500,000.00","40,754,170,000.00","11,400,011,000.00","26,024,400,000.00","31,828,851,000.00","47,255,971,000.00","11,556,859,000.00","31,154,301,000.00","38,044,756,000.00","53,191,918,000.00","13,336,866,000.00","49,093,072,000.00","50,598,029,000.00","46,556,284,000.00","19,326,719,000.00","35,304,570,000.00"
收到其他与筹资活动有关的现金,,"250,779,000.00","136,172,000.00","151,755,000.00","503,671,000.00","71,777,000.00","1,180,951,000.00","1,180,951,000.00","1,350,126,000.00","4,695,000.00","1,462,715,000.00","1,993,347,000.00","997,602,000.00","157,892,000.00","1,452,598,000.00","1,452,598,000.00","2,280,575,000.00","164,178,000.00","2,666,044,000.00","3,099,348,000.00","2,764,929,000.00","468,310,000.00","1,607,730,000.00","2,027,015,000.00","753,875,000.00","1,067,289,000.00","2,741,657,000.00","4,925,136,000.00","3,184,228,000.00","102,257,000.00","7,281,763,000.00","7,281,763,000.00","5,305,079,000.00","100,486,000.00","4,953,226,000.00","7,032,468,000.00","9,725,422,000.00",,"11,511,646,000.00"
支付其他与经营活动有关的现金,"2,451,849,000.00","2,714,109,000.00","1,265,108,000.00","1,543,981,000.00","3,933,904,000.00","1,032,491,000.00","1,894,943,000.00","2,315,173,000.00","4,662,897,000.00","2,305,084,000.00","10,087,122,000.00","12,951,657,000.00","9,461,626,000.00","2,022,579,000.00","1,780,130,000.00","1,820,472,000.00","11,627,014,000.00","6,044,978,000.00","4,802,880,000.00","6,002,723,000.00","9,905,709,000.00","17,758,150,000.00","7,975,036,000.00","34,452,282,000.00","11,440,649,000.00","11,050,120,000.00","3,786,131,000.00","17,763,945,000.00","10,641,550,000.00","10,328,274,000.00","7,928,430,000.00","22,016,534,000.00","10,502,956,000.00","15,917,788,000.00","23,168,172,000.00","29,460,986,000.00","24,857,253,000.00","6,962,589,000.00","6,525,502,000.00"
筹资活动现金流入小计,"32,581,931,000.00","36,253,324,000.00","14,019,703,000.00","65,201,767,000.00","77,735,426,000.00","24,597,775,000.00","34,538,936,000.00","51,886,642,000.00","71,868,183,000.00","22,366,707,000.00","36,631,432,000.00","54,837,988,000.00","72,364,570,000.00","23,326,240,000.00","63,144,036,000.00","74,224,137,000.00","104,994,683,000.00","21,024,571,000.00","59,215,813,000.00","80,259,509,000.00","92,880,146,000.00","31,987,000,000.00","77,027,780,000.00","110,811,597,000.00","111,753,288,000.00","50,450,839,000.00","103,506,530,000.00","130,526,606,000.00","160,147,657,000.00","36,358,174,000.00","69,293,827,000.00","118,096,315,000.00","152,321,552,000.00","32,570,249,000.00","68,908,755,000.00","108,702,572,000.00","186,203,611,000.00","78,149,264,000.00","153,455,082,000.00"
