科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"37,114,355.88","48,137,343.55","12,244,049.18","54,003,440.85","273,355,645.34","280,517,516.06","64,594,189.46","78,101,325.12","90,519,259.66","75,983,211.06","103,198,064.84","53,088,418.57","79,841,424.17","68,850,346.65","104,576,077.61","97,367,844.38"
短期借款,"178,722,829.44","142,051,666.33","131,494,840.36","133,000,000.00","4,000,000.00",,,,,,"42,143,081.42",,,,,
交易性金融资产,"814,571.64",,,,,,"227,450.00",,,,"154,424.85","2,786,476.00",,,"67,315.25",
交易性金融负债,,"363,139.70","404,128.15",,,,"41,489.45","298,360.00","384,300.00","1,050,200.00",,92.21,"7,943,628.88","7,805,329.33",,"324,201.19"
应收票据,"15,780,000.00","15,092,959.06","11,000,000.00","5,300,000.00","6,284,679.43","5,259,065.66","700,000.00",,"50,000.00","1,000,000.00","2,500,000.00",,"900,000.00","900,000.00",,"300,000.00"
应付票据,,,,,,,,,,,,,,,,
应收账款,"88,045,827.49","78,681,416.45","116,915,799.78","98,040,723.72","116,710,231.41","107,661,668.90","110,714,612.26","104,560,078.83","130,915,160.98","135,612,798.93","143,166,427.58","135,689,879.13","171,981,323.09","144,376,913.17","110,170,894.84","99,153,198.85"
应付账款,"42,940,785.12","42,930,133.10","49,552,603.84","41,673,733.85","56,469,215.62","42,280,507.28","51,349,062.78","47,471,553.21","56,063,474.75","53,222,673.33","68,467,880.60","65,668,671.58","74,312,963.40",,"64,805,080.34",
预付款项,"1,037,649.44","941,443.78","5,842,647.11","1,913,514.27","3,365,486.72","3,586,831.52","1,646,458.32","2,665,309.38","11,744,967.88","12,982,658.17","1,032,589.32","5,333,346.04","4,646,134.30","3,557,672.35","2,172,118.47","1,465,481.93"
预收款项,"3,078,636.36","3,342,290.22","1,115,303.92","768,838.83","747,130.55","1,359,439.43","2,768,873.65","2,632,166.95","2,832,889.45","915,320.45","1,643,141.39","1,520,877.19","3,537,007.97","708,913.58","721,311.12","692,865.63"
其他应收款,"5,791,774.61","6,952,393.44","4,338,722.54","5,502,583.10","4,634,863.57","3,588,308.42","5,060,388.12","4,546,399.22","2,733,337.23","3,131,233.86","2,266,155.07","2,912,705.89","1,231,550.31","2,675,035.57","12,530,066.63","9,061,236.18"
应付职工薪酬,"8,544,086.96","10,339,570.91","11,781,700.87","7,047,427.56","9,899,199.33","12,418,565.68","16,829,146.09","8,900,359.65","10,677,902.69","12,798,814.98","14,730,191.86","10,220,780.70","13,002,628.79","14,148,604.30","14,839,051.04","10,738,222.14"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"6,313,400.95","4,181,409.91","7,363,235.08","5,577,398.02","5,779,506.31","5,198,180.05","4,848,246.19","3,971,997.79","4,135,517.61","3,515,512.69","3,918,740.52","3,219,384.89","7,504,058.37","12,653,563.90","7,286,672.74","5,678,654.76"
应收利息,,,,,,,,,,,,,,,,
应付利息,"627,697.94","363,131.18","277,336.66","382,747.22","87,500.00",,,,,,"404,961.19","964,850.00","964,850.00",,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,"5,966,980.00",,,,,,,,,,,"32,943,690.00",,,"68,125,000.00"
存货,"109,469,194.98","102,029,718.63","94,224,486.90","83,943,427.94","83,017,865.26","84,044,359.54","119,369,118.84","114,187,064.74","115,958,448.19","114,363,830.04","146,102,088.80","135,229,261.84","142,519,807.29","121,883,432.10","151,822,746.52","131,394,619.11"
其他应付款,"78,333.50","96,007.00","1,869,871.70","1,837,237.51","1,891,431.18","1,387,774.50","1,994,755.84","2,162,816.44","1,857,584.42","2,281,636.02","1,763,247.70","1,634,966.55","7,094,090.73","7,510,376.01","11,581,494.91","77,613,618.04"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,"792,432.91","2,205,658.01","1,978,903.25",,"1,288,692.84","2,535,498.24","221,452,030.20","222,298,129.84","154,984,651.99","174,977,053.78","188,269,663.75","212,349,669.85","171,227,753.25","212,387,651.58","185,010,535.73","198,308,521.62"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"258,845,806.95","254,040,932.92","246,544,608.76","248,703,689.88","488,657,464.57","487,193,248.34","523,764,247.20","526,358,307.13","506,905,825.93","518,050,785.84","586,689,414.21","547,389,757.32","572,347,992.41","554,631,051.42","566,349,755.05","537,050,902.07"
流动负债合计,"240,305,770.27","209,634,328.35","203,859,020.58","190,287,382.99","78,873,982.99","62,644,466.94","77,831,574.00","65,437,254.04","75,951,668.92","73,784,157.47","133,071,244.68","83,229,623.12","147,302,918.14","109,056,422.22","99,233,610.15","152,531,945.72"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"72,991,516.38","84,752,647.09","77,216,671.34","76,315,418.05","74,156,403.75","74,245,122.05","76,886,823.27","75,242,557.39","73,936,372.04","73,133,602.74","72,407,744.58","69,482,106.18","68,549,817.69","68,987,739.07","74,987,466.23","69,249,579.26"
递延所得税负债,"122,185.75","349,083.60","295,592.43","295,592.43","295,592.43","295,592.43","246,046.96","229,456.96","195,237.34","163,747.54","186,095.15","682,462.07","150,028.10","143,919.37","175,810.99","159,183.16"
在建工程,"166,666.67","196,832.04","6,640,161.67","6,967,684.72","7,177,105.31","7,640,117.75","8,236,915.48","7,508,046.07","7,241,078.98","8,853,413.87","7,743,483.53","8,771,453.79","16,232,246.35","26,777,757.90","27,750,221.09","28,542,480.86"
其他非流动负债,"1,235,713.00",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"1,357,898.75","5,020,986.71","4,870,332.91","4,846,042.25","4,821,751.58","4,797,460.91","11,318,599.95","11,234,433.48","11,132,547.39","11,033,391.12","10,985,317.87","11,413,388.29","10,812,657.82","10,738,252.59","10,701,847.71","10,617,084.76"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"241,663,669.02","214,655,315.06","208,729,353.49","195,133,425.24","83,695,734.57","67,441,927.85","89,150,173.95","76,671,687.52","87,084,216.31","84,817,548.59","144,056,562.55","94,643,011.41","158,115,575.96","119,794,674.81","109,935,457.86","163,149,030.48"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"39,484,816.81","39,484,816.81","39,484,816.81","39,484,816.81","342,697,516.81","342,697,516.81","343,862,377.41","343,862,377.41","243,862,377.41","243,862,377.41","243,862,377.41","243,862,377.41","243,862,377.41","243,862,377.41","243,862,377.41","243,862,377.41"
