科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"669,250,154.51","759,112,225.48","798,041,250.81","205,164,170.82","439,252,804.53","695,420,102.64","873,030,044.07","293,583,011.18","539,044,383.49","866,454,121.44","1,121,352,699.89","261,666,357.29","513,487,082.61","822,042,200.71","1,107,815,372.62","253,018,104.90","543,407,595.65","890,998,948.48","1,172,819,324.02","305,892,336.84","645,465,086.66","946,981,006.41","1,318,875,097.23","334,180,325.65","684,396,752.36","1,119,347,033.10","1,503,048,886.07","345,490,106.45","758,699,090.85","1,119,760,426.02","1,114,839,857.35","478,499,672.28","909,543,401.53","1,373,865,305.41"
取得子公司及其他营业单位支付的现金净额,"63,747,082.80","52,156,704.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"21,504,450.16","32,667,245.02","44,389,250.49","10,591,037.33","23,431,569.08","48,724,700.79","69,050,833.02","9,148,502.07","30,330,359.43","52,847,646.98","68,402,853.00","13,205,679.56","33,200,741.61","44,220,246.66","64,199,944.29","16,294,288.48","32,768,113.47","49,891,469.76","65,824,663.88","22,183,033.66","43,498,936.62","60,896,799.85","81,788,263.59","26,412,845.35","50,280,746.16","73,342,014.00","86,722,730.23","18,351,647.14","35,645,855.38","48,084,252.09","60,570,434.34","16,599,916.87","52,758,451.23","77,355,832.13"
支付其他与投资活动有关的现金,,,,,,,,,,,,,"229,969.00",,"229,969.00",,,,"80,000,000.00","3,203.08",,,"135,000,000.00",,"58,000,000.00","58,000,000.00","58,000,000.00","35,000,000.00","285,000,000.00","423,000,000.00","523,000,000.00","90,000,000.00","283,000,000.00","423,000,000.00"
收到其他与经营活动有关的现金,"1,674,282.86","20,566,177.13","2,354,571.71","389,724.46","3,255,470.16","3,906,691.18","6,445,804.29","3,079,532.90","14,716,716.64","16,869,353.42","6,299,287.07","820,491.54","5,442,568.57","6,775,138.73","4,500,139.63","1,076,249.79","2,611,489.34","15,841,184.41","14,455,075.06","1,343,171.17","3,262,836.38","5,248,189.40","18,888,938.90","-5,547,460.83","14,955,315.54","5,032,498.95","8,404,274.72","2,618,406.86","4,310,393.19","9,783,296.58","6,479,363.27","4,567,282.95","4,640,525.63","18,025,818.00"
投资活动现金流出小计,"135,143,804.50","84,305,039.73","186,888,575.32","28,224,600.36","142,037,380.43","200,210,735.70","282,944,899.43","47,311,400.17","84,895,473.30","203,150,102.34","249,238,746.04","62,050,981.55","115,878,022.95","143,249,237.28","193,253,916.82","37,711,678.10","59,540,426.15","84,848,307.51","211,124,780.13","38,485,126.44","62,033,329.63","102,426,373.45","278,575,037.67","18,190,375.70","140,440,297.06","137,451,634.23","162,599,976.20","69,702,178.61","379,118,884.08","582,071,121.42","725,992,308.84","173,797,097.84","395,691,414.29","559,729,696.17"
经营活动现金流入小计,"692,428,887.53","812,345,647.63","844,785,073.01","216,144,932.61","465,939,843.77","748,051,494.61","948,526,681.38","305,811,046.15","584,091,459.56","936,171,121.84","1,196,054,839.96","275,692,528.39","552,130,392.79","873,037,586.10","1,176,515,456.54","270,388,643.17","578,787,198.46","956,731,602.65","1,253,099,062.96","329,418,541.67","692,226,859.66","1,013,125,995.66","1,419,552,299.72","355,045,710.17","749,632,814.06","1,197,721,546.05","1,598,175,891.02","366,460,160.45","798,655,339.42","1,177,627,974.69","1,181,889,654.96","499,666,872.10","966,942,378.39","1,469,246,955.54"
投资活动产生的现金流量净额,"-134,623,804.50","-84,155,039.73","-185,844,575.32","-28,224,600.36","-142,037,380.43","-200,210,735.70","-282,244,079.29","-47,311,400.17","-84,895,473.30","-203,150,102.34","-249,238,746.04","-62,050,981.55","-115,878,022.95","-143,249,237.28","-191,872,668.56","-36,635,216.57","-58,047,479.74","-83,224,688.55","-207,327,254.72","-16,276,272.46","-29,775,612.64","-53,699,724.95","-92,195,551.08","-10,288,909.95","-70,713,576.61","-42,599,242.49","-66,926,416.74","-69,702,178.61","-349,060,199.28","-294,956,231.46","-333,806,862.01","-93,089,859.56","-191,306,069.67","-206,236,761.22"
购买商品、接受劳务支付的现金,"555,150,524.52","548,763,597.17","694,407,439.02","166,587,872.17","378,177,507.94","617,803,030.89","859,113,041.52","255,446,582.50","528,049,790.26","776,918,391.28","937,155,220.77","227,741,860.73","420,671,024.66","649,958,133.27","878,876,336.89","237,901,489.92","472,957,642.20","718,188,702.84","893,844,020.33","291,943,206.66","520,269,557.24","733,865,998.79","979,479,046.55","213,332,401.00","464,179,677.52","711,550,245.96","1,007,714,886.49","222,331,036.77","475,871,137.58","711,880,823.16","674,959,793.44","276,873,540.54","638,896,316.53","892,062,455.47"
吸收投资收到的现金,"15,717,100.00",,,"508,960,000.00","508,960,000.00","508,960,000.00","517,965,000.00",,,,,,,,,,"326,332,000.00","326,332,000.00","323,502,600.00","8,400,000.00","15,530,114.07","25,282,636.62","26,082,636.62",,,,,"455,329,110.98","455,329,110.98","455,329,110.98","455,329,110.98",,,
