科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应付股利,,"94,595,135.63",,,,"49,035,436.55",,,,,,,"20,646,499.60",,,,,,,,"20,646,499.60",,,,,,,
存货,"179,615,116.65","734,099,272.79","883,287,275.64","770,241,361.83","768,144,094.36","860,566,553.01","728,986,925.43","712,149,519.59","765,280,213.63","720,877,471.66","735,634,860.29","721,508,940.61","699,901,948.93","697,745,239.23","605,573,416.33","583,185,980.46","549,575,200.62","524,531,240.89","522,355,922.27","547,594,056.92","523,169,137.39","550,044,904.42","477,846,982.52","517,626,545.09","584,421,705.36","679,671,810.35","687,079,920.14","679,282,165.11"
其他应付款,"38,887,429.57","97,316,408.18","23,541,068.94","38,789,329.28","61,237,569.83","17,007,594.84","23,650,229.82","29,676,722.04","8,060,115.71","12,598,417.92","49,304,334.61","27,260,193.45","46,950,554.39","46,208,941.86","6,034,089.27","5,284,922.40","10,421,299.15","16,770,103.00","5,291,381.81","6,532,765.94","5,298,548.14","9,823,909.23","10,685,871.09","9,968,150.48","9,994,599.09","9,875,453.29","11,196,921.69","9,941,286.99"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,"45,053,247.28","45,053,247.28","46,718,010.05","55,991,499.81","37,599,866.16","41,513,304.47","47,289,816.96","45,946,550.74","30,408,017.76","31,312,606.95","33,134,303.63","30,065,042.97","52,294,713.44","51,206,369.08","47,786,089.91","37,301,640.40","49,273,501.12","53,334,617.55"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,"94,736,842.10","94,736,842.10",,,"142,105,263.15","142,105,263.15"
其他流动资产,,,,,,,"36,267,162.72","34,163,666.99","38,591,029.47","9,139,084.70","10,718,313.68","9,965,998.39","7,844,450.65","11,210,607.08","5,783,850.62","6,505,737.28","6,820,692.85","93,706,857.58","1,007,042,546.01","972,748,626.94","981,235,574.49","704,511,804.71","1,091,074,064.92","1,128,256,766.93","1,181,917,468.38","1,470,886,565.88","1,354,445,606.23","1,287,912,857.98"
其他流动负债,,,,,,,,,,,"6,803,067.80","6,856,442.80","10,509,561.59","9,529,871.59","8,417,804.64","8,417,804.64","7,204,662.99","6,713,437.34","6,271,881.54","6,949,148.84","7,390,817.44","7,343,151.16","7,532,448.68","8,727,471.48","8,318,756.08","7,189,562.48","10,385,930.22","9,383,612.12"
流动资产合计,"685,786,922.28","1,938,889,170.94","2,389,755,974.02","4,632,447,093.68","4,280,097,878.89","4,036,960,176.22","3,974,291,318.25","4,206,556,107.36","4,320,634,275.07","4,215,391,208.45","4,053,630,264.80","4,098,051,048.20","3,789,701,258.95","3,513,799,904.90","3,280,173,753.02","3,272,661,986.00","3,297,225,277.59","3,029,884,720.07","3,033,518,464.04","3,124,323,934.03","3,158,515,931.69","2,678,253,151.17","2,638,476,166.41","2,823,995,097.50","3,113,079,275.17","3,195,000,360.74","3,101,140,490.35","3,184,472,736.99"
流动负债合计,"522,597,440.51","1,391,560,397.01","1,100,926,583.00","981,679,441.60","609,428,457.47","519,633,067.00","442,791,174.34","622,911,821.96","762,989,648.39","565,556,545.02","499,782,562.74","613,701,311.30","596,610,834.91","425,291,751.96","477,189,150.91","459,920,027.92","451,747,559.08","191,050,028.07","210,166,812.23","291,517,621.93","349,676,005.57","320,541,006.32","451,442,735.89","594,064,692.88","702,371,246.92","764,761,655.28","882,017,401.13","926,999,792.62"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,"8,984,479.43","8,984,479.43","18,067,177.09","18,067,177.09","33,161,679.75","33,161,679.75","40,986,661.82","41,349,721.74","43,575,564.09","38,169,959.00","24,838,637.06","23,804,112.17","51,334,851.74","47,010,261.50","55,466,746.15","55,332,807.16","89,782,275.83","88,251,073.15","29,626,314.27","25,091,015.22","30,567,218.04","21,954,124.63"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,"8,841,700.00","8,911,925.21","8,911,925.21","8,313,589.81","8,634,172.56","8,179,276.18","7,962,569.72","7,774,424.84","8,373,451.38","8,798,014.50","11,337,701.89","10,886,124.80","10,558,981.66","11,039,832.41","10,823,463.78","10,337,747.91","10,185,625.74","9,637,514.17","9,259,172.41","9,370,630.34","9,170,260.44","9,279,466.76","9,028,884.91","9,114,556.31","9,374,255.49","9,643,392.17","11,458,495.33"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,"2,603,873.18","9,203,689.00","21,856,082.63","24,274,515.59","33,895,669.09","30,168,512.49","94,391,148.02","97,032,122.00","106,886,875.39","96,111,417.31","139,748,603.05","99,009,980.29","69,223,524.51","84,871,911.56","71,155,655.49","44,285,865.30","28,484,240.94","16,849,924.36","10,663,617.20","7,583,917.34","2,848,337.91","1,206,985.16","706,387.49","340,454.89","146,327.13","18,847.72","5,553.42","3,938.07"
固定资产,"73,228,768.61","94,773,555.16","228,003,061.08","218,596,804.29","218,255,302.79","210,904,388.05","202,639,356.54","204,398,316.86","225,102,081.82","220,057,986.15","192,648,926.08","237,456,578.08","273,289,809.10","258,375,295.68","242,119,790.93","230,064,556.07","221,925,099.29","218,706,175.67","192,363,075.73","190,308,011.64","176,336,904.98","171,576,242.65","614,561,646.16","609,031,344.99","521,553,017.43","534,524,215.64","861,172,989.13","860,591,311.95"
递延所得税负债,,,,,"7,571,995.93","10,419,366.27","8,727,947.30","11,222,894.39","10,405,894.93","11,984,798.16","5,300,492.83","5,917,988.39","6,867,472.99","5,669,629.86","2,429,896.75","1,723,178.58","1,542,381.08","1,671,124.92","916,660.43","885,197.73","627,337.81","336,890.44","99,550.63","140,625.63","70,662.50","153,440.30","133,337.50","215,886.11"
在建工程,"5,863,340.00","65,288,927.62","24,539,103.18","25,461,091.00","47,923,798.71","71,382,398.31","107,067,755.91","148,032,338.32","185,795,470.41","265,421,950.92","320,584,941.17","348,720,418.99","388,699,763.12","434,128,123.23","487,675,224.40","513,016,436.95","513,529,770.85","544,781,215.44","557,600,413.16","608,044,827.26","634,014,674.66","664,009,751.07","284,163,884.10","321,083,399.72","340,109,861.35","342,147,805.83","103,471,054.66","137,513,608.96"
其他非流动负债,,"9,960,000.00","9,628,000.00","9,503,500.00","9,379,000.00","9,254,500.00","9,130,000.00","9,005,500.00","8,881,000.00","8,756,500.00","8,632,000.00","8,507,500.00","8,383,000.00","8,259,220.00",,,,,,,,,"405,263,157.90","405,263,157.90","405,263,157.89","405,263,157.89","263,157,894.74","263,157,894.74"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"2,603,873.18","19,163,689.00","31,484,082.63","33,778,015.59","50,846,665.02","49,842,378.76","112,249,095.32","117,260,516.39","126,173,770.32","116,852,715.47","153,681,095.88","113,435,468.68","84,473,997.50","98,800,761.42","81,719,552.24","54,018,543.88","37,911,622.02","26,281,549.28","19,216,277.63","15,980,615.07","10,862,675.72","8,806,375.60","413,904,114.67","413,451,947.07","413,063,356.17","412,894,154.56","271,129,623.69","270,919,213.22"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"525,201,313.69","1,410,724,086.01","1,132,410,665.63","1,015,457,457.19","660,275,122.49","569,475,445.76","555,040,269.66","740,172,338.35","889,163,418.71","682,409,260.49","653,463,658.62","727,136,779.98","681,084,832.41","524,092,513.38","558,908,703.15","513,938,571.80","489,659,181.10","217,331,577.35","229,383,089.86","307,498,237.00","360,538,681.29","329,347,381.92","865,346,850.56","1,007,516,639.95","1,115,434,603.09","1,177,655,809.84","1,153,147,024.82","1,197,919,005.84"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"65,765,762.00","340,000,000.00","340,000,000.00","401,000,000.00","401,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00","802,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"12,800,000.00","328,917,248.80","328,917,248.80","2,377,293,991.20","2,325,181,802.54","1,924,181,802.54","1,924,181,802.54","1,924,181,802.54","1,924,181,802.54","1,924,181,802.54","1,927,875,967.29","1,927,875,967.29","1,927,875,967.29","1,927,875,967.29","1,927,875,967.29","1,927,875,967.29","1,927,875,967.29","1,927,875,967.29","1,927,875,967.29","1,927,875,967.29","1,927,875,967.29","1,927,875,967.29","1,927,875,967.29","1,927,875,967.29","1,927,875,967.29","1,927,875,967.29","1,925,104,106.99","1,925,104,106.99"
无形资产,"6,991,243.47","101,910,163.35","180,027,335.78","179,537,718.40","177,006,278.52","175,507,805.22","195,435,740.40","194,390,227.47","191,735,189.51","191,339,675.19","190,206,011.43","189,988,407.31","188,278,069.86","187,139,644.55","185,905,505.27","180,943,215.79","180,436,627.76","179,912,653.26","201,722,699.92","200,557,869.87","198,675,274.24","199,852,402.05","248,009,891.10","244,408,414.37","201,325,350.46","198,227,696.07","196,651,103.32","193,805,575.42"
盈余公积,"22,317,624.51","59,856,517.09","126,155,679.82","126,155,679.82","141,974,594.47","126,155,679.82","147,870,565.54","147,870,565.54","147,870,565.54","147,870,565.54","177,614,516.85","177,614,516.85","177,614,516.85","177,614,516.85","186,735,966.99","186,735,966.99","186,735,966.99","186,735,966.99","200,449,613.28","200,449,613.28","200,449,613.28","201,012,334.80","211,935,366.22","211,935,366.22","211,935,366.22","211,935,366.22","226,724,171.49","226,724,171.49"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,"165,387.49","165,387.49","165,387.49","165,387.49","165,387.49","165,387.49","165,387.49","165,387.49","165,387.49","165,387.49","165,387.49","165,387.49","165,387.49","165,387.49","165,387.49","8,449,269.44","23,838,085.44","165,387.49","165,387.49","165,387.49","431,073,505.73","861,850,059.84","861,850,059.84","861,850,059.84","861,850,059.84","861,850,059.84","861,850,059.84"
未分配利润,"149,287,920.48","87,405,120.43","939,435,294.78","1,180,251,494.04","1,243,945,692.68","1,126,096,294.27","1,096,477,525.08","1,182,120,516.58","1,219,705,331.63","1,385,618,304.50","1,265,399,521.18","1,304,695,251.19","1,113,439,815.59","1,026,568,522.13","827,945,367.30","866,010,813.04","912,351,707.94","945,644,353.46","916,913,015.86","962,883,693.82","948,848,774.19","958,614,244.34","949,439,918.88","1,018,942,742.23","1,042,274,132.49","1,072,935,983.70","1,093,166,663.34","1,170,852,977.56"
长期待摊费用,"987,134.42","13,920,660.16","15,278,244.20","20,587,230.48","19,474,129.13","19,697,642.59","17,434,565.65","15,570,859.15","14,115,819.76","12,291,072.28","10,466,123.13","8,853,203.41","7,229,704.71","6,096,729.73","4,095,530.81","3,267,580.06","2,305,202.56","1,848,078.19","1,221,882.79","1,250,982.17","1,084,125.20","1,575,758.17","1,362,045.72","1,558,320.63","864,297.94","774,929.07","756,483.37","550,236.76"
少数股东权益,,"2,870,763.19","2,347,444.86","2,497,740.00","2,460,879.83","2,486,247.05","2,499,293.33","2,470,970.08","2,478,416.19","2,501,323.01","2,510,016.25","2,513,837.46","4,492,521.32","4,433,055.58","4,246,164.21","1,730,484.85","7,894,368.78","18,071,807.05","17,120,152.98","26,384,254.72","30,243,653.46","29,078,788.67","27,564,661.78","26,302,838.71","21,454,634.60","21,633,486.12","19,843,358.86","15,212,185.56"
递延所得税资产,"2,515,211.90","13,141,124.82","28,559,035.53","22,123,280.25","28,132,203.84","32,425,849.70","18,432,601.48","14,878,304.89","26,730,855.16","17,163,756.10","22,487,190.01","19,106,289.26","13,072,550.51","15,146,198.42","27,408,945.89","24,568,072.14","24,350,246.31","24,226,513.27","27,250,281.47","27,224,256.73","23,331,266.62","25,521,731.23","31,631,650.22","31,505,515.52","32,912,471.58","34,260,099.05","35,968,055.50","34,751,517.32"
外币报表折算价差,,"7,156,954.02","5,973,732.60","5,174,168.55","4,530,477.17","5,282,350.70","4,561,025.18","2,122,397.60","4,721,146.54","3,690,408.97","3,284,858.17","5,004,361.61","5,801,676.90","4,175,412.17",,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,"27,305,525.00","27,305,525.00","47,045,525.00","43,805,525.00","22,305,525.00","22,305,525.00","22,305,525.00","22,305,525.00","25,574,858.50","25,882,858.50","25,880,161.35","25,812,200.19","24,867,478.49","24,867,478.49"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"89,585,698.40","298,041,518.60","485,484,092.47","475,383,437.12","499,270,690.29","518,717,643.92","558,339,163.08","594,382,483.33","669,486,406.08","732,880,456.60","778,518,273.56","848,789,666.18","922,608,071.41","952,960,082.50","1,029,291,306.29","1,028,324,196.28","1,033,218,126.18","1,071,107,984.18","1,063,601,631.47","1,106,126,294.07","1,120,750,534.68","1,580,417,983.50","2,166,215,778.23","2,192,599,871.63","2,023,236,090.53","2,032,062,276.40","2,124,947,834.52","2,147,342,408.70"
所有者权益(或股东权益)合计,"250,171,306.99","826,206,603.53","1,742,829,400.86","4,092,373,073.61","4,119,093,446.69","3,986,202,374.38","3,977,590,211.67","4,060,766,252.34","4,100,957,262.44","4,265,862,404.56","4,178,684,879.74","4,219,703,934.40","4,031,224,497.95","3,942,667,474.02","3,750,556,356.16","3,787,047,610.48","3,840,784,222.67","3,883,661,126.90","3,867,737,005.65","3,922,951,991.10","3,918,727,785.08","3,929,323,752.75","3,939,345,094.08","4,009,078,329.18","4,020,880,762.61","4,049,406,827.30","4,072,941,300.05","4,133,896,139.85"
资产总计,"775,372,620.68","2,236,930,689.54","2,875,240,066.49","5,107,830,530.80","4,779,368,569.18","4,555,677,820.14","4,532,630,481.33","4,800,938,590.69","4,990,120,681.15","4,948,271,665.05","4,832,148,538.36","4,946,840,714.38","4,712,309,330.36","4,466,759,987.40","4,309,465,059.31","4,300,986,182.28","4,330,443,403.77","4,100,992,704.25","4,097,120,095.51","4,230,450,228.10","4,279,266,466.37","4,258,671,134.67","4,804,691,944.64","5,016,594,969.13","5,136,315,365.70","5,227,062,637.14","5,226,088,324.87","5,331,815,145.69"
负债和所有者(或股东权益)合计,"775,372,620.68","2,236,930,689.54","2,875,240,066.49","5,107,830,530.80","4,779,368,569.18","4,555,677,820.14","4,532,630,481.33","4,800,938,590.69","4,990,120,681.15","4,948,271,665.05","4,832,148,538.36","4,946,840,714.38","4,712,309,330.36","4,466,759,987.40","4,309,465,059.31","4,300,986,182.28","4,330,443,403.77","4,100,992,704.25","4,097,120,095.51","4,230,450,228.10","4,279,266,466.37","4,258,671,134.67","4,804,691,944.64","5,016,594,969.13","5,136,315,365.70","5,227,062,637.14","5,226,088,324.87","5,331,815,145.69"
