科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"970,643,757.35","687,369,653.69","719,218,852.69","247,820,257.21","363,889,397.86","922,808,344.01","131,964,585.01","224,248,364.96","432,590,942.56","921,456,679.35","147,877,276.41","369,454,508.21","486,069,613.88","984,648,793.20","317,948,755.88","463,720,385.44","624,587,296.40","1,646,701,384.82","294,814,360.34","691,900,014.98","1,057,891,035.47","2,346,476,736.63","692,148,244.40","1,184,742,868.13","1,839,339,937.06","3,962,615,628.32","681,066,157.49","1,276,966,100.34","1,800,250,171.36","3,291,241,953.62","744,111,247.77","1,461,473,797.76","2,325,243,936.55","3,797,522,144.49","947,812,561.23"
取得子公司及其他营业单位支付的现金净额,"5,000,000.00",,,,,,,,,"59,859,577.67","101,190,713.51","112,211,181.10","142,392,000.00","166,464,733.41","389,638,317.12","465,741,769.59","488,082,547.12","511,804,342.91","258,850,343.02","700,801,243.02","854,137,976.19","852,727,281.02",,"36,337,635.81","36,337,635.81","61,297,535.44","34,717,800.00","44,561,550.00","44,561,550.00","72,834,104.83","33,305,609.60","83,907,060.60","110,665,885.64","110,342,638.45","2,450,000.00"
收到的税费返还,"25,815.35","1,323,263.77","26,707,686.07","4,814,832.45","5,942,584.65","6,942,292.36","627,215.07",,,"13,880.34","3,350,680.84","4,252,093.69","4,332,476.95","6,092,815.68",,"10,911,987.06","11,396,243.46","12,782,561.14","6,983,909.43","7,005,205.44","9,211,004.02","11,585,971.13","12,828,905.29","16,348,310.47","16,724,239.18","21,004,181.65","7,072,711.69","9,601,553.54","11,497,937.93","18,799,328.00","8,767,124.01","11,282,632.01","22,627,697.63","31,924,948.35","2,736,362.02"
支付其他与投资活动有关的现金,,,,,,,,,"63,298.55",,,,,"60,383,438.96",,,,,,,,,,,,,,,,"10,000,000.00","1,440,000.00","1,440,000.00","1,640,330.19","1,640,000.00",
收到其他与经营活动有关的现金,"98,896,017.96","80,389,601.36","97,455,353.44","22,172,311.69","26,413,982.24","72,852,061.99","15,261,563.52","58,700,316.03","74,365,009.65","138,275,552.22","40,357,737.00","60,373,758.15","97,143,388.96","153,835,785.31","36,627,015.43","67,961,577.18","183,475,858.73","190,483,280.23","63,630,547.00","127,497,117.17","185,117,201.83","375,863,140.11","54,195,967.29","148,123,594.25","277,410,532.57","615,548,175.47","103,718,916.95","248,531,385.15","349,128,738.58","419,458,509.68","127,872,054.34","228,767,634.40","361,549,575.88","441,858,217.68","45,576,164.95"
投资活动现金流出小计,"135,268,609.83","92,812,126.43","33,923,586.87","20,423,729.17","22,376,618.50","33,180,454.47","2,156,480.29","29,216,551.61","135,961,080.93","489,079,678.32","363,843,116.00","578,135,994.18","818,565,208.23","1,161,271,454.41","751,631,674.07","2,218,737,508.26","2,986,289,447.41","3,440,474,968.74","1,567,585,040.96","3,322,060,365.47","4,575,265,782.16","5,914,056,210.24","1,263,629,878.82","2,221,334,594.47","3,492,038,921.75","4,799,769,478.50","1,440,234,421.65","2,519,271,649.93","3,470,821,369.18","4,497,284,795.72","664,018,114.96","1,411,553,442.60","2,065,484,879.00","3,040,677,611.28","1,338,125,236.02"
经营活动现金流入小计,"1,069,565,590.66","769,082,518.82","843,381,892.20","274,807,401.35","396,245,964.75","1,002,602,698.36","147,853,363.60","282,948,680.99","506,955,952.21","1,059,746,111.91","191,585,694.25","434,080,360.05","587,545,479.79","1,144,577,394.19","354,575,771.31","542,593,949.68","819,459,398.59","1,849,967,226.19","365,428,816.77","826,402,337.59","1,252,219,241.32","2,733,925,847.87","759,173,116.98","1,349,214,772.85","2,133,474,708.81","4,599,167,985.44","791,857,786.13","1,535,099,039.03","2,160,876,847.87","3,729,499,791.30","880,750,426.12","1,701,524,064.17","2,709,421,210.06","4,271,305,310.52","996,125,088.20"
投资活动产生的现金流量净额,"-135,244,309.83","-92,711,096.25","-33,894,351.55","-20,370,053.83","-22,318,519.83","-32,464,464.14","-2,156,480.29","-29,207,069.76","-135,829,577.82","-150,519,713.59","-110,595,550.25","-274,597,154.68","-310,135,429.02","-352,707,392.34","-477,334,024.62","-1,727,947,885.19","-1,567,905,112.89","-1,200,723,770.72","-566,594,327.12","-1,002,312,792.73","-1,220,131,559.37","-1,689,407,475.27","-113,729,141.65","391,698,086.69","73,720,011.80","-436,422,889.54","-165,151,106.32","-141,975,721.65","59,499,444.61","-91,597,698.66","-288,865,373.94","-379,413,811.43","-343,196,227.11","-526,055,893.13","-308,720,721.69"
购买商品、接受劳务支付的现金,"489,289,407.57","315,767,661.60","375,558,505.81","184,886,686.22","313,900,484.73","541,727,257.13","122,393,561.34","302,409,440.05","454,667,739.31","604,142,034.69","126,521,559.86","233,118,848.14","365,445,322.58","457,889,288.85","137,311,048.79","285,272,936.53","427,596,490.68","675,437,792.61","261,368,049.53","663,363,043.79","1,127,152,909.36","1,571,079,901.74","531,530,504.83","995,088,482.72","1,458,485,145.99","2,107,016,857.55","581,887,093.04","1,139,002,286.21","1,690,255,468.34","2,261,939,691.54","722,797,116.27","1,161,641,182.95","1,713,493,509.83","2,230,271,578.05","640,210,197.89"
吸收投资收到的现金,"12,000,000.00",,,,"3,145,230,493.49","3,145,041,678.49",,,,,,,,,,"5,000,000.00","5,000,000.00","5,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00",,"1,900,000.00","1,164,583,981.32","1,161,183,981.32",,"9,800,000.00","16,400,000.00","315,599,958.40",,"678,746,216.56","678,746,216.56","678,746,216.56",
支付给职工以及为职工支付的现金,"134,684,209.93","157,657,526.64","167,485,075.04","100,277,353.93","138,619,155.87","169,844,909.39","63,192,251.15","100,075,095.14","145,061,329.55","202,318,508.33","88,402,494.90","144,127,506.14","203,855,794.46","269,197,794.98","102,799,616.97","172,628,037.91","247,484,574.73","337,033,218.70","166,935,213.69","278,252,154.56","396,558,907.30","535,715,583.35","202,678,690.11","348,255,810.22","505,992,321.35","670,452,093.52","252,674,999.83","429,221,573.17","614,420,559.69","809,474,549.17","335,366,828.74","560,037,055.04","785,940,919.96","1,011,467,364.89","324,647,455.21"
取得借款收到的现金,"221,000,000.00","348,000,000.00","452,000,000.00","190,000,000.00","203,000,000.00","214,000,000.00","10,000,000.00","25,801,680.14","44,801,680.14","48,759,322.57",,"1,000,000.00","1,000,000.00","13,000,000.00","210,515,200.00","210,515,200.00","210,515,200.00","212,615,200.00",,"450,000,000.00","513,000,000.00","801,500,000.00","60,280,762.47","520,280,762.47","564,380,762.47","579,780,762.47","72,000,000.00","143,771,058.28","132,827,619.78","626,231,205.53",,"242,230,000.00","988,230,000.00","981,000,000.00","100,000,000.00"
