科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"409,038,541.28","286,091,386.24","144,871,497.76","453,895,401.70","331,431,397.20","254,390,679.50","181,071,630.02","240,458,452.34","358,996,891.78","154,044,495.18","90,338,758.95","204,645,817.53","152,017,036.68","239,403,390.50","204,183,025.89","301,789,145.56","129,266,489.61","476,955,123.84","328,934,723.72","153,174,105.42","225,738,983.37","281,981,941.16","185,162,481.59","85,022,627.86","85,493,629.28","410,151,392.28","259,407,113.70","196,114,312.93","205,475,247.77","310,827,884.04","199,884,124.31","299,496,633.77","294,030,742.65","364,343,537.15","334,144,030.69","290,698,190.32","100,320,393.37","233,372,841.27","357,606,079.38","336,756,259.58","270,822,290.13","200,673,145.78","142,734,598.87","238,148,746.11","222,720,108.99","208,194,303.56","266,254,598.61","286,386,468.47","146,171,850.20"
短期借款,"775,889,386.29","794,717,455.64","789,713,838.03","816,461,202.52","789,187,712.98","682,362,236.48","672,600,000.00","644,500,000.00","664,500,000.00","546,500,000.00","370,500,000.00","405,500,000.00","175,500,000.00","175,500,000.00","60,000,000.00","170,000,000.00","150,000,000.00","180,000,000.00","350,000,000.00","360,000,000.00","447,000,000.00","527,000,000.00","440,000,000.00","470,000,000.00","590,000,000.00","219,000,000.00","399,000,000.00","498,000,000.00","502,800,000.00","777,800,000.00","743,000,000.00","903,000,000.00","1,103,000,000.00","1,040,000,000.00","1,009,500,000.00","719,500,000.00","637,000,000.00","752,000,000.00",,,,,,,,,,"100,000,000.00",
交易性金融资产,"8,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"211,255,614.35","287,520,596.24","217,388,639.04","246,660,613.28","217,205,595.56","139,454,133.65","262,747,860.53","116,968,356.56","16,325,587.89","23,010,401.01","21,659,357.68","124,388,932.17","127,976,272.85","74,939,471.88","130,279,190.81","64,163,220.79","90,084,170.71","92,358,342.91","54,998,354.26","41,095,323.09","120,365,894.25","107,002,897.76","71,121,043.59","72,147,183.37","49,508,182.25","93,155,990.21","179,994,238.32","253,200,990.10","203,251,393.77","138,526,703.57","145,766,302.08","133,939,830.99","151,961,838.04","206,828,524.21","188,388,650.50","214,369,381.34","247,786,748.62","201,213,278.48","196,109,434.37","240,819,680.08","193,715,129.38","270,533,323.59","262,107,203.53","241,896,766.99","204,777,709.14","192,822,892.15","174,964,713.71","81,643,527.34","118,243,571.40"
应付票据,,,,,,,,,,"8,050,000.00","8,050,000.00",,"30,009,850.00","32,559,850.00","25,744,600.00","23,544,600.00","70,000,000.00","87,500,000.00","49,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,"64,411,647.42","175,047,268.74","201,162,342.60","338,036,833.71","331,866,468.20","155,823,356.62","135,457,344.92","169,280,310.48","109,264,819.27","59,571,636.16","46,077,215.27","36,815,656.90","36,972,682.85","69,119,561.09","71,436,204.98","29,296,895.23",,"28,191,162.43",
应收账款,"438,490,077.11","385,923,727.94","379,354,516.22","385,766,974.83","443,100,565.89","488,035,104.86","411,669,251.09","366,660,992.02","381,620,021.61","403,269,256.54","437,692,925.64","197,897,374.23","281,968,423.74","321,730,651.39","274,188,382.74","257,758,204.83","270,367,322.34","279,381,383.45","179,036,549.47","155,126,314.16","172,696,277.93","215,014,851.36","200,735,086.23","200,539,108.47","252,783,336.94","293,583,454.16","319,532,702.80","295,318,900.29","316,848,511.17","332,712,938.33","375,851,541.79","429,271,394.35","429,159,319.82","439,873,530.94","408,798,916.02","368,137,146.93","384,411,727.51","366,828,661.65","390,578,340.79","338,834,932.48","390,486,135.26","371,027,563.94","373,578,897.89","354,083,929.46","409,233,136.14","376,992,628.78","309,781,376.30","258,226,527.59","262,887,214.99"
应付账款,"611,616,413.07","570,097,987.71","388,488,864.32","414,921,801.52","330,905,140.84","301,345,289.52","282,417,699.10","287,678,729.29","288,687,355.87","266,878,619.47","290,840,177.75","274,529,243.91","317,305,196.07","306,545,344.54","251,841,062.23","143,592,094.03","178,800,373.60","129,552,879.96","126,110,025.70","307,926,109.23","245,159,411.27","209,547,545.62","228,898,390.64","269,663,326.22","239,130,594.59","252,836,683.17","247,936,594.67","227,737,657.85","233,800,820.64","222,491,505.53","215,962,406.80","178,449,660.25","190,402,671.30","185,919,847.89","144,293,850.34","124,216,755.22","124,178,214.91","119,826,139.31","120,918,669.95","133,461,845.25","121,689,094.45","128,733,669.24","111,902,341.34","119,060,286.35","100,411,949.99","97,806,829.46",,"87,088,273.78",
预付款项,"60,434,765.21","49,222,652.90","58,610,180.61","98,272,528.90","106,802,870.91","134,038,708.80","115,826,171.12","189,078,180.09","208,676,026.46","226,309,402.03","223,118,025.62","141,361,564.88","148,204,382.12","133,444,620.97","164,990,818.98","202,119,289.91","359,530,173.03","506,995,509.47","77,228,172.87","123,313,609.17","154,394,317.34","122,729,053.08","148,811,876.36","126,957,734.04","155,430,833.25","199,264,825.84","213,857,913.55","262,040,335.52","261,462,750.90","305,203,851.69","349,375,114.74","47,148,261.19","119,310,486.47","59,238,924.57","72,131,868.37","32,438,870.16","33,859,038.74","31,870,160.31","58,269,252.64","23,913,648.12","21,783,582.19","31,695,064.56","80,156,578.99","72,686,254.78","49,102,235.02","61,862,390.25","98,061,143.86","87,649,984.68","78,309,886.01"
预收款项,"2,876,673.76","2,603,658.70","6,108,691.74","127,300,883.69","70,266,128.15","42,182,236.84","30,746,046.67","4,639,888.56","2,096,920.19","1,482,673.88","157,358.21","4,071,596.59","2,547,284.87","2,135,063.17","10,650,609.00","13,850,475.60","27,272,551.30","176,068,624.87","34,493,060.31","25,337,141.42","53,156,805.67","56,383,105.94","70,585,849.58","33,620,895.70","31,333,714.06","26,754,312.99","36,243,591.26","40,381,201.01","14,424,887.98","36,307,587.63","29,459,814.78","23,871,711.61","12,598,550.54","19,205,228.11","17,527,414.64","14,678,070.03","14,762,743.93","10,132,414.98","18,972,696.60","14,928,265.40","13,113,890.71","12,274,121.13","28,050,251.21","21,764,113.67","20,920,595.66","34,726,041.67","37,534,667.59","25,980,131.83","37,494,510.08"
