科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"612,005,034.29","611,316,828.13","691,805,766.74","312,629,725.15","478,311,743.82","722,278,810.09","164,179,394.88","383,743,566.08","601,340,774.70","850,744,812.22","187,118,712.23","423,583,996.96","665,089,524.90","1,037,329,674.11","258,405,504.23"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"2,000,000.00"
收到的税费返还,,,,,"963,708.83",,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,"30,000,000.00","80,000,000.00","80,000,000.00",,"20,000,000.00","70,000,000.00","70,000,000.00",,"40,000,000.00"
收到其他与经营活动有关的现金,"5,032,535.59","6,316,382.33","10,281,833.66","2,375,113.75","6,523,433.17","8,488,096.09","845,814.88","7,383,543.51","49,514,570.04","132,384,433.64","116,392,259.62","315,738,201.48","563,539,308.35","1,359,745,134.26","387,411,582.19"
投资活动现金流出小计,"29,610,895.85","25,118,104.11","11,157,383.90","13,204,273.80","9,998,307.40","20,556,465.26","35,045,310.47","91,413,562.72","92,455,343.98","137,866,994.48","24,963,500.47","78,120,469.42","80,972,699.60","177,252,849.80","45,946,420.84"
经营活动现金流入小计,"617,037,569.88","617,633,210.46","702,087,600.40","315,004,838.90","485,798,885.82","730,766,906.18","165,025,209.76","391,127,109.59","650,855,344.74","983,129,245.86","303,510,971.85","739,322,198.44","1,228,628,833.25","2,397,074,808.37","645,817,086.42"
投资活动产生的现金流量净额,"-25,465,537.01","-22,948,878.97","-8,708,735.88","-11,061,864.85","-6,585,554.69","-17,021,362.03","-34,842,982.41","-60,714,946.99","-40,223,682.02","-54,784,368.05","257,259.80","-16,888,640.61","6,946,661.34","73,286,083.42","-40,817,260.86"
购买商品、接受劳务支付的现金,"504,979,733.27","505,244,596.78","578,239,408.13","314,240,462.24","482,381,340.42","642,268,555.91","160,875,857.10","372,109,957.39","563,165,636.11","746,249,327.66","197,321,261.77","398,198,333.47","627,324,893.38","851,875,332.25","268,428,749.77"
吸收投资收到的现金,,"2,450,000.00",,"50,000.00","50,000.00","116,116,400.00",,"1,300,000.00","2,200,000.00","4,000,000.00",,,,"11,380,800.00",
支付给职工以及为职工支付的现金,"30,096,993.60","30,824,265.71","34,929,664.41","18,149,494.70","27,990,317.13","39,379,317.09","12,699,860.07","23,525,259.06","34,395,021.89","45,935,260.80","11,189,264.41","26,720,140.27","39,082,017.23","64,496,597.29","21,875,393.51"
取得借款收到的现金,"100,000.00",,"1,100,000.00","100,000.00","100,000.00","100,000.00",,"100,000.00","5,100,000.00","10,200,000.00","43,000,000.00","103,000,000.00","108,000,000.00","63,000,000.00","55,000,000.00"
支付的各项税费,"29,096,031.54","19,810,151.05","29,258,249.77","4,598,897.87","7,915,852.68","9,989,760.29","2,589,692.02","4,093,874.79","5,696,809.61","9,143,224.82","4,205,131.92","6,646,871.29","8,010,120.87","30,598,166.14","14,077,269.16"
收到其他与筹资活动有关的现金,,"3,786,708.41",,"280,093.15",,"2,040,029.34",,,,"56,544.20",,,,"103,390,000.00",
支付其他与经营活动有关的现金,"18,551,132.00","20,886,540.67","22,096,865.30","9,802,348.47","18,572,684.04","22,602,890.25","6,885,171.72","12,013,558.05","141,719,808.22","228,637,793.54","195,378,705.75","440,534,793.55","712,010,276.24","1,586,424,207.39","385,039,728.28"
筹资活动现金流入小计,"100,000.00","6,236,708.41","1,100,000.00","430,093.15","150,000.00","118,256,429.34",,"1,400,000.00","7,300,000.00","14,256,544.20","43,000,000.00","103,000,000.00","108,000,000.00","177,770,800.00","55,000,000.00"
经营活动现金流出小计,"582,723,890.41","576,765,554.21","664,524,187.61","346,791,203.28","536,860,194.27","714,240,523.54","183,050,580.91","447,915,318.23","744,977,275.83","1,029,965,606.82","408,094,363.85","872,100,138.58","1,386,427,307.72","2,533,394,303.07","689,421,140.72"
偿还债务支付的现金,"100,000.00",,"1,100,000.00",,"100,000.00","100,000.00",,,"5,000,000.00","10,100,000.00",,,,"10,000,000.00","38,143,137.50"
经营活动产生的现金流量净额,"34,313,679.47","40,867,656.25","37,563,412.79","-31,786,364.38","-51,061,308.45","16,526,382.64","-18,025,371.15","-56,788,208.64","-94,121,931.09","-46,836,360.96","-104,583,392.00","-132,777,940.14","-157,798,474.47","-136,319,494.70","-43,604,054.30"
分配股利、利润或偿还利息支付的现金,"3,261,631.66","3,300,000.00","6,018,313.24","8,502,001.00","8,502,001.00","8,502,529.04",,"11,146,297.85","11,399,598.75","11,441,709.17","274,201.37","2,434,907.00","6,107,428.14","25,840,644.05","1,893,404.05"
收回投资收到的现金,,,,,"564,100.00","564,100.00",,,,"80,000,000.00",,,,"245,000,000.00",
