科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"83,939,582.83","115,615,389.15","99,917,904.94","180,385,046.55","102,032,712.93","123,309,213.72","1,381,858,404.92","1,312,021,039.91","1,303,537,428.08","1,364,022,525.13","1,419,312,734.55","1,263,541,667.54","1,250,179,443.14","1,219,468,611.80","1,025,756,515.24","702,188,458.97","616,589,389.05","561,624,192.03","884,208,310.38","175,908,920.51","172,420,221.06","145,300,617.42","256,054,954.47","199,658,161.65","110,948,698.19","166,352,650.65","34,555,811.12","201,166,015.57","107,564,831.15","146,237,230.20","132,516,272.48","102,938,990.62","137,094,110.68","186,339,934.77","175,609,316.35"
短期借款,"61,150,000.00","83,000,000.00","107,000,000.00","75,000,000.00","75,000,000.00","55,000,000.00","55,000,000.00",,,,,"52,343,760.00","39,661,760.00",,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","11,404,447.67",,,,"190,000,000.00","280,000,000.00","280,000,000.00","320,000,000.00","323,000,000.00","323,000,000.00","373,000,000.00","423,000,000.00","440,000,000.00","325,147,335.40","384,318,601.40","402,318,601.40"
交易性金融资产,"683,800.00","353,600.00","464,100.00","395,850.00","395,850.00","431,600.00","437,450.00","351,650.00","351,650.00","369,850.00","380,900.00","381,550.00","310,700.00","338,650.00","352,300.00","350,350.00","366,600.00","362,700.00","345,150.00","360,100.00",,"10,234,497.66","10,393,405.76","10,083,849.23","10,166,802.28","10,246,694.46",,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"5,050,906.95","9,321,724.51","13,250,568.56","18,598,219.00","3,924,706.56","16,703,824.37","40,328,825.17","37,915,482.20","27,575,125.60","17,587,087.98","25,613,584.64","30,781,735.04","2,345,437.08","7,891,855.70","28,750,909.62","20,934,444.35","14,015,620.67","28,127,975.47","23,646,394.09","38,649,050.62","59,352,706.22","46,002,684.12","28,441,886.54","44,434,720.73","50,729,281.14","18,404,232.26","36,595,692.67","24,021,089.80","16,450,405.54","31,892,317.28","42,160,086.68","20,617,936.08","50,356,443.71","58,482,429.69"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"47,652,334.75","73,402,731.38","103,938,277.07","93,580,077.18","79,753,680.70","86,120,796.05","130,065,676.68","110,571,209.08","83,441,227.20","92,523,477.84","103,777,351.51","116,610,646.79","85,652,172.87","138,084,001.21","153,702,427.22","132,674,318.66","115,890,377.94","145,945,784.47","187,198,374.32","151,373,287.12","137,927,588.14","176,650,346.59","134,335,905.43","132,308,108.71","156,418,401.52","220,870,410.02","175,074,370.62","185,261,947.46","166,656,409.73","210,451,254.15","235,649,289.84","210,473,389.93","169,610,488.77","224,187,817.05","290,365,969.13"
应付账款,"869,402.87","4,615,443.27","32,532,055.91","30,179,805.80","13,121,090.68","33,170,028.54","5,334,463.19","7,481,643.62","10,396,936.68","6,150,612.10","3,728,369.04","12,682,206.24","7,796,962.33","13,651,778.42","9,294,514.87","9,144,639.74","7,905,210.03","37,888,081.69","15,118,460.64","7,758,104.77","11,151,713.35","56,770,319.73","48,720,008.96","10,999,476.21","8,456,963.44","96,608,999.77","83,637,891.04","79,854,343.22","81,591,659.64","106,605,691.70","50,373,761.22","42,612,311.29","40,462,840.89","56,807,326.89","35,763,770.60"
预付款项,"190,203.04","6,910,509.40","16,008,327.48","4,554,227.00","37,223,989.20","20,440,458.37","10,850,203.53","16,846,582.76","12,096,013.40","4,305,441.70","11,604,495.80","15,136,482.51","6,180,992.93","31,409,384.21","37,684,952.47","32,601,058.88","24,857,433.44","23,897,121.41","4,572,069.12","6,254,224.43","10,984,657.69","6,676,428.80","11,540,162.18","14,175,402.44","14,921,010.96","2,474,489.48","12,703,746.50","12,860,327.88","18,140,260.71","6,724,569.21","19,452,632.01","12,599,055.60","16,504,338.43","3,064,296.36","11,371,877.80"
预收款项,"249,339.79","128,447.15","5,270,748.16","3,611,085.61",,"111,428.40",,,,"545,615.86","677,757.09","45,372.60","891,276.40","417,036.04","2,282.88","23,918.55","11,916.60","65,669.30","54,720.55","650,723.38","369,817.25","996,063.65","1,293,797.01","786,833.44","30,106.89","34,720.98","239,458.69","838,918.47","898,987.65","1,762,830.08","4,510,970.26","4,858,749.05","1,767,531.67","6,588,727.65","380,377.18"
其他应收款,"12,009,491.31","4,165,620.39","3,339,266.70","3,162,640.54","11,222,834.77","2,458,765.85","7,735,949.60","5,922,841.22","4,694,944.25","2,393,129.49","3,315,381.51","6,354,991.78","8,118,535.23","1,610,538.60","4,720,924.26","4,146,052.26","8,401,524.36","6,324,594.19","9,801,041.10","7,740,555.82","3,610,571.49","2,542,705.09","2,688,559.78","3,839,539.82","3,276,998.41","2,381,699.32","2,248,795.40","5,214,559.09","2,709,709.39","2,196,181.07","2,254,195.43","2,984,709.02","4,332,513.81","2,676,721.65","6,398,409.66"
应付职工薪酬,"7,959,879.64","11,743,705.90","16,290,767.75","8,944,630.63","11,566,268.16","12,331,084.95","493,061.76","6,338,484.93","13,523,234.98","14,501,683.99","5,696,799.12","6,771,942.96","8,789,957.81","15,233,774.24","8,873,770.87","17,480,911.80","11,393,614.50","13,558,969.31","882,910.54","4,004,437.94","8,696,924.63","19,958,184.59","4,799,848.45","1,208,134.78","7,634,072.23","27,569,445.88","11,619,711.14","1,669,272.97","8,111,454.54","31,726,547.06","13,493,994.67","4,058,362.84","11,979,819.21","35,866,757.54","15,598,053.34"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-556,065.44","10,556,221.64","2,983,395.28","11,507,297.68","5,155,024.15","-6,063,076.20","12,201,887.14","3,950,072.58","-941,284.28","16,288,849.21","4,627,432.25","15,773,372.39","9,034,329.44","5,247,506.41","6,007,047.81","1,771,060.75","7,630,813.71","14,566,244.31","14,540,543.02","17,832,007.14","18,118,146.94","22,836,246.39","20,837,142.27","18,270,775.06","21,900,984.81","28,816,936.12","23,175,372.29","19,735,235.10","10,213,591.30","21,340,724.54","15,481,012.16","22,088,741.81","15,429,941.49","18,954,315.17","23,625,608.48"
应收利息,,,,,,,,"9,448,230.95","16,376,152.16","22,015,175.32","3,443,732.84","11,068,571.80","17,216,500.52","25,370,078.25","1,535,644.42","6,580,826.43","8,149,854.79","9,796,591.38","11,257,882.84","7,128,213.51","14,798,492.90","40,895,443.36","45,090,564.37","15,370,012.65","28,305,920.62","42,636,248.87","53,232,708.36","28,732,201.24","44,972,897.98","51,899,716.15","55,085,094.52","41,647,461.13","42,342,691.96","31,965,448.07","32,539,594.97"
应付利息,,,"165,000.00","139,000.00",,"110,845.83",,,,"41,300.00","82,600.00","37,500.00",,,,,,,,,"36,353.33","49,985.83","49,985.83","283,937.50","318,504.85","389,629.94","645,821.95","653,853.18","409,834.44","520,635.58","392,335.58","1,457,676.41","379,141.88","492,773.94","627,213.37"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,"54,000,000.00","95,200,000.00","63,200,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"43,312,369.07","88,136,554.51","202,730,965.77","175,870,552.34","159,557,120.44","219,423,859.06","133,453,057.52","135,416,079.98","212,016,481.07","203,109,625.01","149,029,073.77","173,330,470.52","181,850,593.97","151,025,732.21","112,354,630.65","134,345,355.16","179,314,994.34","184,910,929.93","133,501,359.28","144,057,936.41","137,896,644.39","137,180,773.06","141,901,294.82","153,780,079.21","125,342,716.29","113,003,163.12","102,719,222.82","99,039,764.78","144,544,049.84","171,302,490.34","177,914,876.21","238,708,858.54","204,231,450.59","195,058,743.73","170,605,596.49"
