科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"96,112,592.32","126,706,116.13","178,700,942.69","136,124,763.22","90,203,680.51","142,565,582.61","400,806,773.01","296,575,263.45","286,902,662.00","344,039,111.38","282,413,467.43","259,184,263.73","295,829,779.28","351,127,272.28","306,386,394.43"
短期借款,"8,000,000.00","10,000,000.00",,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"22,143,900.00","23,224,519.54","44,976,499.36","9,369,780.00","31,438,378.00","41,695,649.40","14,346,201.80","41,252,680.86","29,551,797.00","42,471,557.60","33,336,213.00","17,967,700.00","32,510,187.42","57,109,776.33","17,115,399.93"
应付票据,"21,787,353.62","39,611,130.97","38,864,392.22","44,272,802.73","31,100,302.40","50,450,711.77","44,471,859.48","30,094,894.61","40,082,455.71","44,271,888.22","38,289,721.48","23,117,656.68",,"42,033,933.00",
应收账款,"50,381,480.89","66,099,934.44","60,580,218.07","125,818,543.08","136,192,749.34","92,230,227.34","158,248,893.99","194,786,864.35","213,836,309.25","165,676,634.38","222,177,496.81","269,262,304.52","309,200,107.23","275,935,944.35","327,573,541.92"
应付账款,"37,981,990.56","64,714,113.81","85,035,649.45","76,644,518.24","96,267,251.75","90,628,601.30","94,133,992.14","90,817,630.09","91,981,717.12","83,020,212.31","84,575,258.77","79,498,686.85",,"115,988,450.85",
预付款项,"4,494,479.92","2,952,829.15","3,108,644.64","7,987,786.02","6,129,431.53","5,221,078.32","11,766,280.00","7,785,973.68","15,659,421.27","9,553,309.82","7,503,942.96","9,017,767.35","10,500,998.86","3,974,283.65","10,468,163.19"
预收款项,"11,160,552.78","17,578,822.81","24,886,042.95","27,453,487.40","21,099,273.87","32,497,215.00","26,322,517.92","23,945,415.46","17,310,338.90","21,730,323.46","22,851,913.94","9,530,519.41","10,590,675.80","6,227,144.68","7,274,472.76"
其他应收款,"1,572,991.01","1,620,745.51","1,260,973.15","1,937,925.49","3,279,414.26","4,030,266.59","7,490,254.14","5,388,783.51","7,451,553.72","4,852,651.61","8,873,020.79","5,102,581.74","5,304,638.97","4,002,474.66","5,658,664.16"
应付职工薪酬,"797,734.02","1,341,887.11","1,825,322.40","2,004,789.71","2,215,536.45","8,018,811.32","2,716,578.40","2,865,962.57","1,230,216.17","12,049,544.84","1,974,886.51","2,032,691.37","6,006,295.83","14,226,693.66","1,603,639.05"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"7,536,519.77","9,079,545.70","11,837,774.66","13,134,651.31","13,900,998.40","7,854,752.16","13,017,601.89","15,604,782.31","11,984,978.58","11,490,016.48","11,136,422.86","11,779,072.80","13,274,690.53","15,036,771.20","13,590,713.90"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"67,066,781.22","107,966,117.08","111,940,220.23","115,698,629.06","135,575,855.31","157,030,698.25","155,821,921.86","145,751,064.21","158,730,423.35","168,208,027.91","175,691,753.62","157,115,827.49","172,552,278.97","181,199,229.86","201,818,089.59"
其他应付款,"2,848,968.00","56,050.28","61,119.04","86,143.62","44,410.19","45,711.31","640,399.84","652,330.07","291,734.97","184,908.48","105,288.64","78,871.40","90,973.00","36,841.23","38,383.84"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
