科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"21,369,757.31","8,850,108.35","20,368,241.32","266,559,523.33","246,160,973.76","234,073,944.06","188,785,138.18","173,248,183.50","174,406,478.45","135,420,644.36","127,207,910.49","90,785,835.97","67,801,336.70","82,662,275.76","92,162,160.71","77,427,425.61","65,921,108.49","66,726,634.64","63,176,258.54","67,673,465.97","72,983,121.54","44,874,443.14","82,295,396.58","76,044,163.01","74,640,970.93","81,641,392.67","101,906,438.41","101,773,593.98","118,361,891.46","99,338,953.18","476,597,274.07","526,775,693.02","493,905,791.48","494,467,928.62","694,424,951.22","620,569,778.37","464,220,023.31"
短期借款,"80,000,000.00","50,000,000.00","65,000,000.00","80,000,000.00","57,000,000.00","47,000,000.00","40,000,000.00","65,000,000.00","122,000,000.00","132,000,000.00","152,000,000.00","142,000,000.00","135,000,000.00","160,000,000.00","160,000,000.00","154,000,000.00","124,000,000.00","134,000,000.00","129,000,000.00","159,913,660.25","167,524,450.00","189,287,260.00","223,541,130.00","233,538,160.00","248,501,560.00","252,591,290.00","242,116,250.00","257,225,900.00","252,434,730.00","164,480,360.00","151,787,730.00","182,352,980.00","192,090,189.72","157,048,309.72","133,412,130.22","100,771,980.00","205,485,123.21"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,"7,930,000.00",,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,"426,800.00","247,000.00",,,"100,000.00",,,,"183,330.00","506,000.00","506,000.00",,,"2,312,879.89","2,321,035.35","2,540,475.90","1,790,862.32","1,450,721.20","1,218,933.30","1,188,761.23","1,050,813.71","666,918.63","530,728.92","486,683.52","549,744.64","512,732.47","353,597.32","320,708.47","614,788.07","606,093.99","849,587.57","796,060.78"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"18,221,351.95","34,433,180.11","49,583,109.63","52,406,515.66","41,680,912.35","36,752,366.31","46,477,757.38","56,190,935.62","69,206,622.86","90,346,352.00","74,875,760.82","87,454,546.83","98,449,135.98","98,235,923.74","81,139,456.11","86,198,513.00","99,975,513.90","105,371,558.63","116,187,516.10","140,688,026.81","131,435,790.42","142,163,856.66","116,435,084.67","133,746,189.90","131,500,033.64","138,052,772.43","142,740,864.77","153,573,089.57","163,256,252.14","170,285,597.18","195,549,174.67","193,465,621.04","216,890,188.19","204,061,301.17","203,445,795.82","206,047,904.81","326,337,295.54"
应付账款,"11,658,726.79","12,370,817.61","11,693,235.20","11,131,275.38","18,265,795.60","20,596,893.69","17,764,811.49","25,066,294.17","26,844,047.74","28,924,797.34","26,044,577.32","29,772,976.06","32,833,843.57","29,379,926.49","36,013,596.33","24,551,885.81","31,866,663.31","33,259,495.49","48,396,174.41","46,959,259.24","50,585,260.80","45,985,437.68","39,813,163.18","33,599,481.47","37,729,992.27","47,241,730.51","35,981,139.19","36,708,694.63","44,138,910.78","38,302,562.62","79,741,258.14","55,768,438.02","62,100,564.12","75,003,061.31","87,915,181.92","54,403,930.68","70,823,395.61"
预付款项,"1,757,615.81","5,288,969.86","2,827,018.44","9,752,923.30","11,162,630.29","14,356,997.30","26,214,020.71","26,617,111.00","28,478,151.69","26,674,470.36","17,107,532.91","14,611,480.12","13,201,425.35","17,105,745.13","6,796,071.53","10,568,844.52","8,715,529.03","13,975,177.38","12,698,012.93","23,046,933.58","24,481,248.92","22,104,894.00","11,071,464.79","14,525,005.58","12,446,241.45","13,122,318.01","12,522,685.01","11,354,608.99","12,624,047.11","16,387,098.84","16,838,374.99","28,476,638.13","27,400,446.99","24,078,110.56","22,019,568.19","30,592,623.37","38,081,107.39"
预收款项,"2,844,110.23","2,412,406.48","2,374,582.59","3,240,296.69","1,938,445.90","2,564,785.59","4,225,818.45","3,043,567.23","7,582,324.89","12,861,270.89","8,471,235.94","9,574,770.94","8,921,396.74","11,326,459.84","6,296,324.05","7,425,675.56","7,167,425.36","9,279,531.11","10,938,611.16","15,079,386.91","10,107,237.63","11,197,249.84","8,257,491.80","7,028,359.23","7,587,138.26","9,420,365.44","7,242,725.14","6,886,706.12","6,522,982.98","5,001,054.99","25,595,333.39","28,672,721.89","43,839,662.30","27,730,898.07","23,662,981.21","34,079,018.44","55,104,304.52"
其他应收款,"1,702,358.44","1,187,393.30","1,293,755.48","311,767.65","8,104,873.10","3,136,669.14","2,644,299.77","13,130,049.25","10,772,390.17","6,282,823.38","4,854,756.05","5,491,161.50","9,217,623.05","10,402,687.88","6,903,808.59","4,945,584.55","2,487,239.09","3,947,573.42","5,305,763.04","5,990,881.65","5,628,502.83","5,081,910.45","6,110,917.35","8,142,766.84","7,218,413.10","4,670,113.31","3,564,426.96","9,045,554.31","6,964,891.79","9,050,059.22","16,003,539.33","16,650,988.62","14,919,461.11","19,235,239.94","15,286,257.21","24,762,391.11","18,848,104.05"
应付职工薪酬,"252,844.39","148,977.99",,,,,,"80,000.00",,,"101,814.00","104,857.40","140,152.33","150,391.18","345,476.27","326,331.34","270,159.89","267,269.46","9,414,684.97","10,417,914.86","10,290,143.49","9,261,525.91","9,744,389.31","9,771,421.39","8,971,295.76","8,982,038.38","10,447,168.23","10,467,786.72","10,467,590.94","10,306,770.79","21,341,154.24","19,099,898.53","21,710,771.86","20,741,187.47","33,776,930.34","29,230,297.17","35,256,781.16"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"790,529.33","213,317.21","994,542.55","291,052.04","-310,277.67","-1,173,069.93","-2,858,249.65","-3,813,400.48","-3,936,523.82","-3,038,371.24","-8,112,386.02","-10,316,507.64","-7,542,341.10","-3,667,330.27","-4,046,311.14","-573,680.02","-3,714,440.81","580,682.08","473,483.24","841,773.01","-1,440,567.96","121,216.34","7,241,044.50","5,207,189.76","3,646,762.98","6,009,730.22","10,942,365.64","11,004,405.23","7,192,547.74","9,882,827.09","70,679,917.85","23,121,983.18","22,948,557.23","34,625,206.73","80,147,978.23","22,832,630.53","29,886,243.40"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,"149,878.39",,"162,334.00",,"239,755.64",,"332,580.74","44,600.54","499,366.69","86,171.96","528,983.30"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"7,169.45",,,,,,,,,,,,,,,,,,,,"1,343,880.00","873,522.00","3,888,074.33","873,522.00","2,810,752.24","1,937,230.24","1,737,230.24","1,737,230.24","4,592,042.08","4,434,637.93","2,837,064.04","2,837,064.04","13,351,183.26","2,870,321.16","120,050.32","120,050.32","30,027,545.79"
存货,"59,060,178.25","66,807,684.21","58,254,943.68","63,839,905.52","65,027,752.62","69,953,071.61","74,116,486.68","96,437,739.42","118,920,944.07","135,311,400.79","150,214,527.89","157,518,348.61","157,087,430.82","162,234,842.74","177,951,174.66","170,662,240.71","179,641,222.72","174,743,560.91","195,680,639.50","184,849,996.93","209,623,345.31","222,621,804.40","234,766,638.29","219,282,914.75","239,199,937.46","253,467,887.07","232,290,504.62","243,326,860.36","254,474,970.52","255,255,151.23","292,701,885.07","278,928,359.11","309,033,604.49","317,303,436.72","302,746,167.05","302,304,374.19","302,502,866.08"
