科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"254,027,531.17","289,165,101.92","300,442,603.85","162,915,590.73",,"347,204,534.47","85,545,499.22","242,197,793.40","371,106,510.81","551,859,280.63","129,897,985.86","354,165,501.38","514,044,214.62","704,342,872.59","168,707,447.03"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,"2,725,555.61","1,381,532.38","3,303,182.89","1,292,617.98",,"3,345,751.40","1,407,292.51","1,407,292.51","2,433,261.28","8,431,805.39","3,286,210.47","6,010,051.36","14,253,602.49","16,969,200.94","6,796,552.29"
支付其他与投资活动有关的现金,"16,444,610.64",,"87,000,000.00",,,"6,000,000.00","57,874.78","180,700.00","180,700.00","308,500.00",,"5,611,500.00","5,611,500.00","15,760,362.64","399,500.00"
收到其他与经营活动有关的现金,"4,891,703.63","7,887,540.78","6,520,612.60","637,778.49",,"2,905,189.08","783,099.21","8,130,294.40","14,493,956.90","3,697,346.33","369,566.32","517,384.20","1,332,190.11","7,683,437.84","416,420.20"
投资活动现金流出小计,"93,972,465.66","19,314,534.77","148,647,807.97","51,598,177.03",,"88,639,814.64","22,273,857.57","53,515,813.75","168,796,645.09","255,440,266.80","43,627,222.02","120,109,922.44","220,806,246.71","252,961,472.34","61,547,118.97"
经营活动现金流入小计,"261,644,790.41","298,434,175.08","310,266,399.34","164,845,987.20",,"353,455,474.95","87,735,890.94","251,735,380.31","388,033,728.99","563,988,432.35","133,553,762.65","360,692,936.94","529,630,007.22","728,995,511.37","175,920,419.52"
投资活动产生的现金流量净额,"-77,441,957.02","-19,071,244.77","-61,269,771.90","-51,592,561.03","-70,177,500.00","-82,613,758.50","-22,273,697.57","-53,485,453.75","-168,757,285.09","-255,205,906.80","-43,627,222.02","-120,083,922.44","-217,335,850.71","-252,850,877.34","-48,501,044.91"
购买商品、接受劳务支付的现金,"167,229,705.32","138,310,233.14","126,385,163.90","74,446,898.04",,"170,683,601.67","58,066,539.04","123,398,641.28","193,703,326.53","270,583,397.78","94,322,556.44","220,222,352.93","338,848,273.92","443,391,865.09","156,437,708.01"
吸收投资收到的现金,,,,,,,"259,520,000.00","259,520,000.00","259,520,000.00","259,520,000.00",,,,,
