科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"35,681,896.98","42,487,530.03","48,783,094.20","29,551,487.68",,"61,262,071.63","19,984,726.24","39,230,159.65","62,842,659.11","87,527,645.47","30,275,469.24","61,702,467.50","97,595,157.18","134,841,916.19","45,171,301.92"
取得借款收到的现金,"95,000,000.00","80,000,000.00","44,000,000.00","58,000,000.00",,"78,000,000.00",,,"10,000,000.00","10,000,000.00","40,000,000.00","176,837,565.00","252,208,890.00","282,208,890.00","140,000,000.00"
支付的各项税费,"17,589,009.15","18,243,686.22","16,300,910.90","11,079,966.57",,"29,290,495.46","8,075,348.25","24,530,358.93","40,153,946.53","49,597,204.39","10,592,961.73","21,872,412.04","34,933,554.04","43,554,021.80","13,155,390.62"
收到其他与筹资活动有关的现金,"6,408,000.00","150,000.00","11,750,000.00",,,"298,400.00",,"200,000.00","200,000.00","2,000,000.00",,,,"10,117,756.19","90,281,073.06"
支付其他与经营活动有关的现金,"15,609,272.94","15,743,091.39","15,776,442.61","15,214,098.50",,"21,254,023.05","6,722,388.45","24,499,097.60","42,152,772.32","33,326,649.39","8,916,178.85","21,751,011.40","35,295,200.80","41,819,602.31","12,307,308.85"
筹资活动现金流入小计,"101,408,000.00","80,150,000.00","55,750,000.00","58,000,000.00",,"78,298,400.00","259,520,000.00","259,720,000.00","269,720,000.00","271,520,000.00","40,000,000.00","176,837,565.00","252,208,890.00","292,326,646.19","230,281,073.06"
经营活动现金流出小计,"236,109,884.39","214,784,540.78","207,245,611.61","130,292,450.79",,"282,490,191.81","92,849,001.98","211,658,257.46","338,852,704.49","441,034,897.03","144,107,166.26","325,548,243.87","506,672,185.94","663,607,405.39","227,071,709.40"
偿还债务支付的现金,"80,000,000.00","115,000,000.00","60,000,000.00","34,000,000.00",,"54,000,000.00","10,000,000.00","48,000,000.00","68,000,000.00","68,000,000.00",,,"10,000,000.00","10,000,000.00","63,120,170.71"
经营活动产生的现金流量净额,"25,534,906.02","83,649,634.30","103,020,787.73","34,553,536.41","208,333,100.00","70,965,283.14","-5,113,111.04","40,077,122.85","49,181,024.50","122,953,535.32","-10,553,403.61","35,144,693.07","22,957,821.28","65,388,105.98","-51,151,289.88"
分配股利、利润或偿还利息支付的现金,"6,021,780.83","5,112,502.82","35,338,966.25","1,306,845.16",,"2,913,283.29","761,106.23","52,810,825.37","53,854,473.40","54,544,883.40","296,525.01","45,118,459.15","47,741,289.21","51,223,019.34","3,924,503.52"
收回投资收到的现金,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"3,204,909.76","3,476,494.72","848,000.00","424,000.00",,"1,060,000.00","6,635,000.00","8,635,000.00","8,635,000.00","8,635,000.00",,"344,937.61","362,907.61","61,917,040.33","3,267,572.13"
取得投资收益收到的现金,,,,,,,,,,,,,,,
筹资活动现金流出小计,"89,226,690.59","123,588,997.54","96,186,966.25","35,730,845.16",,"57,973,283.29","17,396,106.23","109,445,825.37","130,489,473.40","131,179,883.40","296,525.01","45,463,396.76","58,104,196.82","123,140,059.67","70,312,246.36"
处置固定资产、无形资产和其他长期资产收回的现金净额,"85,898.00","243,290.00","22,568.11","5,616.00",,"6,016.00",160.00,"30,360.00","39,360.00","234,360.00",,"26,000.00","26,000.00","110,595.00","3,500.00"
筹资活动产生的现金流量净额,"12,181,309.41","-43,438,997.54","-40,436,966.25","22,269,154.84","21,760,200.00","20,325,116.71","242,123,893.77","150,274,174.63","139,230,526.60","140,340,116.60","39,703,474.99","131,374,168.24","194,104,693.18","169,186,586.52","159,968,826.70"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-305,504.94","20,563.09","167,652.67","138,291.11",,"917,243.41","-65,878.96","-362,557.58","-902,817.96","-1,316,356.51","-443,527.02","454,095.62","223,264.91","721,305.06","-350,033.76"
收到其他与投资活动有关的现金,"16,444,610.64",,"87,355,467.96",,,"6,020,040.14",,,,,,,"3,444,396.00",,"13,042,574.06"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"16,530,508.64","243,290.00","87,378,036.07","5,616.00",,"6,026,056.14",160.00,"30,360.00","39,360.00","234,360.00",,"26,000.00","3,470,396.00","110,595.00","13,046,074.06"
五、现金及现金等价物净增加额,"-40,031,246.53","21,159,955.08","1,481,702.25","5,368,421.33","-15,868,600.00","9,593,884.76","214,671,206.20","136,503,286.15","18,751,448.05","6,771,388.61","-14,920,677.66","46,889,034.49","-50,071.34","-17,554,879.78","59,966,458.15"
购建固定资产、无形资产和其他长期资产支付的现金,"77,527,855.02","19,314,534.77","61,647,807.97","51,598,177.03",,"82,639,814.64","22,215,982.79","53,335,113.75","168,615,945.09","255,131,766.80","43,627,222.02","114,498,422.44","215,194,746.71","237,201,109.70","61,147,618.97"
期初现金及现金等价物余额,"56,720,988.59","16,689,742.06","37,849,697.14","39,331,399.39",,"39,331,399.39","48,925,284.15","48,925,284.15","48,925,284.15","48,925,284.15","55,696,672.76","55,696,672.76","55,696,672.76","55,696,672.76","38,141,792.98"
投资支付的现金,,,,,,,,,,,,,,,
期末现金及现金等价物余额,"16,689,742.06","37,849,697.14","39,331,399.39","44,699,820.72",,"48,925,284.15","263,596,490.35","185,428,570.30","67,676,732.20","55,696,672.76","40,775,995.10","102,585,707.25","55,646,601.42","38,141,792.98","98,108,251.13"
