科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"1,303,021,037.79","1,567,929,200.11","1,706,260,912.61","2,129,518,073.28","1,696,422,997.64","1,758,422,125.78","1,774,510,288.13","2,208,198,826.87","1,754,594,196.02","2,134,557,051.69","2,703,518,652.58","3,231,571,606.31","2,983,886,882.20","3,420,255,989.98","4,257,669,304.70","4,204,141,074.84","3,749,362,570.09","3,428,507,938.16","3,974,791,504.01","4,358,727,080.09","3,403,169,353.70","2,960,962,507.29","4,753,213,649.75","4,445,574,862.21","3,065,510,504.46","3,296,386,040.42","3,794,179,882.22","4,402,663,187.24","2,163,007,267.27","2,437,742,316.54","2,960,839,494.75","4,094,743,747.13","3,148,402,363.20","3,336,375,719.56","5,155,525,924.02","6,199,578,708.56","4,011,769,276.06","4,682,707,942.19","4,635,894,820.10","5,202,423,330.20","5,722,080,123.39","4,750,938,376.86","5,155,184,549.20","5,362,731,331.26","5,231,064,679.84"
短期借款,"129,900,000.00","123,000,000.00","108,000,000.00","212,837,103.00","212,578,753.40","262,491,143.28","290,000,000.00","308,000,000.00","248,000,000.00","188,000,000.00","188,000,000.00","226,427,543.61","201,845,567.70","301,097,964.13","193,097,964.13","188,308,500.00","180,000,000.00","4,869,561.89","6,252,490.79","86,410,754.00","74,470,000.00","72,680,000.00","84,180,000.00","70,000,000.00","62,850,000.00","253,300,000.00","268,350,000.00","62,427,000.00","153,777,000.00","832,638,586.99","495,338,654.87","485,000,000.00","814,343,150.00","668,206,788.60","50,000,000.00","100,000,000.00","190,000,000.00","1,070,000,000.00","2,171,950,521.77","1,024,887,923.53","725,197,923.53","834,079,443.50","1,795,162,940.54","1,783,451,023.28","2,495,728,890.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,"1,440,682.90","1,440,682.90",,,"4,242,600.00","1,659,200.00",,,"490,100.00","1,846,790.00","575,750.00",,,,,,"1,500,000.00","1,798,500.00","16,864,000.00","27,980,600.00","2,112,000.00","9,507,701.22"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,750,300.00","14,549,900.00","3,626,800.00","5,552,289.67","572,000.00",,,,,,
应收票据,"586,044,809.61","320,658,141.96","433,446,563.58","331,037,131.45","235,439,500.87","218,311,589.27","487,457,770.43","460,247,709.63","302,901,554.37","224,195,819.19","351,284,082.91","547,603,191.82","577,395,336.18","661,257,801.72","708,717,749.04","802,734,943.94","624,202,328.34","883,699,294.62","968,470,197.06","415,593,023.77","556,761,036.87","608,348,576.76","623,617,249.65","234,351,582.86","439,707,423.37","432,898,824.72","528,354,413.14","256,947,455.38","372,426,534.99","304,596,569.29","476,186,732.02","486,289,768.97","565,877,753.84","641,397,710.22","540,142,704.36","366,760,198.69","318,502,616.64","664,148,976.44","555,634,299.42","315,517,930.96","407,410,022.44","504,456,828.89","592,120,130.99","757,581,437.40","416,944,882.29"
应付票据,"1,367,093,439.00","1,590,240,255.54","1,748,931,014.32","1,905,890,935.50","1,709,709,380.15","1,776,792,334.19","2,536,887,400.73","2,596,319,570.32","2,177,525,126.42","2,420,379,867.53","2,598,390,663.59","2,910,216,340.67","2,869,422,500.56","3,341,510,178.97","4,147,856,252.73","4,517,627,162.55","4,312,876,789.77","4,108,560,479.07","5,407,858,091.32","5,553,038,298.40","3,710,414,161.15","3,430,709,434.47","5,547,291,603.86","5,802,372,699.50","4,202,595,591.03","4,369,716,142.19","6,061,060,471.53","6,132,017,739.20","4,671,479,810.93","4,425,447,423.02","5,507,045,028.50","6,245,059,806.01","5,738,828,468.88","5,683,668,075.97","6,572,360,846.22","7,101,083,191.88","7,298,087,992.09","8,372,001,852.30","7,709,680,427.05","6,342,014,542.90","6,103,311,465.36","5,951,342,933.14","5,642,364,370.57","5,535,625,928.72","6,263,883,583.08"
应收账款,"810,295,908.05","1,148,533,268.98","1,234,063,065.27","1,212,150,654.62","1,242,689,183.83","1,761,854,089.31","2,125,359,434.87","1,470,742,755.79","1,700,154,438.83","1,894,830,097.11","2,100,681,092.99","2,086,261,411.67","2,518,024,362.44","2,735,624,505.06","3,066,383,877.27","3,147,761,380.08","3,691,137,232.74","4,039,592,277.33","4,903,307,784.58","3,998,719,348.24","4,315,496,489.79","4,971,816,228.92","4,937,829,158.38","4,949,625,711.20","5,973,067,719.57","7,090,947,009.45","7,208,394,112.16","6,107,027,924.80","6,567,843,258.91","7,902,153,381.66","8,478,964,963.58","7,817,994,540.40","8,316,066,767.09","9,419,752,212.14","9,656,495,268.21","11,821,369,803.81","13,949,101,421.07","14,437,918,052.45","14,511,245,368.26","12,444,928,597.16","9,653,210,383.75","9,781,449,891.51","10,229,147,388.89","12,783,505,862.05","13,388,498,448.34"
应付账款,"1,658,837,528.43","1,807,432,204.09","1,844,080,177.23","1,903,290,978.22","1,873,064,678.85","2,163,049,487.93","1,970,965,812.90","1,880,760,587.84","1,668,806,215.00","1,727,676,897.09","2,265,249,900.80","2,581,606,949.85","3,013,349,275.81","3,058,734,555.63","3,173,786,211.80","3,357,808,730.61","3,560,498,128.77","3,806,767,018.57","3,858,419,401.29","2,673,625,796.37","3,590,675,325.14","4,065,883,074.89","3,989,083,777.68","3,415,163,951.00","4,840,734,575.41","5,241,471,977.01","4,710,836,056.31","3,847,033,724.66","4,278,057,727.90","4,938,265,989.30","5,307,138,382.53","5,026,588,542.48","5,727,816,525.21","6,633,777,353.44","7,224,507,037.82","8,071,346,137.34","8,260,222,524.04","6,897,293,243.73","7,033,186,322.63","7,379,542,023.25","5,524,752,235.90","5,576,482,267.99","5,741,633,223.38","7,068,483,135.12","7,026,555,986.15"
预付款项,"160,477,983.79","131,727,971.36","205,290,142.61","235,299,732.08","257,357,356.62","149,941,439.01","188,285,726.25","254,059,199.71","171,063,049.33","197,379,775.72","179,316,911.46","114,235,084.78","165,795,895.86","159,302,928.62","209,623,350.55","203,658,199.43","292,304,704.71","176,648,628.39","202,460,548.81","179,925,076.97","163,775,813.68","208,304,729.72","237,527,092.25","141,082,512.51","275,137,736.33","223,340,359.66","272,646,014.57","221,480,384.83","366,423,857.39","353,875,003.78","278,090,354.81","193,798,938.03","266,971,371.80","257,147,769.43","295,344,593.27","204,092,258.72","213,260,105.45","230,401,157.31","171,897,833.84","142,348,225.44","155,361,094.89","170,368,311.74","134,972,384.07","74,919,529.40","156,491,135.42"
预收款项,"220,942,664.02","267,658,577.73","306,733,462.08","338,590,325.06","245,759,270.37","204,876,821.61","241,533,155.73","270,327,768.84","307,334,709.80","270,187,376.50","301,778,339.53","308,053,766.13","351,498,603.31","372,862,073.39","430,041,648.57","490,929,452.01","379,483,310.65","471,073,004.58","495,557,554.55","450,717,960.46","532,407,321.82","584,920,764.62","486,721,148.64","349,895,051.94","422,523,934.70","459,603,578.66","440,584,078.48","328,037,486.48","355,932,019.76","363,516,649.30","384,100,247.49","395,031,409.93","358,075,377.44","358,187,385.71","851,563,176.36","603,034,779.07","458,451,047.77","520,334,622.31","562,711,066.56","711,825,645.49","571,411,293.22","564,522,576.05","604,654,519.30","556,266,317.54","501,868,860.42"
