科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
未分配利润,"36,466,550.66","45,155,865.86","55,790,426.53","63,941,954.30","64,483,418.43","74,880,884.77","84,586,734.17","94,211,867.63","98,120,008.18","90,653,788.90","109,329,953.67","93,557,316.54","104,178,182.22","109,664,397.33","125,360,430.10","132,341,385.03","114,775,734.42","123,511,144.12","129,767,352.98","115,796,499.67","116,417,620.56","143,970,929.17","154,766,831.49","145,587,769.47","144,466,875.07","164,161,085.84","186,520,428.36","175,291,054.29","151,011,659.68","167,501,205.64","190,031,584.11","178,320,048.24","162,393,956.45","144,198,330.00","217,263,583.44","205,991,773.86","186,240,731.49","225,280,101.94","224,893,195.94","228,540,457.64","224,773,851.46","275,059,044.70","292,216,185.20","296,245,401.45","304,374,308.47","309,912,604.33","362,947,225.41","346,276,824.54"
长期待摊费用,,,,,,,,,,"17,000.00","335,857.05","304,370.46","502,886.65","722,208.40","2,497,861.14","2,152,557.77","1,904,257.56","1,846,389.72","1,559,489.24","1,778,738.37","1,324,820.36","664,919.70","1,088,185.27","511,863.82","925,439.42","3,156,964.40","1,559,663.87","2,249,853.79","2,250,783.88","1,802,561.11","1,408,045.13","1,871,047.84","1,758,087.87","5,291,723.01","4,485,888.21","4,371,091.38","5,306,836.92","4,553,297.26","11,884,332.03","12,085,053.86","13,208,364.65","13,107,059.60","19,785,968.56","19,539,052.43","19,652,365.98","21,422,944.00","22,169,691.69","21,729,998.78"
少数股东权益,,,,,,,,,"-23,312.89","-62,416.10","14,973,091.52","14,803,402.45","14,675,803.44","14,389,623.70","48,973,918.42","51,319,475.95","100,565,371.81","115,411,174.95","116,140,585.03","115,350,910.64","123,713,390.47","125,263,324.82","126,866,092.19","128,370,505.70","137,460,607.69","137,847,340.39","141,422,918.53","143,203,244.72","140,340,700.87","146,970,194.96","158,783,950.27","139,292,594.82","140,825,910.61","113,684,231.31","139,967,847.29","141,116,561.37","158,612,738.44","161,212,602.13","174,354,930.72","190,957,171.33","164,125,402.69","148,314,721.25","258,534,097.13","242,258,323.39","191,201,291.41","194,885,585.18","216,778,428.48","212,285,826.85"
递延所得税资产,832.72,832.72,"497,497.65","497,497.65","1,184,433.40","1,417,993.96","969,905.12","969,905.12","1,305,705.33","1,306,766.81","2,027,586.15","2,027,586.15","2,073,906.08","2,073,906.08","3,246,906.59","3,282,017.02","3,976,191.71","3,948,940.86","4,428,867.43","4,413,139.11","4,571,924.23","4,727,938.41","3,910,466.25","3,984,184.05","5,131,209.25","5,226,317.12","6,413,647.24","5,273,297.43","6,033,065.55","6,015,420.67","9,251,124.38","8,484,599.40","9,032,512.49","12,937,808.89","20,200,410.62","18,685,827.82","23,693,160.33","27,269,832.27","30,419,273.14","30,992,842.21","39,197,718.51","49,508,140.70","46,937,744.42","49,631,387.18","48,006,001.05","49,867,867.66","54,667,847.04","57,945,892.96"
外币报表折算价差,"-1,703.53","-1,484.09","-93,326.14","-210,925.16","-314,907.30","-411,869.76","-336,866.81","-334,853.47","-343,483.47","-351,385.61","-351,197.18","-356,420.03","-463,294.23","-765,077.14","-1,033,823.83","-1,230,363.61","-1,596,472.25","-1,971,232.57","-2,252,354.16","-2,279,378.56","-2,153,678.90","-2,083,432.59","-2,332,405.85","-2,406,244.09","-2,817,711.18","-2,961,004.55","-3,212,162.14","-2,938,811.34","-2,937,738.80","-2,940,223.51",,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,470.00,,,,,,,,,,,,,,,,"6,941,600.00","6,941,600.00","6,941,600.00","6,941,600.00","6,941,600.00","1,678,482.41","1,373,287.41",,,,"47,960,385.50","58,933,422.11","8,368,044.19","21,872,067.62","6,598,799.28"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"35,017,889.25","35,679,444.98","55,736,459.28","61,404,507.53","68,119,586.96","73,729,631.67","78,778,342.54","82,437,704.95","88,399,106.24","96,422,411.29","187,573,498.58","194,789,023.25","208,918,927.32","221,025,803.83","290,127,498.93","312,646,557.35","424,400,887.06","476,179,513.02","546,903,284.52","574,022,179.01","612,738,834.46","615,091,140.75","653,610,994.99","671,041,699.53","699,830,617.66","704,677,499.79","790,107,743.13","1,047,287,068.53","902,609,182.87","805,988,446.77","819,927,719.51","809,910,810.72","804,728,711.68","1,965,030,656.81","2,154,911,338.66","2,194,532,748.28","2,377,263,064.94","3,510,644,152.07","2,594,736,018.90","2,597,710,931.48","2,752,247,649.38","3,017,149,556.58","3,349,535,235.52","3,382,932,406.39","3,397,375,431.76","3,459,215,903.95","3,067,022,641.23","3,051,721,954.44"
所有者权益(或股东权益)合计,"79,061,556.08","239,691,761.33","253,786,243.19","261,989,071.94","262,426,553.93","272,727,057.81","286,185,837.95","296,160,384.75","300,036,582.41","292,523,357.78","336,274,800.48","326,754,533.13","343,568,207.28","354,893,741.46","688,088,193.89","701,377,110.95","739,614,787.16","755,183,223.15","758,026,568.17","743,239,016.07","752,544,624.76","781,759,474.03","800,423,135.43","793,030,466.68","800,944,025.18","821,237,493.28","849,325,663.17","1,303,739,758.49","1,276,873,089.24","1,300,263,841.26","1,334,595,456.59","1,287,311,846.35","1,272,769,134.55","2,689,855,027.18","2,783,858,710.08","2,773,986,218.29","4,420,455,941.87","4,462,624,431.83","4,483,261,213.17","4,498,128,825.43","4,428,354,311.28","4,461,231,135.28","4,597,155,666.66","4,569,189,646.27","4,527,869,173.88","4,584,145,388.72","4,250,714,323.24","4,239,648,581.27"
资产总计,"143,743,086.10","289,915,857.52","319,776,449.01","334,837,309.04","337,302,028.00","354,296,362.24","367,644,497.42","408,826,317.70","415,320,798.91","428,319,931.79","482,943,252.02","473,516,262.92","515,353,473.50","522,274,009.91","919,006,522.77","959,405,930.88","1,122,706,164.51","1,129,533,653.02","1,245,100,096.61","1,215,563,995.18","1,344,023,091.28","1,359,502,338.19","1,439,933,610.13","1,432,247,636.05","1,496,349,778.74","1,527,915,079.23","1,690,750,433.94","1,846,506,582.28","1,793,819,095.84","1,853,413,077.97","1,893,148,715.48","1,796,133,993.53","1,816,700,417.64","3,520,019,335.08","3,791,803,200.89","3,693,980,706.77","5,298,027,537.35","5,418,416,518.74","5,632,264,485.74","5,589,030,662.33","6,042,468,795.73","6,509,971,990.68","6,685,512,088.51","6,673,581,474.66","6,720,489,681.87","6,856,389,045.88","6,549,499,619.83","6,138,463,617.04"
负债和所有者(或股东权益)合计,"143,743,086.10","289,915,857.52","319,776,449.01","334,837,309.04","337,302,028.00","354,296,362.24","367,644,497.42","408,826,317.70","415,320,798.91","428,319,931.79","482,943,252.02","473,516,262.92","515,353,473.50","522,274,009.91","919,006,522.77","959,405,930.88","1,122,706,164.51","1,129,533,653.02","1,245,100,096.61","1,215,563,995.18","1,344,023,091.28","1,359,502,338.19","1,439,933,610.13","1,432,247,636.05","1,496,349,778.74","1,527,915,079.23","1,690,750,433.94","1,846,506,582.28","1,793,819,095.84","1,853,413,077.97","1,893,148,715.48","1,796,133,993.53","1,816,700,417.64","3,520,019,335.08","3,791,803,200.89","3,693,980,706.77","5,298,027,537.35","5,418,416,518.74","5,632,264,485.74","5,589,030,662.33","6,042,468,795.73","6,509,971,990.68","6,685,512,088.51","6,673,581,474.66","6,720,489,681.87","6,856,389,045.88","6,549,499,619.83","6,138,463,617.04"
