科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"786,271,961.00","567,402,803.00","362,714,217.00","553,199,215.00","847,772,577.07","496,491,367.79","952,862,756.85","630,236,751.67","552,211,820.67","3,454,653,209.35","1,915,965,323.81","1,534,455,721.75","1,623,771,493.45","1,503,386,856.84","1,673,625,878.49","1,310,389,302.39","1,697,479,883.04","1,511,113,937.00","1,666,983,285.85","1,313,171,991.58"
短期借款,,,,,,,,"503,083,500.00","503,083,500.00","753,083,500.00",,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"12,383,650.00","37,850,000.00","47,901,453.00","48,111,454.00","27,263,566.49","8,800,000.00","31,300,000.00","46,798,892.39","51,978,141.39","44,048,178.39","50,480,316.70","77,687,961.51","64,456,213.96","47,058,756.77","25,958,860.14","42,383,677.98","34,853,314.65","51,028,000.00","118,779,538.00","132,948,848.71"
应付票据,"419,513,510.00","256,177,669.00","515,589,707.00","402,232,750.00","427,617,330.00","400,371,543.20","508,146,363.20","262,147,200.00","420,283,000.00","513,190,000.00","409,240,000.00","64,793,640.00","122,280,840.00","468,871,159.07","456,681,159.07","190,975,567.90","238,317,521.90","172,105,954.00","75,376,800.00","40,168,616.00"
应收账款,"303,467,786.00","538,517,479.00","473,647,407.00","468,371,957.00","423,938,677.64","540,716,172.55","524,379,265.44","447,016,015.28","427,266,353.58","439,019,682.88","558,008,331.19","671,132,433.25","700,815,924.84","729,634,415.59","937,068,439.57","1,096,822,158.42","1,236,351,786.47","1,270,160,317.36","1,579,008,628.14","1,835,612,144.40"
应付账款,"1,050,739,211.00","741,833,696.00","1,343,479,678.00","1,652,683,436.00","1,479,030,398.14","1,381,291,219.93","1,051,721,006.57","1,347,759,436.55","1,064,325,924.44","1,349,624,007.91","1,230,419,961.18","1,009,727,855.87","1,078,764,825.98","1,123,463,433.90","943,229,995.85","997,514,325.38","996,417,726.68","978,380,566.34","984,730,032.32","1,228,615,826.40"
预付款项,"8,374,768.00","15,273,220.00","20,053,501.00","21,949,148.00","15,671,810.84","8,691,198.11","10,962,087.23","6,670,304.68","15,976,954.45","6,838,171.32","14,407,929.60","14,309,367.91","12,593,918.69","11,661,227.97","19,006,923.12","14,849,003.81","13,361,647.09","5,486,194.62","14,958,682.76","24,295,855.77"
预收款项,,,"15,758,844.00","6,495,247.00","5,109,364.85","3,230,916.66","1,605,910.34","4,071,120.67","50,000.00","50,000.00","5,005,600.00","4,377,369.21","4,286,369.21","4,069,230.69","4,016,346.06","4,718,896.93","4,666,229.80","4,400,924.19","4,319,687.56","3,751,922.91"
