科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"690,513,878.61","1,343,067,096.12","2,036,986,258.02","2,933,702,853.62","948,870,059.00","1,770,090,740.11","2,737,510,628.83","3,622,472,692.95","974,769,793.26","1,789,643,522.58","2,869,852,234.98","4,115,694,413.05","1,409,824,143.34","2,637,387,856.58","4,131,698,878.26","5,622,064,477.69","1,916,611,704.77","3,478,460,807.90","5,320,905,422.16","7,125,653,010.60","1,921,580,092.78","3,337,991,428.08","5,094,265,010.22","6,889,460,447.50","2,271,122,489.46","4,137,281,725.73","6,309,123,886.56","8,383,249,626.61","2,597,184,476.34","4,642,903,746.81","7,165,393,933.38","9,534,643,945.84","3,006,733,799.97","5,379,574,852.09","8,278,621,743.61","10,909,686,625.90","3,133,161,846.48","5,751,920,817.78","8,831,589,881.34","11,947,123,201.12","3,946,557,740.55","6,909,466,633.07","10,496,638,285.28","14,187,347,425.77","4,887,002,505.38"
二、营业利润,"61,987,962.79","120,585,005.42","168,056,101.62","244,327,545.98","79,729,284.64","153,800,351.99","229,524,989.88","343,637,423.50","104,937,526.64","193,377,753.35","289,700,238.63","425,089,269.04","142,355,890.64","236,702,226.76","379,346,958.41","498,049,137.09","180,862,244.92","303,638,103.20","455,848,960.77","592,900,065.59","175,631,077.04","292,856,034.43","443,795,391.74","574,538,609.27","220,960,816.76","375,607,726.71","577,376,269.40","757,918,416.73","249,748,463.92","439,631,684.50","674,615,518.99","905,309,768.82","307,168,774.97","531,093,253.25","867,646,962.52","1,144,470,635.71","373,996,279.04","657,023,372.79","997,191,629.30","1,315,822,245.06","466,263,757.55","717,733,079.63","1,079,610,024.39","1,574,584,138.40","602,598,650.26"
减:营业成本,"483,136,840.17","973,161,667.58","1,498,759,961.88","2,148,775,148.03","659,435,870.07","1,278,392,611.24","1,998,835,580.30","2,620,554,181.21","641,973,107.03","1,207,313,239.52","1,967,777,388.40","2,838,977,342.47","993,455,551.94","1,875,365,183.00","2,960,460,127.69","4,050,296,293.50","1,358,295,682.66","2,496,676,794.86","3,860,633,717.89","5,177,587,426.20","1,344,332,758.29","2,373,210,048.51","3,637,694,852.53","4,883,816,910.98","1,617,435,886.88","2,972,551,661.21","4,543,607,402.73","5,990,546,429.84","1,809,225,118.50","3,272,332,302.56","5,105,893,650.71","6,766,783,798.59","2,119,536,321.05","3,826,621,021.75","5,917,522,087.81","7,749,205,984.68","2,157,873,063.11","4,012,799,751.80","6,175,639,591.20","8,299,999,071.78","2,717,483,854.10","4,834,039,606.04","7,393,683,346.59","9,994,038,739.03","3,368,719,350.77"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,810,158.74","3,776,975.54","5,121,444.57","7,217,348.55","2,433,264.62","4,757,380.09","6,301,645.77","7,305,027.34","2,040,258.54","3,704,731.77","5,804,095.99","6,621,860.05","4,097,861.54","5,830,719.33","8,684,846.00","10,972,986.42","16,459,457.88","24,407,095.87","34,822,886.76","43,677,795.95","19,520,447.21","29,020,536.37","41,485,117.62","48,244,928.58","16,333,377.91","25,593,022.23","39,989,896.65","53,068,388.01","16,757,113.97","31,104,137.97","44,771,399.71","55,817,139.79","19,175,132.04","33,897,319.04","51,272,865.10","69,393,906.78","27,721,130.62","42,812,300.27","58,670,601.93","90,080,740.53","35,272,498.38","54,176,909.36","75,516,050.37","94,669,364.01","37,446,299.48"
营业外收入,"99,709.21","827,628.65","3,377,479.22","3,452,150.28","1,682,680.48","2,919,831.42","3,208,275.35","7,417,327.63","44,081.09","3,881,464.25","4,964,104.26","12,143,118.04","568,192.41","4,802,827.21","8,285,355.89","36,828,926.87","2,490,887.85","6,738,777.05","24,003,599.40","39,564,100.85","2,075,061.54","3,721,851.70","14,497,079.78","31,872,332.44","4,171,824.79","6,293,333.43","17,915,652.74","26,506,570.83","1,441,749.82","11,335,308.36","22,324,503.55","32,746,697.98","12,042,239.00","19,887,567.43","31,187,347.07","48,607,593.76","16,088,490.97","19,343,027.72","25,781,571.26","69,386,620.68","5,317,175.80","23,301,240.23","26,782,828.48","7,033,906.45","781,736.23"
销售费用,"106,272,099.56","165,486,439.29","249,988,993.84","379,371,992.24","162,661,336.31","251,513,552.56","385,578,417.64","477,767,391.53","181,704,858.07","309,947,876.49","483,065,903.81","687,519,974.52","217,259,193.58","407,145,518.23","603,220,413.89","827,871,035.56","291,216,610.65","524,425,749.36","796,400,481.17","1,061,192,999.81","317,800,476.48","548,386,013.53","813,262,610.95","1,106,551,587.37","338,315,240.58","608,247,903.54","932,531,283.03","1,261,860,049.78","445,558,620.87","774,811,596.87","1,140,301,118.11","1,481,090,948.90","487,094,622.23","836,869,586.54","1,201,856,740.80","1,580,066,582.14","524,687,333.88","907,452,327.58","1,369,613,715.31","1,891,733,488.76","664,223,550.48","1,134,645,241.04","1,673,160,982.28","2,213,078,313.55","773,963,198.44"
减:营业外支出,"751,887.30","1,538,697.72","3,221,906.23","5,584,118.88","1,382,334.24","2,114,160.30","4,325,657.20","4,638,770.69","1,859,782.05","4,886,510.54","7,631,520.72","9,972,570.14","1,790,729.77","3,640,081.28","6,878,369.78","10,958,813.34","2,411,429.22","5,664,122.49","9,486,716.41","12,321,721.68","2,282,725.23","4,312,266.01","8,333,107.27","13,543,682.41","11,966,058.11","15,160,123.41","18,022,270.99","35,761,868.15","3,219,176.63","6,557,874.24","10,431,136.53","29,981,795.70","2,672,233.78","5,219,796.35","10,375,914.30","19,395,818.73","3,209,568.25","5,948,132.61","8,017,433.46","17,741,169.91","5,630,418.26","12,091,158.71","12,743,074.49","16,490,093.75","615,208.53"
管理费用,"25,540,101.48","58,575,355.19","86,368,594.91","122,649,947.50","42,570,323.77","88,724,436.45","136,604,138.33","206,713,755.66","40,166,571.46","84,763,348.36","133,366,139.19","187,356,884.35","43,772,504.40","98,140,658.66","155,745,047.87","216,252,564.03","51,136,235.21","108,622,455.31","156,485,513.29","212,566,272.23","55,369,203.65","110,992,321.62","176,397,203.68","251,720,840.92","67,891,314.53","145,988,493.90","211,361,935.00","280,696,194.51","75,980,856.23","157,525,244.25","232,568,064.92","324,558,437.29","79,904,826.98","161,745,534.05","248,331,379.33","367,200,921.76","80,391,177.23","179,836,717.36","279,135,592.46","388,306,153.91","80,396,259.32","193,325,749.99","298,600,011.57","415,194,235.98","121,047,571.00"
其中:非流动资产处置净损失,,"-32,668.80","689,429.81","1,456,919.95","377,838.13","-173,332.02","-53,130.82","1,149,313.60","383,577.19","1,142,638.39","1,884,436.33","3,543,767.17",,"107,501.91","232,157.93","2,448,418.87","128,069.55","162,128.44","408,334.14","938,191.16","809,900.41","791,727.66","956,152.69","1,657,299.66","45,301.72","396,952.01","890,339.06","1,029,730.24","609,830.88","1,340,421.06","2,170,779.46","2,763,085.14","213,996.55","461,888.08","1,171,536.91","3,115,385.55","455,034.19","1,079,737.29","1,378,980.47","2,125,185.62","1,501,080.39","2,108,069.92","2,386,623.92",,
