科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
一年内到期的非流动负债,"20,000,000.00","6,300,000.00","605,591.04","601,370.18","605,591.04","675,689.05","675,689.05","356,305.10","189,839.68","469,148.00","292,869.38","112,005.07",,,,,,,,,,,"1,292,240.00","1,326,240.00","1,335,560.00","21,387,400.00","21,379,860.00","181,354,880.00","210,529,740.00"
其他流动资产,"133,246.69","15,713.27",,,"1,950,000.00","1,950,000.00",,"90,165,000.00","40,000,000.00","86,600,000.00","83,088,888.88","39,400,000.00","186,371,500.00","338,834,688.31","154,871,590.02","273,472,446.79","394,596,045.37","603,607,462.70","360,561,596.64","141,291,891.93","101,558,626.33","3,445,373.04","2,159,208.52","1,841,933.03","2,062,071.92","21,993,558.53","20,730,593.69","15,245,844.82","45,561,202.55"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199,750,000.00","199,825,000.00"
流动资产合计,"252,066,632.08","227,170,307.66","431,353,438.08","471,340,236.07","522,637,240.27","593,749,293.33","1,173,021,043.64","1,234,824,594.84","1,391,084,374.58","1,534,106,000.47","1,306,904,140.71","1,465,686,190.46","1,469,625,990.36","1,594,209,062.89","1,469,315,266.39","1,524,165,603.19","1,480,805,368.85","2,117,304,399.99","2,152,523,199.62","1,629,808,974.08","1,421,978,754.94","1,386,141,486.76","1,096,892,791.61","1,488,569,407.37","1,341,077,618.45","2,246,204,353.14","2,356,964,112.68","1,997,574,516.99","1,678,780,513.24"
流动负债合计,"132,182,420.46","211,367,330.48","123,642,167.80","74,088,600.45","62,855,011.41","77,779,801.99","93,589,157.80","73,909,710.96","147,740,376.59","196,645,579.22","212,360,060.29","244,188,519.17","425,519,441.29","482,333,183.07","306,491,137.32","525,272,122.13","604,517,732.16","721,416,827.53","678,570,343.37","652,780,151.36","668,011,130.11","992,792,481.79","764,481,498.07","1,060,462,082.35","1,022,767,716.06","1,011,844,570.83","1,008,425,847.95","1,562,907,759.41","1,468,641,351.85"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,"69,974,300.00","83,118,080.00","97,887,172.96","107,093,870.12","107,846,460.05","155,486,538.42","154,877,683.48","152,860,548.69","140,167,422.82"
长期借款,"6,300,000.00",,"21,068,932.09","20,834,634.83","678,980.67","450,459.36","292,983.59","450,459.36","450,459.36",,,,,,,,,,,,"31,806,500.00","32,468,000.00","30,367,640.00","231,166,640.00","230,717,880.00","201,910,200.00","201,046,850.00","30,484,800.00",
持有至到期投资,,,,,,,,,,,,,"285,000,000.00",,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"459,816.70",,,,,,"1,500,000.00","1,500,000.00","1,500,000.00","21,481,797.00","22,011,855.97","22,333,770.68","22,268,443.72","23,565,326.72","22,086,336.72","22,494,544.96","21,045,702.70","21,006,688.50","21,003,734.91","32,167,588.81","32,615,519.58","21,369,075.53","21,487,694.10","765,241.67","770,634.21","797,883.61","870,783.28","1,173,705.31","301,149,870.47"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,"3,368,171.16","3,326,179.92","3,284,188.68","3,242,197.44","3,200,206.20","3,158,214.96","3,116,223.72","3,088,229.56","3,032,241.24","2,990,250.00","2,948,258.76","2,906,267.52"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,"185,989,900.00","177,481,719.48","243,750,978.92","367,252,056.99"
固定资产,"41,283,809.01","76,291,035.02","136,244,516.67","154,949,029.32","157,725,163.52","169,693,299.96","168,009,186.74","176,889,650.96","177,321,544.42","221,577,490.03","222,270,755.11","239,628,448.76","258,930,516.44","372,374,744.86","381,490,099.59","383,257,642.97","383,365,586.94","394,675,653.79","397,455,433.40","396,968,013.43","391,319,970.83","465,970,340.55","483,681,033.89","615,294,263.95","603,838,018.88","635,226,032.99","623,823,502.74","618,619,904.28","611,295,031.90"
递延所得税负债,,,,,,,,,,,,,,,,,,"337,179.58","337,179.58","337,179.58","337,179.58","495,201.71","495,201.71","591,390.98","591,390.98","595,548.42","595,548.42","626,075.24","618,851.28"
在建工程,"35,709,186.87","27,618,276.32","21,054,809.14","14,834,041.90","24,678,886.89","34,869,278.44","48,686,402.47","60,421,469.63","71,841,046.04","88,382,084.52","104,869,108.15","94,023,037.71","98,662,452.83","54,730,499.45","61,893,500.53","81,345,488.85","114,002,529.30","160,872,683.79","144,978,259.77","159,153,153.50","181,990,020.65","196,230,273.61","161,623,913.19","72,209,062.47","99,821,049.20","71,330,604.23","78,156,391.59","92,085,762.89","125,694,891.06"
其他非流动负债,"252,000.00","2,852,000.00","32,081,500.11","34,775,583.45","36,821,145.23","36,717,966.79","36,607,158.46","36,496,350.13","36,385,541.80","41,844,733.47","41,561,675.16","41,322,786.00","41,956,231.46","47,909,701.88","46,932,478.58","45,955,255.28","44,978,031.98","45,792,780.85",,,,,,,,,,,
工程物资,,,,,,,,,,"361,428.49",,"4,442.35",,"2,873.12",,,,,,,,,,,,,,"2,092,307.67",
非流动负债合计,"6,552,000.00","2,852,000.00","53,150,432.20","55,610,218.28","37,500,125.90","37,168,426.15","36,900,142.05","36,946,809.49","36,836,001.16","41,844,733.47","41,561,675.16","41,322,786.00","41,956,231.46","47,909,701.88","46,932,478.58","45,955,255.28","44,978,031.98","46,129,960.43","44,960,682.23","43,791,404.03","77,098,625.83","78,148,869.76","74,879,231.56","274,560,642.63","272,840,854.42","437,950,937.97","426,877,615.95","321,113,560.69","417,373,954.84"
固定资产清理,,,,,,,"-62,000.00","1,329,421.25",,,,,"-3,491.45",,"1,277.14",,,,,,,,,,,,"49,139.72","49,139.72","187,492.76"
负债合计,"138,734,420.46","214,219,330.48","176,792,600.00","129,698,818.73","100,355,137.31","114,948,228.14","130,489,299.85","110,856,520.45","184,576,377.75","238,490,312.69","253,921,735.45","285,511,305.17","467,475,672.75","530,242,884.95","353,423,615.90","571,227,377.41","649,495,764.14","767,546,787.96","723,531,025.60","696,571,555.39","745,109,755.94","1,070,941,351.55","839,360,729.63","1,335,022,724.98","1,295,608,570.48","1,449,795,508.80","1,435,303,463.90","1,884,021,320.10","1,886,015,306.69"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"1,000,000.00","5,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","400,100,000.00","400,100,000.00","400,100,000.00","400,100,000.00","800,200,000.00","800,200,000.00","1,080,270,000.00","1,080,270,000.00","1,080,270,000.00","1,080,270,000.00","1,080,270,000.00","1,080,270,000.00","1,080,270,000.00","1,080,270,000.00","1,080,270,000.00","1,080,270,000.00","1,080,270,000.00","1,080,270,000.00","1,080,270,000.00","1,080,270,000.00","1,080,270,000.00","1,080,270,000.00","1,080,270,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"18,500,000.00","10,090,724.07","10,090,724.07","12,460,724.07","12,460,724.07","12,460,724.07","709,404,724.07","709,404,724.07","709,404,724.07","709,404,724.07","309,304,724.07","309,304,724.07","29,234,724.07","29,234,724.07","29,234,724.07","29,234,724.07","27,927,305.84","27,927,305.84","27,927,305.84","27,927,305.84","27,927,305.84","27,927,305.84","27,927,305.84","27,927,305.84","27,927,305.84","27,927,305.84","27,927,305.84","27,927,305.84","27,927,305.84"
无形资产,"9,556,803.65","9,839,792.06","27,259,627.95","42,860,420.06","43,865,531.05","43,534,751.99","35,627,328.44","32,567,921.51","32,374,108.45","32,323,839.87","32,280,197.47","31,941,353.90","31,633,885.03","37,830,636.64","37,380,464.87","36,942,984.10","36,504,432.96","39,750,443.16","39,233,028.29","96,583,252.90","95,778,195.80","181,684,797.77","180,789,977.05","179,802,926.89","178,412,416.00","178,797,437.11","224,450,768.16","176,149,820.52","220,886,357.57"
盈余公积,"2,338,208.53","2,986,018.99","20,899,714.35","20,899,714.35","20,899,714.35","52,364,147.81","52,364,147.81","52,364,147.81","52,364,147.81","93,417,292.20","93,417,292.20","93,417,292.20","93,417,292.20","145,690,643.72","145,690,643.72","145,690,643.72","145,690,643.72","193,353,689.17","193,353,689.17","193,353,689.17","193,353,689.17","241,511,583.94","241,511,583.94","241,511,583.94","241,511,583.94","290,542,005.62","290,542,005.62","290,542,005.62","290,542,005.62"
开发支出,"3,155,000.00","3,155,000.00","3,515,000.00","3,465,000.00","2,117,500.00","3,339,850.00","3,693,100.00","4,544,710.00","5,133,395.00","5,384,595.00","5,465,695.00","7,232,745.00","9,066,545.00","46,213,993.09","56,899,136.03","68,995,563.40","74,147,034.74","86,122,565.12","95,693,476.51","100,714,444.87","112,236,073.60","114,022,633.55","121,123,970.26","133,436,701.23","149,558,327.34","172,681,805.73","195,571,570.09","216,045,403.89","253,036,832.39"
减:库存股,,,,,,,,,,,,,,,,,,,,,"112,135,800.09","112,135,800.09","199,891,652.28","199,891,652.28","199,891,652.28","199,891,652.28","199,891,652.28","199,891,652.28","199,891,652.28"
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"193,116,139.01","117,096,941.78","62,100,201.31","186,602,880.79","263,417,357.80","342,931,878.50","184,000,479.04","292,002,062.98","399,258,550.93","504,879,647.85","285,746,484.72","431,881,571.45","560,598,586.72","671,750,209.24","753,019,495.41","633,326,983.84","760,238,834.40","805,868,142.68","905,395,686.80","804,556,464.84","867,410,685.72","913,814,197.26","955,874,051.85","884,056,972.48","958,040,802.38","1,050,104,768.05","1,094,460,731.12","696,536,832.00","771,357,851.46"
长期待摊费用,,,,,,,"700,000.00","670,000.00","640,000.00","977,111.12","912,694.46","921,903.75","829,877.40","1,141,767.27","1,103,233.48","958,850.02","1,089,993.85","522,109.71","511,911.59","458,285.28","837,391.56","250,000.00","474,515.06","296,666.68","334,861.26","190,377.35","2,315,218.74","2,513,022.41","2,916,637.79"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,"63,767.02","48,037.91","20,352.06","6,498.15","72,433.37","49,875.14","28,113.64"
递延所得税资产,"1,769,116.37","1,871,056.26","6,086,038.60","6,195,827.23","6,108,611.80","6,312,856.53","6,312,856.53","5,064,896.87","5,226,308.16","11,533,214.53","17,349,405.49","17,771,595.57","18,942,609.58","15,005,635.94","15,912,655.68","15,956,983.02","13,416,899.13","11,796,223.25","11,949,535.16","9,759,563.12","10,354,157.15","9,369,445.23","9,533,432.24","14,027,306.02","10,999,712.38","23,508,969.42","23,911,448.21","29,119,164.78","39,729,364.23"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"9,688,403.32","3,447,548.00","4,369,809.29","16,017,583.36",,"31,205,648.27","38,870,732.95","46,914,790.25","60,583,023.91","30,164,415.78","30,526,384.08","40,771,404.71","36,039,446.83","312,113,922.00","315,556,508.67","325,632,068.53","539,244,999.63","39,497,787.17","63,823,240.35","373,712,761.77","483,549,484.75","766,189,853.84","772,898,498.30","762,854,099.89","917,365,723.59","227,093,751.78","79,407,722.47","500,344,561.37","488,833,957.31"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"101,622,135.92","122,222,707.66","198,529,801.65","238,321,901.87","234,495,693.26","288,955,685.19","303,337,607.13","329,902,860.47","354,619,425.98","412,185,976.34","435,686,095.73","454,628,702.43","761,370,285.38","862,979,399.09","892,323,212.71","935,584,125.85","1,182,817,179.25","757,612,325.65","777,974,799.90","1,172,801,252.36","1,381,897,311.36","1,841,404,706.28","1,852,658,422.01","1,888,896,362.64","2,072,035,432.47","1,468,145,641.88","1,386,424,478.48","1,794,001,600.29","2,186,804,125.82"
所有者权益(或股东权益)合计,"214,954,347.54","135,173,684.84","453,090,639.73","579,963,319.21","656,777,796.22","767,756,750.38","1,345,869,350.92","1,453,870,934.86","1,561,127,422.81","1,707,801,664.12","1,488,668,500.99","1,634,803,587.72","1,763,520,602.99","1,926,945,577.03","2,008,214,863.20","1,888,522,351.63","2,014,126,783.96","2,107,369,937.68","2,206,966,973.92","2,106,038,671.05","2,058,766,310.36","2,156,604,841.49","2,110,190,483.99","2,042,443,045.03","2,117,504,480.44","2,264,554,486.22","2,308,085,127.26","1,907,554,797.18","1,979,569,332.37"
资产总计,"353,688,768.00","349,393,015.32","629,883,239.73","709,662,137.94","757,132,933.53","882,704,978.52","1,476,358,650.77","1,564,727,455.31","1,745,703,800.56","1,946,291,976.81","1,742,590,236.44","1,920,314,892.89","2,230,996,275.74","2,457,188,461.98","2,361,638,479.10","2,459,749,729.04","2,663,622,548.10","2,874,916,725.64","2,930,497,999.52","2,802,610,226.44","2,803,876,066.30","3,227,546,193.04","2,949,551,213.62","3,377,465,770.01","3,413,113,050.92","3,714,349,995.02","3,743,388,591.16","3,791,576,117.28","3,865,584,639.06"
负债和所有者(或股东权益)合计,"353,688,768.00","349,393,015.32","629,883,239.73","709,662,137.94","757,132,933.53","882,704,978.52","1,476,358,650.77","1,564,727,455.31","1,745,703,800.56","1,946,291,976.81","1,742,590,236.44","1,920,314,892.89","2,230,996,275.74","2,457,188,461.98","2,361,638,479.10","2,459,749,729.04","2,663,622,548.10","2,874,916,725.64","2,930,497,999.52","2,802,610,226.44","2,803,876,066.30","3,227,546,193.04","2,949,551,213.62","3,377,465,770.01","3,413,113,050.92","3,714,349,995.02","3,743,388,591.16","3,791,576,117.28","3,865,584,639.06"
