科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"54,509,883.56","66,239,113.48","49,068,454.26","49,884,075.14","392,873,154.62","366,682,345.89","315,704,086.00","280,019,607.41","285,930,030.83","256,457,064.09","228,415,601.20","232,995,089.59","263,842,853.75","259,461,124.61","207,483,607.35","232,592,206.92","314,710,782.00","412,328,035.58","531,731,321.73","466,746,348.71","269,315,525.25","407,595,370.10","356,154,760.31","987,382,500.59","393,037,393.52","649,191,384.47","571,548,954.30","810,699,949.96","927,239,804.86","804,578,574.57","529,982,755.77"
短期借款,,"5,000,000.00","10,000,000.00","20,000,000.00","20,000,000.00",,,,,"98,658.48","98,259.40","96,918.56","206,587.69","337,911.91","244,340.09","339,832.55","348,774.58","327,002.21",,,,,,"319,750,000.00","670,000,000.00","748,500,000.00","744,500,000.00","1,304,500,000.00","1,787,409,000.00","1,899,409,000.00","1,730,495,110.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,"373,309.00","4,000,000.00","2,757,934.17","200,000.00","2,235,329.20","3,776,907.00","3,298,449.08","1,713,375.00","3,165,425.00","5,974,136.00","8,491,595.00","37,079,996.03","57,074,902.99","7,700,169.70","16,097,223.64","17,516,697.29","10,324,212.64","21,637,295.00","32,417,907.98","50,217,303.47","54,681,113.87","34,566,453.46","61,664,766.20","65,806,330.51","52,873,602.59"
应付票据,,,"14,447,068.50","34,596,855.93","58,896,896.51","102,149,244.95","90,078,659.37","63,584,821.62","75,959,565.94","110,504,820.35","115,423,265.55","69,457,866.10","112,380,641.58","115,549,945.81","91,719,943.12","64,737,463.46","86,644,957.62","81,981,585.92","149,346,485.40","138,271,039.77","106,534,922.11","122,903,583.24","226,972,714.73","136,854,867.28","162,517,442.73","173,591,603.01","214,376,652.85","235,561,975.54","236,154,341.23","284,504,306.73","157,629,633.72"
应收账款,"36,779,728.10","77,523,297.40","113,937,119.40","152,238,659.28","169,121,111.39","191,520,183.38","199,255,715.11","224,910,984.33","234,379,333.49","242,596,870.13","271,832,392.27","244,907,059.95","237,768,292.37","246,493,890.83","236,675,220.66","370,770,896.93","407,092,038.07","394,501,562.61","469,091,482.70","497,249,335.95","553,391,877.50","513,642,729.36","612,862,629.14","861,628,298.19","878,406,704.41","852,610,761.40","843,716,627.34","945,575,806.51","1,152,582,414.51","1,047,111,872.57","993,528,280.48"
应付账款,"46,971,971.21","75,710,048.95","106,145,058.85","143,580,338.35","170,808,167.32","135,347,324.59","107,267,153.23","130,600,907.31","150,237,245.78","155,398,018.97","123,239,579.75","147,726,067.74","152,197,962.24","148,768,311.16","109,730,588.72","173,500,813.97","176,826,743.47","222,357,746.46","223,808,028.52","227,128,289.89","262,546,534.96","238,820,999.56","260,758,930.44","375,701,866.44","320,238,061.41","387,794,670.42","363,656,166.35","395,828,574.40","483,880,710.67","474,872,143.99","448,829,905.47"
预付款项,"5,021,303.73","4,493,977.52","9,177,044.58","7,586,010.05","8,032,304.68","8,610,810.89","3,008,680.99","9,067,383.84","11,784,093.82","14,594,798.36","21,288,592.35","12,996,637.81","13,562,508.42","2,409,834.49","977,234.40","27,056,585.38","32,897,128.91","27,168,482.35","50,140,698.34","51,651,419.66","63,903,304.13","37,873,957.93","63,620,406.75","167,065,379.48","911,346,854.58","201,432,441.00","267,474,723.94","271,518,948.97","316,083,951.10","243,452,095.74","246,880,759.51"
预收款项,"19,705,007.66","29,488,528.73","31,174,823.36","36,578,078.42","34,477,962.04","31,696,184.11","40,609,492.55","73,476,041.92","82,609,894.59","62,643,488.62","85,096,562.57","83,035,585.41","64,223,807.27","41,616,906.30","31,322,550.69","56,057,097.37","99,734,178.12","107,756,052.51","123,062,151.95","89,329,593.32","82,424,457.02","114,977,942.28","119,196,639.21","208,067,632.05","204,657,735.32","192,520,011.18","229,296,910.94","250,703,860.80","259,448,318.17","239,657,914.35","233,561,334.98"
