科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"407,924,184.65","424,256,691.58","426,543,150.67","473,799,135.88","386,648,739.23","344,662,452.56","357,440,314.47","223,530,162.85","181,354,258.51","214,170,321.50","120,171,448.83","236,879,056.73","389,552,177.55","411,340,702.38","351,854,170.29","361,915,047.06","975,557,748.21","674,853,488.22","761,895,727.59","621,953,817.82","563,056,367.69","391,143,439.23","265,252,227.28","259,483,317.29","852,676,074.93","524,011,708.88","311,472,739.40","396,230,756.77","314,408,411.40","412,786,156.46","814,335,382.75","434,935,595.28","361,856,837.37","412,849,320.30","454,029,953.29","430,041,132.06","403,748,319.22","535,667,247.38","439,864,882.01","319,658,086.27","287,362,474.37","440,522,532.25","412,144,978.78","456,864,129.45","624,706,758.29","676,342,465.08","709,009,087.46","934,770,574.85","571,543,744.30"
短期借款,"402,518,314.12","319,550,000.00","377,937,525.57","407,139,746.93","367,077,525.57","377,251,920.88","359,149,564.74","284,251,104.42","273,000,000.00","312,000,000.00","192,000,000.00","269,000,000.00","264,400,000.00","140,000,000.00","100,000,000.00","90,000,000.00",,,"49,000,000.00","249,000,000.00","200,000,000.00","170,000,000.00","107,700,000.00","77,700,000.00","70,000,000.00",,,"920,000.00","920,000.00","190,000,000.00","637,750,000.00","400,500,000.00","425,500,000.00","375,000,000.00","287,500,000.00","397,500,000.00","307,500,000.00","559,500,000.00","612,500,000.00","267,500,000.00","311,500,000.00","356,500,000.00","431,500,000.00","234,000,000.00","630,000,000.00","520,000,000.00","495,000,000.00","462,000,000.00","367,000,000.00"
交易性金融资产,"20,465,304.80","23,181,844.01","44,751,145.09","37,852,238.00","35,542,772.76","35,684,330.57","21,048,680.85","15,687,794.38","25,483,788.50","38,921,104.72","19,627,391.67","20,245,162.39","38,004,730.36","14,091,300.00","29,603,015.67","1,025,200.00","14,847,140.04","10,139,625.00","9,953,675.00","8,235,850.00","9,047,421.89","11,340,858.52",,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"883,527.43","883,527.43","1,678,464.88","4,813,274.85","453,011.89","1,450,000.00","3,043,716.13","1,279,914.86","2,139,161.01","1,619,557.06","650,000.00","1,989,776.10","2,869,035.81",,,,"2,000,000.00","1,393,668.99","843,657.45",,,"800,000.00","8,125,000.00","10,711,222.65","13,531,630.71","8,864,448.00","500,000.00","26,432,840.00","34,063,853.59","22,964,773.92","33,365,687.11","25,766,650.62","8,864,160.45","21,633,612.39","6,728,050.00","15,846,011.18","8,160,519.51","9,385,386.08","14,564,149.19","15,220,000.00","20,030,000.00","22,695,369.72","30,914,765.51","25,528,440.42","38,151,235.62","39,517,746.70","49,214,644.20","55,462,604.99","66,865,383.07"
应付票据,"24,693,382.68","66,069,134.53","29,789,931.90","26,734,629.75","9,653,535.20","9,616,679.60","6,597,354.30",,"2,122,421.60","312,962.20","1,258,806.29","5,244,483.39","5,139,307.40",,"23,968.00",,,651.00,,"37,132,606.83","37,132,606.83","4,450,000.00","6,450,000.00","48,143,540.00","40,829,322.43","35,636,951.10","112,316,733.56","27,502,667.46","89,366,682.89","347,233,736.50","374,044,238.00","254,473,792.80","214,253,746.71","173,783,674.47","144,382,675.00","68,478,573.41","67,734,185.90","39,477,094.60","23,328,991.48","23,009,097.25","46,615,326.10","52,746,434.27","42,705,170.32","44,100,000.00","48,100,000.00","20,800,000.00",,"45,433,453.55",
应收账款,"111,142,523.75","138,875,960.54","158,404,968.94","124,222,024.44","111,359,543.80","108,660,401.32","118,520,115.39","47,533,392.80","33,771,372.61","37,149,600.43","34,904,656.27","79,152,489.83","93,056,567.06","14,413,422.64","15,520,909.97","38,309,840.31","23,977,556.40","81,787,437.19","82,251,710.18","94,909,006.16","90,256,750.00","49,948,108.01","113,149,529.92","107,319,243.95","112,927,286.37","174,623,733.94","165,054,741.15","120,760,180.95","142,488,839.94","179,879,029.39","309,723,268.91","247,635,775.04","391,334,289.66","372,739,979.95","341,539,453.64","278,498,701.03","371,704,432.03","390,037,205.38","333,837,512.86","322,865,070.48","308,604,776.06","379,833,000.18","392,828,374.32","355,115,098.67","373,296,188.67","449,333,956.18","422,446,940.90","430,012,935.22","420,928,319.44"
应付账款,"23,346,579.70","64,126,383.12","78,659,658.66","116,235,963.62","94,986,375.46","96,663,108.51","98,206,322.09","49,072,833.88","40,386,530.63","41,815,250.32","26,460,403.52","57,684,901.47","61,788,386.44","8,005,278.71","9,589,526.35","51,979,725.67","123,029,452.32","150,945,581.49","152,032,878.73","101,998,976.55","100,981,716.58","58,153,812.00","165,936,286.54","115,384,247.78","84,345,845.07","155,180,062.39","120,759,612.96","100,933,979.88","94,720,979.86","143,146,418.07","253,415,242.09","243,751,836.33","240,930,790.93","278,259,429.46","246,899,863.06","230,190,020.46","257,837,517.03","255,392,106.19","248,088,555.20","177,832,985.34","179,038,286.88","208,135,913.80","271,887,992.79","175,484,933.21","175,117,374.42","290,448,921.41",,"257,621,901.96",
预付款项,"66,366,927.32","88,671,885.79","158,635,639.28","42,201,313.10","32,944,533.16","62,482,446.58","24,531,659.03","35,203,473.56","47,462,185.96","30,391,614.23","18,396,717.75","16,717,426.76","46,465,680.05","77,104,358.97","78,746,148.23","52,622,938.74","39,106,040.46","69,424,305.81","74,937,129.49","33,757,101.71","38,164,494.36","52,422,039.67","106,440,890.36","99,880,329.04","70,661,904.62","117,564,402.32","222,580,820.74","137,402,595.70","201,935,434.04","405,455,159.63","392,731,728.68","182,867,257.55","195,392,127.35","184,021,234.53","143,066,258.54","75,136,796.39","92,003,421.39","57,666,519.58","52,511,788.97","29,120,233.68","54,901,613.44","54,744,607.48","89,983,078.05","35,731,318.96","103,575,652.21","40,187,282.45","146,131,404.24","40,029,610.42","73,665,673.78"
预收款项,"434,620,694.40","686,152,786.38","832,187,031.60","563,827,163.87","237,192,923.86","44,368,872.65","32,183,892.40","15,514,897.66","34,785,598.85","26,577,846.51","7,575,289.77","2,019,735.03","2,801,249.74","4,058,577.95","12,742,359.88","13,592,169.87","499,868.80","17,176,246.22","13,587,512.04","12,932,101.78","17,346,557.51","23,925,053.44","12,813,642.51","22,361,005.92","28,188,687.22","48,659,823.31","55,068,178.69","27,836,113.08","42,859,139.09","80,237,493.57","140,052,797.25","46,222,046.34","106,056,612.38","102,627,156.68","69,426,089.72","26,742,924.88","54,606,325.67","38,659,512.62","34,944,953.29","37,617,645.51","48,070,153.21","45,783,991.79","45,013,559.66","59,001,361.31","89,966,303.38","74,795,725.31","130,746,059.23","128,015,031.33","166,824,514.94"
