科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"89,643,539.63","110,487,558.97","114,055,513.62","122,503,837.53","394,256,090.36","161,405,995.88","101,264,895.17","200,920,867.93","145,119,691.85","131,817,924.12","189,389,254.97","245,559,437.06","104,915,050.62","111,229,220.49","311,198,317.03","286,408,578.31","284,022,414.21","70,069,961.05","171,293,862.98","199,909,159.76"
短期借款,,,,,,,,,"6,700,000.00",,,"33,586,712.71",,"40,000,000.00",,,"50,000,000.00","60,000,000.00","115,000,000.00","115,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,"112,016,534.78","177,207,627.41","198,386,338.85","295,383,272.15","400,163,763.70","422,684,647.42"
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,
应收账款,"7,852,546.59","3,619,146.23","3,230,812.91","3,148,651.50","3,083,889.47","3,665,815.27","3,516,472.17","3,899,495.22","3,050,731.34","4,563,674.12","3,139,730.71","4,910,887.45","3,998,873.84","6,911,998.58","63,630,027.19","66,673,900.91","47,739,362.90","45,101,436.77","61,668,711.87","49,830,404.66"
应付账款,"1,120,266.72","5,245,469.95","5,018,633.47","5,596,991.00","4,751,885.51","6,218,426.46","9,860,335.50","8,473,843.67","6,575,680.01","5,658,999.40","5,447,111.38","6,675,605.73","7,344,984.25","12,555,206.24","23,178,979.54","15,776,968.57","16,507,487.31",,"22,525,222.17",
预付款项,"96,580.31","545,053.85","1,283,234.75","932,098.57","605,022.25","1,629,983.86","4,514,398.55","4,818,214.47","23,075,561.20","17,037,423.78","9,857,362.89","29,766,349.97","21,235,750.16","17,614,482.91","18,952,604.04","14,088,393.83","17,035,513.66","131,064,911.22","19,021,410.18","5,637,799.50"
预收款项,"18,308,737.35","28,741,566.13","34,629,057.26","35,649,856.28","34,734,154.14","35,686,236.91","36,553,282.91","38,548,140.27","37,032,824.44","39,178,482.79","39,357,926.56","38,603,034.56","38,643,650.77","43,772,164.68","48,650,330.60","41,562,412.90","36,533,192.31","32,304,298.32","42,449,540.39","48,390,732.12"
其他应收款,"154,108.79","218,944.27","320,523.97","642,652.10","2,094,020.86","1,044,578.23","9,142,272.64","19,729,122.66","19,304,135.81","17,872,374.19","15,379,503.66","18,433,386.96","22,743,179.04","23,850,647.29","21,400,007.37","12,751,736.24","7,223,064.74","8,662,011.10","4,283,674.60","19,630,444.08"
应付职工薪酬,"2,750,243.28","5,309,334.26","5,440,574.24","2,453,459.57","3,997,095.71","4,272,154.07","2,998,970.31","2,899,627.92","2,933,462.46","3,073,146.40","4,943,404.11","3,271,153.55","5,343,407.67","5,216,975.75","12,659,355.10","4,846,994.85","5,586,241.14","6,211,342.84","14,576,427.60","5,808,804.57"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"1,110,845.08","2,188,137.82","391,017.62","427,501.59","39,481.87","3,830,670.64","2,086,491.40","3,755,079.21","870,384.72","4,125,681.18","4,949,357.65","5,937,820.42","6,547,358.88","551,744.07","21,930,697.97","23,674,676.91","10,006,701.98","24,246,383.58","34,347,581.65","38,460,548.90"
应收利息,,,,,,,,,,,,,,,,,,,"686,320.00",
应付利息,,,,,,,,,,,,,,,,,,,"675,693.56","167,378.49"
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"204,912.00","204,912.00","128,418.30","128,418.30","293,110.45",,"293,110.45","293,110.45"
存货,"6,133.09","3,974.49","2,536.21","2,590.89","2,683.48","2,564.72","2,279.82","2,406.72","1,903.00","2,599.71","2,605.29","2,370.57","2,813.89","2,665.99","2,677.02","2,414.93","40,315.90","40,013.86","39,828.13","39,851.92"
其他应付款,"1,130,959.76","1,741,349.68","1,142,719.31","1,344,249.57","2,602,459.19","1,049,710.51","1,397,308.68","184,677,055.74","186,692,074.72","186,904,964.41","163,324,844.40","162,518,859.35","80,623,633.18","78,984,109.62","450,544,698.15","428,214,135.64","419,048,050.75","401,882,949.28","241,541,243.63","229,347,942.54"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,
