科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"190,452,642.07","162,403,885.29","167,445,895.71","37,456,609.32","67,328,478.31","103,961,052.90","121,414,297.44","29,726,256.49","55,963,742.26","87,702,984.80","178,069,736.96","75,013,942.18","219,294,929.19","250,408,342.32","370,421,506.48","89,656,307.88","309,487,165.60","559,569,512.16","812,307,311.89","225,601,157.72"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"188,229,873.79",,,,"195,250,000.00",,,,,
收到的税费返还,"394,729.51","731,860.48","594,047.20","75,769.83","542,664.04","816,404.42","480,662.94","124,291.84","3,024,220.20","2,707,991.85","2,850,156.97","2,364,336.55","1,824,061.73","3,552,299.53","6,420,363.93","3,334,728.33","4,901,630.11","8,102,273.09","11,375,563.02","8,209,155.51"
支付其他与投资活动有关的现金,,,,,,,,,,,"2,624,000.00",,"435,608.00","23,637,608.00","435,608.00",,,,,
收到其他与经营活动有关的现金,"1,012,855.32","3,378,182.95","2,157,556.49","523,723.11","2,869,177.70","3,424,445.65","2,750,352.83","923,189.76","1,063,080.82","4,279,397.04","12,969,611.45","12,537,859.85","21,715,195.39","22,925,181.73","8,657,942.62","19,771,462.65","11,940,583.06","17,798,680.20","17,241,385.79","41,975,955.11"
投资活动现金流出小计,"531,989,792.53","187,205,138.15","592,660,460.41","144,862,970.51","254,537,938.31","459,860,778.59","658,505,244.48","137,865,887.82","314,139,758.03","427,143,761.50","681,183,386.94","46,339,019.82","320,352,414.15","356,290,026.70","345,090,896.81","18,469,981.83","27,608,498.43","29,779,043.57","42,664,356.99","-838,673.66"
经营活动现金流入小计,"191,860,226.90","166,513,928.72","170,197,499.40","38,056,102.26","70,740,320.05","108,201,902.97","124,645,313.21","30,773,738.09","60,051,043.28","94,690,373.69","193,889,505.38","89,916,138.58","242,834,186.31","276,885,823.58","385,499,813.03","112,762,498.86","326,329,378.77","585,470,465.45","840,924,260.70","275,786,268.34"
投资活动产生的现金流量净额,"-8,110,598.95","-15,773,140.32","-11,250,348.70","-144,939.05","1,111,150.14","1,807,250.03","-36,663,300.18","-802,810.62","-47,085,791.36","-81,257,850.68","-212,832,715.91","23,884,391.14","-189,915,116.76","-225,844,416.92","-213,557,537.84","-17,464,368.13","-24,334,062.28","-22,154,193.66","-39,354,071.42","838,673.66"
购买商品、接受劳务支付的现金,"92,860,461.59","74,432,805.95","46,493,978.63","16,461,384.56","38,394,360.89","47,777,838.23","51,710,549.11","8,580,951.99","22,355,007.45","43,559,568.72","121,150,713.87","61,139,492.42","207,807,884.04","190,950,505.37","257,953,612.31","65,165,112.03","200,008,069.89","316,086,300.66","447,290,944.01","123,204,066.90"
吸收投资收到的现金,,,,,"112,405,600.00","112,405,600.00","101,479,115.17",,,,"1,332,280.00","1,000,000.00","124,027,980.00","124,027,980.00","124,027,980.00",,,,,
支付给职工以及为职工支付的现金,"33,562,193.11","32,196,161.75","35,784,129.08","8,711,805.93","13,382,256.41","20,315,087.59","33,270,425.65","10,076,754.82","20,372,460.62","26,013,383.31","52,057,574.38","20,057,140.33","40,196,870.32","64,548,870.48","87,027,134.46","23,154,766.18","55,561,929.19","78,531,449.72","114,774,604.15","24,410,137.41"
取得借款收到的现金,,"166,230.00","264,375.00",,,,,,,,"174,000,000.00","15,000,000.00","183,100,000.00","182,198,487.95","332,596,750.00",,"96,992,720.02","122,262,590.88","225,400,361.73","110,000,000.00"
支付的各项税费,"19,854,045.84","22,445,091.90","17,680,227.93","3,320,783.00","7,044,937.03","12,246,809.24","15,099,118.29","2,049,890.79","3,480,071.37","7,207,808.17","13,471,037.62","10,259,185.07","25,074,682.10","28,145,689.84","39,070,706.04","21,034,319.38","39,883,277.86","65,557,024.44","81,428,458.69","33,328,879.53"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,"26,982,728.41","28,129.38",,"7,601.97","12,500,000.00","147,440.83","1,000,000.00"
支付其他与经营活动有关的现金,"22,118,214.05","14,818,114.86","15,406,998.00","3,634,390.11","9,278,230.33","16,101,879.04","13,408,788.11","3,505,999.93","11,177,211.40","15,179,942.03","29,805,475.97","18,778,572.16","37,877,548.27","66,616,642.99","43,341,281.63","28,762,014.03","21,810,170.38","43,634,523.06","57,164,701.84","80,144,312.46"
筹资活动现金流入小计,,"166,230.00","264,375.00",,"112,405,600.00","112,405,600.00","101,479,115.17",,,,"175,332,280.00","16,000,000.00","307,127,980.00","333,209,196.36","456,652,859.38",,"97,000,321.99","134,762,590.88","225,547,802.56","111,000,000.00"
经营活动现金流出小计,"168,394,914.59","143,892,174.46","115,365,333.64","32,128,363.60","68,099,784.66","96,441,614.10","113,488,881.16","24,213,597.53","57,384,750.84","91,960,702.23","216,484,801.84","110,234,389.98","310,956,984.73","350,261,708.68","427,392,734.44","138,116,211.62","317,263,447.32","503,809,297.88","700,658,708.69","261,087,396.30"
