科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"11,048,262.92","8,601,996.20","7,162,460.15","1,630,060.33","3,196,913.09","3,577,905.42","-1,566,436.66","178,994.79","-2,797,789.28","-1,932,288.21","116,761.49","1,909,847.76","4,350,402.86","5,790,253.94","7,617,007.57","1,355,045.29","3,026,510.56","5,109,212.18","7,575,718.85","29,272.54","7,047,255.80","8,785,444.33","14,663,103.90","5,699,181.66","5,872,932.94","8,847,491.72","4,267,143.51","3,879,510.73","11,734,411.58","20,566,207.51","29,659,135.52","18,728,354.21"
三、利润总额,"31,968,213.05","39,609,034.05","57,839,367.40","14,025,578.58","34,109,411.97","49,771,098.91","70,075,848.31","17,019,531.18","46,489,058.41","73,507,260.24","104,233,023.52","21,977,577.27","51,166,767.28","85,588,377.06","120,519,130.52","31,938,182.17","75,264,698.19","125,774,556.57","173,009,314.06","45,475,057.21","113,325,378.82","194,800,684.27","260,442,914.45","61,301,349.69","155,931,725.74","239,830,659.44","314,945,892.09","71,085,287.11","126,554,157.11","194,034,617.21","235,845,283.64","48,323,979.11"
资产减值损失,"-244,837.80","157,041.05","441,205.89",,"-344,032.55","-344,032.55","1,522,232.66",,"53,575.00","53,575.00","1,494,982.94",,"550,040.21","550,040.21","312,500.25",,"884,675.49","884,675.49","1,040,593.05",,"687,434.07","713,427.31","3,813,867.24","362,715.07","2,314,005.01","2,321,505.01","8,605,723.72","19,077.85","2,216,048.86","4,582,142.33","9,539,698.58",
减:所得税,"1,681,897.64","2,506,621.28","6,113,997.07","1,678,443.28","3,856,388.36","5,665,457.42","7,827,556.29","1,986,026.09","6,019,785.93","9,519,206.36","12,516,663.00","2,759,718.26","6,485,887.99","11,025,864.17","13,015,186.60","4,675,830.46","11,206,738.51","17,870,961.71","24,256,795.04","7,274,323.38","16,867,654.75","28,252,472.15","35,739,729.79","9,405,267.62","21,478,649.34","33,012,667.43","44,045,079.65","10,046,436.09","19,679,731.61","30,066,032.41","34,322,085.48","8,248,746.36"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,"-138,767.20",,"45,660.35","45,660.35","-20,078.66",,,,"2,872,141.08",,"-3,464,108.55","-2,186,647.76","-4,319,067.26",
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,"-356,315.68","3,257,038.17","-1,700,601.79","2,777,369.67","4,188,337.23","2,696,613.42","257,382.15","2,974,993.91","4,814,878.13","912,728.44","420,471.49","3,835,289.25","3,753,597.51","-779,985.37",,"808,267.14","1,591,205.97","2,378,220.91","10,330,772.69","16,595,615.29","18,992,071.85","25,528,507.05","254,198.05"
四、净利润,"30,286,315.41","37,102,412.77","51,725,370.33","12,347,135.30","30,253,023.61","44,105,641.49","62,248,292.02","15,033,505.09","40,469,272.48","63,988,053.88","91,716,360.52","19,217,859.01","44,680,879.29","74,562,512.89","107,503,943.92","27,262,351.71","64,057,959.68","107,903,594.86","148,752,519.02","38,200,733.83","96,457,724.07","166,548,212.12","224,703,184.66","51,896,082.07","134,453,076.40","206,817,992.01","270,900,812.44","61,038,851.02","106,874,425.50","163,968,584.80","201,523,198.16","40,075,232.75"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,"-356,315.68","3,257,038.17",,"2,777,369.67","4,188,337.23","2,696,613.42","257,382.15","2,974,993.91","4,814,878.13","1,243,228.44","281,704.29","478,683.93","396,992.19","-272,331.20",,"-25,741.23","-58,751.34","-110,834.90","9,186,683.82",,,,
归属于母公司所有者的净利润,"22,616,210.76","31,252,866.20","49,556,739.40","11,679,687.12","28,449,901.58","41,141,471.48","58,332,787.91","14,392,523.13","39,158,467.21","61,825,472.64","88,840,317.53","18,414,359.47","43,144,269.51","72,434,535.67","105,023,456.71","26,764,055.93","63,292,970.56","106,719,365.82","146,880,133.29","37,813,352.25","92,627,821.39","158,275,526.18","213,544,204.87","48,490,551.62","125,479,265.41","194,182,468.25","257,627,306.12","60,026,844.90","104,925,300.75","164,412,078.50","201,940,488.27","40,192,042.47"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"7,670,104.65","5,849,546.57","2,168,630.93","667,448.18","1,803,122.03","2,964,170.01","3,915,504.11","640,981.96","1,310,805.27","2,162,581.24","2,876,042.99","803,499.54","1,536,609.78","2,127,977.22","2,480,487.21","498,295.78","764,989.12","1,184,229.04","1,872,385.73","387,381.58","3,829,902.68","8,272,685.94","11,158,979.79","3,405,530.45","8,973,810.99","12,635,523.76","13,273,506.32","1,012,006.12","1,949,124.75","-443,493.70","-417,290.11","-116,809.72"
