科目,2007-12-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"17,725,149.83","21,352,173.02","15,471,146.87","15,681,487.17","13,834,250.06","14,394,416.26","10,601,112.99","9,605,654.02","9,726,979.52","9,031,896.07","12,015,274.82","7,370,536.12","26,580,005.15","8,264,134.56","8,371,844.09","11,909,148.39","8,560,480.60","17,336,421.29","16,975,728.09","16,269,471.34","23,149,715.76","14,045,598.44","220,184,751.14","22,010,142.00","15,365,779.65","21,128,958.22","31,696,349.88","41,660,641.15","23,473,636.97","34,668,644.26","381,869,154.69","623,719,314.08","277,454,052.85","146,937,686.96","144,771,009.16","146,485,618.69","139,176,996.17","144,842,363.78","146,485,169.36","284,387,186.03","306,699,534.56"
应付职工薪酬,"68,724.12","800,838.48","458,261.56","5,702,141.81","276,775.83","421,272.19","807,476.17","6,005,637.50","3,881,754.96","6,087,770.35","4,405,741.26","9,997,593.67","4,769,543.50","7,784,977.73","7,204,920.87","18,315,459.20","9,582,295.36","7,222,475.78","11,096,668.10","16,955,210.76","8,901,083.76","13,854,350.68","12,440,960.82","18,514,662.15","10,991,795.05","12,058,943.21","15,601,417.27","19,189,928.72","15,305,841.26","16,398,293.14","16,478,893.42","24,011,947.00","14,115,483.62","20,552,490.62","19,407,813.38","25,087,152.65","16,518,377.18","17,309,578.15","17,793,484.83","26,827,434.02","14,520,410.72"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-10,264,128.02","10,375,492.61","7,743,094.59","2,052,849.74","-310,414.57","12,881,814.53","13,556,984.80","34,475,107.33","13,630,777.33","24,808,603.84","20,052,092.27","54,159,325.35","-7,052,422.34","34,542,026.12","26,445,581.46","19,723,733.54","15,489,841.31","38,278,811.27","18,983,362.19","4,238,090.91","996,729.73","5,868,065.69","5,660,227.81","4,294,275.16","556,343.59","1,830,719.18","45,584,423.39","6,894,319.58","16,215,486.27","6,571,016.55","3,042,883.00","23,306,743.52","14,907,077.56","12,225,931.35","22,909,225.55","45,944,794.67","25,101,694.15","25,161,212.58","36,351,795.60","53,320,930.07","60,765,346.57"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,"380,308.36","765,214.08","764,009.02",,,,,,,,,,,,,,
应付利息,"92,150.00","155,230.00","60,800.00",,,,,"351,345.00","643,395.00","945,368.77","1,154,335.00","704,809.00","1,306,404.83","1,868,912.50","2,486,820.84","231,043.05","374,213.89","589,288.59","1,058,145.52","2,483,677.95","3,252,489.56","194,583.33","756,944.45","3,937,557.10","2,041,329.95","4,208,774.91","1,890,372.40","1,698,644.47","2,164,817.35","1,963,356.92","1,724,695.81","1,262,744.98","1,021,990.07","1,351,942.86","1,503,573.32","1,881,591.13","2,498,861.94","3,116,944.42","3,623,612.48","2,778,356.84","3,208,357.09"
应收股利,,,,,,,,,,,,,,,,"6,949.80","6,949.80","6,949.80","6,949.80","13,899.60","13,899.60","13,899.60","13,899.60",,,,,,,"111,972,000.00",,,,,,,,,,,
应付股利,,,,,"32,933,700.00",,,,,,,,,"1,483,500.00","1,483,500.00","1,112,625.00","1,112,625.00","2,370,375.00","2,370,375.00","1,580,250.00","1,580,250.00","1,580,250.00","1,905,679.59","1,905,679.59","1,905,679.59",,,,,"21,714,638.89",,,,"19,787,198.49",,,,"19,787,198.49",,,
存货,"125,151,730.02","195,408,043.01","44,649,898.51","136,292,480.18","129,275,232.53","33,641,642.09","147,345,372.00","159,446,267.68","178,777,958.74","143,344,422.43","146,905,786.20","231,275,390.83","267,789,855.74","60,968,621.02","70,537,373.84","301,274,630.73","301,884,283.74","476,173,595.57","640,352,450.47","682,075,847.38","722,237,554.95","824,942,640.72","810,320,831.71","995,184,112.47","1,090,914,879.79","1,134,783,457.52","906,903,017.90","967,396,789.62","865,191,715.49","767,473,503.63","859,932,401.30","790,410,917.63","822,209,776.53","955,186,197.49","874,992,065.46","859,178,802.30","876,397,412.68","766,621,073.63","826,444,096.72","1,010,781,282.12","990,920,164.59"
其他应付款,"60,899.28","5,382,199.31","2,550,962.14","1,952,297.04","2,657,821.77","1,191,216.30","21,273,780.13","21,647,037.21","21,187,184.68","53,824,996.62","57,662,241.45","41,841,157.64","411,760.26","26,703,623.52","28,475,824.12","39,308,728.80","31,876,283.04","30,823,697.13","36,718,299.94","6,041,187.26","14,585,945.54","14,346,468.75","21,368,023.19","17,455,844.85","11,734,915.84","438,237,279.91","216,928,564.52","214,772,776.44","177,513,632.84","200,383,985.49","187,984,777.38","177,509,820.50","211,698,299.97","214,425,527.38","206,447,184.83","610,095,297.69","621,665,632.17","711,164,099.02","611,066,468.05","627,454,953.22","637,588,807.26"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,"70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00",,,,,,,,,"180,000,000.00","165,000,000.00","215,000,000.00","160,000,000.00","330,000,000.00","295,000,000.00"
其他流动资产,,,,,,,,,,,,"35,000,000.00",,,,"5,340,248.60","5,340,248.60",,,"109,397,955.67","5,374,227.89","457,126,239.52","399,825,014.09","27,682,502.35","23,323,911.95","34,271,350.75","214,648,194.39","117,284,858.00","53,060,895.12","54,020,552.50","117,726,889.97","160,029,822.52","73,981,692.87","164,841,726.23","82,600,106.76","175,576,664.21","289,273,080.56","234,283,313.12","168,195,523.02","312,062,143.58","108,162,754.40"
其他流动负债,,,,,,,,"28,060,000.00","28,060,000.00","26,840,000.00","26,840,000.00","25,160,000.00","25,160,000.00","23,710,000.00","23,710,000.00","22,260,000.00","21,535,000.00","20,810,000.00","20,085,000.00","27,060,000.00","26,335,000.00","25,610,000.00","24,885,000.00","24,160,000.00","23,435,000.00","22,710,000.00","21,985,000.00",,,,,,,,,,,,,,
流动资产合计,"535,735,316.21","688,169,730.58","911,663,419.42","1,053,810,223.66","1,133,536,964.72","1,062,152,884.32","1,134,277,988.54","1,200,425,098.43","1,159,663,925.89","1,192,322,407.89","1,467,983,864.55","1,561,229,685.09","1,538,566,002.15","1,354,742,504.20","1,459,008,915.76","1,459,435,263.33","1,531,364,248.03","1,613,145,815.37","1,605,445,881.27","1,579,900,925.39","1,601,595,977.01","2,203,283,542.02","2,469,414,856.77","2,218,574,192.58","2,140,192,833.37","2,072,106,902.15","2,135,329,149.91","1,818,173,462.65","1,608,438,349.59","1,821,386,744.99","2,184,228,544.59","2,352,346,447.06","1,943,205,022.14","2,223,676,755.16","2,212,077,859.95","2,192,672,835.55","2,253,818,663.51","2,241,280,616.40","2,328,962,474.00","2,769,158,372.73","2,307,057,376.99"
流动负债合计,"524,818,646.33","660,032,804.18","412,697,837.29","554,927,409.93","633,948,706.93","549,545,904.71","608,492,478.94","713,732,213.53","658,625,788.57","751,430,675.03","918,700,051.08","852,386,227.85","905,106,508.84","720,848,122.43","789,365,223.57","803,753,144.65","865,028,470.11","950,816,637.04","946,334,993.58","950,291,205.62","950,601,893.76","696,635,099.01","983,322,368.68","1,586,577,100.91","1,528,127,723.29","2,304,341,755.21","1,958,067,687.05","1,486,982,549.00","1,551,885,038.92","1,768,133,394.39","1,752,940,973.89","1,524,805,101.58","1,551,875,775.70","1,909,794,020.29","1,895,556,295.79","2,301,185,076.22","2,418,761,618.88","2,585,247,705.61","2,578,458,767.83","2,869,399,203.02","2,775,023,043.67"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"436,668.60","436,668.60","436,668.60","41,936,668.60","436,668.60","436,668.60","390,436,668.60","390,436,668.60","391,641,623.97","91,491,623.97","185,711,518.97","186,611,518.97","283,424,955.37","291,537,455.37"
长期借款,,,,,,,,,,,,"100,000,000.00","100,000,000.00",,,,,,,,,"30,000,000.00","150,000,000.00","100,000,000.00","100,000,000.00","150,000,000.00","180,000,000.00","430,000,000.00","440,000,000.00","456,000,000.00","470,000,000.00","470,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","810,000,000.00","775,000,000.00","725,000,000.00","701,667,984.58","725,000,000.00","710,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,728,416.55","49,751,287.39","49,774,412.34","49,797,791.42","49,820,353.36","49,844,301.33"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,"10,600,000.00","10,447,613.68","10,447,613.68","9,978,598.12","9,887,461.87","10,208,101.99","10,118,554.78","10,152,753.45","10,152,753.45","10,114,526.57","98,904,989.44","12,272,447.67","12,398,972.69","16,019,776.97","16,019,657.45","16,017,045.18","16,333,262.27","16,545,396.37","18,047,133.00","21,740,890.11","82,314,929.70","848,284,545.36","865,955,375.01","1,747,193,035.74","1,831,131,737.84","1,902,502,449.10","1,908,606,564.66","1,885,700,111.24","1,479,968,281.95","1,184,923,340.65","1,618,953,316.04","1,313,476,167.06","1,340,247,903.22","1,488,788,525.73","1,821,756,463.64","1,901,777,346.87","1,957,672,268.93","2,073,040,026.12","2,113,417,161.36"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,"2,579,362.56","2,540,009.34","2,500,656.12","2,500,656.12","2,421,949.68","2,382,596.46",,,,,,,,,,,,,,,,,,,,,,"2,036,181.20",,,,,"88,522,101.39","87,591,304.72"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,"6,388,403.60","6,138,481.52","6,436,044.10","6,147,300.17","6,719,912.91","6,719,912.91","6,538,715.93","6,291,814.06","6,344,242.78","6,749,583.71","7,140,070.20","7,072,463.82","6,837,658.16","6,885,010.73","6,962,839.27","7,133,091.26","11,481,391.12","11,058,412.26"
固定资产,"153,859,219.78","148,933,990.60","185,739,182.71","213,335,079.91","213,881,866.60","226,522,829.16","242,357,158.38","390,346,265.87","390,184,691.79","396,654,539.16","389,904,214.43","385,511,657.30","378,818,918.52","397,077,492.71","387,983,877.44","440,632,905.78","431,184,257.56","432,573,850.47","441,183,492.47","505,265,972.82","498,976,441.17","514,946,978.83","492,963,668.36","543,402,474.87","546,301,632.83","534,296,459.60","521,956,187.88","531,432,176.11","527,546,961.14","516,843,019.37","511,776,327.30","558,693,341.82","543,299,789.09","564,199,171.97","545,869,870.35","594,363,426.87","574,749,839.95","557,553,931.68","545,393,799.09","555,159,777.25","541,868,216.06"
递延所得税负债,,,,,,,,,,,,,,,,"64,202.48","64,202.48","64,202.48","35,405.00",,"2,550.75","1,304,393.85","941,918.99","103,938.83","490,640.84","104,713.93","100,016.09","52,292,591.05","52,292,591.05","52,286,195.96","52,282,821.42","52,281,806.71","52,287,236.09","52,289,808.28","52,288,927.89","52,290,142.29","52,290,788.51","52,291,481.93","52,293,796.37","58,066,236.88","58,060,389.99"
在建工程,"31,942,183.89","67,981,479.17","56,389,499.52","70,703,624.99","81,709,001.59","93,769,230.15","100,475,123.88",,"789,647.79","2,550,000.00","6,173,679.04","15,558,377.38","21,802,974.51","19,537,378.40","22,182,667.01","68,201,453.65","88,009,516.94","103,954,329.82","99,751,957.94","102,756,216.88","100,961,430.72","137,935,035.44","169,193,375.12","201,881,372.20","207,602,925.88","218,876,795.66","247,821,381.99","310,740,097.67","375,648,571.82","426,575,566.02","449,579,880.71","422,942,362.14","453,853,888.86","427,174,585.51","446,140,343.01","718,969,895.62","763,921,985.37","764,296,503.83","839,437,354.48","1,035,779,903.57","1,366,667,837.99"
其他非流动负债,,,,,"29,000,000.00","29,000,000.00","29,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,"29,000,000.00","29,000,000.00","29,000,000.00",,,,,"100,000,000.00","100,000,000.00",,,"64,202.48","64,202.48","64,202.48","35,405.00",,"2,550.75","31,304,393.85","150,941,918.99","106,492,342.43","106,629,122.36","156,540,758.03","186,247,316.26","510,272,503.96","519,547,503.96","534,634,911.89","547,659,635.48","546,986,049.49","576,671,819.80","576,339,878.48","575,546,391.71","933,717,262.37","898,063,132.00","846,979,219.21","822,887,869.45","856,608,413.76","840,098,973.67"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"524,818,646.33","660,032,804.18","412,697,837.29","554,927,409.93","662,948,706.93","578,545,904.71","637,492,478.94","713,732,213.53","658,625,788.57","751,430,675.03","918,700,051.08","952,386,227.85","1,005,106,508.84","720,848,122.43","789,365,223.57","803,817,347.13","865,092,672.59","950,880,839.52","946,370,398.58","950,291,205.62","950,604,444.51","727,939,492.86","1,134,264,287.67","1,693,069,443.34","1,634,756,845.65","2,460,882,513.24","2,144,315,003.31","1,997,255,052.96","2,071,432,542.88","2,302,768,306.28","2,300,600,609.37","2,071,791,151.07","2,128,547,595.50","2,486,133,898.77","2,471,102,687.50","3,234,902,338.59","3,316,824,750.88","3,432,226,924.82","3,401,346,637.28","3,726,007,616.78","3,615,122,017.34"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"107,390,000.00","107,390,000.00","143,190,000.00","143,190,000.00","143,190,000.00","143,190,000.00","143,190,000.00","143,190,000.00","143,190,000.00","143,190,000.00","149,640,000.00","149,640,000.00","149,640,000.00","299,280,000.00","299,280,000.00","299,280,000.00","299,280,000.00","598,560,000.00","598,560,000.00","598,560,000.00","598,560,000.00","716,440,794.00","1,426,431,144.00","1,426,431,144.00","1,426,431,144.00","1,413,472,552.00","1,522,092,192.00","1,522,092,192.00","1,522,092,192.00","1,978,719,849.00","1,978,719,849.00","1,978,719,849.00","1,978,719,849.00","1,978,719,849.00","1,978,719,849.00","1,978,719,849.00","1,978,719,849.00","1,978,719,849.00","1,978,719,849.00","1,978,719,849.00","1,978,719,849.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,"75,661,752.20","71,927,524.61","70,542,161.14","74,344,040.67","69,107,062.14","67,804,552.93","60,810,152.49","56,440,057.99","58,728,339.40","61,304,086.03","60,786,278.69","58,069,207.59","56,520,324.38","54,908,491.63","53,324,747.32","52,544,030.23","48,381,148.30","44,063,616.27"
资本公积,"51,081,908.27","51,081,908.27","503,903,015.67","503,903,015.67","503,903,015.67","503,903,015.67","503,903,015.67","503,903,015.67","503,903,015.67","503,903,015.67","578,594,015.67","580,677,215.67","580,677,215.67","435,203,615.67","437,286,815.67","439,370,015.67","441,453,215.67","144,256,415.67","146,339,615.67","138,990,293.77","141,073,493.77","880,538,783.49","150,263,183.49","150,263,183.49","150,263,183.49","162,824,522.38","608,108,558.00","588,998,743.81","588,998,743.81","132,371,086.81","132,371,086.81","134,956,833.10","131,150,796.03","129,531,205.77","129,531,205.77","125,511,402.35","125,511,402.35","125,511,402.35","125,511,402.35","207,718,703.92","207,718,703.92"
无形资产,"26,780,323.09","29,211,688.15","29,565,413.10","29,334,242.22","32,537,304.67","32,022,733.78","31,582,303.59","32,417,535.77","32,110,873.45","87,431,673.50","88,664,711.02","95,024,117.07","95,712,714.45","101,828,903.72","101,454,648.95","130,800,617.61","213,584,965.38","225,193,225.08","245,124,910.55","241,255,830.54","240,120,179.56","264,545,332.47","283,811,409.62","285,922,028.93","279,522,226.44","317,704,195.25","312,899,353.96","312,217,143.44","310,672,141.84","306,657,633.25","301,474,444.13","331,842,413.19","331,528,079.13","325,278,883.81","320,502,003.74","717,330,935.91","713,829,100.47","703,662,771.39","685,364,129.53","659,524,447.27","644,100,062.30"
盈余公积,"5,899,326.89","5,899,326.89","5,899,326.89","17,901,034.76","17,901,034.76","17,901,034.76","17,901,034.76","30,366,698.51","30,366,698.51","30,366,698.51","30,366,698.51","44,664,018.20","44,664,018.20","44,664,018.20","44,664,018.20","62,565,968.20","62,565,968.20","62,565,968.20","62,565,968.20","74,434,822.65","74,434,822.65","74,434,822.65","74,434,822.65","81,450,684.22","81,450,684.22","81,450,684.22","81,450,684.22","101,635,065.74","101,635,065.74","101,635,065.74","101,635,065.74","114,070,956.64","114,070,956.64","114,070,956.64","114,070,956.64","122,601,240.02","122,601,240.02","122,601,240.02","122,601,240.02","139,943,200.00","139,943,200.00"
开发支出,,,,,,,,,,,,,,,,,,,,"20,255,031.02","25,410,007.56","16,391,627.77","25,787,059.20","35,703,939.36","43,504,856.95","26,718,438.19","16,360,550.80","33,577,024.32","33,567,836.91","37,071,006.97","50,341,187.07","6,945,022.02","10,574,015.65","7,674,177.95","12,286,982.29","1,679,207.36","4,789,741.71","7,844,332.72","6,316,483.24",,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,"27,014,681.36","27,014,681.36","17,766,988.30","17,766,988.30","17,766,988.30","17,766,988.30","17,766,988.30","17,766,988.30","17,766,988.30","17,766,988.30","17,766,988.30","17,766,988.30","17,766,988.30","17,766,988.30","17,766,988.30","241,790,600.09","241,790,600.09","241,790,600.09","236,276,450.08","236,276,450.08","236,431,320.55","236,431,320.55","367,088,005.96","367,088,005.96","367,088,005.96","367,088,005.96","148,578,544.18","148,578,544.18"
未分配利润,"51,681,971.59","103,059,402.91","130,360,960.73","159,860,460.34","146,321,130.14","183,518,863.22","208,914,855.28","241,727,977.07","252,895,601.74","258,337,186.21","284,184,032.62","333,092,304.50","346,898,375.79","363,553,841.42","390,684,846.99","462,217,933.22","480,134,786.89","502,100,664.13","523,911,300.30","539,155,702.87","555,683,890.82","597,012,551.91","576,062,864.69","587,780,571.46","597,231,511.84","628,574,421.28","659,726,153.92","655,490,348.89","661,405,921.65","661,332,152.73","682,534,739.35","691,171,684.80","697,347,496.05","707,337,591.18","721,836,626.91","727,178,670.41","746,821,233.07","758,835,556.78","784,621,889.20","776,586,134.88","793,621,823.02"
长期待摊费用,,,,,,,,,,,,,,,,"1,702,773.43","1,724,760.37","2,683,491.59","4,460,840.62","4,505,347.01","4,121,877.72","6,323,659.36","5,810,658.44","5,457,522.37","6,319,459.40","5,965,956.91","5,005,417.53","8,246,534.02","8,141,922.60","6,569,246.62","5,631,633.74","4,757,786.75","5,235,687.24","5,639,001.12","6,713,125.19","6,064,143.15","5,538,954.78","4,722,511.18","4,256,135.71","31,155,950.49","30,192,041.83"
少数股东权益,"9,255,348.23","9,287,437.94",,,,,"9,791,194.44","9,785,821.68","13,155,960.39","13,086,148.74","13,044,666.09","20,402,000.67","19,702,472.90","61,157,404.59","61,759,029.89","79,449,909.34","163,191,670.48","164,591,852.30","164,397,995.12","199,289,918.90","198,583,958.79","198,740,868.70","197,830,311.39","307,501,477.08","307,201,738.65","289,144,080.45","168,022,366.48","192,349,467.14","197,012,204.13","199,443,077.45","199,887,606.23","237,396,551.08","222,117,065.86","203,558,438.64","221,851,434.30","547,708,168.25","559,312,950.59","564,798,224.64","753,236,387.55","942,031,427.70","911,953,458.85"
递延所得税资产,"1,810,158.34","2,453,991.69","2,093,625.83","2,151,136.24","2,151,136.24","2,612,542.83","2,612,542.83","6,729,361.84","6,729,361.84","8,701,694.04","9,149,585.36","11,001,453.80","10,500,395.87","12,233,594.25","12,996,171.11","12,141,394.49","12,063,919.80","11,620,994.01","12,077,944.45","12,770,172.48","12,240,326.42","11,936,155.19","11,757,760.92","11,833,567.08","14,744,051.12","24,332,751.82","16,122,175.93","45,301,564.28","50,624,650.76","59,015,712.36","57,401,669.21","54,402,773.95","54,942,028.28","55,325,719.97","56,612,721.88","56,735,101.84","56,519,366.79","54,980,597.76","55,609,268.06","50,517,293.92","50,539,667.01"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,"-3,856.10","-4,042.18","-540,897.22","-769,700.56","-2,407,907.34","-3,897,020.94","-1,244,875.81",,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133,128,763.56","133,128,763.56","130,770,000.00","130,770,000.00","4,122,753.86","3,300,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
