科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,"6,906,793.70",,,,"8,270,000.00",,"2,803,367.09","45,816,764.13","34,356,094.78","37,414,087.45","37,414,087.45","37,414,087.45","71,249,755.28","229,658,677.23","237,282,237.20","228,568,856.65","231,444,500.00","4,696,785.55","39,679,191.92","36,886,280.08",,"10,982,634.36","18,844,772.48"
支付其他与经营活动有关的现金,"20,315,789.08","21,310,535.19","15,246,980.96","7,558,063.65","12,133,157.73","24,803,315.03","31,713,026.74","18,602,544.52","18,884,317.27","38,479,353.90","15,865,093.15","12,911,947.87","23,035,835.33","33,940,398.72","19,461,362.20","12,336,991.64","19,498,211.06","65,905,925.08","27,514,645.75","9,322,563.55","11,327,432.18","14,931,305.70","30,429,887.42","7,823,441.16","21,399,912.10","52,966,214.21","92,650,423.84","17,550,262.29","26,041,231.59","26,861,231.80","144,546,594.35","15,966,722.86","28,366,817.41","42,048,721.89","190,518,820.43","21,378,951.67","87,152,037.85"
筹资活动现金流入小计,"105,100,000.00","148,826,016.00","178,910,025.37","71,196,806.42","115,800,000.00","603,696,151.26","633,567,020.86","81,449,247.92","146,000,000.00","175,000,000.00","178,449,247.92","88,000,000.00","148,936,004.73","193,321,681.78","305,906,793.70","255,000,000.00","280,000,000.00","358,475,088.00","503,330,752.00","88,000,000.00","238,803,367.09","344,816,764.13","449,356,094.78","164,414,087.45","264,914,087.45","392,914,087.45","594,249,755.28","278,723,732.88","330,448,259.04","438,234,878.49","457,049,010.73","49,596,785.55","179,579,191.92","272,686,280.08","331,060,000.00","127,982,634.36","226,344,772.48"
经营活动现金流出小计,"126,934,991.71","216,147,551.52","203,866,061.83","83,529,669.71","159,583,759.33","204,847,076.84","328,379,381.24","96,161,844.97","197,632,451.88","282,225,043.60","371,777,933.84","93,990,169.02","201,925,834.89","255,873,213.49","312,490,397.47","109,859,102.04","205,037,482.61","420,815,714.88","402,262,340.80","155,423,208.61","236,660,715.63","333,958,245.62","394,050,559.16","68,711,731.65","203,428,850.62","286,350,604.43","405,521,485.46","64,235,175.78","173,902,269.07","234,467,447.38","418,562,594.74","84,058,617.49","239,903,233.16","407,605,253.34","662,588,827.42","165,456,835.75","389,805,851.93"
偿还债务支付的现金,"108,100,000.00","130,300,000.00","145,595,958.57","41,194,135.00","47,300,000.00","112,177,678.09","113,947,892.53","58,000,000.00","106,000,000.00","132,600,000.00","136,049,247.92","88,000,000.00","146,000,000.00","182,500,000.00","249,000,000.00","32,192,459.07","99,000,000.00","181,192,459.07","275,192,459.07","29,000,000.00","104,500,000.00","225,082,592.00","352,582,592.00","290,500,000.00","365,500,000.00","471,500,000.00","471,010,466.26","402,899,033.81","436,500,000.00","571,500,000.00","595,500,000.00","71,038,488.89","175,038,488.89","171,438,488.89","368,938,488.89","71,475,000.00","124,279,879.99"
经营活动产生的现金流量净额,"76,793,816.30","30,955,862.41","90,285,129.74","12,917,713.54","26,921,429.15","42,016,783.61","55,091,145.71","16,144,198.06","32,427,838.93","35,853,931.07","46,995,077.13","41,039,201.59","49,566,177.17","72,522,154.94","182,757,493.91","19,714,512.25","18,911,517.64","30,502,655.75","30,645,102.72","-19,968,416.22","10,610,966.45","42,938,632.07","128,798,923.04","32,849,732.11","46,506,283.29","57,272,552.78","63,944,034.62","11,537,644.64","17,508,077.89","27,677,080.99","50,661,145.40","-2,724,750.28","26,664,148.31","1,763,072.62","-53,477,995.90","21,941,741.94","20,866,266.19"
分配股利、利润或偿还利息支付的现金,"22,778,126.47","6,921,697.32","14,362,996.78","1,505,311.00","3,533,884.00","6,040,732.58","7,884,683.76","2,125,067.82","7,771,362.66","19,715,514.63","22,915,150.31","3,229,654.40","6,764,110.27","14,531,143.22","17,852,463.18","4,042,711.12","10,497,039.66","17,345,040.70","18,727,281.06","22,789,408.44","26,406,701.57","32,144,719.88","36,869,514.71","23,163,200.09","29,854,751.38","37,439,207.51","39,978,478.12","14,714,112.77","15,325,746.43","18,511,970.20","20,934,870.95","2,618,396.23","9,465,332.96","14,245,488.73","8,747,093.30","9,980,173.65","9,433,680.08"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,"486,200.00",,"20,292,369.60",,"216,812.96","482,089.96","1,959,773.00","1,400.00",,,"17,038,449.51",,,,"50,892,251.06","1,212,689.24","1,475,902.42","2,282,308.98","3,828,636.56","1,520,876.92","44,397,333.54","38,956,308.41","281,000,000.00",,,,,"1,470,179.18",,,"537,605.00",,"206,639,766.81"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,575.34",,,,"2,438.08",,
筹资活动现金流出小计,"130,878,126.47","137,221,697.32","159,958,955.35","42,699,446.00","51,320,084.00","118,218,410.67","142,124,945.89","60,125,067.82","113,988,175.62","152,797,604.59","160,924,171.23","91,231,054.40","152,764,110.27","197,031,143.22","283,890,912.69","36,235,170.19","109,497,039.66","198,537,499.77","344,811,991.19","53,002,097.68","132,382,603.99","259,509,620.86","393,280,743.27","315,184,077.01","439,752,084.92","547,895,515.92","791,988,944.38","417,613,146.58","451,825,746.43","590,011,970.20","616,434,870.95","75,127,064.30","184,503,821.85","185,683,977.62","378,223,187.19","81,455,173.65","340,353,326.88"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"1,435,000.00","296,000.00",,"20,000.00","20,000.00","56,000.00",,,,,,"20,000.00","20,000.00","19,273.50",,"5,000.00","5,000.00","5,000.00",,"6,300.00","6,300.00","6,300.00",,,,,,,"14,000.00","14,000.00",,,"10,000.00","9,000.00",,
筹资活动产生的现金流量净额,"-25,778,126.47","11,604,318.68","18,951,070.02","28,497,360.42","64,479,916.00","485,477,740.59","491,442,074.97","21,324,180.10","32,011,824.38","22,202,395.41","17,525,076.69","-3,231,054.40","-3,828,105.54","-3,709,461.44","22,015,881.01","218,764,829.81","170,502,960.34","159,937,588.23","158,518,760.81","34,997,902.32","106,420,763.10","85,307,143.27","56,075,351.51","-150,769,989.56","-174,837,997.47","-154,981,428.47","-197,739,189.10","-138,889,413.70","-121,377,487.39","-151,777,091.71","-159,385,860.22","-25,530,278.75","-4,924,629.93","87,002,302.46","-47,163,187.19","46,527,460.71","-114,008,554.40"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-2,474,984.47","-1,604,229.82","-118,998.73","-44,567.30","-311,661.93","-90,787.63","282,085.49","-27,880.00","67,239.14","-345,638.46","-561,994.50","-9,535.80","-336,066.02","-183,264.78","-512,600.15","-100,734.16","-254,791.14","-900,243.77","591,262.74","-13,834.86","-1,268,358.81","-1,140,133.54","-351,681.80","-397,471.83","363,739.61","-2,251,235.24","776,594.53","737,245.80","-1,428,128.42","-1,943,601.69","87,071.70","1,923,091.26","1,540,590.73","3,069,423.93","-5,118.35","1,069,707.04","-520,425.47"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,"786,244.55","786,244.55","786,244.55",,,,,"25,000,000.00",,,,"846,790,886.65",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"1,435,000.00","296,000.00",,"20,000.00","20,000.00","56,000.00",,,,,,"20,000.00","20,000.00","19,273.50",,"5,000.00","5,000.00","5,000.00",,"6,300.00","6,300.00","6,300.00","786,244.55","786,244.55","786,244.55",,,,"14,000.00","25,015,575.34",,,"10,000.00","846,802,324.73",,
五、现金及现金等价物净增加额,"15,516,859.36","15,867,263.50","37,264,935.59","28,554,572.70","74,924,383.14","453,171,363.87","407,101,567.25","-38,263,541.28","-96,099,569.56","-119,257,824.56","-148,230,655.97","29,988,775.99","20,746,634.19","39,169,562.26","108,079,380.10","203,767,917.01","150,418,500.30","117,088,409.02","91,943,597.17","-3,130,367.11","94,213,618.84","99,701,276.10","133,794,679.64","-120,688,862.87","-136,254,427.69","-117,105,475.18","-155,321,941.44","-137,571,558.31","-121,052,862.21","-151,861,003.99","-437,143,064.96","-27,073,609.66","10,685,981.13","69,519,053.25","166,357,216.97","55,080,398.09","-132,197,760.46"
购建固定资产、无形资产和其他长期资产支付的现金,"33,023,846.00","16,554,403.49","72,148,265.44","12,815,933.96","16,185,300.08","74,252,372.70","139,769,738.92","75,704,039.44","160,606,472.01","176,968,512.58","212,188,815.29","7,809,835.40","24,675,371.42","29,479,866.46","96,200,668.17","34,610,690.89","38,746,186.54","72,456,591.19","97,816,529.10","18,146,018.35","21,556,051.90","27,410,665.70","50,734,213.11","3,157,378.14","9,072,697.67","17,931,608.80","22,303,381.49","10,957,035.05","15,755,324.29","25,831,391.58","28,520,997.18","741,671.89","11,594,127.98","21,325,745.76","39,048,806.32","14,458,511.60","38,535,046.78"
期初现金及现金等价物余额,"1,897,124.32","17,413,983.68","33,281,247.18","70,546,182.77","70,546,182.77","70,546,182.77","70,546,182.77","477,647,750.02","477,647,750.02","477,647,750.02","477,647,750.02","329,417,094.05","329,417,094.05","329,417,094.05","329,417,094.05","449,954,105.56","437,496,474.15","437,496,474.15","437,496,474.15","529,440,071.32","529,440,071.32","529,440,071.32","529,440,071.32","629,510,853.96","663,234,750.96","663,234,750.96","663,234,750.96","507,912,809.53","507,912,809.52","507,912,809.52","507,912,809.52","370,769,744.56","70,769,744.56","70,769,744.56","70,769,744.56","237,126,961.53","237,126,961.53"
投资支付的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000.00","1,000,000.00",,,
期末现金及现金等价物余额,"17,413,983.68","33,281,247.18","70,546,182.77","99,100,755.47","145,470,565.91","523,717,546.64","477,647,750.02","439,384,208.74","381,548,180.46","358,389,925.46","329,417,094.05","359,405,870.04","350,163,728.24","368,586,656.31","437,496,474.15","653,722,022.57","587,914,974.45","554,584,883.17","529,440,071.32","526,309,704.21","623,653,690.16","629,141,347.42","663,234,750.96","508,821,991.09","526,980,323.27","546,129,275.78","507,912,809.52","370,341,251.22","386,859,947.31","356,051,805.53","70,769,744.56","343,696,134.90","81,455,725.69","140,288,797.81","237,126,961.53","292,207,359.62","104,929,201.07"
