科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"192,296,594.23","242,779,271.69","282,155,079.47","81,423,223.63","173,994,854.41","226,416,349.35","352,499,186.52","97,010,885.18","198,218,038.28","282,619,108.49","386,494,349.46","116,123,611.18","217,720,674.91","280,425,124.83","483,109,394.39","120,734,414.47","206,252,361.39","405,934,451.20","411,873,554.00","130,098,813.74","243,662,998.80","367,060,966.17","509,720,336.26","98,470,571.39","242,596,778.64","332,666,837.30","403,469,532.77","70,618,549.52","183,982,060.98","252,151,282.59","359,402,690.60","79,716,674.28","258,063,321.17","392,062,631.10","600,739,490.88","183,877,989.57","408,397,928.48"
取得子公司及其他营业单位支付的现金净额,,"9,969,284.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,"823,247.73",,,,,,,,"2,746,174.11","2,756,705.05","2,945,282.88","2,988,701.74","29,957.29","55,072.42","101,154.27","123,094.39","30,765.13","196,527.24","579,303.80","955,807.61","650,945.96","793,712.85","981,626.00","1,196,935.91","1,148,952.18","1,148,952.18","1,148,952.18","1,608,763.82","84,983.55","479,882.95","479,882.95","479,882.95",,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"325,000,000.00",,,,"540,750,000.00",,
收到其他与经营活动有关的现金,"11,432,213.78","4,324,142.24","11,996,112.10","14,200,911.89","12,510,334.07","20,447,511.10","30,971,340.43","15,295,157.85","31,842,252.53","35,459,866.18","32,278,661.51","16,159,585.32","31,014,632.10","45,024,960.72","9,149,795.25","8,809,242.53","17,641,566.44","45,282,765.16","20,910,795.13","5,325,213.52","3,412,156.04","9,256,607.72","12,173,338.33","2,439,946.41","6,544,642.42","9,974,693.91","64,799,051.40","4,005,318.72","6,279,333.80","8,844,293.60","108,212,285.72","1,532,209.38","8,024,177.35","16,825,811.91","7,891,457.69","3,520,588.12","2,274,189.64"
投资活动现金流出小计,"33,023,846.00","26,523,687.77","72,148,265.44","12,815,933.96","16,185,300.08","74,252,372.70","139,769,738.92","75,704,039.44","160,606,472.01","176,968,512.58","212,188,815.29","7,809,835.40","24,675,371.42","29,479,866.46","96,200,668.17","34,610,690.89","38,746,186.54","72,456,591.19","97,816,529.10","18,146,018.35","21,556,051.90","27,410,665.70","50,734,213.11","3,157,378.14","9,072,697.67","17,931,608.80","22,303,381.49","10,957,035.05","15,755,324.29","25,831,391.58","353,520,997.18","741,671.89","12,594,127.98","22,325,745.76","579,798,806.32","14,458,511.60","38,535,046.78"
经营活动现金流入小计,"203,728,808.01","247,103,413.93","294,151,191.57","96,447,383.25","186,505,188.48","246,863,860.45","383,470,526.95","112,306,043.03","230,060,290.81","318,078,974.67","418,773,010.97","135,029,370.61","251,492,012.06","328,395,368.43","495,247,891.38","129,573,614.29","223,949,000.25","451,318,370.63","432,907,443.52","135,454,792.39","247,271,682.08","376,896,877.69","522,849,482.20","101,561,463.76","249,935,133.91","343,623,157.21","469,465,520.08","75,772,820.42","191,410,346.96","262,144,528.37","469,223,740.14","81,333,867.21","266,567,381.47","409,368,325.96","609,110,831.52","187,398,577.69","410,672,118.12"
投资活动产生的现金流量净额,"-33,023,846.00","-25,088,687.77","-71,852,265.44","-12,815,933.96","-16,165,300.08","-74,232,372.70","-139,713,738.92","-75,704,039.44","-160,606,472.01","-176,968,512.58","-212,188,815.29","-7,809,835.40","-24,655,371.42","-29,459,866.46","-96,181,394.67","-34,610,690.89","-38,741,186.54","-72,451,591.19","-97,811,529.10","-18,146,018.35","-21,549,751.90","-27,404,365.70","-50,727,913.11","-2,371,133.59","-8,286,453.12","-17,145,364.25","-22,303,381.49","-10,957,035.05","-15,755,324.29","-25,817,391.58","-328,505,421.84","-741,671.89","-12,594,127.98","-22,315,745.76","267,003,518.41","-14,458,511.60","-38,535,046.78"
购买商品、接受劳务支付的现金,"81,402,354.18","152,932,942.05","149,056,181.48","64,218,789.16","126,147,302.34","142,888,340.74","249,365,758.70","67,504,235.95","154,474,408.27","203,168,364.99","294,463,076.92","63,081,399.44","139,522,688.82","158,748,681.24","209,159,875.79","76,468,812.58","144,940,782.90","295,611,050.91","291,688,213.65","121,869,780.00","178,563,867.58","250,625,209.96","273,142,335.48","30,498,355.01","133,823,794.18","162,495,968.20","221,584,348.41","22,563,300.68","102,480,601.78","143,541,347.15","188,409,463.02","44,872,490.29","150,104,547.80","266,550,481.35","326,180,539.81","96,245,860.27","212,337,882.90"
吸收投资收到的现金,,"82,826,016.00",,,,"456,129,130.40","486,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"7,080,502.39","12,650,793.33","18,691,842.88","6,875,976.43","12,460,271.35","21,155,559.68","28,679,970.14","6,684,047.47","14,564,879.90","27,620,030.85","44,449,341.26","14,645,354.87","25,056,971.01","40,426,716.73","52,999,320.75","16,348,621.79","29,985,059.13","42,826,483.14","62,398,057.30","17,632,432.53","32,582,510.77","49,849,187.09","66,551,931.59","17,275,143.03","32,931,757.40","50,448,724.91","65,579,499.28","17,830,077.87","33,018,925.78","48,548,148.63","67,617,525.32","18,041,554.50","45,024,118.79","73,463,617.12","107,994,494.70","31,851,427.02","59,302,305.30"
取得借款收到的现金,"105,100,000.00","66,000,000.00","178,910,025.37","71,196,806.42","115,800,000.00","147,567,020.86","147,567,020.86","81,449,247.92","146,000,000.00","175,000,000.00","178,449,247.92","88,000,000.00","148,936,004.73","193,321,681.78","299,000,000.00","29,000,000.00","54,000,000.00","132,475,088.00","269,060,752.00","88,000,000.00","236,000,000.00","299,000,000.00","415,000,000.00","127,000,000.00","227,500,000.00","355,500,000.00","523,000,000.00","49,065,055.65","93,166,021.84","209,666,021.84","225,604,510.73","44,900,000.00","139,900,000.00","235,800,000.00","331,060,000.00","117,000,000.00","207,500,000.00"
支付的各项税费,"18,136,346.06","29,253,280.95","20,871,056.51","4,876,840.47","8,843,027.91","15,999,861.39","18,620,625.66","3,371,017.03","9,708,846.44","12,957,293.86","17,000,422.51","3,351,466.84","14,310,339.73","22,757,416.80","30,869,838.73","4,704,676.03","10,613,429.52","16,472,255.75","20,661,424.10","6,598,432.53","14,186,905.10","18,552,542.87","23,926,404.67","13,114,792.45","15,273,386.94","20,439,697.11","25,707,213.93","6,291,534.94","12,361,509.92","15,516,719.80","17,989,012.05","5,177,849.84","16,407,749.16","25,542,432.98","37,894,972.48","15,980,596.79","31,013,625.88"
