科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"463,063,923.63","820,482,618.61","1,140,095,538.40","1,587,893,852.64","450,342,042.06","808,978,657.64","1,167,635,222.29","1,650,609,786.68","395,193,766.57","695,489,723.04","984,437,002.66","1,409,056,338.96","445,117,149.40","776,503,804.42","1,093,217,630.83","1,539,687,306.78","501,868,425.81","881,391,351.99","1,291,117,569.78","1,837,717,629.81","768,060,956.59","1,420,769,865.17","1,972,192,624.69","2,850,131,334.53","761,813,315.25","1,524,756,735.76","2,243,303,552.43","3,353,360,190.46","901,420,420.08","1,704,806,391.93","2,403,679,215.62","7,825,228,125.65","3,272,443,516.80","6,918,634,662.87","10,261,143,520.54","15,852,945,244.27","3,167,614,105.59","6,687,506,135.22","9,751,373,119.87","16,275,691,527.50","3,272,397,217.93","7,817,814,075.51","12,400,840,229.57","17,960,355,449.10","3,636,280,647.22","8,537,974,805.15","10,617,904,387.09","14,541,230,534.18","2,036,417,853.31"
二、营业利润,"38,946,014.78","75,133,686.30","109,786,582.40","107,211,657.78","37,622,202.30","75,139,641.42","93,559,533.47","111,850,776.37","38,626,424.38","62,684,748.31","78,516,767.85","110,880,216.20","47,838,527.22","77,656,810.16","98,553,820.48","100,208,134.52","47,053,648.93","64,648,135.22","75,699,673.77","102,816,758.53","130,903,611.71","155,973,623.84","164,842,903.87","222,174,220.77","62,646,110.98","95,524,460.39","114,631,293.66","173,661,743.93","79,990,927.40","124,537,363.51","133,605,976.76","523,907,257.29","-159,868,188.73","240,688,470.27","61,748,295.78","563,634,663.40","-183,135,479.99","-274,791,453.38","-470,642,902.12","499,938,856.45","-10,074,396.53","254,108,806.87","684,089,345.03","1,115,362,365.57","196,523,169.68","-1,340,441,493.54","-799,698,697.70","-266,904,839.45","471,111,044.33"
减:营业成本,"356,120,686.96","629,772,810.61","871,759,161.07","1,213,559,496.39","339,941,828.35","601,621,447.43","872,572,259.07","1,238,771,229.86","293,476,338.65","515,383,526.80","728,193,212.12","1,032,709,769.06","342,260,059.26","589,142,502.47","834,505,107.75","1,180,443,129.06","393,445,909.15","679,393,034.14","1,006,404,815.89","1,439,017,919.15","602,291,314.19","1,107,241,454.71","1,521,796,784.74","2,221,981,276.99","576,078,485.73","1,166,305,047.02","1,721,079,298.93","2,576,821,703.88","687,207,225.98","1,298,601,943.55","1,815,743,144.07","5,318,417,574.56","2,190,929,059.72","4,571,023,470.83","6,761,853,854.07","10,304,086,368.68","2,086,125,758.89","4,390,446,672.44","6,391,638,557.00","10,431,382,244.68","2,120,116,684.43","4,984,853,300.19","7,778,502,965.49","11,180,786,186.98","2,327,096,351.56","5,267,524,591.14","6,375,770,164.71","8,127,508,485.77","1,089,859,172.81"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,315,835.66","6,844,286.71","10,300,571.28","17,445,563.44","3,884,130.90","6,644,682.86","10,411,932.57","17,343,327.92","3,901,516.23","5,879,703.64","9,670,185.59","16,796,654.04","4,505,587.76","7,868,312.41","11,710,052.60","18,753,040.81","4,901,707.44","9,351,875.10","14,449,920.04","27,607,872.19","11,891,774.98","22,580,741.02","33,881,891.84","47,544,888.89","13,079,010.04","29,644,215.68","43,404,430.66","77,005,690.69","16,363,072.73","30,104,341.47","44,986,181.37","82,250,707.85","20,120,952.27","33,848,349.66","50,294,538.76","83,139,035.30","20,592,375.52","37,134,578.65","47,872,075.39","216,582,540.97","17,846,548.13","137,111,072.24","278,422,590.89","344,143,742.93","49,209,238.36","336,993,867.65","479,779,792.52","582,029,034.46","50,765,009.68"
营业外收入,"592,251.93","772,127.68","995,497.98","3,237,307.72","3,522,560.39","7,802,424.11","6,510,018.43","6,654,350.89","61,492.00","340,715.26","2,156,263.87","465,932.84","6,041.40","115,057.49","428,376.77","1,842,487.98","93,600.00","458,650.50","570,471.34","1,641,725.64","162,672.64","689,819.07","812,980.88","2,550,870.66","151,716.50","227,319.78","649,918.68","3,639,122.39","733,682.79","794,536.27","3,593,836.81","5,244,984.79","1,138,189.58","2,581,851.70","2,731,075.57","7,463,704.35","71,540.98","693,083.70","4,109,575.99","7,856,981.50","569,518.00","3,253,448.24","4,216,530.50","998,298.06","68,062.04","100,059.62","241,065.42","1,975,472.68","151,832.77"
销售费用,"15,825,212.87","30,188,345.35","45,374,088.64","104,614,181.81","16,183,473.37","23,108,335.98","38,675,403.76","114,680,689.84","12,222,029.27","15,179,699.73","28,509,779.44","85,601,542.82","9,312,677.76","12,758,482.60","26,102,001.31","81,541,458.52","9,515,686.25","15,363,921.78","28,053,116.07","92,377,423.82","18,256,194.53","34,707,238.36","61,220,286.25","161,743,568.73","21,279,344.73","38,117,907.57","63,433,311.17","175,024,471.77","21,907,311.00","42,447,560.87","65,913,848.81","1,151,039,973.67","865,826,087.47","1,757,786,234.75","2,697,246,880.83","3,879,841,751.89","893,209,649.42","1,790,370,783.60","2,700,016,997.87","3,787,280,264.96","827,200,721.05","1,697,149,309.66","2,614,204,171.41","3,648,616,818.15","909,405,124.22","1,749,051,246.00","1,798,564,856.63","2,323,876,592.07","179,936,805.71"
减:营业外支出,"1,350,091.52","1,094,475.47","1,619,327.17","4,527,588.88","308,830.05","2,291,234.93","2,538,273.44","18,432,899.74","53,958.04","214,824.62","849,449.65","914,126.64","1,546,362.86","2,246,227.38","4,696,960.66","6,850,904.24","18,762.03","3,730,185.56","3,827,394.63","4,006,208.39","8,752.13","1,443,525.69","1,682,307.65","2,139,054.52","79,156.45","1,269,466.28","1,917,381.06","1,953,714.58","134,345.94","1,075,075.72","1,376,503.99","5,903,065.25","208,375.63","953,863.34","56,125,148.17","63,783,351.54","622,241.63","2,640,968.82","2,906,626.21","7,156,154.46","156,880.29","1,685,326.56","4,115,824.64","22,684,826.98","62,439.10","854,348.64","1,849,416.20","14,226,690.72","65,053.27"
管理费用,"41,850,178.45","82,606,205.32","124,108,107.99","125,302,080.46","44,631,760.39","106,126,629.05","151,912,637.00","162,607,696.24","40,169,473.63","88,226,826.69","126,071,557.48","143,371,775.11","37,774,039.66","83,420,941.17","121,813,437.47","137,813,875.75","39,411,321.83","89,262,979.71","129,082,777.09","153,834,796.41","71,272,138.68","152,484,848.76","221,720,091.66","242,825,182.47","73,993,738.76","161,853,429.61","249,370,460.47","278,519,027.44","85,646,658.93","182,874,883.55","287,089,812.63","567,697,946.23","271,067,082.51","570,149,407.93","846,813,892.04","1,103,304,167.98","284,079,476.05","605,395,987.46","890,637,618.36","1,065,771,769.76","260,464,757.21","584,051,656.11","900,209,332.71","1,362,465,619.91","298,637,940.30","725,224,800.04","857,522,634.48","1,250,366,689.16","157,541,151.87"
其中:非流动资产处置净损失,,,,,,,,"163,341.94",,,,"255,463.33",,,,"3,585,828.83",,"28,561.57",,"121,850.24",,"1,886.70",,"119,670.39",,"104,478.92","571,690.83","616,921.03","24,392.16","44,624.92","60,414.38","1,783,290.85","111,252.15","135,126.74","135,769.09","62,654,648.86","327,765.56","354,375.08","532,179.11","4,615,622.26","2,531,795.11","33,035.27","957,005.90",,,,,,
