科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"4,670,355.85","13,755,900.89","34,777,139.89","45,960,376.15","46,882,278.21","486,580,590.44","379,005,956.23","303,739,506.02","277,440,769.51","199,059,730.38","216,288,572.45","273,368,843.05","439,045,510.22","307,666,466.13","344,451,461.68","328,198,323.64","287,532,096.09","275,287,126.62","5,103,580,091.99","4,334,113,648.97","1,436,515,124.84","2,858,696,349.25","2,057,946,376.19","3,490,282,404.83","661,019,579.53","1,822,559,779.48","1,997,577,428.32","3,793,942,690.03","2,729,973,266.11","3,336,543,730.04","2,712,666,298.64","3,020,204,041.55","3,474,934,599.59","1,983,591,849.91","2,024,236,534.92","1,213,684,040.16"
短期借款,"26,590,000.00","36,490,000.00","63,290,000.00","57,684,824.17","64,684,824.17","9,900,000.00",,,,,,"39,000,000.00",,,"50,000,000.00","70,000,000.00","105,000,000.00","85,000,000.00","105,000,000.00","85,000,000.00","30,000,000.00","90,000,000.00",,"338,553,804.27","923,285,370.05","1,463,354,215.05","2,107,810,490.25","2,559,611,832.74","3,767,452,650.77","5,735,772,996.93","5,256,964,855.46","4,678,141,728.59","5,041,497,485.57","2,634,890,328.80","2,721,659,558.66","2,378,955,355.12"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156,025,583.22","430,677,978.16","425,367,019.07","327,911,173.20","330,699,105.53","317,665,676.48","363,466,251.34","529,236,272.74"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"364,177,716.96","393,691,072.55","252,266,040.82","183,701,599.53","219,311,310.17","284,142,565.00","185,603,302.95","343,712,767.76"
应收票据,,,,,,,,,,,,,,,,,,,,,,,"3,500,000.00","3,500,000.00",,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,"224,345,945.85","219,456,351.92","229,757,000.00","428,245,504.40","743,767,111.84","1,056,377,851.57","676,610,739.73","369,490,979.38","419,335,262.83","72,937,007.50","70,000,000.00","70,000,000.00",
应收账款,"6,172,734.53","3,300,496.08","3,157,139.41","1,809,232.31","19,657.08","6,358,735.51","799,607.71","688,750.00","5,083,858.00","5,619,331.70","5,849,965.56","546,072.25","1,471,324.30","358,117.08","10,078,246.32","5,989,971.26","1,979,959.69","2,735,446.63","5,112,324.75","43,272,899.73","41,956,976.36","31,789,213.93","53,389,466.17","159,649,310.54","140,185,690.77","59,107,205.97","84,706,799.80","114,190,361.14","1,239,626,912.99","1,454,565,053.16","2,537,391,387.99","1,373,885,085.04","1,444,227,725.59","2,038,421,126.49","2,910,380,861.24","1,585,198,809.39"
应付账款,,,,,,"592,848.00",,"9,434,808.00","12,293,242.60","9,967,260.65","3,261,724.70","2,078,934.11","9,018,264.44","9,679,614.27","15,896,488.93","16,656,048.14","21,049,273.25","20,597,448.97","19,919,022.53","63,386,062.44","70,423,418.34","96,631,059.65","35,958,623.98","64,535,705.17","59,970,041.82","35,626,725.25","55,355,996.13","80,868,407.20","1,346,947,782.27","964,053,833.81","2,247,614,818.07","1,542,479,474.98","1,487,946,372.70","2,001,278,944.39","4,203,239,552.15","2,037,039,247.13"
预付款项,"9,818,059.00","9,721,400.00","10,537,928.77","11,906,777.00","7,490,000.00","34,016,855.40","52,216,855.40","33,239,990.00","16,787,248.00","68,800,663.00","62,460,828.48","63,622,127.98","84,950,552.02","21,809,731.28","14,694,974.26","21,202,396.74","31,997,315.38","22,154,393.30","14,299,890.69","126,630,915.17","163,185,392.24","131,494,852.40","124,043,168.97","172,689,533.45","109,913,853.07","110,305,204.58","293,979,613.76","1,010,512,002.27","1,541,637,249.84","690,571,868.27","657,795,983.66","429,917,252.03","549,759,628.21","610,857,491.47","540,394,171.62","605,928,687.45"
预收款项,"8,136,159.81","10,620,444.61","7,207,254.00","4,413,700.00","2,557,176.60","1,269,020.00","696,800.00","735,000.00","7,418,830.00","18,051,899.30","6,193,728.62","13,696,965.46","11,732,418.44","10,427,958.62","8,150,646.01","9,870,998.49","8,822,440.86","4,093,598.08","11,178,861.46","7,677,142.99","1,415,168.19","7,210,977.70","13,078,264.80","21,366,451.42","7,107,604.15","11,044,523.98","7,623,585.59","7,768,459.68","1,104,718,628.60","751,847,717.73","1,001,861,111.33","290,549,647.70","315,214,101.68","667,545,357.43","1,006,974,019.75","855,400,632.69"
