科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,"21,000,000.00",,,,"20,000,000.00",,"47,156,024.26",,,,"52,646,622.23",,,
存货,"72,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
其他应付款,"4,479,592.36","6,804,336.89","4,341,104.92","3,684,267.74","3,699,775.69","3,690,982.44","9,547,165.67","6,036,928.74","6,077,626.12","349,702,507.57","6,786,309.24","6,640,150.90","8,067,736.81","4,245,638.88","6,261,478.13","1,675,517.12","4,747,671.37","4,098,127.76","11,539,726.21","9,968,479.15","185,268,587.94","185,647,797.15","10,137,274.33","12,272,371.81","6,660,473.37","8,309,996.56","4,012,352.20","3,032,993.05"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,"2,258,968.08","2,345,256.85","2,286,074.46","2,006,838.04","1,593,983.62","1,190,024.20","1,808,139.64","2,330,073.84","1,674,521.64","1,674,521.64","4,725,370.36","4,725,370.36","4,733,034.92","4,733,034.92",,
一年内到期的非流动负债,,,,,,,,,,,"207,177,000.00","207,177,000.00","727,285,800.00","480,737,200.00","453,555,290.59","453,555,290.59","262,281,880.52","218,809,295.31","732,383,966.02","399,512,512.47","221,435,394.92","160,188,637.26","158,874,902.20","158,874,902.20","178,476,467.32","178,476,467.32","11,937,293.33","11,937,293.33"
其他流动资产,,,,,"58,008,312.18","57,500,000.00",,,"60,000,000.00",,,,"117,429,292.22","4,359,657.40","2,331,059.59","718,212.89","1,669,470.19","375,558.35","14,763,526.25","13,235,749.69","7,074,376.23","6,462,937.85","9,026,572.11","15,878,913.14","18,411,723.91","20,277,913.62","27,358,644.91","21,498,319.26"
其他流动负债,,,,,,,"336,705.88","252,529.42","186,705.88","164,080.94","3,817,392.35","3,817,392.35","7,319,824.82","7,476,692.44","6,183,023.84","7,967,278.42","11,195,078.54","11,195,945.81","17,202,883.47","15,169,362.60","14,615,968.91","12,000,019.58","11,882,811.50","9,962,967.45","16,902,799.95","12,874,458.63","16,949,325.82","13,398,943.38"
流动资产合计,"39,142,941.99","151,759,148.02","132,245,737.80","139,351,349.15","759,130,827.55","774,292,074.16","769,429,300.65","769,523,318.88","770,704,568.84","904,348,703.50","927,155,203.74","865,496,158.43","1,308,681,042.25","1,105,016,366.28","1,206,610,819.04","1,180,350,857.92","838,679,682.00","726,014,779.34","847,875,199.16","2,050,843,073.63","2,485,017,017.22","1,457,710,360.48","1,894,446,741.03","1,972,776,214.07","1,943,078,051.61","1,743,901,160.21","1,913,040,435.78","1,867,475,029.02"
流动负债合计,"13,260,257.94","11,674,791.08","14,883,853.60","10,733,502.66","16,578,686.17","17,959,415.52","30,637,937.48","24,033,257.00","26,093,763.43","394,802,762.31","259,119,243.41","270,456,081.67","828,901,601.74","573,464,027.40","720,143,396.84","688,036,496.83","522,575,485.57","461,604,988.13","1,041,643,288.40","688,541,795.13","722,584,442.49","642,926,156.57","633,861,389.94","565,128,837.08","618,152,116.44","488,204,030.49","477,263,534.69","325,651,006.29"
可供出售金融资产,,,,,,,,,,,,,,"216,394,600.00","370,085,600.00","432,976,185.93","449,348,200.00","477,402,772.41","853,080,669.78","1,012,647,191.25","1,349,950,355.53","1,320,820,062.45","1,248,591,271.49","1,251,111,662.14","1,101,516,442.73","1,099,383,032.96","883,342,128.32","871,922,507.54"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,"795,885,307.95","796,092,733.52","796,300,159.09","796,503,075.41","796,708,246.35","796,937,630.45","797,149,145.46","797,356,062.32"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,"137,550,520.15","137,550,520.15","268,666,326.02","268,666,326.02","254,960,592.39","254,960,592.39","39,424,297.72","39,424,297.72","387,956,272.46","387,956,272.46","227,767,635.20","227,767,635.20","178,476,467.32","178,476,467.32",,,,
长期股权投资,,,,,,,"500,000.00","2,900,000.00","3,501,131.81","16,433,925.68","17,248,610.98","111,795,844.21","257,897,804.76","59,378,201.33","64,864,731.22","65,877,982.08","66,411,896.74","167,720,321.56","65,907,881.63","63,665,428.04","84,865,524.33","1,295,394,083.61","1,186,865,409.18","1,187,037,329.25","1,176,886,902.13","1,156,928,111.83","1,119,992,428.77","1,101,074,482.67"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,"64,814,811.55","64,304,951.71","63,795,091.87","63,285,232.03"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,"645,199.27","645,199.27"
固定资产,"776,067.44","2,848,676.76","79,916,927.46","79,673,826.70","79,578,382.48","79,135,260.11","78,981,156.71","78,791,517.30","78,718,491.90","86,126,868.70","85,668,989.12","97,772,534.22","106,259,455.97","107,528,590.85","106,400,433.26","104,788,405.77","104,972,784.06","108,417,990.98","109,181,906.09","107,946,147.85","106,594,266.38","104,931,741.62","107,813,058.78","105,777,670.41","39,274,177.23","38,290,852.27","38,746,460.80","38,297,692.54"
递延所得税负债,,,,,,,,,,,,,,,"3,025,709.12","2,204,271.48","1,382,833.83","831,396.18","4,579,657.70","3,126,137.56","1,901,429.17","760,571.67","53,105.75","53,105.75","49,463.66",,,
在建工程,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动负债,,,,,,,"1,226,588.24","1,226,588.24","1,208,235.32","6,025,963.41","6,424,661.46","5,241,832.62","6,480,105.61","5,473,966.47","2,637,474.03","4,125,193.47","4,923,176.03","4,262,559.41","11,851,374.64","11,498,821.76","15,636,513.82","74,612,278.91","311,320,378.43","308,458,291.41","307,516,359.20","85,531,141.44","6,847,530.77","4,058,299.77"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,"1,226,588.24","1,226,588.24","1,208,235.32","6,025,963.41","143,975,181.61","142,792,352.77","275,146,431.63","274,140,292.49","272,267,151.13","271,837,838.55","55,832,661.08","54,056,623.56","414,078,553.36","410,952,970.52","1,046,661,781.80","1,103,561,271.83","1,289,335,319.99","1,286,676,149.29","1,106,173,592.45","884,058,785.47","806,089,045.97","803,363,888.72"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"13,260,257.94","11,674,791.08","14,883,853.60","10,733,502.66","16,578,686.17","17,959,415.52","31,864,525.72","25,259,845.24","27,301,998.75","400,828,725.72","403,094,425.02","413,248,434.44","1,104,048,033.37","847,604,319.89","992,410,547.97","959,874,335.38","578,408,146.65","515,661,611.69","1,455,721,841.76","1,099,494,765.65","1,769,246,224.29","1,746,487,428.40","1,923,196,709.93","1,851,804,986.37","1,724,325,708.89","1,372,262,815.96","1,283,352,580.66","1,129,014,895.01"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"10,000,000.00","122,745,000.00","122,745,000.00","122,745,000.00","163,660,000.00","163,660,000.00","163,660,000.00","163,660,000.00","360,052,000.00","705,057,492.00","705,057,492.00","705,057,492.00","1,297,608,394.00","1,297,608,394.00","1,297,608,394.00","1,297,608,394.00","2,467,606,848.00","2,467,732,848.00","2,658,377,439.00","2,773,883,780.00","2,773,883,780.00","2,770,874,854.00","2,770,874,854.00","2,770,874,854.00","2,770,874,854.00","2,757,992,863.00","2,757,992,863.00","2,757,992,863.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"4,000,000.00","11,123,560.36","11,123,560.36","11,123,560.36","570,496,245.54","570,496,245.54","570,496,245.54","570,496,245.54","374,104,245.54","532,425,091.18","534,425,091.18","534,425,091.18","2,097,391,622.29","2,106,087,522.29","2,122,149,999.89","2,127,866,799.89","991,494,496.29","997,218,776.29","2,707,864,954.99","4,084,098,711.49","4,086,754,864.80","4,090,584,089.80","4,090,421,853.55","4,095,017,153.55","4,099,040,253.55","4,114,278,509.22","4,109,006,850.71","4,109,006,850.71"
无形资产,"21,345.67","136,719.07","1,463,829.59","1,331,102.19","3,761,180.35","3,536,869.62","25,533,337.38","24,166,207.74","31,939,785.15","56,643,084.27","93,237,954.13","95,138,279.72","147,057,310.41","132,334,327.03","130,411,750.28","125,537,021.35","124,977,679.35","122,331,433.77","233,946,271.45","222,534,710.31","214,690,487.34","174,828,402.48","116,011,638.70","120,769,480.14","158,475,260.43","157,596,372.30","78,472,665.82","101,364,503.04"
盈余公积,"1,030,062.98","2,723,264.83","5,434,599.19","5,434,599.19","8,096,213.79","8,096,213.79","10,725,643.22","10,725,643.22","10,725,643.22","10,725,643.22","22,307,319.85","22,307,319.85","22,307,319.85","22,307,319.85","66,269,348.70","66,269,348.70","66,269,348.70","66,269,348.70","117,817,515.66","117,817,515.66","117,817,515.66","117,817,515.66","122,014,516.48","122,014,516.48","122,014,516.48","122,014,516.48","127,730,284.20","127,730,284.20"
开发支出,,,,,"5,025,894.54","11,367,773.22","17,717,630.07","27,095,949.34","31,287,106.68","55,008,024.85","40,518,854.67","48,613,629.99","55,385,176.62","86,804,058.42","98,723,753.66","127,096,627.73","147,535,251.88","170,338,347.70","95,484,097.63","112,000,244.02","156,796,843.53","194,712,463.20","176,861,233.30","184,078,252.24","161,571,219.56","136,580,866.90","125,556,493.09","109,098,845.29"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,"10,098,936.87","25,077,144.47","25,077,144.47","25,077,144.47","25,077,144.47","25,077,144.47","21,517,144.47","21,517,144.47","21,517,144.47","736,520,417.89","741,178,554.54","741,178,554.54","2,998,894,257.23","2,998,894,257.23","2,990,213,666.95","2,990,213,666.95","2,990,213,666.95","2,990,213,666.95","5,600,137,018.69","5,600,137,018.69","5,600,137,018.69","5,600,137,018.69","5,608,836,086.10","5,608,836,086.10","5,608,836,086.10","5,595,115,629.41","5,391,796,838.32","5,391,796,838.32"
未分配利润,"21,831,304.01","31,582,388.66","84,557,743.51","95,437,877.64","113,809,097.42","133,264,060.26","137,017,705.91","153,937,954.84","165,658,407.20","212,367,921.95","262,689,400.18","305,512,719.60","329,899,868.55","422,926,385.88","506,107,600.44","584,304,443.37","636,962,591.84","740,609,150.03","887,342,288.44","1,108,692,980.33","1,258,686,867.73","1,399,844,422.17","1,344,604,758.07","1,506,452,856.52","1,559,077,019.44","1,686,231,174.12","1,550,136,806.03","1,681,708,870.62"
长期待摊费用,,,,,,,,,,"3,884,629.81","3,792,318.41","3,460,747.17","3,408,949.85","2,590,235.84","1,960,137.20","1,636,381.18","1,446,243.16","1,256,105.14","2,350,912.00","1,578,111.74","1,831,463.02","1,519,362.08","15,011,079.34","13,811,628.87","13,235,635.98","11,828,135.35","21,340,479.87","19,675,830.86"
少数股东权益,,,,,,,,,,,,,"46,051,077.81","54,130,780.43","38,697,077.90","45,119,906.06","50,432,725.98","59,431,642.07","37,652,990.53","53,492,085.02","41,167,508.85","54,390,129.28","66,263,373.91","72,901,294.89","53,797,728.42","60,313,204.90","68,599,303.52","80,571,282.60"
递延所得税资产,"82,332.96","27,316.61","41,117.34","41,117.34","66,813.53","66,813.53","85,551.11","85,551.11","174,065.86","2,422,689.05","3,614,324.35","2,429,340.50","1,988,964.68","1,997,094.11","7,843,332.98","7,801,128.28","10,023,556.59","10,641,679.86","14,229,594.63","14,133,168.18","14,229,594.63","14,229,328.43","17,705,955.53","17,705,955.53","17,705,955.53","17,705,955.53","160,869,634.53","160,869,634.53"
外币报表折算价差,,,,,,,,,,"-16,530.32","-165,968.29","-165,968.29","-118,259.92","-117,644.58",,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"14,992,950.00","14,500,000.00","17,615,094.18","39,609,346.67","45,974,993.76","44,934,644.34","57,303,724.15","76,311,466.48","56,055,756.30","63,823,688.63","46,968,162.20","41,347,729.71","29,273,869.25","32,015,468.43","84,740,955.30","92,437,275.55","87,081,081.63","82,243,093.30"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"10,978,682.94","28,089,856.91","106,499,018.86","106,123,190.70","113,509,415.37","119,183,860.95","144,334,819.74","154,556,369.96","167,137,725.87","957,039,640.25","1,000,252,556.20","1,114,888,930.35","3,588,507,013.70","3,645,530,711.48","3,816,478,399.31","3,900,862,043.61","3,952,233,002.88","4,124,633,784.85","7,030,374,108.20","7,198,465,708.71","7,576,063,715.65","8,747,920,192.27","8,506,969,601.67","8,521,143,533.11","8,427,057,446.54","8,370,171,183.81","7,970,993,303.02","7,939,628,660.12"
所有者权益(或股东权益)合计,"36,861,366.99","168,174,213.85","223,860,903.06","234,741,037.19","856,061,556.75","875,516,519.59","881,899,594.67","898,819,843.60","910,540,295.96","1,460,559,618.03","1,524,313,334.92","1,567,136,654.34","3,793,140,022.58","3,902,942,757.87","4,030,678,670.38","4,121,338,566.15","4,212,504,538.23","4,334,986,952.50","6,422,527,465.60","8,149,814,016.69","8,291,834,508.58","8,459,143,124.35","8,478,219,632.77","8,642,114,760.81","8,645,809,789.26","8,741,809,528.06","8,600,681,158.14","8,678,088,794.13"
资产总计,"50,121,624.93","179,849,004.93","238,744,756.66","245,474,539.85","872,640,242.92","893,475,935.11","913,764,120.39","924,079,688.84","937,842,294.71","1,861,388,343.75","1,927,407,759.94","1,980,385,088.78","4,897,188,055.95","4,750,547,077.76","5,023,089,218.35","5,081,212,901.53","4,790,912,684.88","4,850,648,564.19","7,878,249,307.36","9,249,308,782.34","10,061,080,732.87","10,205,630,552.75","10,401,416,342.70","10,493,919,747.18","10,370,135,498.15","10,114,072,344.02","9,884,033,738.80","9,807,103,689.14"
负债和所有者(或股东权益)合计,"50,121,624.93","179,849,004.93","238,744,756.66","245,474,539.85","872,640,242.92","893,475,935.11","913,764,120.39","924,079,688.84","937,842,294.71","1,861,388,343.75","1,927,407,759.94","1,980,385,088.78","4,897,188,055.95","4,750,547,077.76","5,023,089,218.35","5,081,212,901.53","4,790,912,684.88","4,850,648,564.19","7,878,249,307.36","9,249,308,782.34","10,061,080,732.87","10,205,630,552.75","10,401,416,342.70","10,493,919,747.18","10,370,135,498.15","10,114,072,344.02","9,884,033,738.80","9,807,103,689.14"
