科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"13,708,842.94","134,914,525.46","100,847,718.63","99,190,407.19","649,793,704.33","644,464,951.14","706,093,603.01","698,446,079.94","617,343,815.52","776,865,423.38","842,231,984.95","752,881,492.59","1,055,609,416.14","959,796,620.24","1,082,722,309.05","983,341,519.12","605,754,937.77","508,694,475.62","489,217,668.94","1,619,329,763.64","2,072,013,734.98","1,056,734,522.80","1,372,507,248.48","1,362,253,252.71","1,109,228,255.68","1,156,875,017.91","1,395,154,625.09","1,374,548,952.50"
短期借款,,,,,,,,,,,,,,,"134,618,000.00","135,128,400.00","134,499,200.00","139,948,600.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00",,,,,,
交易性金融资产,"142,620.00",,,,,,,,,"10,000,000.00",,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"8,893,977.99","15,460,827.31","23,490,934.84","27,983,774.67","35,678,439.40","45,005,651.49","45,023,818.36","40,792,663.47","45,533,155.39","73,518,066.36","60,178,902.05","89,180,629.12","111,926,231.66","108,104,352.04","77,225,335.84","125,661,167.23","124,990,300.23","136,365,860.47","261,087,590.57","295,231,625.67","278,941,170.35","241,958,343.48","311,985,823.77","371,590,012.34","360,054,950.09","273,824,451.72","275,448,047.11","256,656,753.46"
应付账款,"5,886,989.22","2,850,816.85","9,264,323.56","4,496,012.33","8,716,924.24","12,325,897.14","12,844,607.43","11,765,055.85","13,578,003.35","14,040,275.02","8,883,611.72","28,370,121.33","35,880,515.06","20,741,063.85","17,721,120.22","27,790,203.98","41,402,035.37","37,968,663.62","77,101,819.47","111,264,851.83","91,465,487.19","102,426,072.58","184,230,967.13","241,466,822.68","217,094,216.58","125,899,970.78","123,792,433.97","140,114,131.48"
预付款项,"65,029.73","490,550.69","6,018,533.64","10,286,672.45","15,245,895.87","26,918,528.63","18,190,614.75","25,961,231.89","40,375,196.56","30,151,174.62","17,064,264.00","18,069,334.80","14,203,358.81","21,671,070.90","29,494,495.77","55,232,244.63","64,768,991.18","68,610,818.40","64,485,946.73","100,454,329.57","108,664,680.62","127,763,471.56","142,498,526.46","168,270,978.55","209,164,638.18","243,976,095.97","187,773,429.82","186,448,494.71"
预收款项,,"39,805.00",,"200,184.36","194,147.15","569,785.02","397,669.45","302,369.40","202,782.03","2,493,736.15","2,269,491.22","2,203,858.29","6,664,559.77","5,304,770.13","14,818,759.29","11,780,694.01","13,763,764.54","5,158,719.46","3,731,512.80","4,893,018.71","13,693,885.15","16,779,941.69","10,968,223.46","9,837,231.98","28,240,444.18","27,528,544.45","12,929,902.98","14,884,343.51"
其他应收款,"16,260,471.33","893,244.56","1,888,550.69","1,890,494.84","404,475.77","402,942.90","121,264.53","476,046.04","1,472,542.18","2,687,467.09","1,892,858.41","2,059,984.10","3,813,828.31","4,280,892.38","4,180,048.29","5,129,102.93","36,401,945.55","6,033,149.73","15,916,015.91","17,821,972.31","15,572,500.07","20,605,396.49","52,697,866.52","47,263,390.73","241,155,703.62","43,167,971.25","25,544,813.34","27,514,404.40"
应付职工薪酬,"293,853.10","623,227.10","819,593.12","1,324,432.41","1,124,836.14","-1,367,396.24","1,671,570.14","1,785,910.01","1,714,199.20","14,571,612.76","13,914,982.18","8,984,909.61","17,244,787.82","15,017,221.49","17,745,810.87","16,221,004.28","16,797,499.97","15,789,499.71","39,123,865.75","22,626,537.47","24,479,024.58","24,392,539.27","66,817,586.22","31,603,296.40","36,843,506.57","34,448,294.81","80,923,737.63","43,785,873.80"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,599,823.26","1,356,605.24","458,832.00","1,028,605.82","2,843,002.95","2,740,147.16","5,840,218.91","3,890,463.58","4,334,446.85","13,830,549.87","16,270,456.70","13,262,649.19","26,438,377.46","39,941,440.61","48,037,192.65","33,790,176.48","37,758,983.84","28,502,625.50","40,450,764.68","24,986,199.57","19,262,455.95","23,620,302.57","160,530,337.42","58,304,011.67","76,194,764.31","82,910,243.13","196,299,201.07","55,690,194.84"
应收利息,,,,,,,,"3,847,297.54","5,979,859.19","11,126,572.05","5,787,194.33","3,304,717.82","3,439,947.03","4,458,516.47","8,371,496.04","8,261,773.08","3,500,053.46","4,744,892.57","596,311.12","2,439,558.91","1,076,033.33","2,511,166.66","1,005,333.33","2,794,296.24","329,745.21","1,046,674.82","1,760,875.51","808,104.69"
应付利息,,,,,,,,,,,,,,,"202,721.25","127,931.95","129,371.42","133,510.96","108,750.00","120,833.33","5,207,613.59","17,870,846.47","30,419,287.68","42,807,232.89","5,092,821.93","17,756,054.81","30,419,287.69","42,807,232.90"
