科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"1,114,296,755.22","2,453,271,878.52","3,866,813,919.19","5,202,213,048.65","1,375,401,808.66","3,100,927,874.09","4,408,290,128.32","5,328,697,430.86","813,963,792.16","1,796,142,382.43","2,734,848,393.06","3,699,610,172.85","1,075,105,303.26","2,484,747,373.36","4,046,249,698.70","5,486,320,160.17","2,132,331,633.67","4,477,117,427.32","6,466,056,851.27","8,211,881,901.99","1,980,709,982.08","3,919,974,773.16","6,031,099,941.23","7,881,535,873.26","2,066,376,225.56","4,922,411,891.82","7,487,531,475.67","9,736,541,876.91","2,320,828,153.00","4,665,016,062.05","7,149,474,058.67","9,763,546,856.81","2,101,177,289.44","4,421,520,788.56","6,920,201,163.33","9,516,157,298.23","2,382,948,473.10","4,960,670,102.56","7,368,143,515.72","10,100,939,287.66","2,921,385,212.19","6,492,874,713.15","10,022,896,875.59","13,768,037,781.45"
二、营业利润,"56,319,602.56","96,154,254.52","175,449,174.15","167,900,706.32","26,495,863.16","96,658,657.59","100,823,739.42","59,251,989.32","-66,726,722.73","347,345.46","-43,879,403.06","33,122,570.92","99,674,606.95","217,599,385.11","433,216,460.07","671,701,801.85","516,762,442.01","1,529,466,818.62","1,979,514,355.66","2,236,229,693.09","300,539,226.19","672,274,641.21","741,320,323.44","744,581,269.27","80,171,618.67","132,501,401.20","229,135,520.44","284,357,485.55","-9,034,478.23","68,479,271.86","132,426,326.19","203,032,555.58","-1,225,545.06","98,665,761.19","131,480,045.80","166,437,001.45","-37,751,281.46","69,414,566.61","86,322,488.04","174,784,514.24","214,660,799.90","651,880,356.11","1,013,638,576.53","1,238,271,237.56"
减:营业成本,"936,390,446.76","2,081,407,353.39","3,311,169,323.42","4,541,678,224.93","1,214,006,251.02","2,667,165,641.27","3,839,152,226.43","4,679,508,972.95","753,804,591.57","1,564,181,793.38","2,415,841,954.84","3,190,258,640.31","825,465,469.17","1,892,447,398.40","2,915,118,806.52","3,948,331,561.35","1,429,510,919.51","2,379,467,129.24","3,558,855,712.41","4,963,076,261.66","1,485,477,737.92","2,981,626,462.96","4,874,586,777.89","6,548,107,447.44","1,870,693,803.16","4,482,438,078.36","6,836,030,487.03","8,858,976,905.34","2,211,295,626.42","4,302,797,002.54","6,541,697,777.59","8,886,732,990.86","1,910,871,108.84","3,940,144,402.71","6,175,633,153.00","8,538,917,398.92","2,194,828,038.24","4,445,773,095.50","6,579,206,702.66","8,948,718,463.57","2,379,488,497.22","5,152,405,184.77","8,030,238,133.56","11,009,145,065.46"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,055,130.93","9,228,295.11","15,931,678.57","23,287,509.73","4,986,959.47","10,662,303.52","15,450,440.12","21,392,707.40","4,052,771.39","6,913,015.30","11,605,000.03","16,018,195.92","5,390,317.06","11,908,358.35","21,807,874.96","33,193,843.50","20,624,532.04","39,627,564.92","58,513,060.52","68,369,794.28","12,668,775.45","22,863,117.67","33,132,073.14","37,768,105.51","6,524,383.63","13,337,149.48","20,819,094.26","28,331,677.87","6,072,388.14","11,755,225.75","18,820,615.66","29,143,218.95","6,564,998.67","16,114,831.79","22,427,785.96","29,788,130.87","11,209,704.52","19,937,369.30","27,587,273.21","61,749,461.72","21,909,776.20","59,034,654.56","81,211,438.88","98,709,878.01"
营业外收入,"265,272.00","13,357,028.34","24,421,236.66","80,731,716.18","18,173,080.91","29,311,740.80","29,635,282.19","66,941,445.10","768,642.25","2,826,033.93","3,291,894.35","14,393,900.54","940,562.97","2,789,923.64","4,352,642.20","64,528,956.57","4,861,696.36","11,870,343.95","14,894,852.07","27,329,245.25","2,362,084.24","15,340,198.51","31,893,023.09","31,944,823.76","2,128,142.95","13,300,937.30","21,057,774.07","35,008,333.49","12,091,190.58","18,986,432.69","24,724,302.94","38,071,944.29","7,580,484.18","12,481,643.78","52,612,438.63","72,952,930.85","10,155,454.22","11,967,543.84","22,929,888.13","94,913,060.15","1,211,546.33","3,988,959.28","6,411,397.43","15,481,430.39"
销售费用,"18,105,848.28","51,331,548.63","60,329,035.05","80,132,526.46","19,319,549.28","40,736,795.03","57,767,499.66","70,623,824.31","18,906,867.95","32,968,228.25","50,736,782.65","63,851,607.43","22,573,124.80","35,148,877.74","81,276,869.97","83,485,141.44","31,251,703.51","43,196,252.98","114,495,170.46","133,764,864.08","39,353,974.33","59,617,578.49","92,328,715.87","123,712,864.56","33,146,714.27","74,512,395.23","122,140,018.38","163,823,340.08","44,881,389.95","98,569,494.40","152,605,902.13","230,154,759.72","71,835,442.60","145,506,700.49","235,773,712.87","321,590,262.58","90,529,661.75","184,843,210.66","274,325,089.55","367,250,401.90","95,744,180.93","226,917,352.82","348,504,726.34","401,957,294.36"
减:营业外支出,"651,423.72","1,587,178.64","2,818,275.20","7,813,560.79","1,106,500.46","2,863,285.89","3,678,730.31","11,482,210.97","528,017.38","1,330,745.78","2,646,826.79","8,219,646.81","846,693.92","2,359,885.65","4,232,570.08","65,286,499.03","2,523,352.88","8,194,376.75","17,311,019.37","37,795,714.22","1,805,399.84","3,821,528.76","6,092,910.93","15,315,147.64","1,779,680.73","4,910,089.33","6,527,575.82","12,837,956.72","2,408,402.33","5,559,934.08","8,318,718.41","24,069,263.45","3,698,327.47","7,128,449.52","10,381,665.22","16,082,276.10","3,685,466.92","6,932,295.97","9,649,257.28","32,117,815.00","53,068.11","1,876,195.87","4,843,632.51","36,210,037.66"
管理费用,"78,540,209.71","160,991,917.46","218,535,177.65","274,492,919.20","70,896,296.97","179,399,298.82","254,223,989.83","300,881,337.13","85,562,884.65","157,485,209.16","241,979,530.40","275,615,556.56","81,544,014.28","187,616,004.10","398,694,086.84","512,419,425.35","102,314,535.57","234,954,215.94","517,769,398.35","560,625,643.96","138,175,217.52","193,807,266.87","308,893,622.29","414,842,609.09","78,011,934.60","178,068,902.12","264,698,577.20","364,153,311.45","101,227,084.31","208,803,270.64","326,957,006.77","426,197,070.57","115,062,672.69","232,511,284.00","369,450,529.17","455,005,318.85","111,677,435.97","236,243,553.32","383,754,384.38","533,008,887.27","215,312,442.11","389,881,529.67","539,765,737.26","768,013,480.23"
其中:非流动资产处置净损失,,,,"1,521,103.53","33,008.43",,,"6,746,334.46",,,,"4,349,732.79",,,,"8,828,409.24",,"2,287,901.39","9,254,756.46","24,904,282.11",,,"927,670.30","8,780,845.93","57,025.00","1,421,539.81","1,491,425.13","2,491,143.84","2,382.29","314,917.46","640,375.46","7,517,786.52","54,498.80","198,329.49","255,101.65","2,935,348.00","116,651.62","296,036.44","365,724.88","19,107,887.85",,"253,414.74","2,122,886.03",
