科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"6,073,800.77","13,037,087.77","40,946,418.27","10,491,696.20","21,015,154.29","31,000,303.96","33,049,278.80","8,991,142.36","16,516,056.47","25,112,735.10","22,265,042.12","9,415,506.28","17,374,253.00","25,973,062.83","41,313,956.11","16,063,790.36","29,839,485.66","46,387,735.64","54,378,046.59","17,091,870.74","50,471,849.81","81,433,208.98","113,436,118.28","45,231,423.88","80,527,930.43","120,238,815.04"
取得借款收到的现金,"18,000,000.00","49,500,000.00","175,000,000.00","55,160,000.00","165,160,000.00","205,160,000.00","220,160,000.00","124,500,000.00","124,500,000.00","214,500,000.00","214,500,000.00","60,000,000.00","60,000,000.00","60,000,000.00","90,000,000.00",,"60,000,000.00","100,000,000.00","100,000,000.00",,"241,000,000.00","281,000,000.00","351,000,000.00","374,490,500.00","427,304,700.00","596,304,700.00"
支付的各项税费,"1,268,474.92","8,302,464.65","23,607,085.66","6,992,271.26","16,579,763.86","25,287,652.33","27,129,046.62","3,586,924.14","11,564,476.64","16,722,566.42","19,859,140.57","1,712,937.92","5,203,689.52","9,431,488.12","25,248,761.83","7,639,078.73","18,270,043.08","21,422,096.33","23,749,359.18","7,267,642.62","30,986,821.90","57,080,319.54","85,343,945.80","29,140,478.47","67,047,575.91","91,351,584.59"
收到其他与筹资活动有关的现金,"49,225,759.02",,"20,020,000.00","889,775.30","889,775.30","889,775.30","2,889,311.52",,,,,,,,"3,971,079.59",,"4,251,912.60","5,000,182.80","4,251,912.60",,"2,552,375.05","2,619,075.05","12,318,066.00",,"3,782,408.83","7,271,089.36"
支付其他与经营活动有关的现金,"32,161,320.97","34,781,083.19","22,902,558.90","4,583,714.05","9,158,282.75","12,457,312.32","30,329,203.67","690,713.51","2,430,114.31","3,434,116.84","25,594,990.94","696,205.53","1,440,397.39","2,252,191.15","140,757,541.57","6,724,774.37","13,657,169.57","27,189,221.37","50,726,158.36","12,062,045.64","50,847,159.33","73,939,725.75","94,327,642.39","31,475,840.24","49,766,471.53","108,492,234.35"
筹资活动现金流入小计,"127,225,759.02","88,421,610.00","195,020,000.00","56,049,775.30","166,049,775.30","646,162,735.30","663,162,271.52","124,500,000.00","124,500,000.00","216,500,000.00","216,500,000.00","60,000,000.00","60,000,000.00","60,000,000.00","109,345,579.59","7,620,000.00","99,771,912.60","168,171,182.80","904,952,897.30","4,900,000.00","252,448,260.05","293,114,960.05","379,498,066.00","375,190,500.00","449,297,364.83","625,588,795.59"
经营活动现金流出小计,"80,120,342.36","159,376,296.77","356,180,918.24","90,096,980.63","192,287,375.66","294,099,846.41","388,370,329.48","91,482,513.86","173,274,084.18","270,896,516.02","332,867,825.05","57,119,632.40","133,771,645.53","217,359,727.09","580,406,213.15","118,408,645.77","234,892,817.61","378,475,149.73","503,355,898.31","125,766,178.26","411,524,454.05","759,443,676.59","1,001,610,896.37","409,126,196.62","819,345,630.29","1,372,308,353.81"
偿还债务支付的现金,,"6,000,000.00","72,500,000.00","17,000,000.00","137,000,000.00","314,160,000.00","359,160,000.00","110,000,000.00","110,000,000.00","149,500,000.00","229,500,000.00","10,000,000.00","55,000,000.00","70,000,000.00","70,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","1,097,000.00","124,526,000.00","168,476,000.00","190,350,000.00","122,050,000.00","148,190,500.00","248,280,893.54"
经营活动产生的现金流量净额,"-14,078,801.35","6,753,466.62","57,136,993.37","-10,367,338.39","21,879,245.80","19,287,634.22","19,246,292.86","15,047,610.10","57,979,093.58","104,632,277.95","80,450,766.52","36,438,072.52","62,544,179.52","88,435,794.00","-915,132.71","34,636,184.87","62,332,037.28","84,882,853.13","87,873,528.80","41,585,917.57","63,139,835.92","98,817,940.65","234,091,530.50","-74,264,342.97","-32,910,143.85","26,542,074.16"
分配股利、利润或偿还利息支付的现金,"555,875.00","1,737,612.78","8,665,076.69","3,428,924.48","9,170,103.97","12,426,506.74","12,278,293.50","1,677,872.90","28,864,948.74","29,845,964.01","30,645,321.00","464,922.22","31,109,724.34","33,406,862.50","51,405,085.42","716,625.42","19,485,831.94","21,760,572.49","21,909,436.55","878,333.34","14,552,590.83","24,327,031.72","37,498,981.25","5,105,559.53","41,379,432.77","50,165,980.20"
收回投资收到的现金,,"2,600,000.00",,,,,,,,,,,,,,,,,"3,978,072.45",,,,"42,222,213.69",,,
支付其他与筹资活动有关的现金,,"60,240,269.02","10,013,608.28","1,410,287.08","3,670,329.26","5,777,759.42","15,214,163.96","2,105,872.56","4,211,745.12","6,317,617.68","8,423,490.24","2,105,872.56","2,807,831.08","2,807,831.08","7,059,743.68","107,780.00","2,669,101.00","2,669,101.00","15,145,666.00","71,700.00","5,370,398.00","6,413,198.00","376,518,079.40","285,287.50","55,663,348.28","110,964,659.61"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,"480,986.30","1,106,417.57","3,178,344.02",,"1,166,633.06","2,548,350.97"
筹资活动现金流出小计,"555,875.00","67,977,881.80","91,178,684.97","21,839,211.56","149,840,433.23","332,364,266.16","386,652,457.46","113,783,745.46","143,076,693.86","185,663,581.69","268,568,811.24","12,570,794.78","88,917,555.42","106,214,693.58","128,464,829.10","30,824,405.42","52,154,932.94","54,429,673.49","67,055,102.55","2,047,033.34","144,448,988.83","199,216,229.72","604,367,060.65","127,440,847.03","245,233,281.05","409,411,533.35"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"64,526,690.70","312,647.78",,,"201,120.28","236,585.03",,"5,446,000.00","7,703,890.04","9,311,869.91",,"115,530.00","410,626.00","12,935,287.92","204,400.00","15,298,612.36","15,298,612.36","32,096,348.67","360,000.00","2,440,780.89","2,465,136.49","5,653,084.38","2,223,176.50","3,645,092.53","4,571,087.53"
筹资活动产生的现金流量净额,"126,669,884.02","20,443,728.20","103,841,315.03","34,210,563.74","16,209,342.07","313,798,469.14","276,509,814.06","10,716,254.54","-18,576,693.86","30,836,418.31","-52,068,811.24","47,429,205.22","-28,917,555.42","-46,214,693.58","-19,119,249.51","-23,204,405.42","47,616,979.66","113,741,509.31","837,897,794.75","2,852,966.66","107,999,271.22","93,898,730.33","-224,868,994.65","247,749,652.97","204,064,083.78","216,177,262.24"
处置子公司及其他营业单位收到的现金净额,,"3,118,953.07",,,,,,,,,,,,,,,,,,,"2,040,000.00","2,040,000.00","32,759,055.82",,,"6,379,087.50"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,"10,580.05","10,845.21","3,284.88","63,916.37","92,085.08","-3,173.27","907,842.74","1,199,913.05","2,258,338.10","-116,966.95","-144,686.67","-884,761.50"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"6,000,000.00",,,"1,460,000.00","36,697,169.38","23,442,559.83","31,881,846.31","183,559,736.23"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"70,245,643.77","312,647.78",,,"201,120.28","236,585.03",,"5,446,000.00","7,703,890.04","9,311,869.91",,"115,530.00","410,626.00","12,935,287.92","204,400.00","15,298,612.36","15,298,612.36","42,074,421.12","360,000.00","4,961,767.19","7,071,554.06","120,509,867.29","25,665,736.33","36,693,571.90","197,058,262.23"
五、现金及现金等价物净增加额,"80,794,461.13","-81,968,379.85","18,947,642.93","2,351,381.80","956,491.44","284,959,339.87","241,098,255.66","5,354,871.46","-8,084,205.55","47,114,144.16","-50,818,638.46","64,883,457.99","-1,635,900.51","-10,547,592.83","-130,331,640.81","-61,864,759.54","37,165,018.77","40,202,175.10","733,735,192.24","-10,606,283.41","-385,247,350.18","-566,254,812.08","-504,464,913.98","98,551,480.13","-151,076,645.73","-183,911,215.69"
购建固定资产、无形资产和其他长期资产支付的现金,"29,696,621.54","179,411,218.44","142,343,313.25","21,491,843.55","36,999,386.43","48,195,173.77","54,894,436.29","20,408,993.18","52,932,605.27","96,058,442.14","88,512,463.65","18,983,819.75","35,378,054.61","53,179,319.25","83,243,126.56","37,761,627.20","52,335,738.41","138,034,559.07","154,829,427.02","55,401,994.37","107,060,067.25","164,075,159.71","264,713,280.44","72,355,827.65","165,387,257.29","251,531,913.60"
期初现金及现金等价物余额,"16,214,860.07","97,009,321.20","15,040,941.35","33,988,584.28","33,988,584.28","33,988,584.28","33,988,584.28","275,086,839.94","275,086,839.94","275,086,839.94","275,086,839.94","224,268,201.48","224,268,201.48","224,268,201.48","341,841,984.76","215,762,256.55","211,510,343.95","211,510,343.95","211,510,343.95","955,103,286.19","1,056,174,034.28","1,056,174,034.28","1,043,855,968.28","586,672,417.14","539,391,054.30","539,391,054.30"
投资支付的现金,"500,000.00",,,,,,,,,,,,,,,,,,"43,707,000.00",,"387,696,000.00","368,300,000.00","139,927,304.77",,"3,800,000.00","6,495,830.74"
期末现金及现金等价物余额,"97,009,321.20","15,040,941.35","33,988,584.28","36,339,966.08","34,945,075.72","318,947,924.15","275,086,839.94","280,441,711.40","267,002,634.39","322,200,984.10","224,268,201.48","289,151,659.47","222,632,300.97","213,720,608.65","211,510,343.95","153,897,497.01","248,675,362.72","251,712,519.05","945,245,536.19","944,497,002.78","670,926,684.10","489,919,222.20","539,391,054.30","685,223,897.27","388,314,408.57","355,479,838.61"
