科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"51,466,081.31","137,197,749.72","398,540,785.66","75,422,503.83","198,424,158.31","293,243,516.36","388,752,158.43","105,422,096.90","223,500,169.43","360,414,187.48","386,090,124.71","86,453,095.39","185,548,129.67","292,564,175.07","555,274,532.25","148,867,590.70","275,163,460.34","430,742,228.67","564,728,881.67","155,670,128.68","440,767,144.40","770,498,357.05","1,142,242,956.28","316,903,633.40","741,038,031.76","1,331,641,771.20"
取得子公司及其他营业单位支付的现金净额,"1,600,000.00",,,,,,,,,,,,,,"40,000,000.00","35,750,157.00","35,750,157.00","35,750,157.00","35,666,210.49",,"7,500,000.00","194,812,480.96","187,253,605.26",,"55,170,609.15","55,170,609.15"
收到的税费返还,,,,,"864,306.28","864,306.28","864,306.28",,"4,422,092.14","7,888,097.02","9,785,862.72","5,491,826.63","6,809,011.76","6,809,011.76","8,901,605.38",,"4,809,124.88","5,561,823.54","7,338,952.21",,"864,306.07","8,152,914.12","12,230,710.39","2,205,271.70","2,989,913.34","3,225,684.50"
支付其他与投资活动有关的现金,,,,,"132,710.00","132,710.00",,,,,,,,,,,,,,,"60,000,000.00","40,055,309.50","44,561,464.75","28,126,771.60","134,421,604.45","309,605,699.33"
收到其他与经营活动有关的现金,"14,575,459.70","28,932,013.67","14,777,125.95","4,307,138.41","14,878,156.87","19,279,657.99","18,000,157.63","1,108,027.06","3,330,916.19","7,226,509.47","17,442,604.14","1,612,782.90","3,958,683.62","6,422,334.26","15,314,942.81","4,177,239.94","17,252,269.67","27,053,950.65","19,161,593.23","11,681,967.15","33,032,839.50","79,610,346.07","81,228,760.20","15,752,948.55","42,407,541.34","63,982,972.27"
投资活动现金流出小计,"31,796,621.54","179,411,218.44","142,343,313.25","21,491,843.55","37,132,096.43","48,327,883.77","54,894,436.29","20,408,993.18","52,932,605.27","96,058,442.14","88,512,463.65","18,983,819.75","35,378,054.61","53,179,319.25","123,243,126.56","73,511,784.20","88,085,895.41","173,784,716.07","234,202,637.51","55,401,994.37","562,256,067.25","767,242,950.17","636,455,655.22","100,482,599.25","358,779,470.89","622,804,052.82"
经营活动现金流入小计,"66,041,541.01","166,129,763.39","413,317,911.61","79,729,642.24","214,166,621.46","313,387,480.63","407,616,622.34","106,530,123.96","231,253,177.76","375,528,793.97","413,318,591.57","93,557,704.92","196,315,825.05","305,795,521.09","579,491,080.44","153,044,830.64","297,224,854.89","463,358,002.86","591,229,427.11","167,352,095.83","474,664,289.97","858,261,617.24","1,235,702,426.87","334,861,853.65","786,435,486.44","1,398,850,427.97"
投资活动产生的现金流量净额,"-31,796,621.54","-109,165,574.67","-142,030,665.47","-21,491,843.55","-37,132,096.43","-48,126,763.49","-54,657,851.26","-20,408,993.18","-47,486,605.27","-88,354,552.10","-79,200,593.74","-18,983,819.75","-35,262,524.61","-52,768,693.25","-110,307,838.64","-73,307,384.20","-72,787,283.05","-158,486,103.71","-192,128,216.39","-55,041,994.37","-557,294,300.06","-760,171,396.11","-515,945,787.93","-74,816,862.92","-322,085,898.99","-425,745,790.59"
购买商品、接受劳务支付的现金,"40,616,745.70","103,255,661.16","268,724,855.41","68,029,299.12","145,534,174.76","225,354,577.80","297,862,800.39","78,213,733.85","142,763,436.76","225,627,097.66","265,148,651.42","45,294,982.67","109,753,305.62","179,702,984.99","373,085,953.64","87,981,002.31","173,126,119.30","283,476,096.39","374,502,334.18","89,344,619.26","279,218,623.01","546,990,422.32","708,503,189.90","303,278,454.03","622,003,652.42","1,052,225,719.83"
吸收投资收到的现金,"60,000,000.00","38,921,610.00",,,,"440,112,960.00","440,112,960.00",,,"2,000,000.00","2,000,000.00",,,,"15,374,500.00","7,620,000.00","35,520,000.00","63,171,000.00","800,700,984.70","4,900,000.00","8,895,885.00","9,495,885.00","16,180,000.00","700,000.00","18,210,256.00","22,013,006.23"
