科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"537,758,192.86","941,201,552.20","1,429,653,747.71","2,205,088,664.01","556,215,482.64","1,110,963,556.38","1,672,662,921.84","2,420,303,621.74","332,270,164.11","674,028,616.02","1,094,645,566.74","1,669,959,540.76","473,817,454.82","979,466,492.56","1,461,881,388.49","2,404,835,912.10","682,968,180.56","1,819,930,272.79","3,583,466,006.32","5,585,411,475.91","1,609,527,055.41","3,179,853,438.85","4,379,503,116.27","5,781,645,383.66","938,898,496.18","1,850,484,539.06","2,829,526,816.09","3,896,017,390.36","1,023,370,660.79","2,089,048,955.97","3,120,165,680.77","4,156,154,815.21","1,006,692,920.01","1,894,259,924.99","2,917,516,105.30","3,923,763,870.52","947,938,555.45","1,804,939,570.10","2,794,631,785.65","3,746,760,424.34","827,844,918.06","1,884,828,881.81","3,056,707,523.92","4,136,582,587.57","1,144,413,346.25"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"9,416,431.30","35,244,748.93","48,066,523.34","77,796,358.05","4,456,890.78","37,309,601.04","48,466,225.10","94,635,959.87","1,610,395.34","24,182,096.42","44,769,802.95","65,792,360.80","22,772,526.23","58,442,381.32","101,292,566.91","130,703,411.00","34,550,608.25","72,731,385.54","172,226,784.99","238,077,046.34","162,701,491.78","267,743,128.18","342,500,432.89","423,310,523.76","39,169,207.13","74,622,996.51","118,737,104.72","174,952,496.08","31,830,725.49","78,448,423.78","120,670,798.01","146,444,791.59","54,222,491.77","107,543,658.65","142,547,370.38","163,728,631.69","44,298,955.93","100,758,690.33","132,792,294.91","174,700,006.92","62,132,532.04","120,020,216.12","180,321,482.20","253,932,563.87","52,557,391.85"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"2,362,814.52","16,867,295.27","20,794,303.77","25,852,089.18","8,409,889.33","6,280,619.45","15,543,624.73","26,464,852.86","1,446,946.42","6,870,755.49","39,001,310.19","51,199,719.55","18,194,205.26","31,762,025.69","46,819,434.26","39,058,295.09","6,433,565.39","26,562,737.32","30,636,912.49","27,416,371.34","138,678,074.21","227,171,655.93","265,828,485.10","274,214,060.42","11,496,727.99","36,517,367.04","49,743,002.07","54,378,193.87","4,023,624.48","23,356,105.97","30,439,850.35","30,752,455.28","10,122,625.06","39,496,914.92","46,775,215.48","46,333,854.95","9,373,423.74","29,160,447.82","40,742,593.68","36,423,680.69","13,488,987.65","23,045,733.29","36,513,179.81","39,273,582.60","44,426,490.68"
投资活动现金流出小计,"9,655,881.72","41,026,216.85","64,758,074.13","98,663,342.73","34,434,824.06","58,311,751.15","82,537,256.51","186,102,203.22","26,102,681.09","47,985,339.01","90,275,033.60","89,227,356.20","41,525,479.87","69,183,987.17","88,012,436.19","119,693,828.26","48,465,844.01","82,069,100.04","107,427,725.43","178,019,987.10","53,464,575.39","76,307,852.88","99,630,458.04","299,122,142.96","54,238,988.07","99,754,457.65","206,178,947.93","319,808,217.56","43,050,789.16","456,589,371.45","575,667,560.64","1,284,799,809.54","174,872,357.17","324,613,483.14","894,390,304.38","1,014,683,994.15","216,417,345.14","627,727,267.18","653,122,269.67","1,040,544,127.42","210,258,188.33","523,814,260.17","381,768,655.78","1,101,665,880.58","571,663,438.91"
经营活动现金流入小计,"549,537,438.68","993,313,596.40","1,498,514,574.82","2,308,737,111.24","569,082,262.75","1,154,553,776.87","1,736,672,771.67","2,541,404,434.47","335,327,505.87","705,081,467.93","1,178,416,679.88","1,786,951,621.11","514,784,186.31","1,069,670,899.57","1,609,993,389.66","2,574,597,618.19","723,952,354.20","1,919,224,395.65","3,786,329,703.80","5,850,904,893.59","1,910,906,621.40","3,674,768,222.96","4,987,832,034.26","6,479,169,967.84","989,564,431.30","1,961,624,902.61","2,998,006,922.88","4,125,348,080.31","1,059,225,010.76","2,190,853,485.72","3,271,276,329.13","4,333,352,062.08","1,071,038,036.84","2,041,300,498.56","3,106,838,691.16","4,133,826,357.16","1,001,610,935.12","1,934,858,708.25","2,968,166,674.24","3,957,884,111.95","903,466,437.75","2,027,894,831.22","3,273,542,185.93","4,429,788,734.04","1,241,397,228.78"
投资活动产生的现金流量净额,"-9,058,248.42","-38,877,636.54","-60,860,884.35","-82,830,736.54","-33,543,125.17","-35,556,034.32","-58,774,449.74","-130,457,494.16","-5,624,083.50","-26,713,223.84","-66,862,533.55","-60,491,361.01","-40,678,217.26","-67,334,987.71","-85,200,766.38","-91,958,057.60","-47,696,294.65","-79,734,785.14","-103,282,405.35","-167,797,226.12","-19,675,998.85","-55,996,871.08","-74,041,646.95","-116,051,551.57","-31,121,452.89","-54,672,957.17","-158,574,236.14","-207,053,947.00","-41,035,460.39","-342,582,371.18","-460,444,360.71","-564,726,392.71","306,744,871.71","75,879,952.84","30,178,203.26","-23,246,320.13","16,065,613.16","-224,109,039.06","-199,132,340.18","-320,348,631.23","100,685,744.47","-102,176,706.23","-257,674,349.23","-256,505,577.30","-91,734,310.66"
购买商品、接受劳务支付的现金,"497,747,917.97","818,494,633.56","1,219,976,506.09","1,817,288,199.72","392,182,069.85","796,325,498.39","1,182,104,840.53","1,661,019,817.62","234,134,346.10","467,375,158.34","749,145,715.07","1,182,633,123.01","399,343,431.50","914,800,065.37","1,210,910,657.84","2,105,549,764.05","597,736,661.05","1,858,507,859.35","3,218,560,576.66","4,905,168,219.05","1,040,597,684.49","1,979,931,044.23","2,780,481,377.08","3,589,844,558.73","641,633,927.46","1,376,100,808.58","2,067,996,150.68","2,840,368,258.80","830,834,445.62","1,700,975,562.20","2,413,079,201.94","3,213,703,538.57","695,012,230.93","1,401,096,053.33","2,053,223,743.32","2,756,029,310.03","588,468,846.21","1,226,015,141.16","1,833,686,305.02","2,649,727,304.25","641,187,036.71","1,518,574,338.48","2,509,102,778.77","3,475,879,948.13","797,413,590.43"
吸收投资收到的现金,"17,703,328.59","17,703,367.50","17,703,367.50","17,703,328.59",,"13,091,122.00","13,091,122.00","13,091,122.00","10,000,000.00","10,500,000.00","10,500,000.00","10,500,000.00",,,,,"22,402,017.52","37,687,559.00","37,687,559.00","37,687,559.00",,"583,255,000.00","583,255,000.00","583,255,000.00",,,,"74,582,524.92",,,,,,,"7,000,000.00","7,000,000.00",,"3,863,200.00","3,863,200.00","3,863,200.00",,"17,732,800.00","17,732,800.00","17,732,800.00",
