科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"1,093,620,402.72","1,385,437,237.53","509,813,568.03","866,866,806.09","1,183,918,204.94","302,306,905.20","613,243,886.21","985,151,017.34","1,281,531,847.84","304,923,257.60","660,392,870.18","1,066,380,736.49","1,408,900,845.89","328,943,024.06","709,970,518.57","1,141,361,074.15","1,591,827,518.02","466,983,014.81","1,113,829,941.90","1,887,292,510.18","2,664,864,918.45","797,869,933.93","1,727,506,876.83","2,722,068,855.38","3,661,561,224.89","999,672,044.09","2,103,016,739.72","3,023,571,732.64","3,956,021,257.61","822,382,874.48","2,024,418,602.45","3,157,354,047.72","3,960,943,286.33","638,144,524.40","1,840,973,876.87","2,923,320,700.33"
二、营业利润,"150,717,356.66","202,239,322.98","102,656,049.06","188,144,682.87","238,893,561.44","46,726,428.24","84,311,451.53","134,246,802.89","182,022,742.46","25,250,705.47","53,109,850.23","72,923,625.03","71,281,956.98","84,269.20","20,566,576.28","44,075,826.75","50,967,076.45","23,349,802.34","50,146,018.97","96,831,597.51","107,407,599.03","49,749,674.57","102,166,545.41","139,349,062.39","173,677,085.60","52,236,550.16","113,199,655.33","148,190,750.16","171,580,410.40","32,643,101.98","101,021,639.80","144,140,314.97","205,112,905.11","35,997,946.56","112,959,113.27","174,962,509.94"
减:营业成本,"879,848,459.19","1,108,496,652.84","365,039,194.13","619,827,070.19","818,890,672.34","219,982,347.83","459,556,489.21","743,690,520.89","973,516,822.39","239,672,552.13","534,454,223.05","875,705,686.53","1,172,706,993.89","292,051,289.92","620,860,000.57","985,416,361.44","1,366,870,272.62","394,168,842.75","957,858,046.09","1,631,376,010.61","2,300,172,233.34","689,996,794.27","1,504,306,659.51","2,396,112,090.39","3,218,368,751.02","887,195,538.18","1,864,425,178.16","2,692,165,507.59","3,520,897,376.29","723,238,391.98","1,796,887,556.76","2,795,495,042.84","3,432,896,969.59","541,199,500.46","1,588,766,814.79","2,537,718,234.83"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"842,840.39","1,213,288.87","450,432.47","665,272.53","873,501.78","172,140.78","415,470.78","679,153.39","955,928.65","268,971.92","663,114.13","1,156,999.65","1,679,666.76","253,462.44","1,577,304.79","1,888,940.44","2,316,350.17","313,067.82","958,516.09","2,107,422.15","3,261,493.62","1,889,368.85","5,238,383.08","7,403,093.64","9,631,373.30","2,322,538.53","4,712,533.35","7,090,083.02","10,427,177.77","2,568,535.65","5,187,340.50","7,540,524.03","15,944,812.60","2,428,888.03","7,742,323.53","11,953,460.54"
营业外收入,"5,182,444.50","6,748,857.08","1,558,954.78","2,414,309.68","4,879,000.11","62,662.21","306,128.48","836,257.95","1,359,888.14","488,522.53","1,025,772.50","4,523,441.79","2,765,754.48","2,888,536.58","7,709,466.45","12,492,086.80","9,596,202.87","2,946,124.20","4,156,459.21","6,527,422.93","18,792,269.27","2,248,682.15","4,020,340.54","7,741,817.54","18,681,970.14","3,724,274.32","7,009,373.03","10,052,977.69","12,304,070.12","3,853,972.92","12,287,714.59","14,715,323.71","23,600,158.64","2,575,713.30","6,226,660.80","9,544,394.13"
销售费用,"13,674,859.08","32,212,110.12","9,009,153.28","16,068,135.09","24,402,601.86","7,110,555.24","18,427,731.71","26,384,950.06","32,301,682.15","6,887,582.69","12,702,498.34","19,375,696.65","27,261,562.81","5,640,487.17","11,524,898.61","20,831,719.27","32,674,378.86","8,707,700.29","18,253,738.17","28,710,768.27","47,364,247.47","8,883,645.02","18,873,839.03","31,780,274.81","50,141,695.62","13,184,715.01","27,231,107.18","37,836,861.26","51,315,696.66","12,453,991.34","25,112,084.00","39,089,320.33","56,476,528.09","11,431,497.59","24,107,505.05","36,798,812.31"
减:营业外支出,"1,185,444.66","3,763,766.33","74,747.00","225,540.38","839,209.18","109,939.53","112,019.53","114,634.08","331,638.31","60,769.56","223,704.56","228,894.04","568,749.40","195,458.65","195,458.65","642,958.65","4,722,539.85","940,368.69","1,196,536.92","2,210,492.32","5,887,446.00","2,132,672.56","1,088,589.76","1,495,308.15","4,415,040.99","40,004.76","305,079.18","305,079.18","1,779,256.26",168.66,"480,901.69","817,517.95","3,091,572.05","50,630.75","798,227.49","884,114.45"
管理费用,"34,744,898.56","50,333,550.81","26,821,910.66","38,573,730.53","94,946,105.86","27,553,517.36","49,061,823.64","81,371,651.12","112,825,533.14","35,821,906.58","67,030,530.96","101,566,321.41","144,433,878.27","38,404,207.67","70,884,230.69","110,932,670.98","158,056,277.27","42,949,909.51","88,582,366.01","132,959,615.75","211,751,105.24","50,116,492.47","102,733,631.76","168,524,354.77","219,667,607.42","50,122,052.20","108,881,950.36","168,644,637.81","218,153,359.08","57,670,085.81","109,621,005.12","181,999,999.33","242,988,606.19","52,040,798.12","115,631,083.19","173,850,839.01"
其中:非流动资产处置净损失,,,,,,,,,"6,148.85","6,148.85","6,148.85","192,353.88","476,769.92","60,153.88","195,458.65","637,958.65","3,984,455.80","3,984,455.80","3,984,455.80","3,984,455.80","2,562,147.35","1,599,672.56","555,082.65","857,722.36","508,618.00",,"261,074.42","261,074.42","1,635,232.84",,"480,668.06","621,298.21","2,701,747.64",,"748,227.49","832,162.64"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"12,766,863.75","-9,038,667.08","6,130,417.35","3,881,503.80","5,529,280.65","761,915.75","1,398,541.47","-1,594,273.32","-19,237,658.00","-4,787,915.21","-8,760,818.07","-5,233,987.04","-8,508,608.06","-6,946,678.42","-15,216,199.96","-21,757,468.39","-24,244,567.74","-2,563,897.56","2,063,298.90","4,296,715.74","8,452,882.20","2,964,807.45","8,762,366.67","11,778,649.95","15,124,916.10","327,151.35","1,106,219.91","-7,250,442.98","-8,261,738.65","3,283,552.16","883,954.49","-1,270,715.45","-11,974,493.20","497,437.38","3,218,093.37","8,506,127.89"
三、利润总额,"154,714,356.50","205,224,413.73","104,140,256.84","190,333,452.17","242,933,352.37","46,679,150.92","84,505,560.48","134,968,426.76","183,050,992.29","25,678,458.44","53,911,918.17","77,218,172.78","73,478,962.06","2,777,347.13","28,080,584.08","55,924,954.90","55,840,739.47","25,355,557.85","53,105,941.26","101,148,528.12","120,312,422.30","49,865,684.16","105,098,296.19","145,595,571.78","187,944,014.75","55,920,819.72","119,903,949.18","157,938,648.67","182,105,224.26","36,496,906.24","112,828,452.70","158,038,120.73","225,621,491.70","38,523,029.11","118,387,546.58","183,622,789.62"
资产减值损失,"1,325,125.09","-19,021.01","-293,588.92","-293,588.92","382,481.01",,"72,377.87","372,212.31","-853,202.95","878,268.87","1,193,471.54","886,394.26","45,395.24","-544,013.92","-226,292.41","-26,976.34","5,187,730.39","57,589.66","720,706.77","428,019.81","3,012,388.77","774,369.96","1,613,396.70","2,535,782.32","25,620,769.22","3,943,309.01","909,941.05","2,067,835.14","2,095,729.90","866,890.47","782,811.35","10,070,187.85","39,883,910.39","2,185,474.15","1,374,157.39","-75,298.31"
减:所得税,"17,907,561.94","52,223,980.85","25,052,411.67","48,011,246.58","36,578,092.35","8,398,534.27","13,139,531.29","22,132,632.65","25,707,913.57","5,665,351.35","11,193,493.63","15,439,105.99","13,090,265.38","1,021,459.27","5,344,797.02","11,190,634.29","11,826,232.82","9,446,940.35","20,077,604.71","33,678,184.06","27,967,711.52","11,272,899.68","19,600,182.09","32,022,759.98","31,286,809.03","12,464,762.93","27,095,310.81","36,576,900.06","30,339,802.74","7,667,772.25","21,992,343.56","28,619,939.63","40,302,199.70","8,754,907.84","28,706,103.29","46,183,066.44"
