科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
未分配利润,"60,291,618.27","85,591,074.37","133,374,590.62","173,962,554.92","191,744,361.53","200,284,922.45","221,444,679.12","221,667,934.21","239,872,018.45","251,063,390.59","273,234,003.00","267,422,746.86","286,502,236.57","297,975,897.95","268,488,124.90","296,082,351.63","313,267,716.16","325,250,940.69","360,214,281.65","375,970,009.58","397,659,959.68","405,741,047.39","435,809,615.82","419,428,514.90","446,613,183.10","466,587,310.09","505,873,513.85","474,465,069.86","498,689,688.06"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,,"1,279,634.48","17,999,150.00","17,930,660.03","24,572,290.75","42,519,047.20","18,810,721.14","294,448.85","294,559.06","294,733.14","294,840.92"
递延所得税资产,"969,330.18","1,331,612.89","1,957,536.81","2,120,933.22","2,111,974.24","2,321,753.58","2,277,798.99","3,500,468.73","3,338,176.91","5,679,619.82","5,449,802.64","5,353,758.19","5,441,968.87","5,448,259.06","5,527,097.48","6,283,741.49","6,460,433.90","8,133,848.00","8,943,113.93","7,338,907.64","7,239,186.51","8,282,027.03","8,167,809.00","8,075,667.16","8,198,952.09","7,583,412.28","7,593,852.87","7,049,736.61","6,791,082.15"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,"10,887,576.81","25,482,708.12","68,670,970.45","89,320,921.74","75,793,844.98","93,273,381.73","102,041,710.63","45,578,738.41","37,068,374.94","34,263,122.81","32,907,050.95","32,607,008.12"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"132,713,598.64","156,199,368.92","157,792,609.69","168,717,406.45","167,854,953.31","184,744,589.89","185,197,080.92","187,342,403.86","186,918,162.03","255,356,142.87","262,497,814.82","276,073,373.54","290,808,896.72","311,049,005.57","336,815,325.16","349,003,094.14","494,956,850.02","642,104,251.89","678,825,314.02","752,014,991.77","812,636,311.11","1,237,798,533.03","1,298,349,702.92","1,373,660,253.80","1,363,286,222.05","1,507,884,827.61","1,546,284,937.11","1,581,757,188.08","1,504,873,072.22"
所有者权益(或股东权益)合计,"144,384,624.92","177,645,757.05","236,359,562.91","276,947,527.21","294,729,333.82","589,755,287.78","610,915,044.45","611,138,299.54","629,342,383.78","653,686,223.70","675,856,836.11","670,045,579.97","689,125,069.68","714,267,705.70","684,779,932.65","712,374,159.38","1,295,318,014.91","1,321,614,861.77","1,356,578,202.73","1,373,613,565.14","1,412,023,030.76","2,012,685,273.45","2,049,395,472.60","2,050,961,128.13","2,054,437,518.47","2,072,329,858.83","2,111,616,835.36","2,080,176,284.32","2,104,364,516.46"
资产总计,"313,714,212.67","376,994,407.84","459,426,283.04","485,878,150.99","495,232,886.06","772,497,357.52","768,174,399.48","790,773,797.40","814,319,191.07","851,017,608.94","874,734,780.03","910,509,384.85","907,343,717.55","921,301,409.06","953,481,929.82","958,677,467.82","1,516,920,474.83","1,640,931,013.68","1,704,272,579.01","1,591,975,642.48","1,606,006,356.73","2,544,824,786.38","2,549,271,266.94","2,603,768,222.18","2,498,742,522.86","2,472,660,806.03","2,530,352,956.45","2,499,029,725.45","2,494,139,812.72"
负债和所有者(或股东权益)合计,"313,714,212.67","376,994,407.84","459,426,283.04","485,878,150.99","495,232,886.06","772,497,357.52","768,174,399.48","790,773,797.40","814,319,191.07","851,017,608.94","874,734,780.03","910,509,384.85","907,343,717.55","921,301,409.06","953,481,929.82","958,677,467.82","1,516,920,474.83","1,640,931,013.68","1,704,272,579.01","1,591,975,642.48","1,606,006,356.73","2,544,824,786.38","2,549,271,266.94","2,603,768,222.18","2,498,742,522.86","2,472,660,806.03","2,530,352,956.45","2,499,029,725.45","2,494,139,812.72"
