科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"318,556,215.99","300,846,240.81","303,609,451.46","145,123,300.21","218,681,074.23","293,828,198.87","72,022,109.40","149,793,186.52","223,645,418.24","296,552,004.89","69,248,531.62","157,809,180.75","256,191,957.14","387,046,212.00","175,644,619.29","352,147,513.41","532,982,232.65","775,091,003.58","173,862,547.10","352,296,171.80","520,613,286.68","745,412,766.48","159,717,038.09","324,059,962.83","494,876,420.07","716,361,757.32","202,285,574.17","413,523,170.69","615,921,095.26","835,675,220.99","205,825,690.67","415,557,914.89","627,254,202.46","835,851,735.87","200,430,080.11","421,761,022.72","675,421,798.75","928,733,524.63","262,463,173.80"
二、营业利润,"79,221,631.27","78,280,579.33","81,400,518.71","42,541,791.83","60,004,599.42","76,095,397.96","25,715,929.83","48,116,310.84","70,371,284.97","75,089,059.24","23,764,021.56","40,842,500.78","71,709,044.79","263,615,001.79","35,088,702.23","63,845,655.87","107,279,829.48","134,838,451.48","39,241,052.19","71,726,013.10","116,397,034.56","144,571,919.11","37,757,282.52","64,645,245.89","96,862,077.41","65,595,035.12","84,149,445.29","94,862,022.40","104,041,860.36","-376,744,402.86","28,646,278.80","46,358,437.25","62,433,974.62","32,995,672.80","14,450,464.64","42,286,448.86","76,254,444.15","89,856,073.85","31,854,487.45"
减:营业成本,"164,192,652.74","149,713,647.88","147,275,749.51","67,511,641.11","101,793,415.42","133,827,786.67","30,011,310.40","61,925,150.72","93,227,267.90","123,582,801.58","29,553,258.52","70,944,743.47","118,487,366.51","177,402,086.68","70,896,640.06","129,287,783.43","191,122,628.35","313,764,933.43","60,009,797.23","120,885,452.72","170,324,244.13","276,107,169.08","48,505,005.22","95,828,893.27","149,536,654.31","265,134,627.87","75,563,957.86","150,971,442.26","225,768,067.34","303,460,762.57","72,146,894.37","143,935,270.86","221,953,024.76","302,034,544.99","76,858,291.02","168,215,947.35","276,473,867.14","382,623,418.98","120,805,130.30"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"6,545,719.68","6,558,733.52","7,252,401.98","3,328,050.55","5,084,842.79","6,930,396.83","1,882,003.39","3,995,798.49","5,935,020.13","7,920,188.49","1,857,431.64","4,205,488.72","6,687,850.59","9,383,312.38","4,620,791.87","9,243,693.40","13,520,185.99","12,571,315.06","4,391,616.88","11,810,611.00","13,927,763.21","15,826,967.23","713,713.80","4,202,628.85","4,954,922.31","6,628,679.10","1,029,787.79","1,791,777.97","2,492,135.44","4,416,068.95","846,015.48","2,265,712.70","3,249,538.68","3,401,577.76","555,850.37","1,492,597.22","2,212,104.11","3,322,861.91","489,020.05"
营业外收入,"820,629.63","4,903,105.91","3,699,081.26","793,345.56","802,940.95","2,338,034.69","1,040,470.00","1,208,184.10","1,238,104.10","4,078,539.02",,"302,100.00","1,174,725.39","7,043,069.57","992,633.67","1,309,808.30","1,709,903.46","8,978,205.44","370,677.34","3,830,555.08","8,119,621.18","11,944,021.50","136,796.73","1,008,775.77","1,907,796.25","3,966,473.97","2,098,574.15","2,999,377.18","3,645,869.69","18,440,233.55","1,137,088.72","982,691.96","1,578,961.94","2,136,556.62","6,547.69","881,532.51","690,993.32","1,689,229.73","4,639.59"
销售费用,"28,487,346.70","29,334,231.06","32,385,425.75","15,430,662.86","26,940,226.77","41,769,239.43","9,696,308.98","22,417,700.38","35,052,895.80","50,125,882.34","8,285,742.86","19,531,245.06","30,407,113.23","51,905,467.88","32,121,009.83","66,718,271.82","97,853,082.00","131,883,358.24","30,174,823.24","60,124,340.28","91,446,267.73","132,502,592.65","29,979,323.82","63,898,673.69","97,693,058.93","136,407,227.66","41,889,592.92","88,404,531.17","132,388,734.95","181,959,655.90","49,995,076.84","95,420,599.82","144,249,448.39","206,646,035.60","43,567,344.89","86,321,507.98","130,600,676.15","177,903,581.98","44,060,801.74"
减:营业外支出,"2,704,528.38","1,504,553.61","3,673,525.39","105,711.52","122,199.46","413,091.23","142,808.42","164,342.90","164,773.14","483,883.01","10,108.07","329,656.03","368,562.94","556,260.77","109,546.29","327,587.34","664,916.84","4,762,440.02","80,788.02","84,596.77","160,948.10","441,690.45","216,326.59","1,226,415.12","1,398,812.81","2,106,162.11","13,574.18","10,084,887.38","10,238,574.23","16,039,450.79","376,975.81","712,967.79","3,543,177.91","7,852,395.42","303,211.90","448,451.57","625,489.52","2,615,300.09","154,088.27"
管理费用,"38,769,285.41","42,661,833.36","45,373,412.44","22,371,919.66","34,385,871.33","50,426,473.33","13,536,725.08","31,259,932.61","47,619,781.63","69,006,039.38","17,959,134.46","42,676,375.13","63,452,607.12","104,641,491.05","34,657,679.87","87,101,997.37","129,366,018.33","191,857,084.23","44,677,629.49","94,708,807.60","137,242,908.17","185,911,579.77","44,751,477.84","97,255,979.74","148,954,382.23","213,872,389.54","67,510,991.29","149,364,690.89","226,052,691.50","310,213,669.09","77,050,187.45","155,273,585.40","226,402,672.80","323,246,764.87","67,895,414.34","137,109,720.68","109,795,098.00","161,162,499.40","37,751,651.90"
其中:非流动资产处置净损失,"1,826,807.74","699,975.91","3,229,208.05","105,511.52","121,999.46","409,417.23","140,108.42","160,638.50","161,068.74","404,161.54","10,108.07","329,656.03","360,561.84","516,822.67","70,389.72","290,780.51","628,109.39","644,782.07","26,712.56","29,681.07","101,428.41","218,296.29","63,530.19","159,121.01","233,308.81","787,599.40","2,720.76","10,073,302.57","10,180,219.39","14,472,831.99","375,115.29","702,929.63","1,749,491.11",,,,,,
