科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"297,501,720.86","329,219,012.37","341,261,661.87","210,897,949.73","304,098,464.40","405,696,752.35","101,905,893.33","222,022,623.26","311,723,253.50","405,926,148.10","68,969,771.95","145,495,208.90","222,462,926.26","311,908,790.99","96,813,551.14","222,986,331.45","324,539,898.30","413,385,890.87","86,847,662.78","196,690,584.16","319,107,673.59","425,020,519.48","114,210,632.79","239,672,307.33","378,194,892.22","507,100,885.87","124,882,383.99","351,702,528.77","476,547,400.01","630,075,306.41","139,623,513.28","331,977,340.40","462,430,802.94","888,612,677.84","468,113,521.66"
二、营业利润,"16,100,030.51","21,131,909.03","37,768,367.80","23,008,673.87","30,430,453.04","41,223,504.56","7,296,395.61","19,832,976.92","25,736,552.05","45,339,082.28","9,153,736.25","15,143,558.83","17,524,541.45","22,809,857.52","10,883,722.42","20,798,180.54","30,190,632.68","37,413,070.88","1,932,568.64","4,032,286.01","4,293,435.33","3,260,612.58","1,379,300.81","4,719,105.69","5,020,812.07","3,888,402.26","-83,715.04","5,544,801.76","6,986,416.37","17,628,367.48","6,186,265.46","20,276,500.61","21,946,741.31","67,308,441.15","26,850,210.29"
减:营业成本,"269,234,716.44","293,580,200.10","287,888,503.28","180,689,481.22","263,296,131.38","352,123,174.61","90,125,199.34","194,962,337.94","269,806,706.93","342,023,857.30","55,754,715.13","121,193,122.98","190,448,703.82","269,603,426.15","78,946,835.55","185,796,645.43","269,135,484.68","345,940,509.60","78,472,918.80","179,099,026.99","292,268,568.02","388,768,422.32","103,708,947.87","216,232,087.93","342,602,984.59","461,420,198.75","111,017,222.46","314,479,837.63","423,065,238.75","549,382,377.29","120,097,718.42","284,231,020.44","397,817,375.72","727,305,161.30","366,679,946.83"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,,,,,,,"32,463.38","32,463.38","32,463.38","232,104.63","120,449.44","1,042,566.63","1,157,895.47","1,391,525.35","224,085.79","288,101.64","723,273.15","1,340,941.57","1,462.59","143,072.43","432,357.85","567,529.73","92,406.25","212,449.14","497,565.11","1,275,336.81","89,390.50","502,636.75","757,295.07","3,464,969.93","1,000,878.71","2,563,020.97","3,040,948.36","7,963,330.98","3,313,189.71"
营业外收入,"13,120.08","660,178.69","643,850.00","712,954.87","2,594,453.57","6,755,935.87","1,888,282.30","2,309,764.60","2,381,246.90","2,901,058.39","538,115.15","908,883.14","2,444,015.34","2,321,504.45","410,862.65","779,098.05","1,431,147.08","2,365,503.15","512,033.70","844,067.40","2,454,890.05","3,414,400.65","518,183.51","2,717,355.87","3,414,705.05","4,062,517.90","629,319.86","1,213,488.21","2,238,408.55","2,848,412.55","991,049.73","6,750.71","8,750.71","215,190.00",
销售费用,"2,510,891.83","3,459,701.01","2,329,648.23","1,123,005.57","1,683,590.47","2,837,829.58","712,055.60","2,025,490.45","3,285,843.72","4,127,619.83","510,532.08","1,598,186.41","2,730,006.96","3,890,638.77","1,144,384.76","3,015,330.47","4,435,920.96","5,544,849.06","975,651.64","2,202,976.54","4,029,045.51","5,538,505.92","1,016,403.74","3,033,621.54","4,507,630.57","7,727,155.51","3,767,881.64","8,160,056.43","9,925,803.85","13,783,080.59","1,875,756.65","5,862,071.83","8,406,824.95","21,715,564.40","18,612,451.72"
减:营业外支出,"21,418.47","100,000.00","170,201.31","100,000.00","110,867.38","110,867.38",,,"8,384.96","8,384.96",,"1,011.35","1,011.35","1,779.77","300,000.00","500,000.00","500,000.00","522,683.08",,,"401,482.15","408,395.45",,,"68,927.03","446,026.74","28,168.92","27,629.36","27,629.36","36,619.65","23,499.30","346,275.88","346,275.88","306,420.95",
管理费用,"4,366,572.83","8,424,231.04","8,797,086.54","3,569,801.60","5,274,751.15","7,239,962.36","2,377,138.57","4,708,293.65","14,371,736.38","17,545,582.43","4,326,623.18","8,825,649.91","13,051,168.27","17,729,671.64","5,039,542.41","12,135,591.78","18,702,755.09","24,571,463.64","5,407,737.71","11,419,910.36","17,421,073.23","27,275,239.50","7,032,964.84","15,298,587.99","23,626,775.88","32,052,199.08","8,047,393.51","17,884,114.02","25,923,615.84","35,431,838.78","8,459,578.65","17,255,746.86","28,586,697.04","60,514,647.18","41,706,433.60"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,,,"8,395.45",,,,"365,629.49",,,,"1,073.34",,,,,
