科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"376,270,738.16","408,860,841.43","228,817,649.43","276,907,980.41","208,310,721.42","347,516,258.17","517,743,782.17","416,006,851.17","846,438,467.31","752,719,780.95","590,306,938.77","594,316,376.13","611,749,222.69","780,018,134.07","733,674,466.41","579,853,212.72","791,912,551.35","660,915,652.59","738,986,603.01","474,331,494.90","471,062,085.18","440,258,193.27","324,836,379.91","406,012,748.88","641,840,214.58","362,484,928.64","319,956,573.78","294,349,315.44","201,108,918.57","399,985,533.79","631,285,046.33","420,146,740.93","733,910,964.37","750,484,564.21","454,470,646.02","606,806,312.63","547,870,822.74","603,555,546.69","1,600,195,345.46","779,941,468.23","608,493,674.42","606,787,115.54","546,295,856.32","453,403,911.66","665,601,885.99","588,085,217.65"
短期借款,"949,617,400.00","1,034,000,000.00","1,037,000,000.00","1,153,004,817.14","1,088,234,790.49","996,391,003.03","1,018,000,000.00","798,000,000.00","857,000,000.00","987,000,000.00","948,000,000.00","1,002,000,000.00","1,115,000,000.00","1,155,000,000.00","1,091,000,000.00","1,105,000,000.00","1,011,931,456.00","999,461,101.41","878,103,294.98","1,113,540,003.90","909,752,331.29","759,500,000.00","969,298,250.00","995,506,998.43","1,319,507,922.55","1,151,992,750.00","1,321,424,836.85","1,343,450,736.86","1,186,850,465.26","1,320,734,135.23","1,009,133,250.00","848,058,391.26","1,119,381,624.27","871,894,172.14","606,224,172.14","749,936,000.00","800,000,000.00","969,852,485.92","929,647,233.23","590,204,800.00","463,204,800.00","436,420,800.00","465,458,300.00","404,903,771.74","512,811,400.83","392,284,804.42"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"75,611,215.77","127,452,924.85","192,176,347.31","50,006,653.62","71,621,990.18","25,219,687.80","35,400,239.33","10,415,190.44","7,724,333.06","34,374,977.87","18,614,017.00","36,931,993.68","88,595,200.58","92,865,808.77","120,729,561.73","184,089,796.03","86,129,859.74","31,658,798.86","136,000,000.00","165,307,915.95","100,218,141.30","138,146,073.25","147,780,598.05","187,988,414.48","186,904,213.93","180,161,337.50","176,028,958.20","239,917,867.50","224,915,357.17","305,930,039.45","144,789,871.33","123,873,052.44","96,844,688.24","140,087,567.04","211,680,833.91","204,967,475.33","212,425,531.55","190,466,965.43","134,071,587.49","165,700,368.24","54,757,251.60","65,322,765.40","209,450,339.11","236,099,846.77","194,977,511.77","122,701,971.74"
应付票据,"366,000,000.00","185,000,000.00","110,000,000.00","226,000,000.00","251,800,000.00","362,000,000.00","500,760,000.00","646,110,000.00","873,350,000.00","779,105,500.00","603,150,160.00","698,797,081.00","736,623,523.99","591,248,503.89","463,672,606.52","427,758,164.55","429,230,939.12","436,417,987.10","245,272,354.26","148,487,816.25","244,379,888.90","283,500,000.00","298,000,000.00","281,580,000.00","202,730,000.00","263,500,000.00","201,500,000.00","90,000,000.00","61,000,000.00","16,000,000.00",,"5,000,000.00","39,000,000.00","118,430,520.00","159,486,950.85","108,463,106.00","95,920,000.00","81,000,000.00","92,800,000.00","65,886,000.00","126,886,000.00","228,600,000.00","268,000,000.00","141,500,000.00","111,300,000.00","162,950,000.00"
应收账款,"151,690,169.46","134,611,999.03","166,577,938.51","127,133,955.79","148,014,617.65","89,434,185.39","120,716,688.06","91,580,973.61","111,866,550.28","162,939,522.98","169,054,387.76","118,354,279.54","183,131,269.78","195,345,229.11","224,006,506.42","148,868,003.73","327,662,048.63","207,468,532.24","207,233,192.49","167,545,745.36","215,450,223.27","165,017,826.65","203,851,306.91","184,903,955.10","219,045,085.11","189,493,350.83","188,884,890.68","175,649,094.55","224,921,010.87","195,063,583.37","172,059,469.49","151,072,434.62","141,738,609.93","163,220,479.77","224,542,772.98","194,294,902.26","216,978,558.58","265,150,111.44","248,849,684.07","223,923,861.44","287,906,604.95","333,268,569.77","344,437,123.52","371,314,025.71","406,566,299.98","485,837,100.99"
应付账款,"154,070,803.18","120,588,605.65","156,736,461.59","314,422,903.50","314,814,831.24","400,278,695.14","402,287,337.63","320,392,701.46","355,311,644.39","341,572,382.88","606,437,429.85","307,329,417.43","430,194,804.01","514,966,818.87","403,181,254.35","462,915,056.55","883,619,888.34","539,673,777.04","552,993,968.91","504,549,275.31","596,370,439.11","559,124,281.42","530,006,153.24","581,183,218.83","669,078,651.49","524,049,859.83","324,203,740.61","238,289,376.62","171,732,231.66","178,227,285.47","232,833,391.73","204,483,077.99","188,208,337.55","243,053,402.41","273,250,676.90","230,053,526.16","189,382,140.96","278,581,059.43","267,420,951.90","316,162,870.21","376,953,593.91","457,095,670.88","389,429,595.24","398,553,505.36","414,663,095.75","502,022,379.14"
预付款项,"55,062,473.06","53,983,906.86","106,315,298.74","222,170,131.70","97,558,112.99","72,831,874.74","54,438,475.24","91,948,861.89","65,878,433.89","156,664,676.08","311,910,748.57","223,801,429.40","335,858,325.17","429,407,732.36","280,857,088.06","348,592,579.14","404,225,169.97","316,287,845.09","388,919,709.05","348,536,828.70","370,692,275.47","182,664,794.69","181,443,452.54","163,145,415.19","152,011,891.71","221,077,914.64","158,076,143.53","125,284,840.92","48,731,953.72","59,372,959.71","177,802,659.02","28,431,018.53","33,299,058.01","67,214,035.18","52,183,459.26","28,739,313.89","56,144,984.14","25,348,370.96","79,930,828.40","78,853,424.27","101,276,658.62","82,853,546.74","94,491,267.25","37,137,591.35","65,049,262.21","55,453,804.34"
预收款项,"46,889,889.13","59,431,369.74","54,878,117.75","52,744,787.35","23,054,059.89","30,926,063.54","32,881,825.59","25,743,417.85","28,021,760.87","38,987,228.76","57,964,878.10","30,629,383.44","44,248,108.70","63,393,103.61","99,509,967.90","52,986,083.47","80,850,592.63","82,505,035.13","75,176,458.24","64,567,876.33","73,642,604.19","51,034,021.35","79,783,224.55","67,822,027.42","44,401,542.59","41,771,419.07","34,217,805.28","38,035,664.74","35,487,355.81","35,651,425.73","27,457,882.38","28,069,196.78","24,588,038.41","21,324,790.81","32,055,986.64","41,441,668.20","30,128,503.83","44,554,475.07","52,447,673.89","96,665,095.71","42,836,581.36","45,948,031.55","66,609,855.18","64,676,592.21","51,375,808.69","59,833,761.64"
